Title,Interview Date,Employee Type,Offer,Experience,Interview Type,Application,Interview,Question
Host/Takeout,"Jul 2, 2016","Anonymous Employee in San Bruno, CA",Accepted Offer,Positive Experience,Easy Interview,"I applied through an employee referral. The process took 2 days. I interviewed at BJ's Restaurants (San Bruno, CA).","Had 2 interviews on 2 separate days. One was with a manager and the other was with the General manager. After arriving, the wait for the interview can be long. I came during a slow time, so they were able to see me within a few minutes. I have heard that some wait for almost an hour for a manager to see them. The interview for me only took about 30 minutes because I was referred by a current employee at the time and was very casual.","Tell me about yourself?   ,Answer Question, Have you worked in the food industry before?   ,Answer Question"
Host/Hostess,"Sep 12, 2016","Anonymous Interview Candidate in Anaheim, CA",No Offer,Negative Experience,Easy Interview,"I applied through other source. The process took 5 days. I interviewed at BJ's Restaurants (Anaheim, CA) in July 2016.","There were 2 interviews, and both required waiting a long time before meeting with the interviewers. The first interview was very straightforward, and they seemed to have a genuine interest. The second interview consisted of the interviewer telling me they weren't hiring for seasonal positions. Not sure why they didn't just tell me that over the phone, rather than wasting my time.","Why BJ's?   ,Answer Question"
Hostess,"Apr 10, 2017","Anonymous Employee in Oviedo, FL",Accepted Offer,Neutral Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at BJ's Restaurants (Oviedo, FL) in June 2016.","I applied online and found the job through www.snagajob.com. Once I submitted my application online, I called and asked when was a good time to come in. They told me between 2-4pm, so I went in with my resume and the manager set up a day for me to come in the next week. When I went in, he asked me general customer service/food questions and offered me a job on the spot!","Do you have any food experience?   ,1 Answer"
Cook/Dishwasher,"Nov 30, 2017","Anonymous Employee in Eugene, OR",Accepted Offer,Neutral Experience,Easy Interview,"I applied in-person. The process took 2 weeks. I interviewed at BJ's Restaurants (Eugene, OR) in June 2016.",Sat and talked to the G.M. for about 45 minutes and got to know what it would be like working there. Did alittle testing on a computer and that was it,"What am i looking to achieve thru this company   ,1 Answer"
Server,"Jun 28, 2016","Anonymous Employee in Lexington-Fayette, KY",Accepted Offer,Positive Experience,Average Interview,"I applied online. The process took 1 day. I interviewed at BJ's Restaurants (Lexington-Fayette, KY) in May 2016.","Filled out application online and was quickly called in for an interview. I first interviewed with Kevin and he was awesome. We just hit it off and was quickly moved to the next round of interviews. Next I interviewed with General Manager Luke. He was also a nice guy, very chill. He had some harder questions for me and really seemed interested in what I had to say. I was very impressed with both managers that I had contact with in these two interviews. After my interview with Luke I was promptly offered a position in the new Lexington store.","They wanted to know about my previous serving experience.   ,Answer Question"
Server,"Jun 30, 2016","Anonymous Employee in Pittsburgh, PA",Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 5 days. I interviewed at BJ's Restaurants (Pittsburgh, PA) in May 2016.","Was quick, simple and easy. Also very friendly and professional. The management staff was friendly and also very don to earthy. Also interested in your out of work life as well.","What is gracious Hospitality   ,1 Answer"
Take Out,"Aug 13, 2016","Anonymous Employee in Lancaster, PA",Accepted Offer,Positive Experience,Easy Interview,"I applied in-person. The process took 1 day. I interviewed at BJ's Restaurants (Lancaster, PA) in May 2016.","Got hired on the spot, same day second interview. They were really desperate for employees as they hired anyone who walked in the door. Would screw some minors over by wasting their time interviewing them, making them wait 3 hours on the GM then at the end telling them they cannot get hired because they are under 18.","Sever experience   ,1 Answer"
Host,"Oct 20, 2016","Anonymous Employee in Norman, OK",Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 5 days. I interviewed at BJ's Restaurants (Norman, OK) in May 2016.","Very simple. I applied online and had to fill out a personality quiz thing. I was called a few days later to set up an interview. Went in for a first round interview, and was interviewed by one of the managers. I was asked very basic questions about my work experience, if I lived close by, where I go to school, etc. I went in a few days later for my second round interview and interviewed with the GM. Not difficult at all. Was offered job that day and signed the offer letter.","What is your experience?,Why do you want to work for BJ's?   ,Answer Question"
Server,"Aug 30, 2016","Anonymous Employee in Florence, KY",Accepted Offer,Neutral Experience,Easy Interview,"I applied online. The process took 1 day. I interviewed at BJ's Restaurants (Florence, KY) in April 2016.",Very easy applied one night got a call back next morning in a Saturday went in for interview same day got hired on the spot. Nice lady interviewed me but she left.,"Why would you be a good fit for bjs   ,Answer Question"
Bartender,"Apr 3, 2017","Anonymous Employee in Houston, TX",Accepted Offer,Positive Experience,Easy Interview,"I applied in-person. The process took 3 days. I interviewed at BJ's Restaurants (Houston, TX) in April 2016.","The gm sat down with me and told me to tell him about myself, and my experience with my previous employer, he asked why should he hire me and asked me to discretion myself in 3 words, what is my work ethic","Describe myself in 3 words   ,1 Answer"
Takeout,"Mar 26, 2016","Anonymous Employee in Arlington, TX",Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took a week. I interviewed at BJ's Restaurants (Arlington, TX) in March 2016.","It was easier than expected cos I was very nervous. First you talk to a supervisor I believe, she was nice. Asked about past experience. If they like you, you get passed on to the Gm. He was nice as well. Both interviews were like 15 mins. They want you to ask questions. So be prepared to. After my interview was hired on the spot. Know a Thing or two about their menu. Dress is business formal. Orientation is in 2 days.","What does hospitality mean to you?   ,Answer Question, If you could eat only one thing for the rest of your life what would it be?   ,Answer Question"
Server,"Mar 30, 2016","Anonymous Employee in Cupertino, CA",Accepted Offer,Positive Experience,Average Interview,"I applied through other source. The process took 1 day. I interviewed at BJ's Restaurants (Cupertino, CA) in March 2016.",Applied on using indeed job app. Was called in and spoke to two different managers. Then after a short wait while the managers spoke to gm over the phone. I was hired on the spot.,"Tell me about your experience as a server from your previous jobs?   ,1 Answer"
Hostess,"Apr 3, 2016","Anonymous Employee in Pensacola, FL",Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 3 days. I interviewed at BJ's Restaurants (Pensacola, FL) in March 2016.",I applied online on Friday and they called me 3 hours later for an interview on Saturday. I went to the interview Saturday and a man that looked like he was a cook interview me.My next interview was with the GM on Monday. The GM asked me questions and he told me I could have the job.,"What is reliability to you?   ,1 Answer"
Food Server,"May 6, 2016","Anonymous Interview Candidate in San Diego, CA",No Offer,Positive Experience,Average Interview,"I applied online. The process took 1 day. I interviewed at BJ's Restaurants (San Diego, CA) in March 2016.","It was on my laptop on line through their website after I submitted my resume. It was easy, kind of subjective and repetitive, but as long as you answered it honestly if feel as if it would weed out the type of employees they would not want to hire. I have managed in my past and I know what they are looking for. It is an initial weeding out process. It took quite a while, but it is a good way to summarize the style and type of person that is applying for the selected position.","How would I handle a difficult situation   ,1 Answer"
Hostess,"Jul 10, 2017","Anonymous Employee in Roseville, CA",Accepted Offer,Neutral Experience,Easy Interview,"I applied through an employee referral. I interviewed at BJ's Restaurants (Roseville, CA) in March 2016.","2 part interview. 1st interview was just a meet and learn who I was. The 2nd was supposed to be with the general manager, but she had another meeting scheduled, so I met with a different manager. The job was simple, therefore the interview was simple.","Are you available nights, weekends, and holidays.   ,1 Answer"
Server,"Aug 11, 2016","Anonymous Employee in Reno, NV",Accepted Offer,Negative Experience,Easy Interview,"I applied online. I interviewed at BJ's Restaurants (Reno, NV) in February 2016.","Applied online and then they called me for an interview. I then had two interviews with two different managers and when I met with the general manager they offered me the job. However, they couldn't find my online application and told me they would look into it. They never got back to me and even after calling back to check with them they never gave me a response. So after offering me the job they didn't hire me because they couldn't find my online applicaiton","Why I wanted to work for them   ,Answer Question"
Server,"Jan 27, 2016","Anonymous Employee in College Station, TX",Accepted Offer,Neutral Experience,Easy Interview,"I applied through an employee referral. The process took 5 days. I interviewed at BJ's Restaurants (College Station, TX).",Very easy. Basic serving questions and looks to see if you are a people person. You go through two managers and get certifications done before you get on the floor. very easy post-test.,"One, if I had reliable transportation/way to get to work and two, if I could work in a fast-paced environment for long periods of time.   ,1 Answer"
Server,"Jan 14, 2016",Anonymous Employee,Accepted Offer,Positive Experience,Average Interview,The process took a week. I interviewed at BJ's Restaurants.,I received one interview it was to the point.Then a group meeting was held to receive our paperwork as well as get to know echother a bit. I started a couple of days later the restaurant was alive with guests coming in and out leaving with the best smelling bags of food. The training was rigorous but easy to pick up and get to know your guests more as you get comfortable with them.,"How much previous experience have you had handling food?   ,Answer Question"
Bj's Brewhouse Server,"Jan 5, 2016",Anonymous Employee,Accepted Offer,Positive Experience,Average Interview,,Online application processed. Called back by management for an interview. Was successful and hired on the same day. Professional conversation and also was interested in other job titles within the company.,"Best and worst qualities as an employee.   ,1 Answer"
Server,"Mar 9, 2016","Anonymous Interview Candidate in Richmond, VA",No Offer,Negative Experience,Easy Interview,"I applied online. The process took 3 days. I interviewed at BJ's Restaurants (Richmond, VA) in January 2016.","Applied on-line reviewed phone call from the GM a week later, interview next day. Three separate 20 minute interviews, the final was with the GM before I was told they weren't going to offer me a position (even though I have over 5+ years resturant experience and all customer service related jobs).","Do you have reliable transportation?   ,Answer Question, What does hospitality mean to you?   ,Answer Question, Tell me about an experience where you delighted a customer and one where you had to handle a difficult situation.   ,Answer Question, How good is your memory?   ,Answer Question, How did you hear about us and what made you want to work for BJ's?   ,Answer Question"
Food Server,"Dec 6, 2015","Anonymous Employee in Irvine, CA",Accepted Offer,Positive Experience,,"I applied in-person. The process took 3 days. I interviewed at BJ's Restaurants (Irvine, CA).","Went through three interviews for a serving position. Met with two of the managers, and then with the general manager. Overall it was pretty quick and easy. There is a lot of turnover due to the nature of the business, they tend to hire in big blocks.","What do you want to be when you grow up?,Tell me about your past serving experience?,Why should we hire you?   ,Answer Question"
Server,"Oct 2, 2015","Anonymous Interview Candidate in Akron, OH",No Offer,Neutral Experience,Average Interview,"I applied online. The process took 4 days. I interviewed at BJ's Restaurants (Akron, OH) in October 2015.","Applied online and received a call the next day. Set up an interview. The interview was fairly laid back and if they like you, you will be invited back for a second interview. Otherwise, they will tell you right then and there that they cannot offer you the position.","Describe what you would do if you got triple sat.   ,1 Answer, Where do you see yourself in 5 yrs   ,2 Answers, Why do you want to work here   ,1 Answer, Why would you be a good fit for this position   ,1 Answer, Pick your favorite drink and sell it to me.   ,1 Answer"
Host Desk Coordinator,"Oct 25, 2016","Anonymous Employee in Roseville, CA",Accepted Offer,Neutral Experience,Easy Interview,"I applied in-person. I interviewed at BJ's Restaurants (Roseville, CA) in October 2015.","2 interviews, one screening, one final. Straight forward questions, not a lot of detailed information about position or opportunities for growth. No timelines for promotional opportunities. Offer presented at interview.","Why do you want the job?   ,1 Answer"
Server,"Sep 22, 2015",Anonymous Employee,Accepted Offer,Positive Experience,Average Interview,I applied online. I interviewed at BJ's Restaurants.,"Three phase interview, basically moving through the ranks of management. The final interview was supposed to be with the GM, but I was hired by the second in command, who was the most intense interview. He basically tried to get me to crack under pressure by asking a number of difficult questions and kept referring to the difficulty of the job, and that customers were not affluent in this area. I later appreciated his honesty, but the process made me suspicious of the turnover rate. Didn't have much information to offer in terms of what it was really like to work there, but I can tell you it's very corporate with many unfocused mottos and slogans. There is a full expectation to regurgitate these throughout your employment.","How have you handled a difficult customer in the past?   ,1 Answer"
Server/Waiter,"Sep 15, 2015",Anonymous Employee,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took a week. I interviewed at BJ's Restaurants.,"applied online and took online personality test, the next day I called to verify they have received application and spoke to a manager. They told me to come in to further discuss employment opportunity with them at their location.","how would you deal with an upset customer about the wrong food.   ,1 Answer"
Host,"Sep 23, 2015","Anonymous Employee in Reno, NV",Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 2 weeks. I interviewed at BJ's Restaurants (Reno, NV) in September 2015.","Quick, simple, and easy. Applied online, which includes a skill test and personality test. I got a call from them the next day to set up an interview a week from the original application date. Went in to that interview, got asked a few standard interview questions, and got a second interview set up. Second interview was with the GM, and they asked similar questions. At the end of it he offered me the job and I gladly accepted.","Describe your personality in 5 words.   ,Answer Question, What was a time when you went above and beyond a guests expectations?   ,Answer Question"
Server Assistant,"Oct 7, 2015","Anonymous Employee in Katy, TX",Accepted Offer,Positive Experience,Easy Interview,"I applied online. The process took 4+ weeks. I interviewed at BJ's Restaurants (Katy, TX) in September 2015.",I applied online and filled out the questionnaire. I got a call in few weeks later and interviewed with two managers. They looked over my resume and asked a few questions about me and why I wanted to work there. They hired me on the spot and I started training the next day.,"Why do you want to work at BJ's?   ,Answer Question"
Hostess,"Mar 11, 2016",Anonymous Employee,Accepted Offer,Positive Experience,Easy Interview,I applied online. I interviewed at BJ's Restaurants in September 2015.,"Less then 10 minutes. You go in for your first interview and if they like you, you will go for your second interview. They really want to see your personality so don't over do it but also you can't be shy or timid. The first manager was funny while the second manager was very serious.","What is a weakness that you have?   ,1 Answer"
Hostess,"Aug 24, 2015",Anonymous Employee,Accepted Offer,Positive Experience,Easy Interview,I applied online. The process took 2 days. I interviewed at BJ's Restaurants in August 2015.,"Applied online and got a call the very same day. Met for the interview 2 days later. The interview took 10 minutes, easiest interview of my life! Got offered the job on the spot. Paid 2 hour orientation will take place in a week.","Why did I choose to apply for BJs?   ,Answer Question"
Service Assistant,"Oct 7, 2015","Anonymous Interview Candidate in Chino Hills, CA",No Offer,Negative Experience,Average Interview,"I applied through an employee referral. I interviewed at BJ's Restaurants (Chino Hills, CA) in August 2015.","Arrived slightly before appointed interview time. Waited almost thirty minutes after the appointment time. When it was time for the interview I should have realized I was sent down river and that I wasn't going to get the job. Instead of being interviewed by a manager, I was interviewed by the head of the kitchen.,As we sat at a table in the corner of the restaurant he fumbled through the papers that were probably printed out thirty seconds before he gathered me from waiting in the front. He asked me about my previous employment and what those jobs entailed. I told of recent ones and spoke of ones that were listed on my resume that I attached via their internet application process, but were not listed on their truncated list for their internet application that only allows users to put three previous places that they worked. When I spoke of the one that was on the resume and not their short list a momentary look of bewilderment flashed on his face and he shuffled through the papers again.With that reaction I can only guess that resume does not get seen by those doing the interview and it almost pointless to upload one. I recommend that you bring one to the interview, because they will only have the listing of the jobs you provided on their shortsighted internet application.,After a few more questions about the other jobs that I had held he decided to be more straightforward and told me that I wasn't going to get the job and partly it had to do with not having a food handlers card, which seems more like a deflection because the law requires someone to get one within 30 days of being hired and it costs 10 to 20 dollars to take a class and tests to get a card.,My advice is make sure you are interviewed by a manager, and bring a detailed resume to the interview.","Describe your experience at your other jobs, what you did.   ,Answer Question"
