name,bad,da,good,da2
beer,156,NOUN,1992.0,NOUN
point,155,NOUN,220.0,NOUN
dinner,152,NOUN,1010.0,NOUN
staff,152,NOUN,927.0,NOUN
$,151,NOUN,720.0,NOUN
chicken,149,NOUN,1209.0,NOUN
burger,148,NOUN,606.0,NOUN
water,142,NOUN,106.0,NOUN
am,142,NOUN,516.0,NOUN
well,141,NOUN,1282.0,NOUN
tables,140,NOUN,182.0,NOUN
pay,137,NOUN,107.0,NOUN
mins,135,NOUN,59.0,NOUN
put,135,NOUN,183.0,NOUN
half,131,NOUN,374.0,NOUN
BJs,130,NOUN,758.0,NOUN
menu,129,NOUN,1599.0,NOUN
busy,128,NOUN,0.0,0
appetizer,128,NOUN,468.0,NOUN
leave,127,NOUN,0.0,0
care,127,NOUN,452.0,NOUN
No,126,NOUN,0.0,0
sauce,126,NOUN,454.0,NOUN
hostess,125,NOUN,173.0,NOUN
someone,124,NOUN,125.0,NOUN
bar,123,NOUN,1116.0,NOUN
where,122,NOUN,0.0,0
coming,121,NOUN,596.0,NOUN
let,121,NOUN,0.0,0
management,116,NOUN,125.0,NOUN
cheese,113,NOUN,413.0,NOUN
card,111,NOUN,125.0,NOUN
nothing,109,NOUN,149.0,NOUN
kitchen,107,NOUN,104.0,NOUN
day,107,NOUN,466.0,NOUN
dirty,105,NOUN,0.0,0
thing,103,NOUN,393.0,NOUN
customers,103,NOUN,162.0,NOUN
name,103,NOUN,499.0,NOUN
try,102,NOUN,887.0,NOUN
side,102,NOUN,304.0,NOUN
lunch,100,NOUN,880.0,NOUN
plate,99,NOUN,140.0,NOUN
look,99,NOUN,159.0,NOUN
party,97,NOUN,465.0,NOUN
birthday,97,NOUN,433.0,NOUN
fries,96,NOUN,409.0,NOUN
problem,96,NOUN,138.0,NOUN
everything,96,NOUN,696.0,NOUN
appetizers,96,NOUN,452.0,NOUN
little,96,NOUN,652.0,NOUN
min,95,NOUN,68.0,NOUN
husband,95,NOUN,507.0,NOUN
servers,95,NOUN,450.0,NOUN
friend,95,NOUN,468.0,NOUN
family,94,NOUN,748.0,NOUN
dish,94,NOUN,839.0,NOUN
sitting,94,NOUN,0.0,0
front,92,NOUN,106.0,NOUN
attitude,90,NOUN,89.0,NOUN
tip,88,NOUN,95.0,NOUN
A,88,NOUN,366.0,NOUN
things,87,NOUN,345.0,NOUN
thought,85,NOUN,195.0,NOUN
review,82,NOUN,341.0,NOUN
What,81,NOUN,200.0,NOUN
money,80,NOUN,73.0,NOUN
plates,80,NOUN,104.0,NOUN
whole,79,NOUN,216.0,NOUN
hours,79,NOUN,112.0,NOUN
soup,78,NOUN,359.0,NOUN
kids,76,NOUN,341.0,NOUN
work,76,NOUN,334.0,NOUN
need,75,NOUN,250.0,NOUN
home,75,NOUN,330.0,NOUN
slow,74,NOUN,0.0,0
second,74,NOUN,143.0,NOUN
stars,73,NOUN,339.0,NOUN
person,72,NOUN,140.0,NOUN
saying,71,NOUN,79.0,NOUN
attention,71,NOUN,57.0,NOUN
everyone,70,NOUN,416.0,NOUN
dessert,70,NOUN,671.0,NOUN
talking,69,NOUN,68.0,NOUN
refill,69,NOUN,51.0,NOUN
group,68,NOUN,295.0,NOUN
sit,68,NOUN,260.0,NOUN
today,67,NOUN,292.0,NOUN
fact,67,NOUN,124.0,NOUN
star,67,NOUN,164.0,NOUN
pizookie,67,NOUN,644.0,NOUN
help,67,NOUN,140.0,NOUN
NO,67,NOUN,0.0,0
start,67,NOUN,158.0,NOUN
sorry,66,NOUN,48.0,NOUN
call,66,NOUN,164.0,NOUN
end,65,NOUN,201.0,NOUN
business,65,NOUN,102.0,NOUN
visit,65,NOUN,546.0,NOUN
meals,64,NOUN,209.0,NOUN
friends,63,NOUN,633.0,NOUN
ice,63,NOUN,443.0,NOUN
girl,63,NOUN,110.0,NOUN
pick,62,NOUN,105.0,NOUN
taking,60,NOUN,0.0,0
looking,59,NOUN,234.0,NOUN
disgusting,59,NOUN,0.0,0
bread,59,NOUN,278.0,NOUN
sandwich,59,NOUN,253.0,NOUN
dining,58,NOUN,264.0,NOUN
top,57,NOUN,575.0,NOUN
ordering,57,NOUN,151.0,NOUN
steak,57,NOUN,270.0,NOUN
silverware,57,NOUN,9.0,NOUN
amount,57,NOUN,154.0,NOUN
refills,57,NOUN,106.0,NOUN
pasta,57,NOUN,256.0,NOUN
anyone,57,NOUN,146.0,NOUN
phone,56,NOUN,87.0,NOUN
daughter,56,NOUN,127.0,NOUN
reason,55,NOUN,156.0,NOUN
cream,55,NOUN,580.0,NOUN
job,55,NOUN,360.0,NOUN
area,54,NOUN,571.0,NOUN
wife,54,NOUN,330.0,NOUN
upset,53,NOUN,0.0,0
kept,53,NOUN,0.0,0
years,53,NOUN,258.0,NOUN
return,53,NOUN,150.0,NOUN
son,53,NOUN,202.0,NOUN
mistake,53,NOUN,41.0,NOUN
employees,52,NOUN,90.0,NOUN
guy,52,NOUN,153.0,NOUN
%,52,NOUN,113.0,NOUN
lack,52,NOUN,16.0,NOUN
kind,51,NOUN,376.0,NOUN
chain,51,NOUN,309.0,NOUN
boyfriend,51,NOUN,266.0,NOUN
ok,51,NOUN,91.0,NOUN
quality,51,NOUN,230.0,NOUN
door,51,NOUN,84.0,NOUN
bit,50,NOUN,334.0,NOUN
glass,50,NOUN,113.0,NOUN
booth,50,NOUN,119.0,NOUN
walk,49,NOUN,92.0,NOUN
lettuce,49,NOUN,101.0,NOUN
restaurants,49,NOUN,350.0,NOUN
part,48,NOUN,188.0,NOUN
apology,48,NOUN,8.0,NOUN
couple,48,NOUN,238.0,NOUN
app,47,NOUN,232.0,NOUN
dressing,47,NOUN,102.0,NOUN
lot,47,NOUN,394.0,NOUN
show,47,NOUN,47.0,NOUN
sick,47,NOUN,18.0,NOUN
bacon,46,NOUN,208.0,NOUN
felt,46,NOUN,142.0,NOUN
situation,46,NOUN,60.0,NOUN
onions,45,NOUN,63.0,NOUN
course,44,NOUN,241.0,NOUN
complain,44,NOUN,56.0,NOUN
hate,44,NOUN,42.0,NOUN
Horrible,44,NOUN,0.0,0
apologize,42,NOUN,34.0,NOUN
entrees,42,NOUN,153.0,NOUN
needs,42,NOUN,126.0,NOUN
salads,42,NOUN,201.0,NOUN
lady,41,NOUN,58.0,NOUN
mom,41,NOUN,112.0,NOUN
wings,41,NOUN,326.0,NOUN
taste,41,NOUN,315.0,NOUN
To,41,NOUN,0.0,0
hell,41,NOUN,18.0,NOUN
dishes,41,NOUN,177.0,NOUN
corporate,40,NOUN,0.0,0
past,40,NOUN,132.0,NOUN
items,40,NOUN,245.0,NOUN
burnt,40,NOUN,14.0,NOUN
waiters,40,NOUN,119.0,NOUN
Worst,40,NOUN,0.0,0
cut,40,NOUN,104.0,NOUN
deal,40,NOUN,200.0,NOUN
tonight,39,NOUN,288.0,NOUN
worth,39,NOUN,310.0,NOUN
experiences,39,NOUN,95.0,NOUN
bartender,39,NOUN,250.0,NOUN
minute,39,NOUN,118.0,NOUN
establishment,39,NOUN,84.0,NOUN
rest,39,NOUN,113.0,NOUN
talk,38,NOUN,99.0,NOUN
Service,38,NOUN,426.0,NOUN
change,38,NOUN,74.0,NOUN
reviews,38,NOUN,206.0,NOUN
flavor,38,NOUN,257.0,NOUN
offer,38,NOUN,153.0,NOUN
week,38,NOUN,253.0,NOUN
Food,37,NOUN,439.0,NOUN
excuse,37,NOUN,13.0,NOUN
year,37,NOUN,184.0,NOUN
response,37,NOUN,12.0,NOUN
potato,36,NOUN,143.0,NOUN
TO,36,NOUN,0.0,0
discount,36,NOUN,31.0,NOUN
charge,36,NOUN,41.0,NOUN
host,36,NOUN,95.0,NOUN
hair,36,NOUN,49.0,NOUN
fix,36,NOUN,32.0,NOUN
sucks,36,NOUN,6.0,NOUN
split,35,NOUN,85.0,NOUN
shit,35,NOUN,14.0,NOUN
mind,35,NOUN,105.0,NOUN
managers,35,NOUN,61.0,NOUN
utensils,35,NOUN,11.0,NOUN
checks,35,NOUN,38.0,NOUN
poisoning,35,NOUN,0.0,0
meat,35,NOUN,126.0,NOUN
entree,35,NOUN,114.0,NOUN
receipt,34,NOUN,24.0,NOUN
calamari,34,NOUN,176.0,NOUN
mess,34,NOUN,19.0,NOUN
piece,34,NOUN,27.0,NOUN
reservation,33,NOUN,76.0,NOUN
life,33,NOUN,83.0,NOUN
shitty,33,NOUN,4.0,NOUN
however,33,NOUN,95.0,NOUN
simple,33,NOUN,61.0,NOUN
others,33,NOUN,93.0,NOUN
box,33,NOUN,26.0,NOUN
waste,33,NOUN,0.0,0
sister,33,NOUN,95.0,NOUN
face,33,NOUN,68.0,NOUN
evening,32,NOUN,205.0,NOUN
employee,32,NOUN,58.0,NOUN
issue,32,NOUN,91.0,NOUN
price,32,NOUN,231.0,NOUN
guys,32,NOUN,118.0,NOUN
hope,32,NOUN,143.0,NOUN
room,32,NOUN,192.0,NOUN
damn,32,NOUN,31.0,NOUN
mine,32,NOUN,59.0,NOUN
seat,32,NOUN,103.0,NOUN
glasses,32,NOUN,84.0,NOUN
wish,31,NOUN,174.0,NOUN
love,31,NOUN,1788.0,NOUN
ranch,31,NOUN,107.0,NOUN
hold,31,NOUN,24.0,NOUN
fault,31,NOUN,24.0,NOUN
pizzas,31,NOUN,359.0,NOUN
SERVICE,31,NOUN,33.0,NOUN
Manager,31,NOUN,78.0,NOUN
number,31,NOUN,52.0,NOUN
close,30,NOUN,127.0,NOUN
YOU,30,NOUN,33.0,NOUN
baked,30,NOUN,190.0,NOUN
fish,30,NOUN,150.0,NOUN
tea,30,NOUN,71.0,NOUN
plain,30,NOUN,0.0,0
ass,30,NOUN,8.0,NOUN
bowl,30,NOUN,172.0,NOUN
beers,30,NOUN,756.0,NOUN
cook,30,NOUN,50.0,NOUN
complaining,30,NOUN,15.0,NOUN
word,29,NOUN,44.0,NOUN
outside,29,NOUN,140.0,NOUN
bite,29,NOUN,160.0,NOUN
eyes,29,NOUN,30.0,NOUN
crap,28,NOUN,7.0,NOUN
looks,28,NOUN,98.0,NOUN
idea,28,NOUN,39.0,NOUN
waters,28,NOUN,26.0,NOUN
complaint,28,NOUN,50.0,NOUN
run,28,NOUN,66.0,NOUN
stuff,28,NOUN,103.0,NOUN
AGAIN,28,NOUN,0.0,0
problems,28,NOUN,28.0,NOUN
house,27,NOUN,320.0,NOUN
mention,27,NOUN,126.0,NOUN
hands,27,NOUN,70.0,NOUN
write,27,NOUN,0.0,0
set,27,NOUN,86.0,NOUN
training,27,NOUN,42.0,NOUN
guests,27,NOUN,82.0,NOUN
tomatoes,27,NOUN,96.0,NOUN
cause,27,NOUN,58.0,NOUN
napkins,27,NOUN,19.0,NOUN
comped,27,NOUN,28.0,NOUN
issues,26,NOUN,46.0,NOUN
type,26,NOUN,95.0,NOUN
thinking,26,NOUN,47.0,NOUN
ones,26,NOUN,111.0,NOUN
total,26,NOUN,40.0,NOUN
stop,26,NOUN,149.0,NOUN
girlfriend,26,NOUN,104.0,NOUN
line,26,NOUN,59.0,NOUN
matter,26,NOUN,89.0,NOUN
kid,26,NOUN,61.0,NOUN
contact,26,NOUN,19.0,NOUN
ten,25,NOUN,28.0,NOUN
comp,25,NOUN,0.0,0
bjs,25,NOUN,113.0,NOUN
item,25,NOUN,67.0,NOUN
shrimp,25,NOUN,182.0,NOUN
thank,25,NOUN,164.0,NOUN
notice,25,NOUN,37.0,NOUN
company,25,NOUN,65.0,NOUN
FOOD,25,NOUN,17.0,NOUN
bother,25,NOUN,0.0,0
waitresses,25,NOUN,65.0,NOUN
curbside,25,NOUN,28.0,NOUN
third,24,NOUN,19.0,NOUN
case,24,NOUN,36.0,NOUN
etc,24,NOUN,92.0,NOUN
pieces,24,NOUN,34.0,NOUN
crappy,24,NOUN,0.0,0
flag,24,NOUN,6.0,NOUN
finish,24,NOUN,103.0,NOUN
ribs,24,NOUN,186.0,NOUN
chance,24,NOUN,65.0,NOUN
serving,24,NOUN,88.0,NOUN
soda,24,NOUN,121.0,NOUN
baby,24,NOUN,70.0,NOUN
IT,23,NOUN,44.0,NOUN
multiple,23,NOUN,80.0,NOUN
Yelp,23,NOUN,67.0,NOUN
hostesses,23,NOUN,31.0,NOUN
WTF,23,NOUN,0.0,0
black,23,NOUN,73.0,NOUN
days,23,NOUN,148.0,NOUN
none,23,NOUN,31.0,NOUN
cash,23,NOUN,8.0,NOUN
potatoes,23,NOUN,204.0,NOUN
watch,23,NOUN,203.0,NOUN
WE,23,NOUN,13.0,NOUN
ticket,23,NOUN,12.0,NOUN
rolls,22,NOUN,334.0,NOUN
dip,22,NOUN,214.0,NOUN
online,22,NOUN,51.0,NOUN
game,22,NOUN,300.0,NOUN
seating,22,NOUN,191.0,NOUN
ONE,22,NOUN,0.0,0
mini,22,NOUN,266.0,NOUN
credit,22,NOUN,26.0,NOUN
head,22,NOUN,51.0,NOUN
stay,22,NOUN,50.0,NOUN
enjoy,22,NOUN,362.0,NOUN
whatever,22,NOUN,59.0,NOUN
joke,21,NOUN,19.0,NOUN
places,21,NOUN,274.0,NOUN
bland,21,NOUN,15.0,NOUN
#,21,NOUN,59.0,NOUN
avocado,21,NOUN,346.0,NOUN
Server,21,NOUN,50.0,NOUN
bj,21,NOUN,81.0,NOUN
chips,21,NOUN,161.0,NOUN
PLACE,21,NOUN,17.0,NOUN
moment,21,NOUN,67.0,NOUN
request,21,NOUN,77.0,NOUN
size,21,NOUN,178.0,NOUN
months,21,NOUN,57.0,NOUN
cooks,21,NOUN,23.0,NOUN
eye,21,NOUN,51.0,NOUN
account,21,NOUN,10.0,NOUN
man,21,NOUN,95.0,NOUN
parking,21,NOUN,190.0,NOUN
medium,21,NOUN,112.0,NOUN
words,21,NOUN,29.0,NOUN
drive,21,NOUN,62.0,NOUN
pass,21,NOUN,27.0,NOUN
starts,21,NOUN,22.0,NOUN
sort,21,NOUN,33.0,NOUN
shame,21,NOUN,5.0,NOUN
industry,20,NOUN,32.0,NOUN
beginning,20,NOUN,31.0,NOUN
dad,20,NOUN,48.0,NOUN
tacos,20,NOUN,242.0,NOUN
break,20,NOUN,38.0,NOUN
favorite,20,NOUN,1042.0,NOUN
Who,20,NOUN,21.0,NOUN
excuses,20,NOUN,1.0,NOUN
cup,20,NOUN,42.0,NOUN
nobody,20,NOUN,9.0,NOUN
burgers,19,NOUN,279.0,NOUN
desert,19,NOUN,134.0,NOUN
list,19,NOUN,129.0,NOUN
doubt,19,NOUN,23.0,NOUN
BBQ,19,NOUN,157.0,NOUN
bottom,19,NOUN,24.0,NOUN
chocolate,19,NOUN,379.0,NOUN
special,19,NOUN,361.0,NOUN
locations,19,NOUN,119.0,NOUN
system,19,NOUN,33.0,NOUN
error,19,NOUN,10.0,NOUN
Everything,18,NOUN,228.0,NOUN
cool,18,NOUN,206.0,NOUN
pm,18,NOUN,37.0,NOUN
school,18,NOUN,34.0,NOUN
sprouts,18,NOUN,134.0,NOUN
rice,18,NOUN,82.0,NOUN
onion,18,NOUN,37.0,NOUN
computer,18,NOUN,8.0,NOUN
afternoon,18,NOUN,83.0,NOUN
rush,18,NOUN,70.0,NOUN
smile,18,NOUN,191.0,NOUN
boxes,18,NOUN,10.0,NOUN
gon,18,NOUN,24.0,NOUN
wine,18,NOUN,109.0,NOUN
considering,17,NOUN,51.0,NOUN
counter,17,NOUN,6.0,NOUN
blame,17,NOUN,0.0,0
Management,17,NOUN,21.0,NOUN
salmon,17,NOUN,244.0,NOUN
story,17,NOUN,31.0,NOUN
floor,17,NOUN,36.0,NOUN
heat,17,NOUN,23.0,NOUN
menus,17,NOUN,51.0,NOUN
process,17,NOUN,22.0,NOUN
bun,17,NOUN,31.0,NOUN
hand,17,NOUN,81.0,NOUN
gift,17,NOUN,59.0,NOUN
2nd,17,NOUN,23.0,NOUN
leaves,17,NOUN,8.0,NOUN
workers,17,NOUN,24.0,NOUN
tomato,17,NOUN,164.0,NOUN
mushrooms,17,NOUN,146.0,NOUN
turn,17,NOUN,32.0,NOUN
car,16,NOUN,41.0,NOUN
coworkers,16,NOUN,21.0,NOUN
middle,16,NOUN,41.0,NOUN
Came,16,NOUN,135.0,NOUN
girls,16,NOUN,63.0,NOUN
bathroom,16,NOUN,23.0,NOUN
section,16,NOUN,138.0,NOUN
stomach,16,NOUN,16.0,NOUN
boy,16,NOUN,55.0,NOUN
suppose,16,NOUN,0.0,0
bills,16,NOUN,6.0,NOUN
adults,16,NOUN,31.0,NOUN
tab,16,NOUN,17.0,NOUN
delivery,16,NOUN,28.0,NOUN
step,16,NOUN,29.0,NOUN
station,16,NOUN,8.0,NOUN
hit,16,NOUN,118.0,NOUN
feeling,16,NOUN,64.0,NOUN
spot,16,NOUN,238.0,NOUN
dollars,16,NOUN,37.0,NOUN
mistakes,16,NOUN,14.0,NOUN
pain,16,NOUN,10.0,NOUN
pepperoni,16,NOUN,71.0,NOUN
lousy,15,NOUN,0.0,0
chair,15,NOUN,6.0,NOUN
ours,15,NOUN,19.0,NOUN
desk,15,NOUN,19.0,NOUN
pickup,15,NOUN,5.0,NOUN
sign,15,NOUN,51.0,NOUN
mall,15,NOUN,124.0,NOUN
seeing,15,NOUN,0.0,0
bf,15,NOUN,41.0,NOUN
sliders,15,NOUN,61.0,NOUN
lazy,15,NOUN,0.0,0
Restaurant,15,NOUN,94.0,NOUN
Waitress,15,NOUN,21.0,NOUN
runner,15,NOUN,11.0,NOUN
share,15,NOUN,150.0,NOUN
apologies,15,NOUN,10.0,NOUN
portion,15,NOUN,152.0,NOUN
ID,15,NOUN,5.0,NOUN
cost,15,NOUN,28.0,NOUN
AWFUL,15,NOUN,0.0,0
woman,15,NOUN,23.0,NOUN
slice,15,NOUN,29.0,NOUN
male,15,NOUN,0.0,0
state,15,NOUN,26.0,NOUN
choice,15,NOUN,155.0,NOUN
team,15,NOUN,111.0,NOUN
dollar,14,NOUN,30.0,NOUN
takeout,14,NOUN,34.0,NOUN
store,14,NOUN,20.0,NOUN
Pizza,14,NOUN,249.0,NOUN
weeks,14,NOUN,65.0,NOUN
attempt,14,NOUN,4.0,NOUN
atmosphere,14,NOUN,657.0,NOUN
remade,14,NOUN,0.0,0
WRONG,14,NOUN,0.0,0
yesterday,14,NOUN,81.0,NOUN
date,14,NOUN,202.0,NOUN
stand,14,NOUN,40.0,NOUN
sugar,14,NOUN,28.0,NOUN
skills,14,NOUN,20.0,NOUN
shot,14,NOUN,36.0,NOUN
trip,14,NOUN,88.0,NOUN
que,14,NOUN,2.0,NOUN
ribeye,14,NOUN,27.0,NOUN
pork,14,NOUN,127.0,NOUN
question,14,NOUN,24.0,NOUN
fruit,14,NOUN,38.0,NOUN
reservations,14,NOUN,59.0,NOUN
blah,14,NOUN,6.0,NOUN
lemon,14,NOUN,73.0,NOUN
conversation,14,NOUN,89.0,NOUN
bus,14,NOUN,9.0,NOUN
tone,14,NOUN,4.0,NOUN
ingredients,13,NOUN,44.0,NOUN
move,13,NOUN,31.0,NOUN
dinners,13,NOUN,35.0,NOUN
cooking,13,NOUN,21.0,NOUN
parties,13,NOUN,78.0,NOUN
frozen,13,NOUN,0.0,0
egg,13,NOUN,232.0,NOUN
Today,13,NOUN,71.0,NOUN
pazookie,13,NOUN,146.0,NOUN
disaster,13,NOUN,2.0,NOUN
daughters,13,NOUN,26.0,NOUN
difference,13,NOUN,37.0,NOUN
charges,13,NOUN,0.0,0
dine,13,NOUN,86.0,NOUN
coffee,13,NOUN,31.0,NOUN
toppings,13,NOUN,83.0,NOUN
butter,13,NOUN,97.0,NOUN
disappointment,13,NOUN,5.0,NOUN
bites,13,NOUN,34.0,NOUN
kidding,13,NOUN,0.0,0
blonde,13,NOUN,58.0,NOUN
foods,13,NOUN,62.0,NOUN
complaints,13,NOUN,73.0,NOUN
plus,13,NOUN,119.0,NOUN
cake,13,NOUN,53.0,NOUN
AT,13,NOUN,7.0,NOUN
salt,13,NOUN,11.0,NOUN
bc,13,NOUN,16.0,NOUN
prices,13,NOUN,256.0,NOUN
means,13,NOUN,41.0,NOUN
fat,13,NOUN,30.0,NOUN
explanation,13,NOUN,0.0,0
ALL,13,NOUN,18.0,NOUN
names,13,NOUN,47.0,NOUN
office,13,NOUN,17.0,NOUN
hosts,12,NOUN,37.0,NOUN
coworker,12,NOUN,11.0,NOUN
pizookies,12,NOUN,182.0,NOUN
suck,12,NOUN,0.0,0
insult,12,NOUN,0.0,0
manner,12,NOUN,62.0,NOUN
brother,12,NOUN,66.0,NOUN
parents,12,NOUN,49.0,NOUN
sodas,12,NOUN,56.0,NOUN
mayo,12,NOUN,17.0,NOUN
fail,12,NOUN,14.0,NOUN
patty,12,NOUN,23.0,NOUN
incident,12,NOUN,7.0,NOUN
mouth,12,NOUN,97.0,NOUN
health,12,NOUN,12.0,NOUN
crust,12,NOUN,195.0,NOUN
sirloin,12,NOUN,34.0,NOUN
spaghetti,12,NOUN,79.0,NOUN
sides,12,NOUN,61.0,NOUN
People,12,NOUN,22.0,NOUN
Nothing,12,NOUN,28.0,NOUN
replacement,12,NOUN,10.0,NOUN
effort,12,NOUN,28.0,NOUN
round,12,NOUN,32.0,NOUN
guest,12,NOUN,60.0,NOUN
chowder,12,NOUN,127.0,NOUN
corner,12,NOUN,31.0,NOUN
foot,12,NOUN,8.0,NOUN
Tonight,12,NOUN,58.0,NOUN
repeat,12,NOUN,16.0,NOUN
HELL,12,NOUN,0.0,0
restroom,12,NOUN,8.0,NOUN
options,12,NOUN,321.0,NOUN
peppers,12,NOUN,23.0,NOUN
Everyone,12,NOUN,112.0,NOUN
note,12,NOUN,48.0,NOUN
frustration,12,NOUN,2.0,NOUN
per,12,NOUN,0.0,0
month,12,NOUN,112.0,NOUN
world,11,NOUN,91.0,NOUN
seats,11,NOUN,36.0,NOUN
drinking,11,NOUN,53.0,NOUN
husbands,11,NOUN,10.0,NOUN
voice,11,NOUN,7.0,NOUN
root,11,NOUN,200.0,NOUN
chances,11,NOUN,3.0,NOUN
tries,11,NOUN,5.0,NOUN
artichoke,11,NOUN,121.0,NOUN
Thanks,11,NOUN,354.0,NOUN
beverages,11,NOUN,46.0,NOUN
patrons,11,NOUN,26.0,NOUN
cookie,11,NOUN,357.0,NOUN
email,11,NOUN,16.0,NOUN
thru,11,NOUN,17.0,NOUN
pitcher,11,NOUN,29.0,NOUN
breast,11,NOUN,43.0,NOUN
information,11,NOUN,7.0,NOUN
checking,11,NOUN,77.0,NOUN
greens,11,NOUN,36.0,NOUN
thanks,11,NOUN,126.0,NOUN
fuck,11,NOUN,0.0,0
rate,11,NOUN,22.0,NOUN
meeting,11,NOUN,24.0,NOUN
picture,11,NOUN,34.0,NOUN
club,11,NOUN,119.0,NOUN
presentation,11,NOUN,34.0,NOUN
lame,11,NOUN,0.0,0
spinach,11,NOUN,133.0,NOUN
margarita,11,NOUN,66.0,NOUN
faces,11,NOUN,21.0,NOUN
cards,11,NOUN,18.0,NOUN
TIME,11,NOUN,5.0,NOUN
nerve,11,NOUN,2.0,NOUN
alcohol,11,NOUN,79.0,NOUN
child,11,NOUN,24.0,NOUN
oil,11,NOUN,9.0,NOUN
acknowledge,11,NOUN,0.0,0
sense,11,NOUN,43.0,NOUN
wtf,11,NOUN,0.0,0
EXPERIENCE,11,NOUN,3.0,NOUN
pager,11,NOUN,4.0,NOUN
broccoli,11,NOUN,88.0,NOUN
morning,11,NOUN,19.0,NOUN
kale,11,NOUN,19.0,NOUN
rating,11,NOUN,73.0,NOUN
injury,11,NOUN,0.0,0
policy,11,NOUN,5.0,NOUN
WHAT,11,NOUN,5.0,NOUN
1st,11,NOUN,40.0,NOUN
tender,10,NOUN,87.0,NOUN
pink,10,NOUN,29.0,NOUN
garlic,10,NOUN,126.0,NOUN
dough,10,NOUN,48.0,NOUN
games,10,NOUN,113.0,NOUN
ketchup,10,NOUN,9.0,NOUN
buffalo,10,NOUN,143.0,NOUN
mother,10,NOUN,35.0,NOUN
cheeseburger,10,NOUN,45.0,NOUN
u,10,NOUN,44.0,NOUN
freaking,10,NOUN,16.0,NOUN
coupon,10,NOUN,46.0,NOUN
express,10,NOUN,10.0,NOUN
smell,10,NOUN,8.0,NOUN
reply,10,NOUN,0.0,0
napkin,10,NOUN,3.0,NOUN
requests,10,NOUN,38.0,NOUN
brisket,10,NOUN,60.0,NOUN
patio,10,NOUN,92.0,NOUN
wonder,10,NOUN,19.0,NOUN
paper,10,NOUN,7.0,NOUN
ahi,10,NOUN,101.0,NOUN
veggie,10,NOUN,35.0,NOUN
tray,10,NOUN,6.0,NOUN
managing,10,NOUN,7.0,NOUN
fan,10,NOUN,233.0,NOUN
noodles,10,NOUN,18.0,NOUN
macadamia,10,NOUN,69.0,NOUN
poke,10,NOUN,48.0,NOUN
points,10,NOUN,95.0,NOUN
register,10,NOUN,3.0,NOUN
selection,10,NOUN,525.0,NOUN
seconds,10,NOUN,30.0,NOUN
turkey,10,NOUN,55.0,NOUN
Raiders,10,NOUN,0.0,0
screw,10,NOUN,0.0,0
visits,10,NOUN,69.0,NOUN
manger,10,NOUN,13.0,NOUN
celebration,10,NOUN,31.0,NOUN
veggies,10,NOUN,72.0,NOUN
flatbread,10,NOUN,125.0,NOUN
awhile,10,NOUN,41.0,NOUN
Hostess,10,NOUN,6.0,NOUN
shopping,10,NOUN,81.0,NOUN
roll,10,NOUN,57.0,NOUN
idiot,10,NOUN,1.0,NOUN
shift,10,NOUN,22.0,NOUN
BF,10,NOUN,8.0,NOUN
trouble,10,NOUN,17.0,NOUN
light,10,NOUN,150.0,NOUN
appetite,10,NOUN,20.0,NOUN
