name,bad,da,good,da2
quality,66,NOUN,138.0,NOUN
little,65,NOUN,334.0,NOUN
front,65,NOUN,39.0,NOUN
problem,65,NOUN,64.0,NOUN
area,64,NOUN,264.0,NOUN
min,64,NOUN,34.0,NOUN
whole,63,NOUN,112.0,NOUN
lunch,63,NOUN,333.0,NOUN
bun,62,NOUN,141.0,NOUN
onion,62,NOUN,353.0,NOUN
look,62,NOUN,105.0,NOUN
need,58,NOUN,151.0,NOUN
sit,58,NOUN,123.0,NOUN
What,58,NOUN,111.0,NOUN
everything,57,NOUN,346.0,NOUN
sauce,57,NOUN,383.0,NOUN
refills,56,NOUN,186.0,NOUN
past,56,NOUN,68.0,NOUN
work,56,NOUN,153.0,NOUN
daughter,56,NOUN,135.0,NOUN
years,56,NOUN,215.0,NOUN
bartender,55,NOUN,103.0,NOUN
dining,55,NOUN,138.0,NOUN
home,54,NOUN,147.0,NOUN
stars,53,NOUN,197.0,NOUN
sick,53,NOUN,13.0,NOUN
money,53,NOUN,34.0,NOUN
business,53,NOUN,54.0,NOUN
anyone,52,NOUN,83.0,NOUN
person,52,NOUN,86.0,NOUN
napkins,51,NOUN,35.0,NOUN
ate,51,NOUN,107.0,NOUN
clean,50,NOUN,284.0,NOUN
things,49,NOUN,180.0,NOUN
birthday,49,NOUN,331.0,NOUN
lot,49,NOUN,197.0,NOUN
wife,49,NOUN,167.0,NOUN
thought,47,NOUN,128.0,NOUN
seat,47,NOUN,47.0,NOUN
walk,45,NOUN,43.0,NOUN
tip,45,NOUN,81.0,NOUN
top,45,NOUN,239.0,NOUN
taste,44,NOUN,115.0,NOUN
plate,44,NOUN,45.0,NOUN
name,44,NOUN,218.0,NOUN
everyone,44,NOUN,165.0,NOUN
Food,44,NOUN,217.0,NOUN
booth,43,NOUN,50.0,NOUN
refill,43,NOUN,79.0,NOUN
RR,43,NOUN,200.0,NOUN
start,43,NOUN,74.0,NOUN
silverware,43,NOUN,14.0,NOUN
soup,43,NOUN,56.0,NOUN
mins,43,NOUN,33.0,NOUN
year,42,NOUN,116.0,NOUN
shake,42,NOUN,86.0,NOUN
mistake,42,NOUN,25.0,NOUN
feel,42,NOUN,195.0,NOUN
card,42,NOUN,139.0,NOUN
chain,42,NOUN,186.0,NOUN
star,41,NOUN,88.0,NOUN
meals,41,NOUN,111.0,NOUN
NO,41,NOUN,8.0,NOUN
rings,41,NOUN,226.0,NOUN
part,41,NOUN,93.0,NOUN
party,41,NOUN,142.0,NOUN
sorry,41,NOUN,0.0,0
%,40,NOUN,0.0,0
phone,40,NOUN,43.0,NOUN
couple,40,NOUN,126.0,NOUN
minute,40,NOUN,72.0,NOUN
reviews,39,NOUN,92.0,NOUN
meat,39,NOUN,92.0,NOUN
looking,39,NOUN,0.0,0
mess,38,NOUN,17.0,NOUN
extra,38,NOUN,0.0,0
corporate,38,NOUN,15.0,NOUN
upset,38,NOUN,0.0,0
use,38,NOUN,76.0,NOUN
return,37,NOUN,71.0,NOUN
floor,37,NOUN,29.0,NOUN
today,37,NOUN,221.0,NOUN
fact,37,NOUN,104.0,NOUN
job,36,NOUN,195.0,NOUN
love,36,NOUN,1013.0,NOUN
must,36,NOUN,90.0,NOUN
friend,36,NOUN,182.0,NOUN
serve,36,NOUN,46.0,NOUN
bacon,36,NOUN,255.0,NOUN
sandwich,35,NOUN,142.0,NOUN
employees,35,NOUN,59.0,NOUN
guy,35,NOUN,70.0,NOUN
hours,34,NOUN,31.0,NOUN
ice,34,NOUN,67.0,NOUN
deal,34,NOUN,57.0,NOUN
issue,34,NOUN,45.0,NOUN
guess,33,NOUN,38.0,NOUN
needs,33,NOUN,76.0,NOUN
host,33,NOUN,61.0,NOUN
chips,33,NOUN,118.0,NOUN
cook,32,NOUN,40.0,NOUN
Manager,32,NOUN,43.0,NOUN
walking,32,NOUN,26.0,NOUN
offer,32,NOUN,87.0,NOUN
change,32,NOUN,44.0,NOUN
mall,32,NOUN,102.0,NOUN
ranch,31,NOUN,124.0,NOUN
son,31,NOUN,146.0,NOUN
course,31,NOUN,94.0,NOUN
help,31,NOUN,68.0,NOUN
boyfriend,31,NOUN,109.0,NOUN
TO,31,NOUN,6.0,NOUN
ok,31,NOUN,38.0,NOUN
restaurants,30,NOUN,184.0,NOUN
glass,30,NOUN,33.0,NOUN
attention,30,NOUN,49.0,NOUN
garlic,30,NOUN,152.0,NOUN
inside,30,NOUN,88.0,NOUN
reason,29,NOUN,86.0,NOUN
poisoning,29,NOUN,0.0,0
showed,29,NOUN,0.0,0
serving,29,NOUN,52.0,NOUN
life,29,NOUN,43.0,NOUN
close,29,NOUN,69.0,NOUN
dressing,29,NOUN,50.0,NOUN
soggy,29,NOUN,0.0,0
wrap,29,NOUN,87.0,NOUN
worth,29,NOUN,134.0,NOUN
menus,29,NOUN,31.0,NOUN
door,29,NOUN,82.0,NOUN
places,28,NOUN,148.0,NOUN
bathroom,28,NOUN,17.0,NOUN
pink,28,NOUN,53.0,NOUN
amount,28,NOUN,79.0,NOUN
waste,28,NOUN,5.0,NOUN
rest,28,NOUN,37.0,NOUN
Service,28,NOUN,202.0,NOUN
ordering,27,NOUN,57.0,NOUN
establishment,27,NOUN,52.0,NOUN
group,27,NOUN,89.0,NOUN
plates,27,NOUN,25.0,NOUN
run,27,NOUN,35.0,NOUN
HORRIBLE,27,NOUN,0.0,0
room,27,NOUN,57.0,NOUN
chance,26,NOUN,44.0,NOUN
mayo,26,NOUN,31.0,NOUN
mine,26,NOUN,28.0,NOUN
hold,26,NOUN,26.0,NOUN
end,26,NOUN,68.0,NOUN
car,26,NOUN,31.0,NOUN
excuse,26,NOUN,4.0,NOUN
number,25,NOUN,32.0,NOUN
grease,25,NOUN,4.0,NOUN
charge,25,NOUN,39.0,NOUN
lady,25,NOUN,37.0,NOUN
issues,25,NOUN,30.0,NOUN
children,25,NOUN,65.0,NOUN
days,25,NOUN,82.0,NOUN
hell,25,NOUN,9.0,NOUN
week,25,NOUN,77.0,NOUN
pick,25,NOUN,48.0,NOUN
crap,25,NOUN,8.0,NOUN
onions,24,NOUN,63.0,NOUN
looks,24,NOUN,44.0,NOUN
talk,24,NOUN,55.0,NOUN
girl,24,NOUN,57.0,NOUN
bottom,24,NOUN,30.0,NOUN
apology,24,NOUN,1.0,NOUN
idea,24,NOUN,34.0,NOUN
show,24,NOUN,36.0,NOUN
making,24,NOUN,129.0,NOUN
stay,23,NOUN,31.0,NOUN
experiences,23,NOUN,59.0,NOUN
box,23,NOUN,14.0,NOUN
zero,23,NOUN,0.0,0
lack,23,NOUN,12.0,NOUN
piece,23,NOUN,12.0,NOUN
outside,23,NOUN,68.0,NOUN
managers,23,NOUN,45.0,NOUN
WORST,23,NOUN,0.0,0
',23,NOUN,0.0,0
total,23,NOUN,19.0,NOUN
Worst,23,NOUN,1.0,NOUN
hate,23,NOUN,20.0,NOUN
others,22,NOUN,46.0,NOUN
hands,22,NOUN,52.0,NOUN
fix,22,NOUN,29.0,NOUN
BBQ,22,NOUN,150.0,NOUN
bite,21,NOUN,88.0,NOUN
situation,21,NOUN,20.0,NOUN
section,21,NOUN,56.0,NOUN
complaining,21,NOUN,0.0,0
line,21,NOUN,29.0,NOUN
friends,21,NOUN,189.0,NOUN
game,21,NOUN,81.0,NOUN
patty,21,NOUN,116.0,NOUN
man,21,NOUN,50.0,NOUN
paper,21,NOUN,9.0,NOUN
hair,21,NOUN,19.0,NOUN
appetizers,21,NOUN,96.0,NOUN
tonight,21,NOUN,133.0,NOUN
mention,20,NOUN,64.0,NOUN
tea,20,NOUN,50.0,NOUN
guys,20,NOUN,58.0,NOUN
TICK,20,NOUN,0.0,0
sign,20,NOUN,51.0,NOUN
bit,20,NOUN,151.0,NOUN
mind,20,NOUN,61.0,NOUN
store,20,NOUN,21.0,NOUN
damn,19,NOUN,20.0,NOUN
beers,19,NOUN,34.0,NOUN
grab,19,NOUN,42.0,NOUN
mistakes,19,NOUN,14.0,NOUN
dishes,19,NOUN,21.0,NOUN
mediocre,19,NOUN,0.0,0
contact,19,NOUN,12.0,NOUN
wings,19,NOUN,65.0,NOUN
guests,19,NOUN,26.0,NOUN
third,19,NOUN,0.0,0
stand,19,NOUN,20.0,NOUN
cause,19,NOUN,18.0,NOUN
face,19,NOUN,38.0,NOUN
soda,19,NOUN,33.0,NOUN
months,19,NOUN,38.0,NOUN
glasses,19,NOUN,28.0,NOUN
ketchup,19,NOUN,52.0,NOUN
child,19,NOUN,25.0,NOUN
fault,19,NOUN,21.0,NOUN
warm,19,NOUN,38.0,NOUN
whatever,18,NOUN,32.0,NOUN
Nothing,18,NOUN,9.0,NOUN
response,18,NOUN,5.0,NOUN
ones,18,NOUN,42.0,NOUN
system,18,NOUN,23.0,NOUN
bother,18,NOUN,0.0,0
kind,18,NOUN,168.0,NOUN
finish,18,NOUN,43.0,NOUN
seats,18,NOUN,25.0,NOUN
set,18,NOUN,36.0,NOUN
problems,18,NOUN,19.0,NOUN
replacement,18,NOUN,2.0,NOUN
cup,18,NOUN,48.0,NOUN
apologize,18,NOUN,0.0,0
shit,18,NOUN,3.0,NOUN
sides,18,NOUN,59.0,NOUN
employee,18,NOUN,27.0,NOUN
ass,17,NOUN,5.0,NOUN
doubt,17,NOUN,7.0,NOUN
discount,17,NOUN,17.0,NOUN
ours,17,NOUN,9.0,NOUN
2nd,17,NOUN,12.0,NOUN
may,17,NOUN,0.0,0
bathrooms,17,NOUN,25.0,NOUN
french,17,NOUN,51.0,NOUN
matter,17,NOUN,46.0,NOUN
cheeseburger,17,NOUN,100.0,NOUN
middle,17,NOUN,23.0,NOUN
locations,17,NOUN,74.0,NOUN
sister,17,NOUN,35.0,NOUN
request,17,NOUN,55.0,NOUN
stomach,17,NOUN,8.0,NOUN
rush,17,NOUN,33.0,NOUN
SO,16,NOUN,44.0,NOUN
house,16,NOUN,34.0,NOUN
eye,16,NOUN,16.0,NOUN
cleaning,16,NOUN,6.0,NOUN
flavor,16,NOUN,82.0,NOUN
dip,16,NOUN,76.0,NOUN
rare,16,NOUN,54.0,NOUN
email,16,NOUN,15.0,NOUN
word,16,NOUN,15.0,NOUN
waiters,16,NOUN,54.0,NOUN
kiosk,16,NOUN,10.0,NOUN
etc,16,NOUN,0.0,0
parking,16,NOUN,79.0,NOUN
WTF,16,NOUN,0.0,0
kid,16,NOUN,81.0,NOUN
wet,16,NOUN,0.0,0
pieces,16,NOUN,18.0,NOUN
drop,16,NOUN,11.0,NOUN
salads,16,NOUN,63.0,NOUN
basket,16,NOUN,85.0,NOUN
waitresses,16,NOUN,35.0,NOUN
portion,16,NOUN,33.0,NOUN
pass,15,NOUN,13.0,NOUN
toilet,15,NOUN,3.0,NOUN
thinking,15,NOUN,33.0,NOUN
afternoon,15,NOUN,43.0,NOUN
feeling,15,NOUN,41.0,NOUN
health,15,NOUN,9.0,NOUN
buns,15,NOUN,51.0,NOUN
receipt,15,NOUN,11.0,NOUN
drive,15,NOUN,39.0,NOUN
move,15,NOUN,10.0,NOUN
turn,15,NOUN,19.0,NOUN
hand,15,NOUN,25.0,NOUN
mouth,15,NOUN,35.0,NOUN
treat,15,NOUN,47.0,NOUN
visits,15,NOUN,41.0,NOUN
milk,15,NOUN,28.0,NOUN
bbq,15,NOUN,63.0,NOUN
restroom,15,NOUN,9.0,NOUN
lemonade,15,NOUN,192.0,NOUN
simple,15,NOUN,29.0,NOUN
remodel,14,NOUN,9.0,NOUN
atmosphere,14,NOUN,202.0,NOUN
mom,14,NOUN,54.0,NOUN
chairs,14,NOUN,15.0,NOUN
hope,14,NOUN,79.0,NOUN
bread,14,NOUN,35.0,NOUN
medium,14,NOUN,49.0,NOUN
favorite,14,NOUN,415.0,NOUN
flag,14,NOUN,2.0,NOUN
seating,14,NOUN,62.0,NOUN
IT,14,NOUN,14.0,NOUN
ID,14,NOUN,5.0,NOUN
refund,14,NOUN,0.0,0
granddaughter,14,NOUN,5.0,NOUN
disappointment,14,NOUN,5.0,NOUN
movie,14,NOUN,31.0,NOUN
training,14,NOUN,36.0,NOUN
cream,14,NOUN,80.0,NOUN
entrees,14,NOUN,29.0,NOUN
WE,13,NOUN,0.0,0
milkshake,13,NOUN,60.0,NOUN
sense,13,NOUN,13.0,NOUN
broccoli,13,NOUN,64.0,NOUN
awhile,13,NOUN,18.0,NOUN
joke,13,NOUN,13.0,NOUN
step,13,NOUN,15.0,NOUN
adults,13,NOUN,37.0,NOUN
tomato,13,NOUN,39.0,NOUN
yelling,13,NOUN,0.0,0
items,13,NOUN,92.0,NOUN
baby,13,NOUN,34.0,NOUN
weekend,13,NOUN,35.0,NOUN
cooks,13,NOUN,8.0,NOUN
steak,13,NOUN,261.0,NOUN
evening,13,NOUN,85.0,NOUN
crispy,13,NOUN,109.0,NOUN
dark,13,NOUN,0.0,0
black,13,NOUN,0.0,0
fruit,13,NOUN,25.0,NOUN
gourmet,13,NOUN,87.0,NOUN
information,13,NOUN,3.0,NOUN
floors,13,NOUN,2.0,NOUN
tick,13,NOUN,0.0,0
fork,13,NOUN,4.0,NOUN
stuff,13,NOUN,57.0,NOUN
pineapple,12,NOUN,39.0,NOUN
sauces,12,NOUN,119.0,NOUN
moment,12,NOUN,31.0,NOUN
company,12,NOUN,32.0,NOUN
Server,12,NOUN,26.0,NOUN
changes,12,NOUN,18.0,NOUN
RED,12,NOUN,21.0,NOUN
industry,12,NOUN,16.0,NOUN
post,12,NOUN,6.0,NOUN
window,12,NOUN,7.0,NOUN
Yelp,12,NOUN,13.0,NOUN
size,12,NOUN,60.0,NOUN
avocado,12,NOUN,36.0,NOUN
month,12,NOUN,91.0,NOUN
gift,12,NOUN,48.0,NOUN
item,12,NOUN,37.0,NOUN
Sorry,12,NOUN,0.0,0
entree,12,NOUN,23.0,NOUN
finger,12,NOUN,7.0,NOUN
means,12,NOUN,26.0,NOUN
salt,12,NOUN,43.0,NOUN
beef,12,NOUN,54.0,NOUN
bag,12,NOUN,11.0,NOUN
blame,12,NOUN,0.0,0
online,12,NOUN,37.0,NOUN
trip,12,NOUN,54.0,NOUN
smile,12,NOUN,120.0,NOUN
light,12,NOUN,26.0,NOUN
dessert,12,NOUN,88.0,NOUN
root,12,NOUN,62.0,NOUN
complaints,11,NOUN,36.0,NOUN
god,11,NOUN,4.0,NOUN
chatting,11,NOUN,0.0,0
sons,11,NOUN,15.0,NOUN
machine,11,NOUN,19.0,NOUN
suppose,11,NOUN,10.0,NOUN
price,11,NOUN,101.0,NOUN
games,11,NOUN,53.0,NOUN
helped,11,NOUN,0.0,0
Fries,11,NOUN,80.0,NOUN
nobody,11,NOUN,3.0,NOUN
chair,11,NOUN,5.0,NOUN
mushrooms,11,NOUN,39.0,NOUN
button,11,NOUN,9.0,NOUN
control,11,NOUN,7.0,NOUN
hostesses,11,NOUN,8.0,NOUN
picture,11,NOUN,27.0,NOUN
FOOD,11,NOUN,10.0,NOUN
Ok,11,NOUN,13.0,NOUN
mother,11,NOUN,24.0,NOUN
town,11,NOUN,72.0,NOUN
story,11,NOUN,10.0,NOUN
notice,11,NOUN,18.0,NOUN
throwing,11,NOUN,0.0,0
drinking,11,NOUN,11.0,NOUN
question,11,NOUN,13.0,NOUN
girlfriend,11,NOUN,38.0,NOUN
wonder,11,NOUN,9.0,NOUN
joint,11,NOUN,68.0,NOUN
writing,11,NOUN,25.0,NOUN
case,11,NOUN,32.0,NOUN
utensils,11,NOUN,7.0,NOUN
Waitress,11,NOUN,19.0,NOUN
parents,11,NOUN,17.0,NOUN
disaster,11,NOUN,1.0,NOUN
stick,11,NOUN,25.0,NOUN
workers,11,NOUN,20.0,NOUN
break,11,NOUN,23.0,NOUN
booths,10,NOUN,14.0,NOUN
Who,10,NOUN,12.0,NOUN
miss,10,NOUN,0.0,0
lemon,10,NOUN,13.0,NOUN
office,10,NOUN,5.0,NOUN
strips,10,NOUN,30.0,NOUN
eyes,10,NOUN,18.0,NOUN
error,10,NOUN,6.0,NOUN
Today,10,NOUN,41.0,NOUN
meeting,10,NOUN,19.0,NOUN
credit,10,NOUN,16.0,NOUN
station,10,NOUN,8.0,NOUN
questions,10,NOUN,43.0,NOUN
wine,10,NOUN,7.0,NOUN
rating,10,NOUN,25.0,NOUN
straws,10,NOUN,45.0,NOUN
coke,10,NOUN,13.0,NOUN
bartenders,10,NOUN,29.0,NOUN
downhill,10,NOUN,0.0,0
hill,10,NOUN,0.0,0
cooking,10,NOUN,9.0,NOUN
toppings,10,NOUN,24.0,NOUN
appetite,10,NOUN,12.0,NOUN
cash,10,NOUN,11.0,NOUN
dollar,10,NOUN,17.0,NOUN
plus,10,NOUN,76.0,NOUN
daughters,10,NOUN,19.0,NOUN
ME,10,NOUN,0.0,0
touch,10,NOUN,35.0,NOUN
process,10,NOUN,9.0,NOUN
attempt,10,NOUN,2.0,NOUN
decor,10,NOUN,55.0,NOUN
tablet,10,NOUN,32.0,NOUN
shame,10,NOUN,4.0,NOUN
bites,10,NOUN,43.0,NOUN
app,10,NOUN,19.0,NOUN
hamburger,10,NOUN,60.0,NOUN
prices,9,NOUN,105.0,NOUN
complaint,9,NOUN,37.0,NOUN
Cheese,9,NOUN,49.0,NOUN
public,9,NOUN,2.0,NOUN
garden,9,NOUN,20.0,NOUN
type,9,NOUN,38.0,NOUN
cost,9,NOUN,24.0,NOUN
computer,9,NOUN,12.0,NOUN
Everything,9,NOUN,84.0,NOUN
Strike,9,NOUN,0.0,0
patrons,9,NOUN,8.0,NOUN
n,9,NOUN,62.0,NOUN
patties,9,NOUN,24.0,NOUN
Thanks,9,NOUN,155.0,NOUN
gon,9,NOUN,17.0,NOUN
waters,9,NOUN,7.0,NOUN
calls,9,NOUN,3.0,NOUN
yesterday,9,NOUN,61.0,NOUN
none,9,NOUN,12.0,NOUN
words,9,NOUN,10.0,NOUN
fish,9,NOUN,112.0,NOUN
walks,9,NOUN,0.0,0
woman,9,NOUN,24.0,NOUN
clue,9,NOUN,1.0,NOUN
filth,9,NOUN,0.0,0
fry,9,NOUN,67.0,NOUN
People,9,NOUN,10.0,NOUN
THAT,9,NOUN,0.0,0
cards,9,NOUN,13.0,NOUN
tomatoes,9,NOUN,32.0,NOUN
hit,9,NOUN,43.0,NOUN
charges,9,NOUN,0.0,0
fingers,9,NOUN,16.0,NOUN
law,9,NOUN,12.0,NOUN
head,9,NOUN,19.0,NOUN
shot,9,NOUN,18.0,NOUN
boxes,9,NOUN,7.0,NOUN
future,9,NOUN,26.0,NOUN
comp,9,NOUN,2.0,NOUN
Came,9,NOUN,34.0,NOUN
napkin,9,NOUN,2.0,NOUN
starts,9,NOUN,7.0,NOUN
suck,9,NOUN,0.0,0
leaves,9,NOUN,0.0,0
potato,9,NOUN,165.0,NOUN
chocolate,9,NOUN,50.0,NOUN
girls,9,NOUN,19.0,NOUN
husbands,9,NOUN,8.0,NOUN
strawberry,9,NOUN,82.0,NOUN
women,9,NOUN,2.0,NOUN
answer,8,NOUN,17.0,NOUN
folks,8,NOUN,17.0,NOUN
spoons,8,NOUN,2.0,NOUN
pull,8,NOUN,0.0,0
runner,8,NOUN,1.0,NOUN
pain,8,NOUN,6.0,NOUN
date,8,NOUN,65.0,NOUN
whiskey,8,NOUN,74.0,NOUN
container,8,NOUN,10.0,NOUN
thin,8,NOUN,0.0,0
3rd,8,NOUN,0.0,0
coffee,8,NOUN,10.0,NOUN
allergy,8,NOUN,47.0,NOUN
mix,8,NOUN,34.0,NOUN
texture,8,NOUN,17.0,NOUN
counter,8,NOUN,3.0,NOUN
franchise,8,NOUN,11.0,NOUN
opening,8,NOUN,44.0,NOUN
beginning,8,NOUN,12.0,NOUN
hamburgers,8,NOUN,21.0,NOUN
adult,8,NOUN,33.0,NOUN
jalapeño,8,NOUN,16.0,NOUN
figure,8,NOUN,6.0,NOUN
alcohol,8,NOUN,17.0,NOUN
bf,8,NOUN,19.0,NOUN
shopping,8,NOUN,47.0,NOUN
manger,8,NOUN,4.0,NOUN
sticks,8,NOUN,34.0,NOUN
ingredients,8,NOUN,21.0,NOUN
pm,8,NOUN,22.0,NOUN
ticket,8,NOUN,13.0,NOUN
trouble,8,NOUN,6.0,NOUN
note,8,NOUN,24.0,NOUN
pickles,8,NOUN,34.0,NOUN
Burgers,8,NOUN,92.0,NOUN
blah,8,NOUN,4.0,NOUN
kinda,8,NOUN,18.0,NOUN
dollars,8,NOUN,6.0,NOUN
egg,8,NOUN,113.0,NOUN
groups,8,NOUN,13.0,NOUN
female,8,NOUN,0.0,0
tasteless,8,NOUN,0.0,0
turkey,8,NOUN,55.0,NOUN
oil,8,NOUN,6.0,NOUN
foot,8,NOUN,3.0,NOUN
cool,8,NOUN,104.0,NOUN
choice,8,NOUN,76.0,NOUN
boy,8,NOUN,29.0,NOUN
pepper,8,NOUN,60.0,NOUN
plenty,8,NOUN,69.0,NOUN
option,8,NOUN,66.0,NOUN
robins,7,NOUN,29.0,NOUN
pictures,7,NOUN,24.0,NOUN
state,7,NOUN,9.0,NOUN
faces,7,NOUN,11.0,NOUN
knife,7,NOUN,5.0,NOUN
shock,7,NOUN,1.0,NOUN
level,7,NOUN,35.0,NOUN
license,7,NOUN,2.0,NOUN
device,7,NOUN,13.0,NOUN
plan,7,NOUN,27.0,NOUN
cheddar,7,NOUN,25.0,NOUN
lukewarm,7,NOUN,0.0,0
Tavern,7,NOUN,62.0,NOUN
beans,7,NOUN,2.0,NOUN
class,7,NOUN,11.0,NOUN
fun,7,NOUN,153.0,NOUN
world,7,NOUN,53.0,NOUN
sing,7,NOUN,16.0,NOUN
CHECK,7,NOUN,0.0,0
PLACE,7,NOUN,4.0,NOUN
handful,7,NOUN,10.0,NOUN
selection,7,NOUN,92.0,NOUN
crumbs,7,NOUN,0.0,0
requests,7,NOUN,21.0,NOUN
freaking,7,NOUN,8.0,NOUN
Place,7,NOUN,24.0,NOUN
round,7,NOUN,15.0,NOUN
mushroom,7,NOUN,27.0,NOUN
sugar,7,NOUN,10.0,NOUN
period,7,NOUN,9.0,NOUN
smell,7,NOUN,5.0,NOUN
standards,7,NOUN,10.0,NOUN
nightmare,7,NOUN,4.0,NOUN
entrance,7,NOUN,13.0,NOUN
bus,7,NOUN,4.0,NOUN
insult,7,NOUN,0.0,0
example,7,NOUN,12.0,NOUN
beverages,7,NOUN,23.0,NOUN
department,7,NOUN,3.0,NOUN
WRONG,7,NOUN,0.0,0
payment,7,NOUN,9.0,NOUN
machines,7,NOUN,9.0,NOUN
form,7,NOUN,7.0,NOUN
surprise,7,NOUN,46.0,NOUN
corner,7,NOUN,18.0,NOUN
tone,7,NOUN,7.0,NOUN
stall,7,NOUN,0.0,0
#,7,NOUN,26.0,NOUN
video,7,NOUN,6.0,NOUN
tortilla,7,NOUN,25.0,NOUN
sight,7,NOUN,3.0,NOUN
bowl,7,NOUN,15.0,NOUN
ring,7,NOUN,41.0,NOUN
pizza,7,NOUN,22.0,NOUN
tears,7,NOUN,2.0,NOUN
act,7,NOUN,10.0,NOUN
list,7,NOUN,36.0,NOUN
gluten,7,NOUN,163.0,NOUN
w,7,NOUN,13.0,NOUN
rate,7,NOUN,8.0,NOUN
cleanliness,7,NOUN,9.0,NOUN
nachos,7,NOUN,6.0,NOUN
sharing,7,NOUN,8.0,NOUN
cover,7,NOUN,5.0,NOUN
wedge,7,NOUN,27.0,NOUN
names,6,NOUN,8.0,NOUN
guessing,6,NOUN,0.0,0
seasoning,6,NOUN,107.0,NOUN
beverage,6,NOUN,18.0,NOUN
wall,6,NOUN,10.0,NOUN
appearance,6,NOUN,4.0,NOUN
standard,6,NOUN,21.0,NOUN
yelp,6,NOUN,12.0,NOUN
runners,6,NOUN,1.0,NOUN
Management,6,NOUN,9.0,NOUN
EXPERIENCE,6,NOUN,1.0,NOUN
