name,bad,da,good,da2
hr,1,NOUN,0.0,0
email,1,NOUN,0.0,0
inconvenience,1,NOUN,0.0,0
rewards,1,NOUN,2.0,NOUN
influence,1,NOUN,0.0,0
People,1,NOUN,0.0,0
case,1,NOUN,1.0,NOUN
ratings,1,NOUN,0.0,0
Lots,1,NOUN,1.0,NOUN
floor,1,NOUN,2.0,NOUN
B+,1,NOUN,0.0,0
enemy,1,NOUN,0.0,0
maintenance,1,NOUN,0.0,0
sign,1,NOUN,3.0,NOUN
fan,1,NOUN,1.0,NOUN
grease,1,NOUN,0.0,0
Something,1,NOUN,1.0,NOUN
leaders,1,NOUN,0.0,0
guy,1,NOUN,1.0,NOUN
execution,1,NOUN,0.0,0
pool,1,NOUN,0.0,0
plans,1,NOUN,0.0,0
peices,1,NOUN,0.0,0
leftovers,1,NOUN,0.0,0
oranges,1,NOUN,0.0,0
mc,1,NOUN,0.0,0
donalds,1,NOUN,0.0,0
pole,1,NOUN,0.0,0
dad,1,NOUN,0.0,0
fiancé,1,NOUN,0.0,0
issue,1,NOUN,1.0,NOUN
obscenities,1,NOUN,0.0,0
MOTHER,1,NOUN,0.0,0
ea,1,NOUN,0.0,0
brand,1,NOUN,0.0,0
plates,1,NOUN,1.0,NOUN
meh,1,NOUN,0.0,0
kicker,1,NOUN,0.0,0
month,1,NOUN,1.0,NOUN
alright,1,NOUN,0.0,0
dipping,1,NOUN,4.0,NOUN
opportunity,1,NOUN,0.0,0
bees,1,NOUN,0.0,0
restrictions,1,NOUN,0.0,0
chain,1,NOUN,7.0,NOUN
joke,1,NOUN,0.0,0
selections,1,NOUN,1.0,NOUN
section,1,NOUN,0.0,0
Baskets,1,NOUN,0.0,0
fry,1,NOUN,2.0,NOUN
pile,1,NOUN,0.0,0
rings,1,NOUN,6.0,NOUN
fire,1,NOUN,0.0,0
angus,1,NOUN,1.0,NOUN
totem,1,NOUN,0.0,0
response,1,NOUN,0.0,0
atmosphere,1,NOUN,1.0,NOUN
degree,1,NOUN,0.0,0
sip,1,NOUN,0.0,0
window,1,NOUN,0.0,0
ft,1,NOUN,0.0,0
apple,1,NOUN,0.0,0
coupon,1,NOUN,0.0,0
entertainment,1,NOUN,1.0,NOUN
machine,1,NOUN,0.0,0
bunny,1,NOUN,0.0,0
children,1,NOUN,0.0,0
units,1,NOUN,0.0,0
diabetes,1,NOUN,0.0,0
updates,1,NOUN,1.0,NOUN
progress,1,NOUN,0.0,0
banging,1,NOUN,0.0,0
fam,1,NOUN,1.0,NOUN
mop,1,NOUN,0.0,0
amount,1,NOUN,0.0,0
mozzarella,1,NOUN,0.0,0
camper,1,NOUN,0.0,0
reasons,1,NOUN,1.0,NOUN
dinnertime,1,NOUN,0.0,0
positives,1,NOUN,0.0,0
props,1,NOUN,0.0,0
ketchup,1,NOUN,0.0,0
residue,1,NOUN,0.0,0
grinders,1,NOUN,0.0,0
gourmet,1,NOUN,0.0,0
sticks,1,NOUN,0.0,0
friends,1,NOUN,2.0,NOUN
stalls,1,NOUN,0.0,0
bubbly,1,NOUN,0.0,0
public,1,NOUN,0.0,0
towels,1,NOUN,0.0,0
requests,1,NOUN,0.0,0
limitations,1,NOUN,0.0,0
sinks,1,NOUN,0.0,0
claim,1,NOUN,0.0,0
women,1,NOUN,0.0,0
opinion,1,NOUN,0.0,0
stewardess,1,NOUN,0.0,0
industry,1,NOUN,0.0,0
type,1,NOUN,0.0,0
Children,1,NOUN,0.0,0
rat,1,NOUN,0.0,0
unit,1,NOUN,0.0,0
nuggets,1,NOUN,0.0,0
corn,1,NOUN,0.0,0
complaints,1,NOUN,2.0,NOUN
plastic,1,NOUN,0.0,0
pepper,1,NOUN,1.0,NOUN
gift,1,NOUN,1.0,NOUN
juggling,1,NOUN,0.0,0
shame,1,NOUN,0.0,0
dishes,1,NOUN,1.0,NOUN
wash,1,NOUN,0.0,0
soup,1,NOUN,2.0,NOUN
exception,1,NOUN,0.0,0
lobby,1,NOUN,0.0,0
car,1,NOUN,4.0,NOUN
kid,1,NOUN,1.0,NOUN
act,1,NOUN,0.0,0
salt,1,NOUN,0.0,0
club,1,NOUN,0.0,0
surprise,1,NOUN,1.0,NOUN
strawberry,1,NOUN,0.0,0
circus,1,NOUN,0.0,0
course,1,NOUN,0.0,0
helpers,1,NOUN,0.0,0
iceberg,1,NOUN,0.0,0
tender,1,NOUN,1.0,NOUN
ingredients,1,NOUN,1.0,NOUN
avocado,1,NOUN,0.0,0
dining,1,NOUN,4.0,NOUN
bread,1,NOUN,0.0,0
seat,1,NOUN,4.0,NOUN
wrap,1,NOUN,1.0,NOUN
card,1,NOUN,2.0,NOUN
rest,1,NOUN,0.0,0
result,1,NOUN,0.0,0
crease,1,NOUN,0.0,0
carryout,1,NOUN,0.0,0
crumbs,1,NOUN,0.0,0
seniors,1,NOUN,0.0,0
lots,1,NOUN,1.0,NOUN
booth,1,NOUN,1.0,NOUN
examination,1,NOUN,0.0,0
surface,1,NOUN,1.0,NOUN
establishment,1,NOUN,3.0,NOUN
bit,1,NOUN,6.0,NOUN
garden,1,NOUN,1.0,NOUN
beverages,1,NOUN,1.0,NOUN
power,1,NOUN,1.0,NOUN
AT,1,NOUN,0.0,0
passNever,1,NOUN,0.0,0
handling,1,NOUN,0.0,0
bummer,1,NOUN,0.0,0
meeting,1,NOUN,0.0,0
Customer,1,NOUN,0.0,0
mom,1,NOUN,0.0,0
haliey,1,NOUN,0.0,0
desert,1,NOUN,0.0,0
moms,1,NOUN,0.0,0
kiosk,1,NOUN,0.0,0
inspectors,1,NOUN,0.0,0
situations,1,NOUN,0.0,0
disinfectant,1,NOUN,0.0,0
-we,1,NOUN,0.0,0
sort,1,NOUN,0.0,0
garbage,1,NOUN,0.0,0
windows,1,NOUN,0.0,0
opening,1,NOUN,0.0,0
morning,1,NOUN,0.0,0
classes,1,NOUN,0.0,0
choice,1,NOUN,5.0,NOUN
discount,1,NOUN,1.0,NOUN
apology,1,NOUN,0.0,0
box,1,NOUN,0.0,0
ring,1,NOUN,2.0,NOUN
midnight,1,NOUN,0.0,0
tap,1,NOUN,0.0,0
coils,1,NOUN,0.0,0
mistakes,1,NOUN,1.0,NOUN
Everyone,1,NOUN,1.0,NOUN
pronto,1,NOUN,0.0,0
bun,1,NOUN,6.0,NOUN
specials,1,NOUN,1.0,NOUN
BOGO,1,NOUN,0.0,0
emails,1,NOUN,0.0,0
disaster,1,NOUN,0.0,0
catharsis,1,NOUN,0.0,0
mayo,1,NOUN,0.0,0
meat,1,NOUN,2.0,NOUN
Order,1,NOUN,0.0,0
guacamole,1,NOUN,0.0,0
chips,1,NOUN,3.0,NOUN
search,1,NOUN,0.0,0
somebody,1,NOUN,0.0,0
Water,1,NOUN,0.0,0
mushrooms,1,NOUN,4.0,NOUN
crispy,1,NOUN,1.0,NOUN
dishwasher,1,NOUN,0.0,0
mug,1,NOUN,0.0,0
jack,1,NOUN,0.0,0
boxes,1,NOUN,0.0,0
button,1,NOUN,0.0,0
gentleman,1,NOUN,0.0,0
ratedThere,1,NOUN,0.0,0
dropper,1,NOUN,0.0,0
inch,1,NOUN,0.0,0
dons,1,NOUN,0.0,0
least.not,1,NOUN,0.0,0
issues,1,NOUN,0.0,0
product,1,NOUN,0.0,0
franchise,1,NOUN,0.0,0
company,1,NOUN,0.0,0
interaction,1,NOUN,0.0,0
number,1,NOUN,3.0,NOUN
nightmare,1,NOUN,0.0,0
loyalty,1,NOUN,0.0,0
glob,1,NOUN,0.0,0
bites,1,NOUN,1.0,NOUN
pretzel,1,NOUN,0.0,0
appetizers,1,NOUN,5.0,NOUN
beer,1,NOUN,0.0,0
genes,1,NOUN,0.0,0
gyms,1,NOUN,0.0,0
list,1,NOUN,0.0,0
idea,1,NOUN,0.0,0
husbands,1,NOUN,0.0,0
weeks,1,NOUN,1.0,NOUN
sidewalk,1,NOUN,0.0,0
marks,1,NOUN,0.0,0
total,1,NOUN,0.0,0
sauces,1,NOUN,5.0,NOUN
charges,1,NOUN,0.0,0
disrespectful,1,NOUN,0.0,0
appetites,1,NOUN,0.0,0
hairs,1,NOUN,0.0,0
pieces,1,NOUN,0.0,0
tomatoes,1,NOUN,0.0,0
ranch,1,NOUN,2.0,NOUN
cucumbers,1,NOUN,0.0,0
napkin,1,NOUN,0.0,0
benefit,1,NOUN,0.0,0
flags,1,NOUN,0.0,0
carpet,1,NOUN,0.0,0
mall,1,NOUN,1.0,NOUN
paperwork,1,NOUN,0.0,0
boards,1,NOUN,0.0,0
chalk,1,NOUN,0.0,0
prints,1,NOUN,0.0,0
decoration,1,NOUN,0.0,0
part,1,NOUN,0.0,0
lady,1,NOUN,0.0,0
disbelief,1,NOUN,0.0,0
favor,1,NOUN,0.0,0
hint,1,NOUN,2.0,NOUN
min,1,NOUN,1.0,NOUN
discounts,1,NOUN,1.0,NOUN
others,1,NOUN,0.0,0
dogs,1,NOUN,0.0,0
lot,1,NOUN,4.0,NOUN
waitstaff,1,NOUN,1.0,NOUN
seasoning,1,NOUN,1.0,NOUN
coleslaw,1,NOUN,2.0,NOUN
strings,1,NOUN,0.0,0
horseradish,1,NOUN,0.0,0
chophouse,1,NOUN,0.0,0
Shame,1,NOUN,0.0,0
guest,1,NOUN,0.0,0
conversation,1,NOUN,1.0,NOUN
wall,1,NOUN,0.0,0
urgency,1,NOUN,0.0,0
parties,1,NOUN,0.0,0
flies,1,NOUN,0.0,0
condiments,1,NOUN,1.0,NOUN
picture,1,NOUN,0.0,0
mind,1,NOUN,3.0,NOUN
hiatus,1,NOUN,0.0,0
presence,1,NOUN,0.0,0
servers,1,NOUN,5.0,NOUN
tags,1,NOUN,0.0,0
croutons,1,NOUN,0.0,0
passion,1,NOUN,0.0,0
chains,1,NOUN,0.0,0
summary,1,NOUN,0.0,0
Appetizers,1,NOUN,0.0,0
Nothing,1,NOUN,1.0,NOUN
remodel,1,NOUN,0.0,0
Somebody,1,NOUN,0.0,0
mushroom,1,NOUN,2.0,NOUN
blue,1,NOUN,0.0,0
trouble,1,NOUN,0.0,0
shit,1,NOUN,0.0,0
jus,1,NOUN,0.0,0
Nobody,1,NOUN,0.0,0
mins,1,NOUN,1.0,NOUN
hands,1,NOUN,1.0,NOUN
jalapeños,1,NOUN,0.0,0
entrees,1,NOUN,1.0,NOUN
Drinks,1,NOUN,0.0,0
butter,1,NOUN,1.0,NOUN
date,1,NOUN,0.0,0
expiration,1,NOUN,0.0,0
peoples,1,NOUN,0.0,0
load,1,NOUN,0.0,0
house,1,NOUN,0.0,0
star,1,NOUN,1.0,NOUN
wipe,1,NOUN,0.0,0
body,1,NOUN,0.0,0
concept,1,NOUN,0.0,0
fuck,1,NOUN,0.0,0
bitches,1,NOUN,0.0,0
rate,1,NOUN,1.0,NOUN
obesity,1,NOUN,0.0,0
life,1,NOUN,0.0,0
hopes,1,NOUN,0.0,0
upgrades,1,NOUN,0.0,0
cheerleader,1,NOUN,0.0,0
workers,1,NOUN,1.0,NOUN
duty,1,NOUN,0.0,0
F,1,NOUN,0.0,0
hubby,1,NOUN,1.0,NOUN
tolerance,1,NOUN,0.0,0
size,1,NOUN,3.0,NOUN
island,1,NOUN,0.0,0
bbq,1,NOUN,2.0,NOUN
river,1,NOUN,1.0,NOUN
tone,1,NOUN,0.0,0
What,1,NOUN,2.0,NOUN
room,1,NOUN,1.0,NOUN
Staff,1,NOUN,2.0,NOUN
dessert,1,NOUN,1.0,NOUN
cream,1,NOUN,1.0,NOUN
Management,1,NOUN,0.0,0
friday,1,NOUN,0.0,0
store,1,NOUN,0.0,0
groceries,1,NOUN,0.0,0
pizza,1,NOUN,1.0,NOUN
remarks,1,NOUN,0.0,0
future,1,NOUN,0.0,0
wrongdoing,1,NOUN,0.0,0
THAT,1,NOUN,0.0,0
MANAGER,1,NOUN,0.0,0
yrs,1,NOUN,0.0,0
robins,1,NOUN,1.0,NOUN
questions,1,NOUN,0.0,0
brothers,1,NOUN,0.0,0
road,1,NOUN,0.0,0
bite,1,NOUN,2.0,NOUN
trip,1,NOUN,0.0,0
interest,1,NOUN,0.0,0
sodas,1,NOUN,1.0,NOUN
desserts,1,NOUN,1.0,NOUN
adults,1,NOUN,0.0,0
comfort,1,NOUN,0.0,0
