entity,best,da,worst,da2
 and,3,PERSON,0.0,0
ASAP,3,GPE,0.0,0
Dulce,3,GPE,0.0,0
Bellini,3,PERSON,0.0,0
LOUD,3,ORG,0.0,0
Kristen,3,PERSON,0.0,0
Chocolate,3,ORG,0.0,0
Black,3,ORG,0.0,0
Great,3,ORG,1.0,ORG
Scott,3,PERSON,0.0,0
Brandy,3,PERSON,0.0,0
Cheyenne,3,GPE,0.0,0
Harrison,3,PERSON,0.0,0
Jessica,3,PERSON,0.0,0
Veggie,3,PERSON,0.0,0
Dessert,3,PERSON,0.0,0
BBQ,3,ORG,1.0,ORG
Vanessa,3,PERSON,0.0,0
Adam,3,PERSON,0.0,0
No,3,PERSON,0.0,0
Oklahoma,3,GPE,0.0,0
Alexis,3,PERSON,0.0,0
Crispy,3,ORG,1.0,ORG
Morgan,3,PERSON,0.0,0
Siri,3,PERSON,0.0,0
West,3,PERSON,0.0,0
Shrimp,3,GPE,0.0,0
Super,3,PERSON,2.0,ORG
Shepard,3,PERSON,0.0,0
SLC,3,ORG,0.0,0
Pasadena,3,GPE,0.0,0
TWICE,3,ORG,0.0,0
Ashley,3,PERSON,0.0,0
Coffee,3,ORG,0.0,0
GM,3,PERSON,1.0,ORG
Danielle,3,PERSON,0.0,0
Jaylene,3,PERSON,0.0,0
Hershey,2,ORG,0.0,0
Herb,2,PERSON,0.0,0
Honestly,2,PERSON,0.0,0
HUGE,2,ORG,0.0,0
Elena,2,PERSON,0.0,0
Evelyn,2,PERSON,0.0,0
GilbertThe,2,PERSON,0.0,0
Truffle,2,PERSON,0.0,0
I.,2,PERSON,0.0,0
Shirvin,2,PERSON,0.0,0
Stanford,2,ORG,0.0,0
Staff,2,PERSON,0.0,0
National,2,ORG,0.0,0
Spicy,2,PERSON,0.0,0
Nutella,2,ORG,0.0,0
Snickers,2,ORG,0.0,0
Omgee,2,PERSON,0.0,0
Simos,2,PERSON,0.0,0
Palo,2,GPE,0.0,0
Patty,2,GPE,0.0,0
Sebastian,2,PERSON,0.0,0
Pricey,2,PERSON,0.0,0
Salmon,2,PERSON,0.0,0
Ray,2,PERSON,0.0,0
Mgr,2,PERSON,0.0,0
TJ,2,ORG,0.0,0
Jacqueline,2,PERSON,0.0,0
Jamie,2,ORG,0.0,0
Jenna,2,GPE,0.0,0
Tyson,2,PERSON,0.0,0
Tyler,2,PERSON,0.0,0
Trump,2,PERSON,0.0,0
Kevin,2,PERSON,0.0,0
Disneyland,2,GPE,0.0,0
Tiffany,2,ORG,0.0,0
Maine,2,GPE,0.0,0
Rolls,2,ORG,0.0,0
Adrian,2,PERSON,0.0,0
Astrid,2,PERSON,0.0,0
Anaheim,2,GPE,0.0,0
Brunch,2,PERSON,0.0,0
AMAZING,2,ORG,0.0,0
Colorado,2,PERSON,0.0,0
Andrew,2,PERSON,0.0,0
ALISON,2,PERSON,0.0,0
Christina,2,PERSON,0.0,0
CCF,2,ORG,1.0,ORG
Chipotle,2,ORG,0.0,0
Customer,2,ORG,0.0,0
Cesar,2,PERSON,1.0,PERSON
Alfredo,2,PERSON,0.0,0
Brittany,2,PERSON,0.0,0
Decor,2,ORG,0.0,0
 Chocolate,2,ORG,0.0,0
Atmosphere,2,PERSON,0.0,0
Stoneridge,1,ORG,0.0,0
Sunset,1,ORG,0.0,0
Sweet,1,PERSON,0.0,0
TBH,1,ORG,0.0,0
Timothy,1,PERSON,0.0,0
/,1,ORG,0.0,0
Terani,1,GPE,0.0,0
Tempura,1,PERSON,0.0,0
 Carly,1,PERSON,0.0,0
Target,1,GPE,0.0,0
Tacos,1,ORG,0.0,0
StL,1,PERSON,0.0,0
Sriracha,1,PERSON,0.0,0
Scottsdale,1,GPE,0.0,0
Sawgrass,1,GPE,0.0,0
Sangria,1,PERSON,0.0,0
 he,1,PERSON,0.0,0
Samuel,1,PERSON,0.0,0
SOOO,1,PERSON,0.0,0
Runnner,1,PERSON,0.0,0
Ronald,1,PERSON,0.0,0
Shelia,1,PERSON,0.0,0
Smores,1,GPE,0.0,0
Springs,1,ORG,0.0,0
 Chicken!Las,1,GPE,0.0,0
 Highly,1,ORG,0.0,0
Snicker,1,ORG,0.0,0
Smokehouse,1,ORG,0.0,0
 Their,1,GPE,0.0,0
 Luckily,1,PERSON,0.0,0
Skinny,1,ORG,0.0,0
 Soft,1,ORG,0.0,0
Shoppers,1,ORG,0.0,0
Shiitake,1,ORG,0.0,0
Sheralynn,1,PERSON,0.0,0
Trader,1,PERSON,0.0,0
missIt,1,ORG,0.0,0
againShandi,1,ORG,0.0,0
Zucchini,1,PERSON,0.0,0
Yummmmm!Was,1,PERSON,0.0,0
Yonkers,1,GPE,0.0,0
Riverside,1,GPE,1.0,GPE
Toasted,1,ORG,0.0,0
haven't,1,PERSON,0.0,0
hires;-,1,ORG,0.0,0
home!!!Thank,1,ORG,0.0,0
homeWe,1,ORG,0.0,0
deliciousI,1,GPE,0.0,0
cheaper!My,1,GPE,0.0,0
Yanira,1,PERSON,0.0,0
YUM,1,ORG,0.0,0
Vanilla,1,ORG,0.0,0
Vacaville,1,GPE,0.0,0
Uber,1,GPE,0.0,0
Typical,1,ORG,0.0,0
terrific!Server,1,PERSON,0.0,0
heavenI'm,1,GPE,0.0,0
Toronto!For,1,GPE,0.0,0
Toronto,1,GPE,0.0,0
Vernon,1,PERSON,0.0,0
YELP,1,ORG,0.0,0
Woohoo,1,PERSON,0.0,0
order--,1,ORG,0.0,0
Westside,1,ORG,0.0,0
Westbury,1,GPE,0.0,0
WaterFire,1,ORG,0.0,0
Wasabi,1,GPE,0.0,0
WOW,1,ORG,0.0,0
WAY,1,ORG,0.0,0
Nephew,1,PERSON,0.0,0
Rigatoni,1,GPE,0.0,0
Dadeland,1,ORG,0.0,0
DELICIOUS,1,ORG,0.0,0
DEFINITELY,1,ORG,1.0,ORG
D.C.,1,GPE,0.0,0
Curbside,1,PERSON,0.0,0
Costco,1,ORG,1.0,ORG
Cookie,1,PERSON,0.0,0
Comicon,1,ORG,0.0,0
College,1,ORG,0.0,0
Coconut,1,ORG,0.0,0
Deborah,1,PERSON,0.0,0
Chicago,1,GPE,1.0,GPE
Cherry,1,ORG,0.0,0
Cheever,1,PERSON,0.0,0
Charlotte,1,GPE,0.0,0
Chandler,1,GPE,0.0,0
Cerritos,1,GPE,1.0,GPE
Caramel,1,ORG,0.0,0
Canada,1,GPE,0.0,0
Calamari,1,GPE,0.0,0
Dallas,1,GPE,0.0,0
Desiree,1,PERSON,0.0,0
EnjoyJust,1,PERSON,0.0,0
Framingham,1,GPE,0.0,0
Fernando,1,PERSON,0.0,0
Entirely,1,ORG,0.0,0
Emeryville,1,GPE,0.0,0
4:15pm,1,PERSON,0.0,0
Elizabeth,1,PERSON,0.0,0
Eggrolls,1,PERSON,0.0,0
Eggroll,1,PERSON,0.0,0
Edgar,1,PERSON,1.0,PERSON
EXTRA,1,ORG,0.0,0
EVER,1,ORG,1.0,ORG
Downtown,1,ORG,0.0,0
Doritos,1,PERSON,0.0,0
Donni,1,GPE,0.0,0
Donald,1,PERSON,0.0,0
Dolphin,1,ORG,0.0,0
CakePay,1,ORG,0.0,0
Ambience,1,PERSON,0.0,0
Amazing,1,PERSON,0.0,0
Amanda,1,PERSON,0.0,0
Alisson,1,PERSON,0.0,0
Albany,1,GPE,0.0,0
Ahh,1,PERSON,0.0,0
Anymore,1,ORG,0.0,0
7:22pm,1,ORG,0.0,0
Angel,1,PERSON,0.0,0
Apple,1,ORG,0.0,0
CPK,1,ORG,0.0,0
Benedict,1,PERSON,0.0,0
CHEESECAKE,1,ORG,0.0,0
CCC,1,ORG,0.0,0
Buttercup,1,PERSON,0.0,0
Burlington,1,GPE,0.0,0
Brookfield,1,GPE,0.0,0
Bridesmaid,1,ORG,0.0,0
Boston,1,GPE,0.0,0
Birthday,1,ORG,0.0,0
Beverly,1,GPE,0.0,0
Benjamin,1,PERSON,0.0,0
Arizona,1,GPE,0.0,0
5:30pm,1,PERSON,0.0,0
BGKY,1,ORG,0.0,0
BETTER,1,ORG,0.0,0
Avondale,1,GPE,0.0,0
Avocado,1,ORG,0.0,0
Australia,1,GPE,0.0,0
Aubrey,1,PERSON,0.0,0
Attentive,1,PERSON,0.0,0
Arugula,1,PERSON,0.0,0
Arnold,1,PERSON,0.0,0
Frozen,1,PERSON,0.0,0
2:30pm,1,PERSON,0.0,0
OMG,1,ORG,0.0,0
Nor,1,ORG,0.0,0
Negatives,1,ORG,0.0,0
Nathan,1,PERSON,0.0,0
NateHad,1,ORG,0.0,0
Natalie,1,PERSON,0.0,0
Mushrooms,1,GPE,0.0,0
Moscow,1,GPE,0.0,0
Monte,1,PERSON,0.0,0
Monica,1,PERSON,0.0,0
Moderate,1,PERSON,0.0,0
Omaha,1,GPE,0.0,0
Mmmmmmmmmmmmm,1,PERSON,0.0,0
Mmmm,1,PERSON,0.0,0
Mississippi,1,GPE,0.0,0
Millenia,1,GPE,0.0,0
Mikaela,1,PERSON,0.0,0
Mercedes,1,GPE,0.0,0
Melted,1,ORG,0.0,0
Meatloaf,1,ORG,0.0,0
Maryland,1,GPE,0.0,0
Olive,1,GPE,0.0,0
Marcellus,1,PERSON,0.0,0
Phoenix,1,GPE,0.0,0
Richard,1,PERSON,0.0,0
Ribeye,1,PERSON,0.0,0
Rey,1,PERSON,0.0,0
REALLY,1,ORG,0.0,0
Pumpkin,1,PERSON,0.0,0
Providence,1,GPE,0.0,0
Professional,1,ORG,0.0,0
Pleasantly,1,ORG,0.0,0
Pickles,1,GPE,0.0,0
Picata,1,ORG,0.0,0
Pedro,1,PERSON,0.0,0
Peanut,1,ORG,0.0,0
Paul,1,PERSON,0.0,0
Parmesan,1,PERSON,1.0,ORG
PLEASE,1,ORG,0.0,0
PLAIN,1,ORG,0.0,0
Outrageous,1,GPE,0.0,0
Outback,1,PERSON,0.0,0
Oreos,1,GPE,0.0,0
Ordering,1,ORG,0.0,0
Orange,1,ORG,0.0,0
Margaritas,1,ORG,0.0,0
GREAT,1,ORG,0.0,0
Hawaii,1,GPE,0.0,0
International,1,ORG,0.0,0
India,1,GPE,0.0,0
Illinois,1,GPE,0.0,0
Iced,1,PERSON,0.0,0
IKEA,1,ORG,0.0,0
Hypoglycemic,1,PERSON,0.0,0
Hubby,1,PERSON,0.0,0
Hostest,1,PERSON,0.0,0
Horrible,1,PERSON,0.0,0
Honolulu,1,GPE,0.0,0
Hibachi,1,PERSON,0.0,0
4)-it,1,PERSON,0.0,0
Hailey,1,ORG,0.0,0
HOSTESS,1,ORG,0.0,0
HERSHEY,1,ORG,0.0,0
Grove,1,GPE,0.0,0
Grilled,1,ORG,0.0,0
Grille,1,GPE,0.0,0
Greensboro,1,GPE,0.0,0
Gettin,1,PERSON,0.0,0
German,1,ORG,0.0,0
Georgia,1,ORG,0.0,0
Italy,1,GPE,0.0,0
Jambalaya,1,ORG,6.0,GPE
Malakai,1,PERSON,0.0,0
Maggiano,1,PERSON,0.0,0
Macaroni,1,ORG,0.0,0
MULTIPLE,1,ORG,0.0,0
Lucky,1,ORG,0.0,0
Lol,1,PERSON,0.0,0
Listened,1,PERSON,0.0,0
LisaWe,1,GPE,0.0,0
Lincolnshire,1,GPE,0.0,0
Latisha,1,PERSON,0.0,0
Kristyn,1,PERSON,0.0,0
Janessa,1,PERSON,0.0,0
Kahlua,1,GPE,0.0,0
Justin,1,PERSON,0.0,0
Jumboish,1,PERSON,0.0,0
Jollibae,1,PERSON,0.0,0
Jeff!Food,1,PERSON,0.0,0
Japan,1,GPE,0.0,0
