,Title,Rating,Work Life Balance,Culture Values,Career Opportunities,Comp Benefits,Senior Management,Review Date,Current or Past Employee,Employee Title,Location,Recommends,Outlook,Approves of CEO,Full-Time or Part-Time,Time Employeed,Pros,Cons,Advice to Management,roll25,roll100,roll250,Final_Rating,Final_Work Life Balance,Final_Culture Values,Final_Career Opportunities,Final_Comp Benefits,Final_Senior Management
491,"""You're never lost.""",4.0,5.0,5.0,4.0,4.0,5.0,2012-11-15,Current,Host/Takeout,San Rafael,Yes,Yes,Neutral,Part-time,Less than a year,"They're always guiding you through, looking for ways to promote and have you gain recognition.",Nothing really - I'm very satisfied.,,,,,3.085714285714286,3.315754923413567,3.095122718691001,2.99952380952381,2.8993579454253613,2.767989417989418
490,"""Great Place!""",5.0,5.0,5.0,5.0,5.0,5.0,2012-12-29,Past,Waitress,Houston,Yes,Yes,Yes,Full-time,More than 5 years,"Work Environment, potential tips, managers",I have nothing to complain about,,,,,3.128571428571428,3.258612066270709,3.009408432976715,3.042380952380953,2.9707865168539334,2.7108465608465613
489,"""Working for a challenging, exciting and rewarding company!""",4.0,4.0,3.0,4.0,5.0,3.0,2013-01-03,Current,Assistant General Manager,Dallas,Yes,No,Yes,Full-time,More than 5 years,"Hours aren't terrible, some play with your schedule, great benefits, salary is good, lots of opportunity to grow and travel with the company! Many options with staying in the restaurant operations or working for the restaurant support center in Huntington Beach California.","Getting stuck in one location for a minimum of 2 or more years, if unable to relocate moving up is difficult, late hours occasionally getting stuck working more than necessary, not many managers in each location leaves the restaurant struggling to cover if someone is hurt or out sick, lots of roll outs that take place without much time to properly execute.",Getting back to the basics and begin appreciating your management teams and team members more. They are the ultimate last to interact with the guests.,,,,3.0,3.1586120662707096,2.780837004405286,2.9138095238095243,2.9422150882825044,2.4822751322751326
487,"""A happy mess""",4.0,5.0,4.0,4.0,4.0,2.8449074074074074,2013-01-06,Current,Anonymous Employee,Austin,Yes,Neutral,Neutral,Part-time,More than a year,"If you want to move up, they have VERY well laid out steps to take to enter management from a Team Member. Our store is a family, and while it's super stressful most of the time, we run like a well oiled machine that only comes with time, practice, and relationship. All I've ever had to do is speak up and ask (on occasion, more than once) and doors start opening. There is space and MONEY for team members to cross train, pick up bookkeeping in the office if that's your thing (read: real career, looks-good-on-a-resume, not-""hey-I'm-a-server"" experience) WHILE still making daily money on the floor. Also, if a guest orders soup and salad, you don't have to make it yourself. All ex-olive garden employees are leaping for joy, so I hear.","All of this to prepare you for what is sure to be a wonderful experience should you apply to work at bj's:. . The POSI system is a Micros based software specific to BJ's. If you're coming from an Aloha background, prepare for frustration. And if you're coming from a Micros background, prepare for frustration. Luckily, there are little tricky ways around the most common hang ups (like you can't reprint or send orders after a check has been separated.) Find an experienced server, and ask them their tricks, because when you've got 6 tables one lunch or dinner, you're GOING to need them.. . (Answer: separate an extra ticket with ONLY a ""no bev"" on it, process the payment for that one needy has-to-leave-earlier or do-mine-now-anyway guest, close it out, and recombine. The extra no-bev ticket will prevent you from being locked out if you get down to only one ticket and they now want another drink, and having the option to recombine everything means you don't need a manager for every last order.). . It is SO HARD to serve at BJ's compared to other restaurants, and sometimes the money doesn't reflect how much extra work it is. Guest orders something with fries? Ketchup not on the table. You have to go get it. Unsweet tea but wants splenda? Sweetener not on the table. You have to go get it. Orders the tortilla soup? Doesn't come with a spoon because of the bowl it's served in. You have to drop it on the table before their soup comes out. These very common items suck up a LOT of time when you're triple sat and need to close out another check, and that guest needs ""more ray-anch."". . Every server is scheduled weekly for a food running shift. No exceptions. You get tipped out, but you get paid server wage. Most people dread it. It's a LOT of work, but a great food runner makes a much smoother shift. Lazy food runners can make it all crash and burn. Many of us tip out extra, but that would depend on the culture in your restaurant, really.. . White button down shirts. They want us to look like fine dining. But we're not fine dining. We're a sports bar and brewhouse shaped like a restaurant. We used to have black shirts. By the end of the shift with the white shirts, I look like a SLOB. Because of the number of extra trips we have to make at this restaurant, consolidation is key, so when I stack plates from my belly button to my nose to haul them back to dish, I end up with spots of food all over me.. and there's no getting rid of it until I get home. EVERYONE leaves looking like they rolled around on the kitchen floor. Spill tea on yourself? Instand wet t-shirt contest. Girls come in in a non-neutral underclothes color? sent home. (granted, that would be THEIR fault. Sillies.) Any wrinkle? Magnified. This shirt issue is the worst part of my job, I honestly feel. Also, I wear little boy size large because white, button down shirts for women are 20-30 bucks plus. And I refuse to spill food on a shirt that nice shirt. I don't even react when I spill food on my shirt if I'm out on a date anymore. I'm like, ""Oh, look. That again. Well, it's about time, this shirt looked great for an hour. Can't hope for more than that."". . My white shirt makes me channel Eeyore. Depression, rejection, and a poor self esteem. And, nobody did remember my birthday, after all, but I digress.","Bring back the black shirts. Your employees HATE the white ones (I promise you, it's what we complain about in that back bev station more than anything else.) ""But the white shirts look nicer!"" Lies. Please oh please oh please.",,,,3.0,3.2014692091278527,2.880837004405286,2.856666666666667,2.7565008025682185,2.466765873015873
486,"""Great""",5.0,4.0,3.0,5.0,4.0,4.0,2013-01-13,Current,Manager,Los Angeles,Yes,Yes,Neutral,Full-time,More than 5 years,Lot's of room for growth,Work life balance could be better,,,,,3.1,3.044326351984995,2.780837004405286,2.9280952380952385,2.699357945425361,2.5867063492063496
488,"""Server/Bartender""",3.0,2.0,1.0,2.0,2.0,1.0,2013-01-25,Past,Server/Bartender,Glendale,Yes,Yes,Neutral,Full-time,More than a year,Loved the people I worked with...,Management was scatter brained. Not to mention the amount of managers we went through before the corporate office finally to decided to get with reality.,acknowledge your employees...we're not just numbers.,,,,2.8428571428571425,2.815754923413567,2.5522655758338573,2.5709523809523813,2.4707865168539334,2.200992063492064
484,"""Good money, fair to poor management. Too ""corporate""""",3.0,5.0,2.0,3.0,4.0,2.0,2013-02-21,Past,Front of House Server Trainer,Hurst,No,No,Neutral,Full-time,More than 3 years,"My coworkers were like my family. Had a lot of fun at work. Due to the online scheduling you can adjust your schedule to almost always work around your personal life. There was always money to be made, almost every shift, every day. I worked at a very busy location though. I loved the food and was always able to enjoy a good meal before/after a shift. (kinda expensive though). After you learn the menu and what is required of you as a server, the job is fun and easy, because ""everyone loves Bj's!"" and the people who come in are generally there to have a good time and enjoy good food.","There is a 100 question ""personality assessment"" you have to pass to get hired. The menu is huge and there is a lot to learn. You have a script to follow and secret shoppers come in to grade you, if you don't say the right things you could be fired. If you are ""in the weeds"" and need help, good luck, because most servers are overwhelmed themselves, and managers are likely not paying attention (unless it's a peak volume time- weekends). Also, any complaint from a guest is ALWAYS your fault. Management doesn't seem to understand that servers are human and can make simple mistakes. It's always the guest's word over yours. And that sucks. The reason I got fired was because I was in the weeds and I failed to fill up a guest's water. The man claimed I ""didn't want to wait on him"" when in reality I was overwhelmed with tables because the manager cut most of the servers (to save labor cost) and I couldn't keep up with all the tasks at hand. Of course, there was no one around to help me at that time. The white shirts you wear are a pain to keep clean as well. But a lot of restaurants have that uniform so no big deal. You are required to always run food, and this can hinder your ability to wait on your tables in a timely manner. If you like to hustle and work hard, this is a great job for you.","Management needs to worry less about saving labor costs, and more about helping out the servers and cooks. The kitchen was always behind and/or unable to keep up with the demands of a large restaurant. Also, the script you are required to say at the first visit to a table overwhelms the customers (along with the 20 page menu!) and I think it makes many people feel rushed or annoyed by all the ""selling"".",,,,2.871428571428572,3.1728977805564234,2.709408432976715,2.69952380952381,2.670786516853933,2.358134920634921
483,"""It was a 5+ year old love and hate relationship""",3.0,3.0,3.0,4.0,4.0,2.0,2013-02-26,Past,Server,Folsom,Yes,Neutral,Neutral,Part-time,More than 5 years,- good money for students. - lots of work for those that desired it,- high manager turnover at my particular location. - transitioned into a monotone company that required servers to have a dry interaction with customers. - managers made exceptions to policy when customers would complain so you're on your own,,,,,2.9000000000000004,2.9728977805564236,2.8951227186910007,2.856666666666667,2.670786516853933,2.4152777777777783
482,"""Consistent work, but not enjoyable""",3.0,3.183807439824945,3.276431718061674,2.9944444444444445,2.8258426966292136,2.8449074074074074,2013-03-04,Current,Service Assistant,np.nan,Yes,Neutral,Neutral,Part-time,Less than a year,Better pay to bussers then most resteraunts. Lively place. Always busy. Most Co-workers were cool.,"They hire the bare minimum employees, your often asked to work 2 shifts. The whole enviroment can be very stressful and chaotic, always seems like were running up a hill instead of maintaining a nice pace.",,,,,2.928571428571429,3.019849953110347,2.9799087476400254,2.727539682539683,2.524799357945425,2.528339947089947
481,"""High Expectations, Not Always a High Return""",3.0,5.0,4.0,3.0,4.0,3.0,2013-03-06,Current,Server,West Covina,Yes,Yes,Neutral,Part-time,More than a year,- High check averages (good for servers). - 6 days of training for servers. - Walk home with your tips every night. - Easy to make friends with coworkers,"- Extremely high expectations that cannot always be delivered. - Fast-paced, and very stressful during peak hours or when under-staffed. - High management relocation, hard to develop a strong relationship. - If you have lazy coworkers, there is a lot of slack to pick up. - Multiple managers giving conflicting directions. - Constantly changing menu and promotions, hard to keep up with. - Dealing with drunk/belligerent guests. - If the manager doesn't like you, your schedule can be undesirable. - No longer add gratuity to large parties (as of 3/2013)","Develop a system to evaluate your best employees, recognize them, and offer more ways to develop hourly employees into management.. . Keep employees accountable, don't keep around low performers.",,,,2.928571428571429,3.13907471084714,3.015796098174953,2.7568253968253975,2.6757624398073836,2.519708994708995
485,"""Horrible, By far the worst Job I've ever had the nightmare of working.""",1.0,1.0,1.0,1.0,1.0,1.0,2013-03-11,Current,Line Cook,West Covina,Yes,Yes,Yes,Part-time,More than 3 years,You get to get fat off the greasy food.,"West Covina BJ's has by far the worst management. Very unprofessional, biased and lack empathy/ consideration.","West Covina BJ's has by far the worst management. Very unprofessional, biased and lack empathy/ consideration.",,,,2.6714285714285717,2.624788996561426,2.6300818124606673,2.49968253968254,2.290048154093099,2.2625661375661377
480,"""I am a current host, and i love the way the company works.""",5.0,5.0,4.0,3.0,3.0,4.0,2013-03-14,Current,Host,Kissimmee,Yes,Yes,Neutral,Part-time,,"The managers are very understanding, the job is very flexible and great if you are a student.","Like any other restaurant, Bj's is very fast and overwhelming at times.",Notice and let us know when we do a good job.,,,,3.128571428571428,3.13907471084714,3.015796098174953,2.7568253968253975,2.490048154093099,2.6482804232804233
479,"""Overall great place to work.""",4.0,3.183807439824945,3.276431718061674,2.9944444444444445,2.8258426966292136,2.8449074074074074,2013-03-22,Past,Anonymous Employee,np.nan,Yes,Yes,Yes,Part-time,More than 3 years,-Flexible with scheduling. -easy to get time off,-constant change in management. -secret shoppers,,,,,2.9714285714285715,2.9288840262582063,2.886296412838263,2.7562698412698423,2.501203852327448,2.447056878306878
477,"""BJs La Mesa dont do it.""",2.0,4.0,3.0,2.0,1.0,3.0,2013-04-16,Current,Server,La Mesa,Yes,Neutral,Yes,Part-time,Less than a year,There is a steady flow of customers and they provide a flexible schedule since they use hotschedules it is easy to trade shifts with employees.,Management does not care about their employees. Didn't even have a break area. The customers are increasingly ghetto and bad tippers,,2.675512566137566,2.675512566137566,2.675512566137566,3.2857142857142856,3.5976867771178496,3.128775959723096,3.1240079365079363,3.093900481540931,2.675512566137566
475,"""Up and Coming""",3.0,2.0,2.0,4.0,3.0,2.0,2013-05-03,Past,Server,Huntington Beach,No,Neutral,Neutral,,More than 3 years,Great idea. Good Food System seems to work and the restaurant is expanding,Since BJs has changed hands the corporate office seems to care less for their employees or on development.,,2.6453373015873014,2.6453373015873014,2.6453373015873014,3.25,3.4905439199749924,3.1109188168659534,3.1418650793650786,3.040329052969502,2.6453373015873014
478,"""Horrible Management.""",1.0,3.0,1.0,1.0,1.0,1.0,2013-05-05,Current,Server,Hillsboro,No,Neutral,Neutral,Part-time,Less than a year,The tips can be good when the kitchen doesn't take forever to get the food out.,"Where do I start? The managers talk down to the staff, they are unapproachable and are impossible to find when you need them. Instead of taking responsibility for the problems in the restaurant, and fixing them..they blame the FOH employees.","I have no problem with the company itself, but this location's management is the problem! Run some food, bus a table, just be there to help out. quit talking down to your staff. THEY are the ones that sell your brand, and make it so you get your bonus checks!",2.5739087301587302,2.5739087301587302,2.5739087301587302,3.1428571428571423,3.4548296342607068,3.0037759597230966,2.9990079365079363,2.933186195826645,2.5739087301587302
476,"""server""",3.0,3.183807439824945,3.276431718061674,2.9944444444444445,2.8258426966292136,2.8449074074074074,2013-05-05,Current,Anonymous Employee,np.nan,No,Neutral,Yes,Part-time,More than a year,good job to learn to become a quick server,organization is awful on weekends,plan better for the busy nights,2.4969411375661372,2.4969411375661372,2.4969411375661372,3.071428571428571,3.3899656142544545,2.94221994965387,2.9273809523809518,2.855537720706259,2.4969411375661372
474,"""Management is very unprofessional.""",3.0,3.0,2.0,2.0,3.0,2.0,2013-05-09,Current,Busser,San Mateo,No,No,Neutral,Full-time,More than 3 years,The only reason I would work at bj's is for the tips. The tips at this specific restaurant were very good at times. Easy cause as a busser you don't have to deal with customers as much.,"The cons were many the management is horrible, they are unapproachable when they are stressed out. They know they're going to have to deal with customers that are angry so why did they become a manager if they can't handle the pressure. I left because we were always short staffed and they kept giving me more duties as if I got paid more or was a supervisor and blamed me for mistakes of my fellow co-workers they were not in a higher or lower position than me.","Advice to the CEO is to change management before everyone quits. I was on the verge of starting a strike with fellow co-workers we as restaurant employees don't get paid enough to be putting up with angry customers, managers that are cussing you out, managers that make you do things not in job description such as being an electrician and plumber.",2.5326554232804233,2.5326554232804233,2.5326554232804233,3.1071428571428577,3.3899656142544545,2.9779342353681564,2.963095238095238,2.926966292134831,2.5326554232804233
473,"""walk away""",2.0,5.0,3.0,2.0,2.0,2.0,2013-05-12,Current,Anonymous Employee,np.nan,No,Neutral,Neutral,Part-time,Less than a year,they are very flexible with working people's schedule out and making sure you can get time off if you need it,corporate does not know what it is doing and does not appropriate enough funds for locations to operate,give employees more flexibility to do their job,2.568369708994709,2.568369708994709,2.568369708994709,3.1071428571428577,3.4256798999687406,2.9779342353681564,2.963095238095238,2.9626805778491168,2.568369708994709
470,"""Your training can get you fired by mystery shopper""",4.0,3.0,5.0,3.0,1.0,2.0,2013-05-13,Past,Server,San Antonio,No,Neutral,Neutral,Full-time,Less than a year,Management was laid back and fun. Team work was the best I've worked with in any restaurant.,"I was trained to inform the guest of calorie changes when a substitution is made on the ""enlightened"" dishes. I did this and accidently insulted this guest who turned out to be a mystery shopper. In turn, she lied on her review (I believe to get back at me thinking I would just get written up or something) and I got fired. Granted, I did not ask, ""Have you made your selections,"" but I did not do that because she already told me she wanted a few minutes to look at the menu. I was also trained to offer the hand crafted rootbeer if we weren't going to offer an alcoholic beverage (this was our judgment based on time of day, etc.) I did this and got points taken off. She said I didn't offer an appetizer or dessert and the plates were still on her table when she was ready to leave. She took two bites of her dish and asked for a box. The plates were taken off when she was done boxing up her food, but I still got points taken off. She kept me at her table for extended periods of time interfering with the quality of service for my other tables. They aren't supposed to interfere with the service. Because this mystery shopper was having a bad day and what I was trained to do was actually wrong, I am now a single mom without a job to support my daughter and have no idea what I am going to do to pay for daycare and rent in a couple of weeks.","Take a closer look at why a mystery shopper may have given a server a low score and don't fire them after one bad shop. In the previous weeks, I had 3 or 4 tables ask to speak to a manager to tell them how great my service was and they would be coming back to ask for me. I wish the managers could have taken this into account. If a table informs me that they would like a few minutes, I am not going to ask, ""Have you made your selections"" because it makes me seem like I'm ignoring them and trying to rush them. The quality of service should not be based on whether or not we ask, ""Have you made your selections"" but rather the experience the guest has while there and how they feel when they leave.",2.4969411375661372,2.4969411375661372,2.4969411375661372,3.1071428571428577,3.3542513285401694,2.9779342353681564,2.891666666666666,2.8198234349919735,2.4969411375661372
471,"""Pretty good, cool magagement and good money""",4.0,3.0,3.0,3.0,2.0,2.0,2013-05-16,Past,Server,East Mesa,Yes,Neutral,Yes,Part-time,More than a year,good money. Flexible hours for being a student. Menu is priced right so servers can still make pretty good money. Opportunity to move up in the company,corporate rules make serving the guests difficult at times. Always afraid you will be shopped or something. not very good benefits,lighten up,2.4969411375661372,2.4969411375661372,2.4969411375661372,3.1071428571428577,3.3542513285401694,2.9779342353681564,2.891666666666666,2.8198234349919735,2.4969411375661372
472,"""It is ok""",3.0,1.0,3.0,2.0,1.0,3.0,2013-05-26,Current,Bartender/Cocktail Waitress,Seattle,No,Neutral,Neutral,Full-time,More than 3 years,I have met some awesome people that I work with and it's also pretty easy to transfer locations.,They will work you long hours and not really take your requests into much consideration.,Let the hard workers have better schedules.,2.5024801587301586,2.5024801587301586,2.5024801587301586,3.071428571428571,3.276258205689278,2.96806167400881,2.8561507936507935,2.7546147672552164,2.5024801587301586
469,"""Make great money at BJ's Brewhouse!""",4.0,3.0,4.0,4.0,4.0,4.0,2013-06-04,Current,Server,Austin,Yes,Yes,Neutral,Full-time,More than a year,the money is pretty awesome!,some of the steps of service are a little tedious. GSS are annoying!,just be consistent among all managers!,2.609623015873016,2.609623015873016,2.609623015873016,3.1428571428571423,3.3476867771178496,3.075204531151668,2.9275793650793647,2.790329052969502,2.6096230158730154
468,"""growing company with many positive attributes""",4.0,3.0,5.0,5.0,5.0,4.0,2013-06-20,Current,Manager,Los Angeles,Yes,Yes,Yes,Full-time,More than 3 years,"growing, well known, great menu, great locations, great prospects, rewards hard work",growing so fast and has so much going on that the job is taking over the balance that was there in life,,2.716765873015873,2.716765873015873,2.716765873015873,3.25,3.4191153485464207,3.1823473882945246,3.0704365079365075,2.933186195826645,2.7167658730158726
467,"""Fast-paced Restaurant with excellent Growth potential.""",3.0,3.0,3.0,5.0,4.0,2.0,2013-07-06,Current,Manager,Miami,Yes,Yes,Yes,Full-time,More than a year,"- Excellent growth opportunities.. - 50-55 hr work week. - OTIS Board - 55"" monitor with Sales, Labor, Comps, etc. - High Volume. - Consistent Scheduling","- Quality of food - Uncle Bens, everything premade/frozen. - Labor restraints - Minimal Staff at all times. - Guest relations. - Service expectations vs reality",,2.6865906084656084,2.6865906084656084,2.6865906084656084,3.2142857142857144,3.4191153485464207,3.146633102580239,3.142063492063492,2.975120385232745,2.6865906084656084
466,"""Heavily corporate, passive aggressive punishment, and backstabbing coworkers""",2.0,4.0,2.0,2.0,3.0,2.0,2013-07-10,Past,Driver,Mesa,No,Neutral,Neutral,Part-time,More than a year,Some of the managers were really nice.,Most of the managers won't let you live down the smallest mistakes and constantly penalize you for them.,Don't use passive aggressive negative reinforcement to get employees to work the way you want.,2.7223048941798944,2.7223048941798944,2.7223048941798944,3.2142857142857144,3.526258205689278,3.146633102580239,3.1063492063492064,2.975120385232745,2.722304894179894
463,"""good company, fun people""",4.0,3.0,5.0,4.0,4.0,4.0,2013-07-15,Past,Server,Pembroke Pines,Yes,Yes,Yes,Full-time,Less than a year,"very proactive, fun to work for","huge menu, always changing protocol",care about your employees more,2.75801917989418,2.75801917989418,2.75801917989418,3.2142857142857144,3.4548296342607068,3.1823473882945246,3.1777777777777776,3.046548956661316,2.7580191798941804
461,"""Awesome place to work""",5.0,5.0,5.0,5.0,5.0,5.0,2013-07-17,Past,Server,Tyler,Yes,Yes,Yes,Part-time,Less than a year,"good management and team, clean work environment and good food. beer is awesome too. I would go work there again","pretty strict, there is nothing else I can really think off, BJs was an awesome place to work and to make good cash",ease up a little,2.8349867724867726,2.8349867724867726,2.8349867724867726,3.357142857142857,3.5196936542669586,3.243903398363751,3.249404761904762,3.1241974317817016,2.8349867724867726
465,"""Alliance Town Center, TX - 7 steps of service is annoying to customers""",2.0,3.0,2.0,2.0,3.0,3.0,2013-07-18,Current,Server,Fort Worth,No,Neutral,Neutral,Part-time,Less than a year,You get some people who tip decently.,There seems to be NO worker appreciation at this restaurant; too many servers and not enough shifts,Stop hiring new people when current employees can't get decent shifts!,2.7635582010582014,2.7635582010582014,2.7635582010582014,3.2857142857142856,3.4482650828383865,3.1367605412208936,3.1779761904761905,3.088483146067416,2.7635582010582014
459,"""Great employees and tremendous managers with a lot of opportunity to advance.""",4.0,5.0,4.0,4.0,4.0,4.0,2013-07-19,Current,Waiter,Pembroke Pines,Yes,Yes,Neutral,Full-time,More than 3 years,"Flexible scheduling, great food, great atmosphere, and great employees.","Extremely fast-paced. Naturally, you will have problems with the kitchen and your guests which is out of your control.",Boosting employee morale goes a long way with overall productivity.,2.7278439153439153,2.7278439153439153,2.7278439153439153,3.25,3.4482650828383865,3.101046255506608,3.142261904761905,3.0527688603531296,2.7278439153439153
