,Title,Rating,Work Life Balance,Culture Values,Career Opportunities,Comp Benefits,Senior Management,Review Date,Current or Past Employee,Employee Title,Location,Recommends,Outlook,Approves of CEO,Full-Time or Part-Time,Time Employeed,Pros,Cons,Advice to Management,roll25,roll100,roll250,Final_Rating,Final_Work Life Balance,Final_Culture Values,Final_Career Opportunities,Final_Comp Benefits,Final_Senior Management
1050,"""Dream Job""",5.0,4.0,5.0,4.0,4.0,4.0,2012-07-29,Current,Food Server,Phoenix,Yes,Yes,Yes,Full-time,More than 3 years,"Flexible work schedule, amazing menu, rigorous training and development program, excellent opportunities for advancement and career growth.",Getting fat. Sometimes the guests are scamming for free meals/ drinks.,"The best part of coming to work is knowing I'm supported by a fantastic team of managers and staff. There should be a way for you to see just which managers are contributing and which ones are actually getting in the way of the mission. Over time, those managers weed themselves out, but waiting for that to happen is causing guest relations to go down in flames.",,,,3.2087719298245614,2.753410497197351,3.240968774136599,2.949584097519405,2.9545432417757307,2.8713321765953337
1049,"""The Company in a whole is worth the daily grind.""",4.0,1.0,3.756289308176101,3.457233368532207,3.334578441835646,3.28021978021978,2012-07-30,Current,Food Server,White Plains,Yes,Yes,Yes,Part-time,More than 3 years,"Teamwork enviroment. Beautiful Restaurant, quality food being served.","When things go wrong it can create a downward spiral effect from the kitchen, bakery, bar and restaurant.","The sign of a great manager is to motivate staff to want to do their job, and do it well. Staff alignment before each shift I believe should be inspiring and motivating not 30 lectures on how to make the manager's job easier.",,,,3.0807017543859647,2.453410497197351,3.0885275295156127,2.881272346653328,2.8739659982399965,2.799354154617312
1051,"""Great for resume. Not for quality of life.""",3.0,2.0,5.0,2.0,3.0,3.0,2012-08-02,Past,Kitchen Manager,San Jose,No,Yes,Yes,Full-time,More than 5 years,"Well respected training program throughout the restaurant community. From staff member positions to managment, they will prepare you for high volume restaurants. Kitchen as well as front of house have many rules and regulations, processes and systems in place, which will out you a cut above the rest when it comes to most aspects of the restaurant industry.","They ask for a mile and will only reward you with an inch. they expect too much at times and rarley come through with promises. the bonus structure is not easily attainable, and even when you do hit every mark, the bonuses are not very substancial.","Get in, get the experience and improve your resume. Then get out and onto bigger and better opportunities. Pretty much any other high sales restaurant concept will pay you more and take better care of you. But Cheesecake is a great way to prepare for the future.",,,,2.966666666666667,2.581480672635948,3.1742138364779873,2.701061523925971,2.821777228556985,2.7393290919606708
1054,"""Loads of fuss and no money""",1.0,4.0,1.0,2.0,1.0,1.0,2012-08-04,Past,Server,Chicago,No,Yes,Neutral,Part-time,Less than a year,- Relatively good food;. - Good name keeps restaurant busy;. - Excellent location;. - Excellent scheduling system,"- Customers who get attracted by Cheesecake Brand don't tip well and you have to pay off a lot of your tips to runners/bussers, when your sales volume is high and tip % low it really feels you spent your time sweating for nothing.. - Most customers are rude and overly fussy, loads of drama queens who only want to get an item off their check.. - Managers do not care about doing even simple tasks that can lead to more customer satisfaction, they only care to look good in front of someone who is making a mistake by correcting it inappropriately.",- Send the whole team of managers in Chicago location to the proper management school one by one and make sure they do not return unless they pass 90% including practicals.,,,,2.766666666666667,2.781480672635947,2.732108573320092,2.7150966116452695,2.6498474039955817,2.5252940042413723
1081,"""Everyone wants to eat here.""",4.0,5.0,5.0,5.0,5.0,5.0,2012-08-12,Current,Anonymous Employee,np.nan,Yes,Yes,Neutral,Full-time,More than 10 years,"I love the people I work with. The restaurants are beautifully designed and decorated. Everyone I have met who knows about The Cheesecake Factory tell me that they ""love that place"".",The frantic pace of business at times seems overwhelming to most of the employees.,"Cutting labor also means that many guests will not recieve the best service. Skeleton crews may save money, but will not insure total guest satisfaction.",,,,3.1087719298245613,2.8955157603552455,3.160178748758689,3.043166787083866,3.0919526671534765,2.953364179679969
1045,"""Best large restaurant company to work as a server.""",5.0,5.0,5.0,3.0,3.0,4.0,2012-08-14,Current,Food Server,Schaumburg,Yes,Yes,Neutral,Part-time,More than a year,"Strong training program that really spends the time to help new servers learn the menu and the standards of service. Expectations for standards are well-defined, including language to use and steps of service. The company also creates a strong sense of community with company-wide communications, volunteer programs and opportunities to transfer or change position. The company is well-organized, has quality products, maintains strong marketing, and continues to grow.","I wish the benefits package for hourly staff was better, but those are losing ground in many companies, and that's all in a state of change, anyway.",,,,,3.194736842105263,2.853410497197351,3.132108573320092,2.8291316993645674,2.8638824917148797,2.825294004241372
1048,"""Good company, location skeptical""",2.0,1.0,1.0,2.0,1.0,1.0,2012-08-17,Past,Baker,Hackensack,Yes,Yes,Yes,Part-time,Less than a year,Working in the restaurant business is always a good way to gain working experience.,"However, it is not for everyone.",,,,,2.8807017543859654,2.4393754094780533,2.718073485600794,2.743166787083866,2.677917579434178,2.5252940042413723
1047,"""Still just a restaurant""",3.0,4.0,4.0,3.0,4.0,2.0,2012-08-18,Past,Cashier,Mesa,No,Neutral,Neutral,Full-time,More than a year,"Great food, lots of employees, free soup/bread on shifts; easy shift trades",They don't advance you when they say they will; management plays favorites; minimal on-shift breaks,Do what you promise your employees. Don't play favorites.,,,,3.008771929824561,2.7955157603552454,3.0742138364779867,2.8852720502417606,3.034057930311371,2.6814343551185655
1044,"""The environment is a good work environment as long as you are good with people""",4.0,4.0,4.0,3.0,4.0,4.0,2012-08-20,Past,Baker,Palisades,Yes,Yes,Yes,Part-time,Less than a year,"Great ambiance, great boss, and great co-workers",Very Busy from time to time and slow at others,,,,,3.1228070175438596,2.767445584916649,3.088248924197286,2.899307137961059,3.0200228425920725,2.9095045305571614
1043,"""The Cheesecake Factory- Server""",4.0,3.0,4.0,4.0,4.0,3.0,2012-08-23,Current,Server,Oklahoma City,Yes,Neutral,Yes,Part-time,More than 3 years,This is one of the best jobs you can have waiting tables. On average I make $20 per hour. For me they have been flexible with my schedule and it has been a great job to have while I am putting myself through college.,When your store has changed general managers 3 times in the last 3 years you know that something is up. In my opinion all of the managers have had excellent qualities. I believe that this is just the nature of the corporate world.,Listen to what your employees are saying and if you treat them with respect and show them consideration they will do the same for you.,,,,3.1228070175438596,2.671376574215623,3.0988635109787035,3.005724448396599,3.010683592652924,2.8095045305571613
1046,"""Very busy,pays the bills but that's all really""",3.0,3.0,2.0,3.0,3.0,3.28021978021978,2012-08-23,Current,Server,Boston,Yes,Yes,Neutral,Full-time,More than a year,"The training is very thorough and emphasis is on quality and guest relations. In my particular store, the kitchen is very smooth and fast. Friendships can be developed with fellow staff that can become long lasting. The GM at my location is amazing and his good morale does flow downward when he's there.","Management favoritism is a big problem with my location as well as the others from what I've read. It seems that no matter how hard you work toward the ""Cheesecake Mission"" or how little you contribute, it doesn't make a difference. If you are on a mgr's good list and kiss a lot butt, you can pretty much get anything you want, and by all means don't make any waves - you'll end up a second rate number. The worst thing they did to us was take away our smoking privileges! The CCF became a multi-billion dollar company after 30 years with servers who smoked and when you walk by a fine dining restaurant and see that their employees can go out for a smoke and we can't it kinda makes you mad. After a busy 4 hours waiting on rude foreigners, a smoke would certainly be nice for the ones who have the habbit- instead you get a progressively more irritated server! Speaking of foreiners,, there is NO policy against auto-grats and we should be allowed to do it at locations that suffer the low or no tips from Europeans, Canadians and others who just don't wanna tip.....The company as a whole is aware of the problem yet refuses to do anything about it , to me that demonstrates they only care about their bank accounts and as long as the check total is paid.......One more thing......why for such a HUGE company am I having to pay $100 or more a month for health insurance ?","Stop the favoritism!! We are not in 4th grade folks!! If we were I'd be sure to bring an apple to work with me sometimes. Give back our smoking priviledges!!! If you are a smoker, it relieves stress when u have one in stressful situations. If you are not allowed, the stress only builds. If you're not a smoker then stop trying to regulate my rights as a smoker in not in California for Pete sake! I'm a big girl I can figure out a good time to slip one in without hurting anybody- we've done it for years that way. Don't forget us career servers when you're rolling out sections, just because I'm not one of your pets or not as cute and pretty as someone else, I've put in a LOT of my life to this company and would LOVE some real appreciation for it---- otherwise , what's the point? Right?",,,,3.008771929824561,2.6573414864963247,2.884828423259406,2.9057244483965983,2.9106835926529238,2.827424330055908
1039,"""Server""",4.0,2.0,2.0,1.0,4.0,1.0,2012-08-31,Current,Server,San Diego,Yes,Neutral,Neutral,Full-time,More than 3 years,"Consistant money, great training,and fun work environment.","Little advancement opportunity, management can be difficult.",,,,,3.1228070175438596,2.59944674965422,2.898863510978704,2.7057244483965985,2.996648504933626,2.6095045305571616
1042,"""A love/hate relationship""",2.0,4.0,1.0,2.0,3.0,3.0,2012-09-05,Current,Food Server,San Jose,Yes,Neutral,Neutral,Part-time,More than a year,"As with all serving jobs, flexible scheduling is always a plus. Also, there are food runners and, in some locations, people who take care of the cleaning and marrying of ketchups, for example--all of which reduce your responsibilities as a server, diminishing your side work etc. The shifts are relatively smooth, even on busy nights, which is nice. I've worked at other restaurants where you run out of everything when its busy and your life sucks. But Cheesecake runs pretty well. You have what you need for the most part.. Also, its pretty easy to move between stores which is really convenient and helped me get through college.","Obviously the uniforms are horrible. Whoever thought of all white in a restaurant environment needs help. I understand them wanting to present as clean of an appearance to guests as possible, but come on! You learn to dodge stains and stay clean in a weird way, but some things just can't be avoided--like the dirtying of the bottom hem of your pants. However, the uniforms and ankle-length aprons are extremely uncomfortable...they retain the heat and sweat and it's gross.. . There is also little to NO employee appreciation with the exception of a holiday cheesecake. However, this cheesecake is sold by Costco so is not the same caliber the restaurant offers guests. Cheesecake Factory would NEVER even think about selling the cheesecake it gives to its employees in the store. Also, there are never any contests or challenges that make work fun. You can get the ""power tie"" which gives you free meals based upon customer satisfaction ratings, however, the menu from which you get to chose your meals is severely limited--mainly to appetizers and the less enjoyable/cheaper food items.","Employee appreciation and elevating morale should be your highest concerns. And trying to ""hype"" up the staff using just words during your alignment meetings isn't enough....",,,,2.936842105263158,2.827516925092816,2.840968774136599,2.861864799273792,2.882613417214327,2.8656448814343545
1037,"""Great company to work for and dine at. Pay is higher than most in industry, great benefits great people.""",5.0,5.0,5.0,5.0,5.0,5.0,2012-09-09,Current,Anonymous Employee,Chicago,Yes,Yes,Yes,Full-time,More than 10 years,"Pay, benefits, work environment great people.",Long hours but very satisfying.,"Do not really have any advice, well run business, people friendly.",,,,3.278947368421053,2.9275169250928155,3.2830740372944938,3.1899349747123877,3.0826134172143274,3.0656448814343547
1041,"""Good for a restaurant job""",3.0,2.0,3.0,3.0,4.0,3.0,2012-09-10,Current,Hostess/Front Desk,Columbia,No,Yes,Neutral,Part-time,More than 3 years,Fast paced so this is a great place to work if you get bored easily and like stimulation. Fun environment most of the time. Great pay in comparison to most other restaurants.,"Can be stressful, customers can be needy or really difficult, but that is all with most restaurants. Your experience will also greatly vary based on the managers you are working closely with.",,,,,3.0368421052631582,2.571376574215623,3.0269336864173004,2.947829711554493,2.9264730663371346,2.8095045305571613
1080,"""Avoid working here if you can...""",2.0,4.0,2.0,2.0,2.0,3.0,2012-09-13,Past,Server,np.nan,No,No,Neutral,Part-time,Less than a year,"Flexible schedule, they are great about requests and hot schedules makes it easy to pick up shifts, and there are always people that don't want to work.. Friendly staff","Keeping the uniform white gets expensive and time consuming. . Favoritism- enough said. . Long shifts... we're talking over 10 hour shifts on the weekends without a break (YES, it's illegal and it is standard practice, I promise the money most of the times is not worth it). . This company DOES NOT CARE ABOUT YOU. They recently changed their seating to policy to 'preferred seating 1st' meaning the booths get sat first, so if you have a section that is all table (by the way sections are never bigger than 4 tables) your only hope of getting sat is if every booth is full, also the bar seating has been taking out of the rotation all together. A few people will make all the money the rest will be stuck with a few tables all night.. . You will have a food run shift and/or a stand by shift every week, meaning you will have a shift you may or may not be used on and/or a shift where you are just running food and making very little every week.. . At my location the clientele were not likely to tip, so if you were not able to add grat for a party you would get 10% if you were lucky and very good, which is problematic when you are tipping out 4% of sales every night.","TAKE CARE OF YOUR STAFF! With the new seating policy you need to make sure everyone is set up to make money so they can eat, move the sections, and move the staff around to make it fair. If for no other reason than to keep your turn over rate low as training a new employee is expensive. I was praised often for my professionalism and how well I treated our guests, I did everything I was asked, and in return because I wasn't among the group of favorites I knew that I could count on bad sections, in spite of praise. You lost a great employee, I know I'm great, my management team told me all the time, I've been in the industry a decade and I was picked up the day after I dropped a resume at an other restaurant. I couldn't wait to get out and am much better off for it.",,,,2.964912280701755,2.8134818373735175,2.9550038618558974,2.87589988699309,2.7405081540564327,2.837574705995758
1038,"""Cheesecake""",3.0,2.0,4.0,3.0,4.0,1.0,2012-09-14,Current,Baker,Columbus,No,No,Neutral,Part-time,Less than a year,decent starting pay and pretty nice co-workers,"The management is insane and forgetful, schedual comes out weird and many times screwed over when it comes to hours and the GM over micro manages. been waiting over a month to switch to a different section of the restauraunt but still no word and still have not had my 6 month review even though i have been there over 7 months. many things end up taking long when it is through management.",need to start listening to the employees more,,,,3.107017543859649,2.585411661934921,3.1830740372944937,3.0039700624316863,2.982613417214327,2.665644881434355
1079,"""Pays the bills""",4.0,4.0,4.0,4.0,3.0,3.0,2012-09-14,Current,Server/Bartender,np.nan,Yes,Neutral,Yes,Part-time,More than 3 years,"With just about any restaurant you can pick your own schedule, to some extent. I love that they have hotschedules to handle all our schedule needs.","Bartenders only make min. wage, and do way to much work for the pay!!","Increase your bartenders pay, they deserve it!",,,,3.192982456140351,2.7994467496542192,3.155003861855897,3.0758998869930902,2.8545432417757306,2.8656448814343545
1040,"""not what i expected""",1.0,3.280082987551867,3.756289308176101,3.457233368532207,3.334578441835646,3.28021978021978,2012-10-03,Past,Waitress,Tukwila,Yes,Neutral,Yes,Full-time,More than a year,"i liked most of the people i worked with. the restaurant was beautiful inside. i liked a lot of the food. i learned a lot about people, the good and the bad.","most of the customers that dine there are beyond cheap. they want fine dining 5 star service and want to tip on a denny's bill. i have worked in restaurants for over 15 years and have never disliked a job so much. customers would be completely rude and out of line and the management doesnt care, well not about their employees. the managers never back up their employees at all.",your employees work hard to get a job there. a customer treating your staff horribly should not be accepted. back up your employees more,,,,2.878947368421053,2.713419960690108,3.130632792673507,2.993553048407714,2.8880010859592957,2.907701947175631
1036,"""Server""",3.0,3.0,2.0,2.0,3.0,2.0,2012-10-26,Past,Server,Miami,Yes,Yes,Yes,Full-time,More than 5 years,Flexibility is always what a person is looking for when working as a server. The cheesecake factory affords it's servers the time and flexibility to work while going to school.,"As is the case with many corporate restaurants, management is almost always a pain. Give someone a taste of authority and, more often than not, they will abuse it.",,,,,3.0789473684210527,2.653410497197351,2.916319099635882,2.8133422256803575,2.821777228556985,2.747676884518989
1035,"""Overworked, unappreciated, and incompetent management""",2.0,1.0,3.0,1.0,2.0,1.0,2012-10-29,Past,Server,Palo Alto,No,Neutral,Neutral,Full-time,More than a year,"Tips were above average on Friday's and Saturdays; however, you had to be on the manager's good side to be scheduled for those days. The other servers were genuine, nice, and helpful people. If you needed a day off for whatever reason, it was easy to find a coworker willing to take the shift for you. The chef's are excellent and execute delicious food.","Being a male, the manager's (all men) were more drawn to women servers for obvious reasons and flirted with them non-stop. Because of their infatuation with the younger women servers, all the best sections and times to serve were scheduled for the women--leaving the men to the worst sections. Favoritism was also unprofessional with respect to how the manager's treated pretty women employee's in comparison to how they treated the others.","Respect your servers, don't talk down to them, keep your tempers under control. Also keep in mind that some of us are going to school and when we tell you a month in advance that we have a final exam on a certain date, don't tell us 2 days before we must come to work or were fired.",,,,2.9929824561403513,2.4393754094780533,3.058424362793777,2.741412401118954,2.7217772285569852,2.689782147676884
1033,"""Decent job for college student, but difficult to have normal life within the constraints of the hours.""",4.0,3.0,3.0,3.0,4.0,4.0,2012-11-15,Current,Server,Dayton,No,Neutral,Neutral,Part-time,More than 5 years,"Great reputation, good insurance benefits, potential for transferring and movement within company locations.","The typical grind of food service, values are great but inconsistently put together and enforced.","Valuing your employees seems to be a priority of the company, but it is not clearly filtered down through lower level management.",,,,3.192982456140351,2.653410497197351,3.058424362793777,2.9414124011189537,2.9358123162762833,2.989782147676884
1034,"""Grill / Fry Line Cook""",3.0,3.0,2.0,2.0,2.0,2.0,2012-11-20,Current,Line Cook,Fairfax,No,No,Neutral,Full-time,Less than a year,Free Food. Experienced of Back House of Restaurant. Learned Line Cooking Technique,Company expect more from you - they call it (TEAMWORK !!!),"See potential talents for advancement. Give Others to learned stationed instead waiting for ""potential"" employee to move on",,,,3.064912280701755,2.625340321758754,2.944389275074478,2.841412401118954,2.707742140837687,2.761711972238288
1030,"""Rewardingly stressful""",4.0,3.0,4.0,5.0,2.0,2.0,2012-11-21,Current,Baker,Las Vegas,Yes,Neutral,Neutral,Part-time,Less than a year,"Co-workers are AMAZING, the food is really good, sampling the new food before it hits the menu is always a plus, they work around your schedule.","the management isnt always the best, the hours can be tough[getting out on time is RARE], dealing with corporate can be just as stressful",get it together guys...get it together. all of the employees are like a little family but management can be...less then desirable thats for sure. when you walk into work asking when the GM goes home thats a bad sign,,,,3.1789473684210527,2.6393754094780526,3.1724594505130748,3.155447488838252,2.7358123162762835,2.775747059957586
1032,"""Senior manager, three year employee.""",2.0,1.0,1.0,1.0,3.334578441835646,3.28021978021978,2012-11-29,Current,Senior Manager,San Francisco,Yes,Neutral,Yes,Part-time,More than 3 years,"Great training and experience...become a senior manager, toss it on your resume, and move on.","Low salary, low bonus program, zero commitment to their management teams.",,,,,2.978947368421053,2.4674455849166494,2.8584243627937767,2.713342225680357,2.883305248179146,2.9178041256988623
1031,"""Real Hard Place to Work, Never Again""",2.0,1.0,1.0,3.0,3.0,1.0,2012-12-02,Current,Restaurant Manager,Las Vegas,No,Yes,Yes,Full-time,More than a year,They pay a decent wage,"Taught to rule by do it or else, and are ruled by the same standards",Learn People skills,,,,3.0210526315789474,2.509550848074544,2.9145647136709694,2.955447488838252,2.873221741654029,2.713919413919413
1028,"""Best corporate company culture!!""",5.0,4.0,5.0,4.0,2.0,5.0,2012-12-07,Current,Director,Calabasas,Yes,Yes,Yes,Full-time,More than a year,"GREAT people, singular focus on quality &amp; delivering a GREAT guest experience!",Food services margins = food services pay/benefits.,Keep up the great work!,,,,3.335087719298246,2.83762102351314,3.3145647136709693,3.0273773133996555,2.7872568293733266,3.113919413919413
1029,"""Good management team and environment but not that focused on employee needs""",3.0,2.0,3.0,3.0,3.0,2.0,2012-12-17,Current,Hostess,Pittsburgh,No,Neutral,Neutral,Part-time,More than a year,Provided with very good training and the hours were plenty. Fast paced environment. Good system to swap shifts with other coworkers.,"As a hostess, we were sometimes forced to work 12+ hour shifts on weekends...with no breaks. This was very tiring when you haven't eaten all day, are running around constantly, and ask for a break and get denied. The managers all have different techniques for seating guests and got upset if you didn't use their ways. When certain employees don't do their jobs, nothing is done.",Care more about your employees and maybe they won't leave.,,,,3.0929824561403514,2.5955157603552457,3.058424362793777,2.9414124011189537,2.9012919170926255,2.757779063042221
1027,"""nice place to make extra money""",3.0,3.0,3.0,3.0,3.0,3.0,2013-01-03,Current,Server,Houston,Yes,Yes,Yes,Part-time,More than a year,worked in a very busy location and always made money,none really as I was trying to earn extra money,typical restaurant management. . some great some not so much.,,,,3.107017543859649,2.7376210235131406,3.072459450513075,2.955447488838252,2.9153270048119238,2.8858492384808176
1025,""". . . so Cheesecake!""",5.0,5.0,5.0,5.0,5.0,5.0,2013-01-09,Current,Vice President OE,Calabasas,Yes,Neutral,Yes,Full-time,More than 3 years,"Great food, great people, great atmosphere. People care about the guest, the staff, the food and the beautiful restaurant. Fun place to work and be proud of! We like to say our staff and managers are "". . . so Cheesecake"" as a way to say they are so wonderful.",It's a busy place with a huge menu. So time goes by fast but there is much to do. Having lots of hands and help from others to learn so much is what makes it viable.,Continue doing what you do to support the amazing staff.,,,,3.3210526315789473,2.965691198951737,3.300529625951672,3.183517664276848,3.1293620925312213,3.113919413919413
1024,"""It all evens out as a server.""",4.0,3.0,4.0,4.0,1.0,5.0,2013-01-10,Past,Server,Wayne,Yes,Yes,Yes,Part-time,More than a year,"When this establishment is busy, you can do extremely well; but when it is not, obviously it shifts in the other direction. The guests go both ways as well, but more often than not, you have great people dining here.","You don't get free food. You aren't provided breaks. And, depending on management, you can be stuck in a shift and unable to go home when it's not busy.",,,,,3.2070175438596484,2.751656111232439,3.186494538232373,3.06948257655755,2.7012919170926253,3.113919413919413
1023,"""Hard work good tips""",4.0,3.280082987551867,3.756289308176101,3.457233368532207,3.334578441835646,3.28021978021978,2013-01-13,Past,Busser,Bellevue,Yes,Neutral,Neutral,Part-time,Less than a year,Great tips at the Bellevue WA location,"I was a busser, and the work was tiring, the waiters didn't treat us the best",raise starting salary,,,,3.1649122807017545,2.751594234549029,3.1200182058920882,2.987135737972175,2.948784848995488,2.885801041064199
