,Title,Rating,Work Life Balance,Culture Values,Career Opportunities,Comp Benefits,Senior Management,Review Date,Current or Past Employee,Employee Title,Location,Recommends,Outlook,Approves of CEO,Full-Time or Part-Time,Time Employeed,Pros,Cons,Advice to Management,roll25,roll100,roll250,Final_Rating,Final_Work Life Balance,Final_Culture Values,Final_Career Opportunities,Final_Comp Benefits,Final_Senior Management
512,"""The best restaurant I've worked for""",4.0,5.0,4.0,2.0,2.0,3.0,2012-10-29,Past,Front of House Server Trainer,San Antonio,No,No,Neutral,Full-time,More than 3 years,This corporate restaurant is committed to quality. The atmosphere and clientele make it easy to support yourself while pursuing other dreams such as education.,There are certain rules you have to adhere to such as specific language at the tables and certain uniform standards. The upper management is more focused on the numbers than the people.,Don't forget your business depends on its employees to help you meet your numbers and make your bonuses. A little positive reinforcement goes a long way.,,,,2.993103448275862,3.2502916635900467,2.916811271783464,2.603329369797861,2.551165773787067,2.5223867931805906
513,"""Working here does not pay your bills!""",1.0,3.174518201284797,3.3086021505376344,3.0301724137931036,2.807439824945295,2.8903803131991053,2012-11-08,Past,Server,Orlando,No,No,Yes,Part-time,Less than a year,"The only unique thing about this is restaurant is that they brew their own beers, ciders, and root beer. As far as food, they do make great pizza.","The kitchen is very small and not organized! There are so many items on the menu that the kitchen gets weeded on a daily basis. Ticket times are very long and mistakes are abundant. The manager cuts the floor so quickly that most of the time you go to work, you are cut after 2 tables.","Try practicing fairness on a daily basis. Instead of scheduling the same employees for the closing stations or the bar tops, rotate sections to all employees. Also, don't cut the floor as soon as others walk in the front door, since it does not even pay for the gas to get to work. Add a tip out system so it is calculated on your cash out and not handed out to each bus boy, bartender, and food runner. This creates favorites and ones drinks or food is not priority unless you ""pay' extra money to each support staff!",,,,2.6931034482758616,3.012571069925423,2.875257693733779,2.761519024970274,2.6870821700746994,2.5390110313970524
511,"""You're never lost.""",4.0,5.0,5.0,4.0,4.0,5.0,2012-11-15,Current,Host/Takeout,San Rafael,Yes,Yes,Neutral,Part-time,Less than a year,"They're always guiding you through, looking for ways to promote and have you gain recognition.",Nothing really - I'm very satisfied.,,,,,3.103448275862069,3.24547736838219,3.091056729699667,2.9128418549346025,2.8668226062023687,2.8081694052302706
510,"""Great Place!""",5.0,5.0,5.0,5.0,5.0,5.0,2012-12-29,Past,Waitress,Houston,Yes,Yes,Yes,Full-time,More than 5 years,"Work Environment, potential tips, managers",I have nothing to complain about,,,,,3.1482758620689655,3.1903049545890867,3.0082981090100116,2.957669441141499,2.9392363993058175,2.752996991437167
509,"""Good but inconsistent""",4.0,3.0,3.0,3.0,3.0,4.0,2013-01-02,Past,Supervisor/Bartender,Tampa,Yes,No,Yes,Full-time,More than 5 years,Steady customer base. Innovative concept,Management turnover. Long hours at times,A more prepared restaurant would be better in the long run. A lack of training and passion within the staff is prohibitive,,,,3.020689655172414,2.990304954589087,2.7807119021134596,2.730083234244947,2.7116501924092655,2.625410784540615
508,"""Working for a challenging, exciting and rewarding company!""",4.0,4.0,3.0,4.0,5.0,3.0,2013-01-03,Current,Assistant General Manager,Dallas,Yes,Yes,Neutral,Full-time,More than 5 years,"Hours aren't terrible, some play with your schedule, great benefits, salary is good, lots of opportunity to grow and travel with the company! Many options with staying in the restaurant operations or working for the restaurant support center in Huntington Beach California.","Getting stuck in one location for a minimum of 2 or more years, if unable to relocate moving up is difficult, late hours occasionally getting stuck working more than necessary, not many managers in each location leaves the restaurant struggling to cover if someone is hurt or out sick, lots of roll outs that take place without much time to properly execute.",Getting back to the basics and begin appreciating your management teams and team members more. They are the ultimate last to interact with the guests.,,,,3.020689655172414,3.0627187476925353,2.7807119021134596,2.8024970273483953,2.8840639855127135,2.4978245776440637
507,"""Server/Bartender""",3.0,2.0,1.0,2.0,2.0,1.0,2013-01-25,Past,Server/Bartender,Glendale,Yes,Neutral,Neutral,Full-time,More than a year,Loved the people I worked with...,Management was scatter brained. Not to mention the amount of managers we went through before the corporate office finally to decided to get with reality.,acknowledge your employees...we're not just numbers.,,,,2.9206896551724144,2.8351325407959838,2.6082981090100117,2.574910820451844,2.501305364823059,2.297824577644064
501,"""Great experience""",5.0,4.0,5.0,4.0,4.0,5.0,2013-02-19,Past,Anonymous Employee,Lewisville,Yes,Yes,Neutral,Part-time,More than 3 years,Positive attitudes of the management. Incentives for reaching goals,None that come to mind,,,,,3.1482758620689655,3.0903049545890866,3.063470522803115,2.8024970273483953,2.7013053648230585,2.752996991437167
505,"""Good money, fair to poor management. Too ""corporate""""",3.0,5.0,2.0,3.0,4.0,2.0,2013-02-21,Past,Front of House Server Trainer,Hurst,Yes,Yes,Yes,Full-time,More than 3 years,"My coworkers were like my family. Had a lot of fun at work. Due to the online scheduling you can adjust your schedule to almost always work around your personal life. There was always money to be made, almost every shift, every day. I worked at a very busy location though. I loved the food and was always able to enjoy a good meal before/after a shift. (kinda expensive though). After you learn the menu and what is required of you as a server, the job is fun and easy, because ""everyone loves Bj's!"" and the people who come in are generally there to have a good time and enjoy good food.","There is a 100 question ""personality assessment"" you have to pass to get hired. The menu is huge and there is a lot to learn. You have a script to follow and secret shoppers come in to grade you, if you don't say the right things you could be fired. If you are ""in the weeds"" and need help, good luck, because most servers are overwhelmed themselves, and managers are likely not paying attention (unless it's a peak volume time- weekends). Also, any complaint from a guest is ALWAYS your fault. Management doesn't seem to understand that servers are human and can make simple mistakes. It's always the guest's word over yours. And that sucks. The reason I got fired was because I was in the weeds and I failed to fill up a guest's water. The man claimed I ""didn't want to wait on him"" when in reality I was overwhelmed with tables because the manager cut most of the servers (to save labor cost) and I couldn't keep up with all the tasks at hand. Of course, there was no one around to help me at that time. The white shirts you wear are a pain to keep clean as well. But a lot of restaurants have that uniform so no big deal. You are required to always run food, and this can hinder your ability to wait on your tables in a timely manner. If you like to hustle and work hard, this is a great job for you.","Management needs to worry less about saving labor costs, and more about helping out the servers and cooks. The kitchen was always behind and/or unable to keep up with the demands of a large restaurant. Also, the script you are required to say at the first visit to a table overwhelms the customers (along with the 20 page menu!) and I think it makes many people feel rushed or annoyed by all the ""selling"".",,,,2.8931034482758617,3.162718747692535,2.68071190211346,2.674910820451844,2.6737191579265067,2.3426521638509605
504,"""It was a 5+ year old love and hate relationship""",3.0,3.0,3.0,4.0,4.0,2.0,2013-02-26,Past,Server,Folsom,No,No,Neutral,Part-time,More than 5 years,- good money for students. - lots of work for those that desired it,- high manager turnover at my particular location. - transitioned into a monotone company that required servers to have a dry interaction with customers. - managers made exceptions to policy when customers would complain so you're on your own,,,,,2.9206896551724144,2.962718747692535,2.863470522803115,2.830083234244947,2.6737191579265067,2.3978245776440636
500,"""Best waiting tables job""",5.0,5.0,5.0,3.0,2.0,5.0,2013-03-02,Current,Cocktail Server/Bartender,Allen,Yes,Yes,Neutral,Full-time,More than 3 years,Easy script to remember at tables and lots of potential to make money. We make more money than any of the orher servers in the area and almost all of the management I've met have been fun to work for. This company appreciates hard work.,Secret shoppers.. Vacation pay sucks.. Bartendersonly make 2.13/hr in Texas.,,,,,3.1482758620689655,3.1903049545890867,3.1186429365962187,2.7024970273483957,2.4461329510299556,2.725410784540615
503,"""Consistent work, but not enjoyable""",3.0,3.174518201284797,3.3086021505376344,3.0301724137931036,2.807439824945295,2.8903803131991053,2013-03-04,Current,Service Assistant,np.nan,Yes,Neutral,Neutral,Part-time,Less than a year,Better pay to bussers then most resteraunts. Lively place. Always busy. Most Co-workers were cool.,"They hire the bare minimum employees, your often asked to work 2 shifts. The whole enviroment can be very stressful and chaotic, always seems like were running up a hill instead of maintaining a nice pace.",,,,,2.8931034482758617,2.89741194713136,2.866744530960327,2.7331004756242576,2.582049347317588,2.4316901951708707
502,"""High Expectations, Not Always a High Return""",3.0,5.0,4.0,3.0,4.0,3.0,2013-03-06,Current,Server,West Covina,Yes,Neutral,Neutral,Part-time,More than a year,- High check averages (good for servers). - 6 days of training for servers. - Walk home with your tips every night. - Easy to make friends with coworkers,"- Extremely high expectations that cannot always be delivered. - Fast-paced, and very stressful during peak hours or when under-staffed. - High management relocation, hard to develop a strong relationship. - If you have lazy coworkers, there is a lot of slack to pick up. - Multiple managers giving conflicting directions. - Constantly changing menu and promotions, hard to keep up with. - Dealing with drunk/belligerent guests. - If the manager doesn't like you, your schedule can be undesirable. - No longer add gratuity to large parties (as of 3/2013)","Develop a system to evaluate your best employees, recognize them, and offer more ways to develop hourly employees into management.. . Keep employees accountable, don't keep around low performers.",,,,2.837931034482759,3.0199734180019195,2.872198739340008,2.6740784780023787,2.6514449558590507,2.3905037414178816
499,"""Great place to work with great management""",5.0,3.174518201284797,3.3086021505376344,3.0301724137931036,2.807439824945295,2.8903803131991053,2013-03-10,Current,Anonymous Employee,np.nan,Yes,Yes,Yes,Part-time,,BJ's training program is well developed and thorough.,Sometimes management releases staff too early in shift,,,,,3.037931034482759,2.8374252381303995,2.8030589543937716,2.677095719381689,2.449430317663925,2.4071279796343434
506,"""Horrible, By far the worst Job I've ever had the nightmare of working.""",1.0,1.0,1.0,1.0,1.0,1.0,2013-03-11,Current,Line Cook,West Covina,Yes,Yes,Neutral,Part-time,More than 3 years,You get to get fat off the greasy food.,"West Covina BJ's has by far the worst management. Very unprofessional, biased and lack empathy/ consideration.","West Covina BJ's has by far the worst management. Very unprofessional, biased and lack empathy/ consideration.",,,,2.5827586206896553,2.6427453296906154,2.536099369670004,2.4732461355529134,2.301584546895042,2.1659415258813546
497,"""BJs La Mesa dont do it.""",2.0,4.0,3.0,2.0,1.0,3.0,2013-04-16,Current,Server,La Mesa,Yes,Neutral,Yes,Part-time,Less than a year,There is a steady flow of customers and they provide a flexible schedule since they use hotschedules it is easy to trade shifts with employees.,Management does not care about their employees. Didn't even have a break area. The customers are increasingly ghetto and bad tippers,,,,,2.7655172413793103,2.9979177434837188,2.8188579903596596,2.628418549346017,2.356756960688146,2.476286353467562
495,"""Up and Coming""",3.0,2.0,2.0,4.0,3.0,2.0,2013-05-03,Past,Server,Huntington Beach,No,Neutral,Neutral,Part-time,More than a year,Great idea. Good Food System seems to work and the restaurant is expanding,Since BJs has changed hands the corporate office seems to care less for their employees or on development.,,,,,2.8931034482758617,2.7151591227940637,2.7188579903596595,2.856004756242569,2.6119293744812495,2.3211139396744582
498,"""Horrible Management.""",1.0,3.0,1.0,1.0,1.0,1.0,2013-05-05,Current,Server,Hillsboro,No,Neutral,Neutral,Part-time,More than 3 years,The tips can be good when the kitchen doesn't take forever to get the food out.,"Where do I start? The managers talk down to the staff, they are unapproachable and are impossible to find when you need them. Instead of taking responsibility for the problems in the restaurant, and fixing them..they blame the FOH employees.","I have no problem with the company itself, but this location's management is the problem! Run some food, bus a table, just be there to help out. quit talking down to your staff. THEY are the ones that sell your brand, and make it so you get your bonus checks!",2.877651778137776,2.877651778137776,2.877651778137776,3.3793103448275863,3.662002510522041,3.232220986281053,3.1420927467300834,2.9389572172338334,2.877651778137776
496,"""server""",3.0,3.174518201284797,3.3086021505376344,3.0301724137931036,2.807439824945295,2.8903803131991053,2013-05-05,Current,Anonymous Employee,np.nan,No,Neutral,Yes,Part-time,Less than a year,good job to learn to become a quick server,organization is awful on weekends,plan better for the busy nights,2.877651778137776,2.877651778137776,2.877651778137776,3.3103448275862064,3.6507790002215175,3.2256210604375237,3.1086504161712254,2.897834452576774,2.877651778137776
493,"""Management is very unprofessional.""",3.0,3.0,2.0,2.0,3.0,2.0,2013-05-09,Current,Busser,San Mateo,No,No,Neutral,Full-time,More than 3 years,The only reason I would work at bj's is for the tips. The tips at this specific restaurant were very good at times. Easy cause as a busser you don't have to deal with customers as much.,"The cons were many the management is horrible, they are unapproachable when they are stressed out. They know they're going to have to deal with customers that are angry so why did they become a manager if they can't handle the pressure. I left because we were always short staffed and they kept giving me more duties as if I got paid more or was a supervisor and blamed me for mistakes of my fellow co-workers they were not in a higher or lower position than me.","Advice to the CEO is to change management before everyone quits. I was on the verge of starting a strike with fellow co-workers we as restaurant employees don't get paid enough to be putting up with angry customers, managers that are cussing you out, managers that make you do things not in job description such as being an electrician and plumber.",2.8469490087171176,2.8469490087171176,2.8469490087171176,3.275862068965517,3.6447611312116956,3.180496848350019,3.0731272294887044,2.9044744586131435,2.8469490087171176
494,"""Downward""",3.0,3.0,1.0,2.0,4.0,1.0,2013-05-10,Past,Senior Manager,Cupertino,No,No,Neutral,,More than 3 years,"Great insurance, great 401k match up and great vacation pay.","I worked for this company for a few years and I don't have any regrets but I know I got out out at the right time as the former CEO did and about 12 other managers. Some of the decisions upper management made the pass 2 years is sending this once awesome concept to ground. One of those decisions was to set one of the main TV's on the fox channel news, but the decision that really went straight to the heart of this company is the implementation of the 1/9 verify program......I am an independent when it comes to political affiliation, but I can see this company it's run by a true Republican, not wrong or bad but they should be more discreet about their political preference.",You know what to do so do it.......,2.777983491475738,2.777983491475738,2.777983491475738,3.2413793103448274,3.6102783725910066,3.07704857248795,2.9696789536266355,2.9044744586131435,2.777983491475738
492,"""walk away""",2.0,5.0,3.0,2.0,2.0,2.0,2013-05-12,Current,Anonymous Employee,np.nan,No,Neutral,Neutral,Part-time,Less than a year,they are very flexible with working people's schedule out and making sure you can get time off if you need it,corporate does not know what it is doing and does not appropriate enough funds for locations to operate,give employees more flexibility to do their job,2.6745352156136692,2.6745352156136692,2.6745352156136692,3.137931034482758,3.6102783725910066,3.008083055246571,2.866230677764566,2.8010261827510745,2.6745352156136697
489,"""Your training can get you fired by mystery shopper""",4.0,3.0,5.0,3.0,1.0,2.0,2013-05-13,Past,Server,San Antonio,No,Neutral,Neutral,Full-time,Less than a year,Management was laid back and fun. Team work was the best I've worked with in any restaurant.,"I was trained to inform the guest of calorie changes when a substitution is made on the ""enlightened"" dishes. I did this and accidently insulted this guest who turned out to be a mystery shopper. In turn, she lied on her review (I believe to get back at me thinking I would just get written up or something) and I got fired. Granted, I did not ask, ""Have you made your selections,"" but I did not do that because she already told me she wanted a few minutes to look at the menu. I was also trained to offer the hand crafted rootbeer if we weren't going to offer an alcoholic beverage (this was our judgment based on time of day, etc.) I did this and got points taken off. She said I didn't offer an appetizer or dessert and the plates were still on her table when she was ready to leave. She took two bites of her dish and asked for a box. The plates were taken off when she was done boxing up her food, but I still got points taken off. She kept me at her table for extended periods of time interfering with the quality of service for my other tables. They aren't supposed to interfere with the service. Because this mystery shopper was having a bad day and what I was trained to do was actually wrong, I am now a single mom without a job to support my daughter and have no idea what I am going to do to pay for daycare and rent in a couple of weeks.","Take a closer look at why a mystery shopper may have given a server a low score and don't fire them after one bad shop. In the previous weeks, I had 3 or 4 tables ask to speak to a manager to tell them how great my service was and they would be coming back to ask for me. I wish the managers could have taken this into account. If a table informs me that they would like a few minutes, I am not going to ask, ""Have you made your selections"" because it makes me seem like I'm ignoring them and trying to rush them. The quality of service should not be based on whether or not we ask, ""Have you made your selections"" but rather the experience the guest has while there and how they feel when they leave.",2.709017974234359,2.709017974234359,2.709017974234359,3.206896551724138,3.6102783725910066,3.1460140897293294,2.935196195005946,2.8010261827510745,2.709017974234359
490,"""Pretty good, cool magagement and good money""",4.0,3.0,3.0,3.0,2.0,2.0,2013-05-16,Past,Server,East Mesa,Yes,Neutral,Yes,Part-time,More than a year,good money. Flexible hours for being a student. Menu is priced right so servers can still make pretty good money. Opportunity to move up in the company,corporate rules make serving the guests difficult at times. Always afraid you will be shopped or something. not very good benefits,lighten up,2.7435007328550487,2.7435007328550487,2.7435007328550487,3.275862068965517,3.575795613970317,3.1460140897293294,2.9696789536266355,2.8355089413717645,2.7435007328550487
491,"""It is ok""",3.0,1.0,3.0,2.0,1.0,3.0,2013-05-26,Current,Bartender/Cocktail Waitress,Seattle,No,Neutral,Neutral,Full-time,More than 3 years,I have met some awesome people that I work with and it's also pretty easy to transfer locations.,They will work you long hours and not really take your requests into much consideration.,Let the hard workers have better schedules.,2.709017974234359,2.709017974234359,2.709017974234359,3.2413793103448274,3.437864579487558,3.07704857248795,2.866230677764566,2.6975779068890056,2.709017974234359
488,"""Make great money at BJ's Brewhouse!""",4.0,3.0,4.0,4.0,4.0,4.0,2013-06-04,Current,Server,Austin,Yes,Yes,Neutral,Full-time,More than a year,the money is pretty awesome!,some of the steps of service are a little tedious. GSS are annoying!,just be consistent among all managers!,2.777983491475738,2.777983491475738,2.777983491475738,3.2413793103448274,3.437864579487558,3.11153133110864,2.9007134363852565,2.766543424130385,2.777983491475738
487,"""growing company with many positive attributes""",4.0,3.0,5.0,5.0,5.0,4.0,2013-06-20,Current,Manager,Los Angeles,Yes,Yes,Yes,Full-time,More than 3 years,"growing, well known, great menu, great locations, great prospects, rewards hard work",growing so fast and has so much going on that the job is taking over the balance that was there in life,,2.777983491475738,2.777983491475738,2.777983491475738,3.2413793103448274,3.403381820866869,3.1460140897293294,2.935196195005946,2.8355089413717645,2.777983491475738
486,"""Fast-paced Restaurant with excellent Growth potential.""",3.0,3.0,3.0,5.0,4.0,2.0,2013-07-06,Current,Manager,Miami,Yes,Yes,Yes,Full-time,More than a year,"- Excellent growth opportunities.. - 50-55 hr work week. - OTIS Board - 55"" monitor with Sales, Labor, Comps, etc. - High Volume. - Consistent Scheduling","- Quality of food - Uncle Bens, everything premade/frozen. - Labor restraints - Minimal Staff at all times. - Guest relations. - Service expectations vs reality",,2.812466250096428,2.812466250096428,2.812466250096428,3.275862068965517,3.403381820866869,3.1460140897293294,3.004161712247325,2.869991699992454,2.8124662500964277
485,"""Heavily corporate, passive aggressive punishment, and backstabbing coworkers""",2.0,4.0,2.0,2.0,3.0,2.0,2013-07-10,Past,Driver,Mesa,No,Neutral,Neutral,Part-time,More than a year,Some of the managers were really nice.,Most of the managers won't let you live down the smallest mistakes and constantly penalize you for them.,Don't use passive aggressive negative reinforcement to get employees to work the way you want.,2.777983491475738,2.777983491475738,2.777983491475738,3.2413793103448274,3.437864579487558,3.1460140897293294,3.004161712247325,2.9389572172338334,2.777983491475738
482,"""good company, fun people""",4.0,3.0,5.0,4.0,4.0,4.0,2013-07-15,Past,Server,Pembroke Pines,Yes,Yes,Yes,Full-time,Less than a year,"very proactive, fun to work for","huge menu, always changing protocol",care about your employees more,2.812466250096428,2.812466250096428,2.812466250096428,3.2413793103448274,3.368899062246179,3.180496848350019,3.0731272294887044,3.007922734475212,2.8124662500964277
480,"""Awesome place to work""",5.0,5.0,5.0,5.0,5.0,5.0,2013-07-17,Past,Server,Tyler,Yes,Yes,Yes,Part-time,Less than a year,"good management and team, clean work environment and good food. beer is awesome too. I would go work there again","pretty strict, there is nothing else I can really think off, BJs was an awesome place to work and to make good cash",ease up a little,2.885211756537838,2.885211756537838,2.885211756537838,3.3793103448275863,3.4318467104777373,3.2388209121245835,3.1410523186682524,3.0835282577529615,2.885211756537838
484,"""Alliance Town Center, TX - 7 steps of service is annoying to customers""",2.0,3.0,2.0,2.0,3.0,3.0,2013-07-18,Current,Server,Fort Worth,No,Neutral,Neutral,Part-time,Less than a year,You get some people who tip decently.,There seems to be NO worker appreciation at this restaurant; too many servers and not enough shifts,Stop hiring new people when current employees can't get decent shifts!,2.8162462392964587,2.8162462392964587,2.8162462392964587,3.3103448275862064,3.3628811932363583,3.135372636262514,3.072086801426873,3.049045499132271,2.8162462392964587
478,"""Great employees and tremendous managers with a lot of opportunity to advance.""",4.0,5.0,4.0,4.0,4.0,4.0,2013-07-19,Current,Waiter,Pembroke Pines,Yes,Yes,Neutral,Full-time,More than 3 years,"Flexible scheduling, great food, great atmosphere, and great employees.","Extremely fast-paced. Naturally, you will have problems with the kitchen and your guests which is out of your control.",Boosting employee morale goes a long way with overall productivity.,2.781763480675769,2.781763480675769,2.781763480675769,3.275862068965517,3.3628811932363583,3.100889877641824,3.0376040428061835,3.014562740511582,2.781763480675769
479,"""bj's is a great place to work and have fine dining""",4.0,2.0,3.0,2.0,2.0,3.0,2013-07-20,Current,Beverage Tender,Doral,Yes,Neutral,Neutral,Part-time,Less than a year,the staff is nice and they have good food,not enough working hours or enough money,they could make a way so that people are able to earn a living for the hard work they do.,2.7472807220550797,2.7472807220550797,2.7472807220550797,3.275862068965517,3.3283984346156688,3.100889877641824,3.0031212841854935,2.980079981890892,2.7472807220550797
477,"""A Great place to work""",4.0,3.0,4.0,3.0,2.0,3.0,2013-07-22,Past,Server,Elk Grove,Yes,Neutral,Neutral,Part-time,More than a year,"It was a great atmosphere, the food is wonderful, and the Managment was usually on the employees side. I have worked for several restaurants that the management was combative all the time.","Its a serving job, so the hours are bad, the pay is unpredictable, and Management can be quick to blame the employees.",,2.7472807220550797,2.7472807220550797,2.7472807220550797,3.275862068965517,3.293915675994979,3.135372636262514,2.9686385255648045,2.876631706028823,2.7472807220550797
475,"""Overall, good experience.""",4.0,4.0,3.0,3.0,2.0,3.0,2013-07-31,Past,Hostess,Houston,Yes,Yes,Neutral,Part-time,Less than a year,Good good. Friendly customers. Mostly nice managers.,"Some rude managers, can be hectic.",Be friendlier to everyone.,2.8162462392964587,2.8162462392964587,2.8162462392964587,3.3103448275862064,3.3628811932363583,3.204338153503893,3.0031212841854935,2.876631706028823,2.8162462392964587
481,"""Average Waitressing Job""",3.0,3.0,2.0,3.0,3.0,1.0,2013-07-31,Past,Waitress,Burbank,Yes,Neutral,Neutral,Part-time,More than a year,"Management was NOT strict at any of the locations (4) I worked at. Compared to other waitressing jobs I have had that were high end and required professional development, food course classes, standards tests, certification tests, BJ's was very lax. No fear of being fired!",Money was average. Day shifts are terrible. Lots of people you work with will be uneducated and not hard working.,,2.6783152048137002,2.6783152048137002,2.6783152048137002,3.2413793103448274,3.3283984346156688,3.100889877641824,2.9686385255648045,2.8421489474081336,2.6783152048137002
474,"""Enjoyable!!""",4.0,5.0,5.0,5.0,4.0,4.0,2013-08-03,Past,Server,Tucson,Yes,Yes,Yes,Part-time,Less than a year,"Good tips, fun co workers and flexible schedules.",For being a serving job not really that much to say thats negative.,,2.7472807220550797,2.7472807220550797,2.7472807220550797,3.275862068965517,3.3283984346156688,3.204338153503893,3.0376040428061835,2.8421489474081336,2.7472807220550797
