Title,Interview Date,Employee Type,Offer,Experience,Interview Type,Application,Interview,Question
Server," May 4, 2017"," Anonymous Employee in  Sunrise, FL",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. I interviewed at Cheesecake Factory (Sunrise, FL) in April 2017.']","['I applied online after seeing a job opening on indeed and was called back by a manager about 2-3 weeks later asking if I was still looking for employment which I was. So we set up an interview for the following day. I was there for about 45 minutes just because the manager I was told would be interviewing me was in a meeting. The interview was short and sweet, no hard questions, just about previous server experience and personality questions. Then I was asked to come back for a following interview the next morning with the head manager. That interview was also short and he gave me an opportunity to ask him some questions, which I did. I asked what his favorite part about working there was as well as the training process because I heard it was a lot (he told me it was 3 weeks long). After that, he told me to sit tight for a few minutes and when he came back I was offered the job on the spot and told when to come in for orientation! Super easy overall!']","[' What do you know about The Cheesecake Factory? \xa0 ', '1 Answer', ' Would you say working in a restaurant is an individual or a group effort? \xa0 ', '2 Answers']"
General Manager," Jun 26, 2017", Anonymous Interview Candidate,['No Offer'],['Positive Experience'],['Average Interview'],['I applied online. I interviewed at Cheesecake Factory in April 2017.'],"['First interview contact consisted of a phone interview with a recruiter. The next step was an inperson interview followed by a shadow of a service day, approximately 4 hours in total. Shadowed the kitchen manager, front of house manager and spoke with several employees. I was not offered the job because there was concern I had applied to other jobs and other companies besides them. While my experience with the staff was fantastic, apparently they only want you to consider them for employment.']","[' Have you applied to any jobs? \xa0 ', '1 Answer']"
Hostess," Mar 26, 2017"," Anonymous Interview Candidate in  Mesa, AZ",['No Offer'],['Negative Experience'],['Easy Interview'],"['I applied online. The process took 5 days. I interviewed at Cheesecake Factory (Mesa, AZ) in March 2017.']","['I drove 45 minutes for a 5 minute interview for them to tell me they already hired someone. The manager said he was going to call me but ""forgot"".']","[' Why do you want to work at the Cheesecake Factory? \xa0 ', 'Answer Question']"
Dishwasher," Apr 27, 2017"," Anonymous Employee in  Greensboro, NC",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied online. I interviewed at Cheesecake Factory (Greensboro, NC) in March 2017.']",['I walked in and asked to talk to a manger so the manger came out I told him that I had put in a applacacron so he went back and pulled it so we talked and he told me to come back the next day so I did them i talked to him and another manager they went over my application and seen that I had lots of exsperance so they offer me a job'],"[' Are you reliable \xa0 ', '1 Answer', ' Do you have trasnpartason \xa0 ', '1 Answer', ' Can you work at night \xa0 ', '1 Answer', ' Are you a hard worker \xa0 ', '1 Answer', ' Do you have a car \xa0 ', '1 Answer']"
Server," Jun 12, 2017", Anonymous Interview Candidate,['Declined Offer'],['Neutral Experience'],['Easy Interview'],['The process took 2 weeks. I interviewed at Cheesecake Factory in March 2017.'],"['Waited a long time, but interview was easy. It was simple questions and the staff was friendly as well. Interview was fast. But I turned down the offer because I found another job.']","[' What kind of experience do you have? \xa0 ', 'Answer Question']"
Server," Aug 18, 2017", Anonymous Employee,['Accepted Offer'],['Neutral Experience'],['Easy Interview'],['I applied online. I interviewed at Cheesecake Factory in March 2017.'],['it was fine. lots of steps to go through from phone to in person to training. Long process. But I guess that is everywhere nowadays. IT just takes awhile to complete the process.'],"[' why did you apply here? \xa0 ', 'Answer Question']"
Host/Hostess," Feb 9, 2017"," Anonymous Employee in  Miami, FL",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. The process took a week. I interviewed at Cheesecake Factory (Miami, FL) in February 2017.']","['I applied online. About a week later I got a call from one of the managers. She asked me a couple questions and then asked me to meet with one of the other managers the next day. Came in and waited for him to finish interviewing the person before me. Quick interview, but very comfortable. He asked me about myself and then gave me a rundown of the position. He also asked a situational question. After that he told me he liked my personality and asked if I could come in the next day to interview with the GM. I said yes. Interview the next day was short, not even 5 min. Went over the days I am available and talked about pay. Very friendly. Told me I would get a call that day or the next. Got a call the next night telling me I got the job! They sent me an email with onboarding and then scheduled me to come in the next day for paperwork. Training starts on Monday!']","["" If a customer was having a bad day and there was a 10 minute wait, but he was insisting he wasn't going to wait the 10 minutes and go sit down right now, how would you handle that? \xa0 "", '1 Answer']"
Server," Mar 29, 2017"," Anonymous Interview Candidate in  Los Angeles, CA",['No Offer'],['Negative Experience'],[],"['I applied online. The process took a week. I interviewed at Cheesecake Factory (Los Angeles, CA) in February 2017.']","[""Had an interview with one of the managers which lasted 10 minutes. (This was a different manager than the one that called me to set up the interview) He asked the usual interview questions, like whats your experience and why would you be a good fit here. Also asked about my availability and when I could start. After the interview, the manager said he would contact me the next day to set up a second interview with the GM...I never heard back from him. I understand how busy it can get and that there are numerous people interviewing for different positions, but be a professional. It looks bad. If you can't follow through with a simple callback, which you promised, how am I going to look at you as a reliable manager?""]","[' What makes a good server? \xa0 ', '1 Answer']"
Hostess," Feb 3, 2017"," Anonymous Employee in  Greenwood, IN",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. The process took 3 days. I interviewed at Cheesecake Factory (Greenwood, IN).']","[""Depending on who you interview with, it could be with the Assistant GM and if it is, you'll have to do a 2nd interview with the GM. Depending on what you apply for, its a variety of different questions.""]","[' What hours can you work \xa0 ', '1 Answer', ' Tell me about your previous experience \xa0 ', '1 Answer']"
Front of House," Jan 29, 2017", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Difficult Interview'],['I applied through an employee referral. I interviewed at Cheesecake Factory.'],"[""Intensive and long phone interview. They say if it's under 30 minutes you have no chance. I was an internal promotion and as such you are paid less than if hired externally. Do your best to seek the appropriate salary to ask for, it's a very important question for them for whatever reason.""]","[' Prepare examples of encouragement, training and teamwork \xa0 ', 'Answer Question']"
Steward/Receiver," Jan 21, 2017"," Anonymous Interview Candidate in  Sawgrass, FL",['No Offer'],['Neutral Experience'],['Easy Interview'],"['I applied online. The process took 1 day. I interviewed at Cheesecake Factory (Sawgrass, FL) in January 2017.']","[""The person doing the interview didn't have enough experience so when I told him mine he right away told me I was over qualify for the Part-Time that I was applying for.""]","[' How long have I experienced for the position? \xa0 ', '1 Answer']"
Hostess," Apr 16, 2017"," Anonymous Interview Candidate in  Chicago, IL",['Declined Offer'],['Negative Experience'],['Easy Interview'],"['I applied online. The process took 5 days. I interviewed at Cheesecake Factory (Chicago, IL) in January 2017.']","[""It was roughly 5 minutes. The manager was laid back and offered a different job than i was applying for so i declined. The manager really didn't ask alot of questions, just asking me why i wanted to work at cheesecake factory and how i found out about the position. The restaurant seems well kept.""]","[' Where do you see yourself in a year? \xa0 ', 'Answer Question']"
Hostess," Oct 24, 2017"," Anonymous Employee in  Sarasota, FL",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. The process took 3 days. I interviewed at Cheesecake Factory (Sarasota, FL) in January 2017.']",['I applied at midnight and got a call that same day. I had an interview the next day and then another interview the next day and got the job. I was trained the next day and had my first shift the day after that.'],"[' Why did you apply to The Cheesecake Factory? \xa0 ', 'Answer Question']"
Hostess," Dec 9, 2016"," Anonymous Interview Candidate in  Orland Park, IL",['Declined Offer'],['Neutral Experience'],['Easy Interview'],"['I applied online. The process took a week. I interviewed at Cheesecake Factory (Orland Park, IL) in December 2016.']","['The interview was brief, it only lasted about 5-8mins. Hiring manager was friendly and the conversation flowed well. The shortness of interview could have been due to the busy atmosphere and the other 11 candidates the manager said they were interviewing for various positions.']","[' Where do you see yourself in the next year? \xa0 ', 'Answer Question', ' What experience do you have? \xa0 ', 'Answer Question', ' What is your availability like? \xa0 ', 'Answer Question']"
Cashier," Dec 9, 2016"," Anonymous Employee in  Indio, CA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. I interviewed at Cheesecake Factory (Indio, CA) in December 2016.']",['Interview process over the phone so far went well. i got accepted for an interview the next day. Over the phone she was asking me basic questions on why they should hire me and on my availablity.'],"[' why they should hire me other than the other candidates \xa0 ', '1 Answer']"
Line Cook," May 1, 2017"," Anonymous Employee in  Tacoma, WA",['Accepted Offer'],['Neutral Experience'],['Easy Interview'],"['I applied online. I interviewed at Cheesecake Factory (Tacoma, WA) in December 2016.']","['I Applied applied online at the cheese cake factory , then a manager called me to conduct an interview at the interview I was offered a job and given an orientation date and time.']","["" What's your availability \xa0 "", '1 Answer']"
Operations Support Technician," Nov 29, 2016", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],['I applied online. I interviewed at Cheesecake Factory.'],"['Pretty basic interview process. Initially applied online, had a phone interview that lasted about 45 minutes. Exchanged a few different details about ourselves and where we came from professionally. General overview of all responsibilities and tasks needed to be done on a day-to-day and week-to-week basis.']","[' What made you choose this particular position \xa0 ', 'Answer Question']"
Bakery," Nov 18, 2016"," Anonymous Employee in  Lexington-Fayette, KY",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. The process took a week. I interviewed at Cheesecake Factory (Lexington-Fayette, KY).']","['Meet with two managers, if that goes well then meet with GM for offer. Hostesses were friendly and offered a beverage while I waited. Very upbeat and positive. Witnessed teamwork and', 'friendliness amongst staff.']","[' Availability \xa0 ', 'Answer Question']"
Front Desk," Nov 17, 2016", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],['I applied in-person. The process took 1 day. I interviewed at Cheesecake Factory.'],"['Walk-in interviews 2-4 pm (only when they are looking to hire immediately), 3 interviews. Last interview is with the GM. They all last less than 10 minutes. Very easy and straight forward. They are mostly looking for personality and availability.']","[' What is your biggest weakness? \xa0 ', 'Answer Question']"
Server," Nov 5, 2016", Anonymous Interview Candidate,['Declined Offer'],['Negative Experience'],['Easy Interview'],['I applied online. The process took 2 weeks. I interviewed at Cheesecake Factory.'],"[""It was a very short interview. They were very busy. At the beginning he told me that the position was filled,and he didn't want to waste my time(I had already canceled other appointments that day, and spent an hour getting there.) but if I wanted to get my foot on the door, I could start with a host position, and later get into a server training. Gave me a name to call. Couldn't reach her for two weeks. Eventually gave up.""]","[' What do you like about your current job? \xa0 ', 'Answer Question']"
Baker," Nov 11, 2016"," Anonymous Interview Candidate in  Elmhurst, NY",['Declined Offer'],['Neutral Experience'],['Easy Interview'],"['I applied online. The process took 1 day. I interviewed at Cheesecake Factory (Elmhurst, NY) in November 2016.']","['Called the manager to check on application status, was told to come in that day for an interview. Manager detailed what the job entails, asked if I was interested. Asked for full-time availability.']","[' Are you available for full time? \xa0 ', 'Answer Question']"
Kitchen Manager," Oct 24, 2016"," Anonymous Employee in  San Jose, CA",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied online. The process took 2 weeks. I interviewed at Cheesecake Factory (San Jose, CA).']","['kinda drawn out, two phone interview, two in person interviews, one final sit down interview, the a final phone call and sit down with the regional chef to go over the location/s and meet the rest of the management team. back ground, criminal and drug testing takes the longest to get threw, mainly because they send it all off to a third party. once your threw that then the rest is fairly quick']","[' why do you want to work here \xa0 ', '1 Answer']"
Hostess," Oct 7, 2016", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],['The process took 5 days. I interviewed at Cheesecake Factory.'],"['I applied online & about a week later I got a call from the manager. We had a brief phone interview & she asked if I could come in later that day. I got there & immediately she came out, greeted me, and we sat so the real interview could begin. She asked basic questions and told me about what to expect being a host there. She made the experience very comfortable & laid back. I was offered the position on the spot.']","[' Tell me about yourself. What do you like to do? What are your hobbies? \xa0 ', 'Answer Question', "" Tell me about your experience in retail. What didn't you like about it? \xa0 "", 'Answer Question', ' Are you available weekends and holidays? \xa0 ', 'Answer Question']"
Server," Nov 8, 2016"," Anonymous Interview Candidate in  Chicago, IL",['No Offer'],['Negative Experience'],['Easy Interview'],"['I applied online. The process took 2 weeks. I interviewed at Cheesecake Factory (Chicago, IL) in October 2016.']","[""First, I received a call over the interview, the manager was very nice, we setup for second interview in person the next day later, I came in for interview, the same manager wasn't prepared, she had me waiting 45 minutes until when had our one on one interview, then finally we had brief, very short, quick interview, she told me they were going to call me the next day, they never did and when I call back the person who answer the phone was very rude, I was very disappointed in their services""]","["" What's the difference between banquet server and restaurants server \xa0 "", 'Answer Question']"
Server," Sep 29, 2016"," Anonymous Employee in  Boca Raton, FL",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied in-person. The process took 4 days. I interviewed at Cheesecake Factory (Boca Raton, FL).']","['Short, but you had to wait a while. As I waited, everyone was really nice. The GM in the Boca location is very focused on the guest experience. He was nice. He was very understanding. He asked a lot questions about, and my personal life. Talked me about the 2 weeks of training. He set the exception, and helped me understand what I was suppose to expect in the near future.']","[' How do you handle stress? \xa0 ', '1 Answer']"
Server/Waiter," Sep 25, 2016", Anonymous Employee,['Accepted Offer'],['Neutral Experience'],['Average Interview'],['I applied online. The process took 3 days. I interviewed at Cheesecake Factory.'],"['In the restaurant (cheesecake factory), I met briefly with one manager, was probably the AGM, discussed various questions and food/waiter/background related procedures for twenty or so minutes, good conversion, manager left and then arrived another manager (probably GM) we spoke for maybe five or ten minutes. Basic restaurant interview process. Overall good experience.']","[' How would I contribute to the restaurant? \xa0 ', 'Answer Question']"
Server/Waiter," Sep 22, 2016"," Anonymous Employee in  Sugar Land, TX",['Accepted Offer'],['Negative Experience'],['Easy Interview'],"['I applied online. The process took 1 day. I interviewed at Cheesecake Factory (Sugar Land, TX).']",['You take a personality test. After that you sit down with a manager for an interview. Honestly they were so understaffed the hired everyone immediately. I never finished my personality test. If you are applying to this location go in person first. Then apply online. They might not make you do all the paperwork in the end.'],"[' Why I felt I could work there. \xa0 ', '1 Answer']"
Line Cook," Sep 22, 2016"," Anonymous Employee in  Salt Lake City, UT",['Accepted Offer'],['Positive Experience'],['Difficult Interview'],"['I applied online. The process took 1 day. I interviewed at Cheesecake Factory (Salt Lake City, UT).']","['The interview process took one day. I applied online and heard back a few hours later. It was a grand opening of a new cheesecake factory so an office was set up just for interviews with a lot of people.The ekm and assistant ekm both interviewed me for around 30 minutes. They asked a lot of questions, but nothing particularly hard.']","[' What is your favorite thing to cook and what is the process \xa0 ', '1 Answer']"
Cashier," Sep 19, 2016"," Anonymous Interview Candidate in  Seattle, WA",['Declined Offer'],['Neutral Experience'],['Easy Interview'],"['I applied online. I interviewed at Cheesecake Factory (Seattle, WA).']","['I applied online, and received a brief phone interview shortly after. Went to an in person interview a few days after the phone interview. Interview questions were focused on past experiences and situations.']","[' What were your roles in your previous job? \xa0 ', 'Answer Question']"
Server/Waiter," Sep 16, 2016"," Anonymous Employee in  Braintree, MA",['Accepted Offer'],['Neutral Experience'],['Average Interview'],"['I applied online. The process took a week. I interviewed at Cheesecake Factory (Braintree, MA).']",['I interviewed at three different times. Took about one week for the interview process. The first interview went well. The second interview was disorganized and the third one went great as I was hired on the spot.'],"[' What makes you a good fit for this job? \xa0 ', 'Answer Question']"
Restaurant Manager," Sep 12, 2016"," Anonymous Employee in  Mission Viejo, CA",['Accepted Offer'],['Neutral Experience'],['Difficult Interview'],"['I applied through an employee referral. The process took 6+ months. I interviewed at Cheesecake Factory (Mission Viejo, CA).']","['Very detailed, asked a lot of real life examples. Be prepared to give real life experience in any and all. Great company but no BS will land you the job. Real life experience will take you a long way. Multiple interview process from phone interview to in-person. Be ready to give references to better heli your application process.']","[' How have helped others? \xa0 ', '1 Answer']"
Server," Sep 9, 2016", Anonymous Employee,['Accepted Offer'],['Negative Experience'],['Easy Interview'],['I applied through an employee referral. The process took 1 day. I interviewed at Cheesecake Factory.'],"['It is a very easy interview process, they will basically hire anyone. The cheesecake factory used to be a hard place to get a job but not anymore. Service has gone down a lot because of how easy it is to get in. The interview is about 30 minutes and it is just one interview.']","[' how did you hear about us? why do you think you should get this job? \xa0 ', 'Answer Question']"
Server," Sep 10, 2016"," Anonymous Employee in  Salt Lake City, UT",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. The process took 3 days. I interviewed at Cheesecake Factory (Salt Lake City, UT) in September 2016.']","[""I applied using an online job posting, took an assessment. I didn't expect they would call me since my resume is in the other field of industry. 2 days after they gave me a call and interviewed with manager and after the GM. Received an offer on the spot and sent me 2 emails at night time. There was an orientation and a 5 days in room class.""]","[' Behavioral questions \xa0 ', '1 Answer']"
Busser," Sep 13, 2016"," Anonymous Employee in  Seattle, WA",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied in-person. I interviewed at Cheesecake Factory (Seattle, WA) in September 2016.']","['It took about fifteen minutes. Even though it had been years ago, when I let them know I had restaurant experience the process instantly became a positive, personal discussion rather than an enquiry. When someone begins with how they have the set of skills required it usually becomes much easier. Although they do need a busser, the manager did really well in presenting her case of another one of their roles they need to fill.']","[' Would you be willing to take a position other than bussing? \xa0 ', '1 Answer']"
Prep Area," Sep 27, 2016"," Anonymous Employee in  New York, NY",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied in-person. The process took 1 day. I interviewed at Cheesecake Factory (New York, NY) in September 2016.']","[""This company has the easiest hiring process and interview I ever been to. It's amazing They walk you through the paper work and really make you feel welcomed and you can see how much they care about their employees""]","[' Why would you like to work at Cheesecake Factory \xa0 ', 'Answer Question']"
Prep/Line Cook," Oct 4, 2016"," Anonymous Interview Candidate in  Stamford, CT",['No Offer'],['Negative Experience'],['Easy Interview'],"['I applied online. The process took 2 days. I interviewed at Cheesecake Factory (Stamford, CT) in September 2016.']","['The interview lasted two days. The first they called me on the phone asking me a few questions, the second I had the interview with three different chef. The last, told me they would give me the answer within 24 hours to say yes or no. They have disappeared altogether. After a week I called to ask out the outcome of the interview, and they said ""we\'ll call you within 24 hours to let you know!"", They disappeared again! I went directly to talk to them and have again told the same lie ""we will call you within 24 hours!"", Disappeared, for three other times! Are you kidding me? this is the seriousness of cheesecake factory? this is the company policy? tell lies at people?I\'m really disappointed, I thought was a serious company. Negative experience.']","[' Tell me about you?', 'What you did in your last experience?', 'can you work in fast and stressful environment? \xa0 ', 'Answer Question']"
Baker," Apr 12, 2017"," Anonymous Employee in  Queens Village, NY",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied online. The process took 4 days. I interviewed at Cheesecake Factory (Queens Village, NY) in September 2016.']",['It was brief and to the point. I was seen by two managers and then the General manager. All asking similar things and then passed on into the paperwork process to begin legal employment.'],"[' What is it that you can add to our family here at the Cheesecake Factory? \xa0 ', '1 Answer']"
Server/Waitress," Jun 9, 2017"," Anonymous Interview Candidate in  Milwaukee, WI",['Declined Offer'],['Positive Experience'],['Easy Interview'],"['I applied in-person. I interviewed at Cheesecake Factory (Milwaukee, WI) in September 2016.']","[""The interview went fairly quick. Didn't have to wait long. Basically was asked about previous experience and then told I would hear from them in a couple of days. Overall, the process was simple yet easy. I was interviewed by the manager.""]","[' Tell me about your current job? \xa0 ', 'Answer Question']"
Bartender," Aug 3, 2016"," Anonymous Employee in  Braintree, MA",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied in-person. The process took 1 day. I interviewed at Cheesecake Factory (Braintree, MA).']","[""Their interview process was in depth. They ask alot of personal questions, to get to know your personality. They spent alot of time getting to know about me, which I think is great. They only want the best to represent their company. People who are driven and passionate about serving the public. Overall, this is one of the best companies I've worked for. The training is Intense but it prepares you for their past pace restaurant""]","[' How would I handle a irate customer \xa0 ', '1 Answer']"
Prep Cook," Jul 27, 2016"," Anonymous Employee in  Anaheim, CA",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied online. The process took 3 days. I interviewed at Cheesecake Factory (Anaheim, CA) in July 2016.']","['They called me to schedule a phone interview. During the phone interview, the kitchen manager asked a few questions. He than scheduled an in-person interview with me. Asked me a few more questions about myself and then offered the position.']","[' Why did you leave your other job? \xa0 ', 'Answer Question', ' How much did you get paid at your most recent job? \xa0 ', 'Answer Question', ' What do you offer besides your cook skills? \xa0 ', 'Answer Question']"
Hostess," Jan 6, 2017"," Anonymous Employee in  Dayton, OH",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. The process took 2 days. I interviewed at Cheesecake Factory (Dayton, OH) in July 2016.']","['I went in for the first interview, was very brief maybe 15 minutes. I then went in a few days later for another interview with another manager who asked me the same questions as the first interview.']","[' Why do you want to work here? \xa0 ', 'Answer Question', ' Do you have experience in a fast paced job? \xa0 ', 'Answer Question', ' What would you do if you ran into a conflict with a guest? \xa0 ', '1 Answer']"
Dishwasher," Jul 1, 2017"," Anonymous Employee in  Elmhurst, NY",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. I interviewed at Cheesecake Factory (Elmhurst, NY) in July 2016.']",['Brief phone interview then a follow up interview in person. Applied to a restaurant before it was finished being renovated. Had to go to another interview center. I did lose contact with the person in charge of my appointment but was able to reach them through email.'],"[' How important are dishwashers to you? \xa0 ', '1 Answer', ' What are some hobbies you enjoy? \xa0 ', 'Answer Question']"
Server," Jun 28, 2016", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],['I applied online. The process took 2 days. I interviewed at Cheesecake Factory.'],"['Applied online, did two questionaires. One personality and one timed education test, with math and IQ test type questions. About 2 days later I got a call and the manager asked me a couple questions on the phone, then invited me in the next day for an in person interview. I went in for the interview and the same manager interviewed me, he liked me so he had me wait a min so that I could interview with the GM. He asked me a few questions also, then said he wanted to hire me. Told me about the training and orientation. I was then sent 2 emails that night stating my job offer, pay, ect and another one with a link to do my hire packet.']","[' why do you want to work here? \xa0 ', 'Answer Question']"
