Title,Rating,Work Life Balance,Culture Values,Career Opportunities,Comp Benefits,Senior Management,Review Date,Current or Past Employee,Employee Title,Location,Recommends,Outlook,Approves of CEO,Full-Time or Part-Time,Time Employeed,Pros,Cons,Advice to Management
"""Server/Take out""",3.0,3.0,3.0,3.0,1.0,3.0," Dec 12, 2017",Current,Server,"Scottsdale, AZ",No,No,Neutral,Part-time,More than a year,The scheduling is pretty flexible.,You'll need a second job.,Get to know your employees
"""Hostess""",3.0,2.0,3.0,1.0,,," Dec 1, 2017",Past,Anonymous Employee,,No,Neutral,Neutral,Full-time,,Great atmosphere to work in.,Don't really have anything bad to say.,
"""Server""",3.0,3.0,4.0,2.0,1.0,4.0," Nov 29, 2017",Past,Anonymous Employee,,No,No,Yes,Full-time,,Manager does your tip out and cashout,Only assigned to a four table section,Make cuts when it’s dead
"""Jeez""",2.0,,,,,," Nov 28, 2017",Past,Anonymous Employee,,Yes,Yes,Neutral,Part-time,More than 5 years,"Food is great, you get a half off discount","staff was dramatic, boss was an rude",
"""Management awful, but fun place to work""",3.0,,,,,," Nov 17, 2017",Current,Anonymous Employee,,Yes,Neutral,Neutral,Full-time,More than a year,"Great tips, overall fun place to work","Management was rude and condescending, zero schedule flexibility",
"""Server""",3.0,4.0,3.0,4.0,3.0,3.0," Nov 14, 2017",Past,Anonymous Employee,,No,Neutral,Neutral,Part-time,,"Depends on location. I worked at one location where the management was more helpful and better than another location, or the clientele was better. Opportunity to move up and learn new positions pretty quickly. Probably better culture than most restaurants.","Again, depends on location. Managers were not as good in one location I worked and not as helpful. At one point, GM was trying to make it so the employees felt like they could let more of their personality show with uniform changes, no scripts, etc. However, they just went back to a lot of the same rules less than a year later, which means I had to buy all new shirts again. Only stayed for so long because of the people I worked with and I knew all of the food. Most hourly don't qualify for good benefits.","When you implement new uniform and procedures to promote a more casual vibe and letting the servers' personality show through more, don't just revert back less than a year later. We had to buy all new shirts each time, and felt like nothing really changed in procedures. Need better benefits. Most hourly don't qualify for the full-time benefits, and the part-time benefits aren't worth it."
"""Extremely fun, uplifting, and taught me a lot""",4.0,5.0,5.0,2.0,2.0,3.0," Oct 23, 2017",Past,Server/Waiter,"Escondido, CA",Yes,Neutral,Neutral,Part-time,More than a year,"Amazing people, everyone is family and helps coworkers when they really need it. Uniforms are not horrible either. 50% off food right after or before a shift","Managers treat costumer's better then staff, pick favorites and it seems that CPK has a rather nasty costumer base. Really slow shifts","The costumer should have a good experience for sure, but it shouldn't hurt your servers"
"""Management""",4.0,1.0,1.0,4.0,4.0,4.0," Oct 9, 2017",Current,Store Manager,,Yes,Yes,Yes,Full-time,More than 10 years,"Good pay. Good benefits, career growth","Long shifts, 50-60 hrs week. Work nights, weekends and holidays.",Its a Hard work but you like what you are doing you can have the opportunity of career growth
"""Was a fine place to work as a starter, really looking forward to something else now""",3.0,3.0,3.0,2.0,3.0,4.0," Oct 17, 2017",Past,Host,,Yes,No,Neutral,,More than a year,"Really good food (free fountain drinks and bread, food at half-price to employees), great coworkers (the servers, not the hosts I worked with), slightly above average paycheck when including cuts for tips. Really nice managers. Ideal for students.","Was promised numerous times I would be considered for higher positions, never even received opportunities to even attempt to gain those positions, nor did any of my other coworkers in the same position. Hosting was extremely monotonous, immediate co-hosts were nice but didn't seem to enjoy talking to me whenever I tried to engage in conversation, was very bored most of the time.","If someone wants to be a server, asks multiple times about it, and works at the location for nearly two years, the least you can do is at least tell that person no, it's not going to happen, rather than beat around the bush with the vague promise that something might come up soon when it never does. Felt somewhat cheated and used up by the end of it."
"""Driver for another company which i was eorking""",1.0,1.0,2.0,2.0,2.0,1.0," Nov 10, 2017",Current,Anonymous Employee,,No,No,Neutral,Part-time,,Please everyone read very careul this a real story just happen this nov 2017,I had bad experience being a driver than being taking off my job because of a mistake someone made from California kitchen pizza,I was a delivering driver for past 2 yrs.after picking up a order from california kitchen pizza located burbank ca.i had bad experience i arrived i waited over 30 minutes for my order.after one of the employed gave copy of my receipt he ask me back for my copy he didnt have his own copy i asked dont u have a copy machine he said yes but he didnt know how to operate it.soones i handle my copy he started giving my order name by name each item was label with customer name .after after he said my order was complete.ihe was marking each item in my receipt.after he told was totally complete.i left to drop off client food .after arriving i was missing 1 small item than i made a phone over to his manager to explain what happen.minutes or hr after i get cant log in my app. To work next day .i was been told by my corporation that manager of california kirchen puzza had giving a story about me telling him that he need it to reimburse $$$ if i need to go back and recover what ever item i was missing .i never said that .so they took me off my schedule for someone else making a mistake.lost my morning job.but thank you to manager at this location in burbank ca
"""Great work environment""",5.0,4.0,5.0,5.0,4.0,5.0," Oct 2, 2017",Current,Anonymous Employee,,Yes,Yes,Neutral,Full-time,Less than a year,Teamwork is very important; managers always have your back.,Could probably make more money in fewer hours at different restaurant.,No advice needed.
"""Not for a real bartender.""",2.0,1.0,3.0,3.0,1.0,3.0," Oct 17, 2017",Current,Bartender,"Bellevue, WA",No,No,Neutral,Full-time,More than 3 years,"People that work there are sweet, the pizza isn't bad, kitchen keeps low ticket times, rotating tap selection is actually good.","Micromanagement, scheduling issues, for most of the staff it's their first job in the industry so sections are tiny and people freak out, very limited bar almost like a hotel bar. No matter your experience you have to train over a week to even be able to use a jigger.","Get scheduling right, fix training schedule and train for more than 4 table sections, if you want a bartender make it a real bar, stop hiding in the office when it's busier or stop hovering over one person when just running food would fix other people."
"""okay for high school""",2.0,2.0,2.0,1.0,2.0,3.0," Oct 17, 2017",Current,Anonymous Employee,,Yes,Yes,Yes,Part-time,More than a year,tips and friendly people to work with,long hours and rude customers,
"""Great Company!""",5.0,4.0,5.0,5.0,3.0,5.0," Sep 26, 2017",Current,Food Server,"San Diego, CA",No,No,Neutral,Full-time,Less than a year,Promoted from within. Great opportunity to move up.,Not the greatest pay ever.,
"""Bartender""",3.0,5.0,4.0,2.0,2.0,1.0," Oct 6, 2017",Past,Anonymous Employee,"Denver, CO",Neutral,No,Neutral,Part-time,More than 3 years,The culture surrounding CPK was decent. They absolutely do strive to deliver great quality products to its customers.,"It is quite obvious that the company is poorly run. Inventory is typically way off, managers are all over the board and the system for paying employees typically involves IOUs.",
"""Hostess""",5.0,4.0,,,,," Sep 21, 2017",Past,Anonymous Employee,,Yes,Yes,Neutral,Part-time,,Training was thorough and managers were extremely helpful,Not much to complain about,
"""consistent tips""",3.0,4.0,3.0,3.0,4.0,3.0," Oct 5, 2017",Current,Server,"Orange, CA",Yes,Yes,Yes,Part-time,More than 5 years,There is a slow employee turnover rate. Most people who work there are chill. Consistent money.,The company is very corporate. You sound like a robot if you follow the script of what to say to customers.,
"""A real family environment""",5.0,5.0,4.0,4.0,3.0,5.0," Sep 19, 2017",Current,Server,"Lone Tree, CO",No,Neutral,Neutral,Part-time,More than a year,"Great management, 50% off food, thorough training program, workplace family culture",Hard to get full time hours,Keep up the good work!
"""Server""",5.0,5.0,5.0,5.0,3.0,4.0," Sep 1, 2017",Current,Server/Bartender,"Raleigh, NC",Yes,Neutral,Neutral,Full-time,More than 3 years,They are very flexible with hours. Being a student I have never had a time where I have not been able to have my ability as such that I could not be at school.,They keep raising the menu prices which sometimes makes guests dissatisfied.,
"""Dealing with difficult people skillfully is key""",3.0,4.0,4.0,2.0,1.0,2.0," Sep 2, 2017",Past,Host/Hostess,"San Diego, CA",Yes,Yes,Neutral,Part-time,More than a year,20% discount off of restaurant's menu for employees during break,"Minimum pay, very little break time",
"""Paid my way through school""",5.0,4.0,5.0,3.0,2.0,3.0," Aug 16, 2017",Past,Server/Server Trainer/Bartender,"South Florida, FL",No,No,Yes,Part-time,More than 3 years,"Encourage individuality (tattoos, piercings, hairstyles)<br>Youthful coworkers if you're a server.<br>Delicious food.<br>Flexible scheduling.","Attracts tourists (bad tippers) and older people (demanding, bad tippers).<br>Forced to promote the Rewards Program.<br>Food still expensive even with 50% employee discount.<br>Business fluctuates dramatically during the year.",
"""Server""",5.0,5.0,5.0,3.0,3.0,4.0," Aug 15, 2017",Past,Server,"Troy, MI",No,No,Neutral,Full-time,More than 5 years,"Fun environment, good money, and great food",Customers can be rude sometimes,
"""SERVER""",4.0,,,,,," Aug 9, 2017",Current,Anonymous Employee,,Yes,Yes,Yes,Part-time,,Good Management<br>Good Tips<br>Good work environment,Snobby Costumers<br>Management too lenient<br>Poor Scheduling,
"""Great company but will depend on your location and management team.""",3.0,4.0,5.0,4.0,2.0,1.0," Aug 22, 2017",Past,Server,"Orem, UT",Yes,Yes,Neutral,Full-time,,California state of mind atmosphere.<br>Pretty laid back job for the most part.<br>Decent money especially around holidays.<br>Flexible scheduling.,Managers often just stand around on their phones complaining about the staff which results in very low morale among employees.<br>Hard work frequently goes unnoticed so there is no motivation to try and stand out.<br>Lazy managers - you can tell they only care about numbers so they can make their bonus.<br>Too much miscommunication and disagreement between managers. Makes them look weak to the staff.<br>Kitchen manager makes everybody hate their lives while at work and does nothing to try and improve himself.<br>They pay very little and expect a lot but never lead by example.,"Make sure your managers all get along before hiring a new one. Send in secret shoppers more to observe the dynamics of the restaurant because anyone can pretend to pull it together when corporate is in town. Motivate your employees with encouragement and optimism, NOT harassment and pessimism."
"""RP/VP""",5.0,5.0,4.0,5.0,3.0,4.0," Aug 7, 2017",Current,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,More than a year,Best Job Ever Culture-People Leadership,Compensation Profit Sharing Private Equity Owned,Compensation should be looked at in depth
"""CPK""",4.0,5.0,3.0,3.0,3.0,3.0," Aug 6, 2017",Current,Server,"San Antonio, TX",Yes,Yes,Yes,Part-time,More than 5 years,Very flexible if you have a busy school schedule. Short hours but still good money. Employees are helpful and nice.,Management is a joke. Can't go over 40 hours. Management is more concerned about cutting hours than anything else. One of the managers I have will go up to a table and admit to them that you were completely wrong if you made a little mistake and make you look stupid.,Stop making the servers job harder than it needs to be.
"""Server""",5.0,,,,,," Jul 24, 2017",Current,Server,"Stanford, CA",No,Yes,Yes,Full-time,More than 3 years,"Great team, management, and environment.",Hard work on your feet all day.,None
"""Waiter""",4.0,5.0,3.0,5.0,5.0,5.0," Jul 25, 2017",Past,Server/Waiter,"Austin, TX",No,Neutral,Neutral,Part-time,More than 3 years,Great food! Hours were nice since we were in a mall and schedule requests were easy compared to most waiting jobs.,Since in the mall volume is seasonal.,Listen to your employees with an open mind
"""Assistant general Manager""",3.0,1.0,3.0,3.0,3.0,1.0," Aug 4, 2017",Past,Anonymous Employee,,Yes,Yes,Yes,Part-time,More than a year,Great benefits great food staff can be super fun to work with.,No work life balance at all 10 plus hour days and most GM's sit it their office while you do all the work. You do more than your shar of work from front of the house to back. Also while in training don't use us as free labor.,Get oout of your offices and be present and be honest.
"""Great job and a good experience""",4.0,4.0,4.0,3.0,4.0,3.0," Jul 9, 2017",Past,Server/Waiter,"Hartford, CT",Yes,Yes,Neutral,Part-time,More than a year,Great training programs for servers and good support from fellow staff. Team members also get a discount on food. A great place to work,I really can not think of any cons. I had a good experience. Management was supportive and flexible with scheduling requests,I enjoyed my experience at CPK
"""Hostess""",4.0,4.0,5.0,3.0,3.0,5.0," Jun 28, 2017",Past,Hostess,"Honolulu, HI",Yes,Yes,Yes,Part-time,More than a year,Outstanding Management<br>Free food<br>Great teamwork<br>Prize incentives,"Minimum wage<br>No free parking at some locations<br>A lot of no-shows. End up working by yourself. Sucks but its possible, even on a heavy night.",Eddie is an amazing owner!! Really cares about his employees and willing to go the extra mile.
"""Good hours, Good money, Fun People""",5.0,5.0,5.0,4.0,3.0,4.0," Jun 15, 2017",Past,Server,"Chesterfield, MO",Yes,Neutral,Yes,Part-time,More than a year,"Can make a lot of money in a short period of time during busy shifts.<br>Get your tips at the end of the day, walk home with money.<br>Atmosphere and culture is fun and it feels like a family.<br>Good food and discounts.",Lot of understaffing and turnover<br>Dependable on mall business,
"""Server""",4.0,4.0,4.0,2.0,1.0,5.0," Jun 15, 2017",Current,Server,"Columbus, OH",Yes,Yes,Neutral,Part-time,,"Great food, good management, awesome friendly staff",High prices that keep rising,More selective hiring
"""Counter Service""",5.0,4.0,5.0,4.0,4.0,3.0," Jun 12, 2017",Past,Anonymous Employee,,No,Neutral,Neutral,Full-time,,"Great place to work, great people",Business has high employee turnover,
"""CPK""",3.0,4.0,5.0,3.0,3.0,3.0," Jun 26, 2017",Current,Anonymous Employee,,No,Neutral,Neutral,Part-time,,Good people to work with,Decent if you're a college student,
"""Front-of-the-House Server""",2.0,3.0,1.0,1.0,1.0,1.0," Jun 27, 2017",Past,FOH Server,"Natick, MA",Yes,Yes,Yes,Part-time,More than a year,Comprehensive Server training program for two-weeks prior to serving customers. Required to pass a role play server scenario with management acting as customers. Will need to know the menu well and the upsells prior to serving customers. Typically hire a good team a people.,Command and control management style at this particular CPK I worked at. Uneven distribution of income producing table sections for servers. Strong cultural division between the Back-of-the-House and the Front-of-the-house due to language barriers. Strong division between management and employees. Went through three manager changes over a course of one year.,"Train your Managers in leadership, coaching, culture building and empathy, not just process control and making the numbers. Work on growth development of your BOH employees, particularly with language skills in the industry. Create an exit interview process to gain valuable information why your employees are leaving. Limit the amount of Manager changes in one year."
"""Bittersweet""",2.0,4.0,2.0,2.0,2.0,3.0," Jun 21, 2017",Past,Server/Waiter,"Laguna Hills, CA",No,No,Yes,Part-time,More than a year,"Tips, can kind of do your own thing, when you're their favorite you get lots of shifts and food sections","The Staff, they play favorites, cut hours, can be cliquey, tips aren't very much. Customers are an older clientele too.","Make sure you have a fave to fave conversation with the people you decide to let go, rather than to just stop scheduling , very unprofessional. Okay"
"""It's been great everyone is so friendly""",5.0,3.0,3.0,4.0,4.0,3.0," May 31, 2017",Current,Host,"Paramus, NJ",Yes,Yes,Neutral,Part-time,Less than a year,The staff is so nice and everyone seems to care about seeing the company improve and get better. To me that's what matters the most!,I don't see any cons in the company yet. I am sure I will find some but not yet I'm still getting used to everything!,
"""Server""",5.0,,,,,," May 30, 2017",Past,Anonymous Employee,,Yes,Yes,Neutral,Part-time,More than 3 years,Taught you a lot about the the foods that were served. Provided tests and training . The staff was supportive.,Sometimes did not get scheduled the way I wanted to. Policy towards paying non servers changed to the disadvantage of those people.,Be more considerate about the pay structure for non-servers. Making take out people rely on tips as a large portion of the income isn't fair because most people don't tip on takeout.
"""Server""",5.0,5.0,5.0,5.0,5.0,5.0," May 28, 2017",Past,Server,"Clackamas, OR",Yes,Yes,Neutral,Part-time,More than 5 years,401k and health insurance<br>Half off on Employee Meals<br>Company Growth,Clientele was bad compared to Hawaii location,
"""CPK""",4.0,4.0,5.0,5.0,3.0,3.0," May 26, 2017",Current,Shift Leader,"Orange, CA",Yes,Neutral,Yes,Part-time,More than 3 years,Great benefits for employees who average 30+ hours per week. Flexible schedules. Lots of opportunity for upward movement.,New company ownership has taken away some benefits for part-timers. Can be difficult to get the 30 hours necessary for health benefits.,
"""From dishwasher to busser to Server""",5.0,5.0,5.0,4.0,4.0,3.0," May 24, 2017",Current,Server,"Fresno, CA",Yes,Neutral,Neutral,Part-time,,great atmosphere. Team work. only work for 5 hours or less and tips make it worth it. You get to meet different people everyday and then there are also the regulars which you can learn their likes and dislikes.,a little stressful when you get the busy rush but is part of the job and management is always asking if you need help.,Keep on promoting employees it shows appreciation
"""The Monterey CPK was a great place. Management is friendly.""",4.0,4.0,4.0,3.0,3.0,4.0," May 11, 2017",Past,Server,"Monterey, CA",Yes,Neutral,Neutral,Part-time,Less than a year,"Understanding, nice, everyone is pretty friendly, Organized, let's you know things in advance, and it is pretty busy there at nights.",One of the managers in my description is nice one minute and then doesn't care the next he is lazy. I won't give names or what they look like .,
"""Stressful Place to work.""",2.0,3.0,3.0,3.0,3.0,3.0," May 20, 2017",Past,Hostess,"Farmington, CT",No,Neutral,Neutral,Part-time,More than a year,You learn great customer service skills.<br>Discounted food.,Most coworkers and management were VERY negative.,
"""Bad.""",1.0,4.0,1.0,1.0,1.0,1.0," Jun 6, 2017",Current,Anonymous Employee,,No,No,Neutral,Part-time,,Absolutely None. Overall bad experience,"Apathetic management, and overall nastiness in the work place",Need to change company culture
"""Server""",4.0,3.0,5.0,3.0,3.0,4.0," Apr 28, 2017",Past,Anonymous Employee,,Yes,Yes,Neutral,Part-time,,Great place to work. Fun environment. Great support from coworkers. And great product.,The menu IS a little pricey for what it is. And especially with the tons of other options for pizza.,There are a LOT of options. Streamline. Use specialty items as seasonal specials. There are always a tons of promotions that are constantly changing. Keep it simple.
"""Server""",4.0,5.0,3.0,3.0,4.0,5.0," Apr 25, 2017",Current,Server,"Tampa, FL",No,No,Neutral,Part-time,More than 5 years,I have served many places and this is by far the easiest amount of work for the most amount of money. As a server I have used tip bucket and normally average 18-20 in tips per hour for each month. It's easy picking up and giving up shifts. They schedule based on performance and very little politics when giving sections. There are a few employees who do get whatever they want but they have been there for 5 plus years. Basic employee discounts and benefits. Seems like they are trying to sell the company again so that means they are raising prices and taking off menu items that make us different from other pizza places.,Small restaurant and annoying when you have to work with a lot of people on the weekends. The company acts like it has culture but it doesn't. They think remodeling the store creates a laid back California atmosphere but they cram as many tables in the dining room as they can and its a tight fit making everyone uncomfortable. They are clearly looking for profits. The company was in the red for like 8 years and finally have been green due to increased menu prices year after year however customer count has gone down. Wonder why?!? They take all the good stuff off the menu so they can cut corners on ordering and prepping labor. Brandon mall closed because the mall wouldn't renew their lease because they themselves saw it was so slow.,"Stop taking short cuts. If your about the guest experience don't just comp food, but hold servers and management responsible for their experience and stop putting lame general managers in charge. Give them back to texas roadhouse and take GJ too!"
"""Busser""",4.0,2.0,2.0,5.0,4.0,3.0," Apr 25, 2017",Current,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,Great part time and great tips.,The corporate setting can get stale after a while.,Less micro managing
"""Hostess""",4.0,3.0,4.0,3.0,3.0,3.0," Apr 23, 2017",Past,Hostess,"Mission Viejo, CA",No,Yes,Neutral,Part-time,More than a year,Great job when you're just trying to make some extra money,Takes a while to move up,
"""I love it. The kitchen the menu. The service The mood.""",5.0,5.0,5.0,5.0,5.0,5.0," Mar 15, 2017",Past,Pizza Maker,"Westwood, CA",No,Yes,Neutral,Part-time,More than 8 years,Because I like the food special the pastas. It's so delicious,Be a kitchen manager. And for learn more and be a chef in the future,You guys should open more cpk in culver city
"""Hostess Review""",2.0,2.0,2.0,2.0,2.0,1.0," Mar 30, 2017",Current,Anonymous Employee,,Neutral,Neutral,Neutral,Part-time,,easy job with no required script,"management can be disrespectful and unorganized, favoritism plays a large part in getting shifts.",rediscover team meetings. stop treating staff like cattle.
"""Server""",3.0,4.0,3.0,3.0,2.0,1.0," Mar 27, 2017",Current,Anonymous Employee,,Yes,Neutral,Neutral,Full-time,,"Fun environment, can make some really good money.",Management could be a lot better.,"Learn how to talk to your employees, not at them. Also, every manager should be on the same page, things shouldn't be different every shift depending on what manager is working."
"""Love CPK""",5.0,5.0,5.0,5.0,5.0,5.0," Mar 10, 2017",Current,Anonymous Employee,,Yes,Yes,Yes,Part-time,More than 3 years,I haven't worked for such a wonderful place in a long time. Ive been here 2 yrs now and absolutely love it! They take very good care of their employees. Lots of available benefits for FT.,Bread service especially when you have guests who fill up on it with multiple rounds of bread,
"""Amazing Restaurant to Work For!""",5.0,5.0,5.0,5.0,4.0,5.0," Mar 1, 2017",Current,"Hospitality Manager, Director of Marketing, Head of Training","San Antonio, TX",Yes,Yes,Yes,Part-time,,"Great management, friendly staff, flexible hours and schedules. They try to promote from within when possible. Extremely high cleanliness and health standards.","None that I can think of currently. As a server, host, busser, cook, etc. you're not going to make a ridiculous amount of money; you make a typical amount for the industry. You also don't qualify for benefits unless you consistently work a high number of hours.",
"""Hostess""",5.0,5.0,5.0,5.0,5.0,5.0," Feb 28, 2017",Past,Anonymous Employee,,Yes,Neutral,Yes,Part-time,More than 3 years,flexible work hours and great communication with managers,I do not have any cons,
"""Management sucks!""",4.0,4.0,4.0,5.0,3.0,1.0," Feb 28, 2017",Current,Server,"San Diego, CA",Yes,Neutral,Neutral,Full-time,,"The food is delicious, the people are very nice people.",Management has a lot of dissension. If at several managers walk out. The GM is condescending and degrading. Scheduling fluctuates.,Chill out. Try treating your play employees with respect and not playing favorites. Stop fighting with each other and work on making the restaurant better.
"""Great Company""",5.0,5.0,5.0,5.0,5.0,5.0," Feb 27, 2017",Current,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,"Food is delicious, great atmosphere, friendly clientele.","potential for long shifts, walk home tips are not guaranteed",
"""Enjoyed it there""",5.0,5.0,5.0,5.0,5.0,5.0," Feb 21, 2017",Past,Studio Manager,"Los Angeles, CA",Yes,Yes,Neutral,Full-time,More than 3 years,Creative Team. Good pay opportunities.,Long days. Tired of the same smell all day.,None
"""Server""",4.0,4.0,5.0,4.0,5.0,3.0," Feb 14, 2017",Past,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,"Good atmosphere, good benefits",Wasn't very busy at the store I worked at.,
"""server""",3.0,3.0,3.0,5.0,3.0,1.0," Feb 28, 2017",Past,Anonymous Employee,,Yes,Yes,Neutral,Part-time,,"Staff was great, they take their time training, and like to promote from within the organization.","the location is terrible, its rarely busy, and the district managers are not very good about listening to complaints.",
"""Work Life At CPK""",5.0,5.0,5.0,3.0,4.0,4.0," Feb 12, 2017",Current,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,More than 3 years,Excellent coworkers and very relaxed.,Host are inconsistent because they do not get paid a lot.,
"""Best company to work for!""",5.0,5.0,5.0,5.0,5.0,5.0," Feb 9, 2017",Past,Anonymous Employee,,Yes,Yes,Yes,Part-time,,"Great management, awesome staff at CPK",I do not have any cons to this company,
"""A Great Place to Work""",4.0,3.0,4.0,3.0,4.0,3.0," Feb 1, 2017",Past,Managing Partner,"Redondo Beach, CA",Yes,Neutral,Yes,Full-time,More than 8 years,"Competitive Salary, Great Benefits, Flexible Scheduling",Difficult to progress career after entering management.,
"""Server""",3.0,2.0,3.0,4.0,3.0,2.0," Feb 14, 2017",Past,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,There was always lots of business and money to be made! You just had to put in the effort but you could easily walk out with $100+ in a night,The management was awful. They clearly hated their jobs and made me hate mine at times.,Look like you're happy to be there-not just around guests-but employees as well. It makes a difference.
"""Epic Food, Epic Job""",5.0,3.0,5.0,5.0,5.0,5.0," Jan 30, 2017",Past,Anonymous Employee,,Yes,Yes,Yes,Full-time,,"Pride in the service, food, and atmosphere.",Be prepared to work long hours,
"""Server""",3.0,5.0,1.0,2.0,2.0,2.0," Feb 3, 2017",Past,Anonymous Employee,,No,Yes,Neutral,Part-time,More than 3 years,flexible hours and scheduling within the company,8 bucks to spend on pizza with workers comp,
"""Server""",4.0,5.0,4.0,4.0,3.0,4.0," Jan 19, 2017",Current,Anonymous Employee,,Yes,Neutral,Yes,Full-time,,"Great environment to work in<br>Very friendly staff<br>Great company culture<br><br>I always look forward to going into work not only to make money, but because of the people that work there","Working in the customer service industry is not always an easy task and every customer is different from the other, having said, some customers are hard to deal with",Understand that employees genuinely do need certain days off and respect when they tell you in advance they need days off
"""Awesome!""",5.0,5.0,5.0,5.0,3.0,4.0," Jan 17, 2017",Current,Anonymous Employee,,Yes,Yes,Yes,Part-time,More than 5 years,Great company with a great culture!,Really good place to work :),
