Title,Rating,Work Life Balance,Culture Values,Career Opportunities,Comp Benefits,Senior Management,Review Date,Current or Past Employee,Employee Title,Location,Recommends,Outlook,Approves of CEO,Full-Time or Part-Time,Time Employeed,Pros,Cons,Advice to Management
"""Good pay but that's it.""",2.0,2.0,3.0,2.0,1.0,2.0," Jan 8, 2018",Current,Cook,"Sullivan, MO",No,No,Neutral,Full-time,More than a year,Good hours with overtime pay,no benefits besides one week vacation,
"""Great Coworkers; Tedious job""",3.0,4.0,4.0,2.0,1.0,4.0," Jan 8, 2018",Current,Host,"Grand Rapids, MI",No,Neutral,Yes,,More than a year,Great staff. Enjoyed working with most people.,Was not able to move up easily to a server position.,
"""Cook,dishwasher and prep""",5.0,5.0,5.0,4.0,5.0,5.0," Dec 24, 2017",Past,Anonymous Employee,,Yes,Yes,Yes,Full-time,,I love cooking being able to work period,I didn't have no downside,I like how you run management by supporting your employees on everything they do for the business.
"""Line cook, prep cook, meat cutter""",3.0,3.0,2.0,2.0,3.0,4.0," Jan 6, 2018",Past,Anonymous Employee,,No,No,Neutral,Full-time,,Like most restaurants the people,"Corporate...high turn over, and no appreciation.",
"""It is what it is.""",3.0,1.0,3.0,2.0,3.0,3.0," Jan 7, 2018",Current,Cook,"Saint Paul, MN",No,No,Neutral,Part-time,More than a year,Best people and management I have ever worked with.,"My hrs suck, 20-35 hrs a week, never know the end of my shift so I can never make plans, way under-staffed most days and expected to be perfect at the same time.","Schedule an end to peoples shifts with a signed agreement that they may have to stay later, not knowing when you are done makes it hard to find a babysitter, have friends, go to family functions, have a life in general. And STOP telling your people you went through worse, we don't care what you did or didn't do for that mater, we are not you, our needs all verry. We have school, kids, babysitters, kids events and life's. Get your stuff together, schedules are usually at least two weeks out for people in food, yet we get our 3-1 days before the next week...... You get on us to do our jobs, DO YOURS!."
"""Good college job""",3.0,4.0,3.0,4.0,3.0,1.0," Jan 4, 2018",Past,Server/Bartender,"Milwaukee, WI",Yes,Neutral,Neutral,Part-time,More than 5 years,Co-workers are amazing<br>Management is generally flexible<br>Good money if you put in the time and effort,Corporate rules are too strict<br>HR has a massive ego<br>Low scale food = low tips,
"""Applebees""",3.0,,,,,," Jan 3, 2018",Current,Anonymous Employee,,Neutral,Yes,Neutral,Part-time,,Working with the employees.<br>Seeing and making the customers happy.,Customers with nasty attitudes.<br>Sometimes dealing with lazy employees.,
"""Host""",4.0,5.0,5.0,4.0,2.0,3.0," Dec 13, 2017",Past,Host,"Sunrise, FL",Yes,Neutral,Neutral,Part-time,,Fun environment and people working there,Not great pay and some under qualified management,Hire more qualified managers or put them through more job specific training.
"""Rotten apple b""",2.0,1.0,1.0,1.0,1.0,1.0," Dec 28, 2017",Past,Anonymous Employee,,No,No,Neutral,Full-time,,You get to make great friends,The place treats you like dirt that used to be a better company but has been sold a few times they overwork people and burn them out the benefits are crap yet they still get to make a ton of money would never work for this place again,Pay people more money and treat them with respect
"""Server""",4.0,,,,,," Dec 12, 2017",Current,Anonymous Employee,,Yes,Yes,Neutral,Part-time,,50% off for you and one guest anyone on or off clock,Not sure yet new employee using this as side gig,
"""server""",4.0,4.0,5.0,4.0,4.0,3.0," Dec 12, 2017",Past,Server,"Eureka, CA",Yes,Yes,Yes,Full-time,Less than a year,as i server i made amazing tips for it being a small restaurant i a small town. the owners are full of love and understanding as well as the staff.,"the restaurant is new , while i was there, so there were some kinks and problems that needed to be worked out. however they were very minimal and were nothing to worry about. mainly staffing scheduling and low key problems any new business would have",i had an amazing time working in this facility over all. just keep doing with a oft heart and iron fist.
"""Manager""",4.0,1.0,2.0,3.0,2.0,2.0," Dec 13, 2017",Current,Anonymous Employee,,No,No,Neutral,Full-time,More than 8 years,"Positive environment, opportunities to grow","Long hours, hard work/life balance",
"""Host""",3.0,3.0,1.0,3.0,3.0,3.0," Dec 26, 2017",Past,Anonymous Employee,,No,Neutral,Neutral,Full-time,,Meeting new people and making money,Disrespectful customers and lazy servers,Be wise to who you hire
"""waitress""",3.0,1.0,1.0,2.0,1.0,3.0," Dec 21, 2017",Current,Server/Waitress,"Portland, OR",Yes,Neutral,Neutral,Full-time,More than a year,"tips are nice, knowing you get cash that shift and not having to wait till the next check, the menu is extremely easy to remember, the overall job is easy to do","tips are not the best, not a steady flow of customers, we close way too late, and people stiff more than you would think","treat employees as people, be more organize, communicate more with each other, and not act like a server act like a manager"
"""Kitchen Manager""",4.0,3.0,4.0,4.0,4.0,3.0," Dec 7, 2017",Past,Anonymous Employee,,Yes,Neutral,Neutral,Full-time,,"Vacation time, benefits, lots of restaurant locations",60-70 hour work weeks in the field,
"""Bartender/Server""",3.0,3.0,3.0,2.0,2.0,3.0," Dec 20, 2017",Past,Server/Bartender,"New Kensington, PA",Yes,Yes,Neutral,Part-time,More than a year,"Schedule flexibility, fast pace, always active.","Interchanging of co-workers, management favortism",Treat all employees equally.
"""assistant""",5.0,5.0,5.0,5.0,5.0,5.0," Dec 5, 2017",Past,Anonymous Employee,,Yes,Yes,Yes,Part-time,,good at all as far as I see...,nothing to say about that ......,
"""Server""",5.0,4.0,5.0,4.0,3.0,4.0," Dec 5, 2017",Current,Server,"Orlando, FL",Yes,Yes,Yes,Part-time,More than 5 years,"Managers work together in a team, have lots of patience. Also manage the schedule example if you need anytime off they work with you.","Long hours, no breaks, plates needs better presentation.",
"""My Review""",5.0,5.0,5.0,5.0,5.0,5.0," Dec 1, 2017",Current,Host,"Harrisonville, MO",Yes,Yes,Yes,Part-time,Less than a year,"Some of the pros to working as a part time employee at apple bees would have to be awesome people, regular customers, and a family feeling atmosphere.",As far as i can see there is so far no down side to working as a part time employee at apple bees.,My advice to the Management at apple bees from my perspective as only a part time employee at apple bees would be to keep up the good work.
"""Great High School Job""",4.0,5.0,4.0,3.0,3.0,3.0," Dec 5, 2017",Past,Anonymous Employee,,Yes,Yes,Yes,Part-time,,The people were very fun and my managers worked well with my busy school schedule.,"The one I worked at was not busy enough to make it worth my while. There where some nights that would be soo slow, there would be 7 servers and I would get maybe one or two tables.",
"""Applebees""",2.0,5.0,1.0,5.0,1.0,1.0," Dec 18, 2017",Past,Anonymous Employee,,No,No,Neutral,Full-time,,"Decent pay, keeps you busy","Terrible GM, promises of raises without followthrough, not enough hours, no health insurance","Make sure employees aren't doing drugs on the line, keep promises, hire a few competent employees and pay them well instead of a bunch of average ones, and train everyone on each part of the line."
"""Most dysfunctional restaurant""",2.0,1.0,2.0,2.0,1.0,1.0," Dec 18, 2017",Current,Anonymous Employee,,No,No,Neutral,Part-time,,"Convenience, fast service and good for extra learning","No team work, favoritism, no neatness with plate representation, high food waste","Considering this is a training store, you should really tidy up your own restaurant and employees before others"
"""Bartender""",3.0,3.0,1.0,2.0,1.0,1.0," Dec 16, 2017",Current,Anonymous Employee,"Houston, TX",No,No,Neutral,,Less than a year,Can be fun and fast pased,Company going downhill and fast,Care about you employees upper management.
"""Bartender and servers review for corporate owned restaurants""",3.0,2.0,2.0,3.0,3.0,3.0," Dec 13, 2017",Past,Server Trainer/Bartender,"Flowood, MS",Yes,Neutral,Neutral,Full-time,More than 3 years,"Always money to be made, never a lack of guests",Disorganized with an extreme turnover rate,"Train, explain and pay attention to the details just as you would when the regional manager is in town for an evaluation. Its hard to forget your training if you are using what you learned daily."
"""Server""",2.0,,,,,," Dec 12, 2017",Past,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,Tips can be great sometimes,Poor management and communication between management and employees,listen to your employees more and make them feel heard.
"""Host / Buser / Floater / Carside""",4.0,3.0,3.0,4.0,3.0,3.0," Nov 28, 2017",Past,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,More than 3 years,"Great money on Carside, made $15-$16 an hour (when considering tips). Servers made even more. Lovable co-workers (so long as it's not a super busy, stressful day/night at work). Flexible schedule.","Can be very stressful during some evening shifts (especially on a holiday, or sports event). You have to deal with some very annoying and very rude customers at times. You might get a low tip, if any. Very long hours, some shifts lasted anywhere between 10-15 hours with no break whatsoever.",
"""Was a memorable one.""",4.0,4.0,3.0,3.0,2.0,3.0," Nov 27, 2017",Past,Food Server,"Wilmington, DE",Yes,Yes,Yes,Part-time,More than a year,"Fast paced at times, meet great people, flexibility , most coworkers really care for the company and try their best to be a valued employee.","When it's slow, it's slow. Going downhill due to economy and the lack of good work ethic. Some employees are only there to hang out with friends rather than work.",Start taking in consideration that the bonuses you receive are directly linked to the hard work that your valued employees do.
"""Waitress""",1.0,1.0,1.0,1.0,1.0,1.0," Jan 2, 2018",Current,Server,"Berlin, VT",Yes,Yes,Neutral,Part-time,More than a year,"Great, Fun environment to work in.",The food is not that great.,
"""Flexible and understanding""",4.0,5.0,5.0,3.0,1.0,3.0," Nov 27, 2017",Past,Anonymous Employee,,No,No,Yes,Full-time,,Flexible work schedule<br>Fun and exciting management<br>Effective Training,I was a waitress so unstable pay,
"""Ok""",3.0,,,,,," Dec 10, 2017",Past,Anonymous Employee,,No,Neutral,Neutral,Part-time,,Decently cool people to work alongside.,"Low pay, angry customers, loud",Be more friendly
"""Server""",3.0,4.0,2.0,4.0,4.0,1.0," Dec 11, 2017",Past,Anonymous Employee,,No,No,Neutral,Part-time,,Money is good and nights go by fast,Very poorly managed and uneducated,
"""Hostile work environment""",1.0,1.0,1.0,1.0,1.0,1.0," Dec 30, 2017",Past,Anonymous Employee,"Queensbury, NY",No,No,Neutral,Part-time,,Stumped on this one.,"No communication. Chaos most times. Kitchen crew has a couple of good people who try their best to get it done, but they are dragged down by the chaos of those who they are forced to work with who have no clue.",Care about your staff. Hear what people have to say. People working hard for you just want to be heard and need someone to care and be supportive.
"""Server""",5.0,3.0,4.0,4.0,5.0,2.0," Nov 23, 2017",Current,Anonymous Employee,,Yes,Yes,Yes,Full-time,,Easy hours and great pay,working the weekends are obviously a bummer,help others move up when wanting too
"""Server""",2.0,,,,,," Dec 7, 2017",Current,Sever,"Milpitas, CA",No,Neutral,Neutral,Part-time,More than a year,"Great environment. They are really flexible with hours, day and night.","Management was not fair to everyone. Some were really picky with who they like. Most of the time if some things were not your fault, management will still blame you for it and I thought that was not fair.",Think through more of your decisions and not take it far right away.
"""Average Server Job""",4.0,4.0,4.0,4.0,5.0,4.0," Nov 22, 2017",Past,Food Server,,Yes,Yes,Neutral,Full-time,More than a year,Tips could be really good if you worked for them. Got a discount on food.,"A lot of the people didn't care and took advantage of some of the management (would show up late consistently, slack off on sidework).",
"""cook""",5.0,5.0,5.0,5.0,5.0,5.0," Nov 21, 2017",Current,Line Cook,"Mount Pleasant, MI",Yes,Yes,Yes,Full-time,More than a year,very friendly people work with you on schuldes,none great place to work for,very good managent team
"""Review""",3.0,,,,,," Dec 5, 2017",Current,Line Cook,"Dickson, TN",Yes,Yes,Yes,Full-time,Less than a year,Like to cook on the line,Management sucks at making people do their jobs,Make people do their jobs and stop being lazy
"""Manager""",4.0,4.0,4.0,5.0,4.0,4.0," Nov 20, 2017",Current,Anonymous Employee,,Yes,Yes,Neutral,Full-time,,"Pay, Great Team, Extensive Training, close to home","Doesn't work with school schedule so if you want to go to school full time, you won't be able to be a manager.",
"""Been with company for 5 years""",4.0,4.0,3.0,3.0,2.0,2.0," Nov 20, 2017",Current,Anonymous Employee,,Yes,Yes,Neutral,Full-time,,"Fast money , great friendships made with co workers and guest",Some managers really don’t care,"Pay attention to the bottom of the totom pole, they are the base of everything"
"""Alright""",3.0,4.0,4.0,4.0,4.0,1.0," Dec 3, 2017",Past,Server/Waitress,"Greer, SC",No,Yes,Yes,Part-time,Less than a year,"Co-workers become like family, make a very good amount of money, not a hard job to do","Not a very structured environment, can get really hectic during peak hours, most managers are of no help and rude",
"""Waitress""",2.0,1.0,,,,," Dec 2, 2017",Past,Anonymous Employee,,No,No,Neutral,Part-time,,Great food and flexible hours,Bad management and employees sometimes rude,
"""Not the best""",2.0,1.0,2.0,2.0,1.0,2.0," Dec 2, 2017",Past,Hostess,"Garfield Heights, OH",Yes,Yes,Yes,Part-time,More than 3 years,Can be a fun environment,Not good pay<br>Rude customers<br>Rude co workers<br>Bad management,Don't just hire anybody
"""server/waitress""",5.0,3.0,4.0,4.0,3.0,3.0," Nov 17, 2017",Past,Food Server,"North Vernon, IN",No,No,Yes,Full-time,Less than a year,"Meeting new people, and a positive work envoriment","unorganized, and unable to properly keep people working the right shifts,",The store i worked at was chaotic and stayed busy we had a few people who were there for awhile . MOst were new and still learning so it became very disfunctional
"""Pretty Cool""",3.0,1.0,2.0,2.0,,," Nov 30, 2017",Current,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,tips tips ...life depend on tips,Rude People and stupid co workers,
"""All Work, No Pay""",2.0,,,,,," Nov 29, 2017",Past,Anonymous Employee,,No,No,Neutral,Part-time,Less than a year,Fellow employees and food discount,"Long hours without breaks, inconsistent money",
"""Not bad""",3.0,,,,,," Nov 27, 2017",Past,Anonymous Employee,,No,Neutral,Neutral,,More than 3 years,The people that work here are nice and management is fair. The Christmas parties were always a blast. Good place to learn,"Not enough money, but then again how much can you expect. You have to be a server to make good tips",
"""Not Bad""",3.0,5.0,3.0,3.0,2.0,3.0," Nov 24, 2017",Past,Anonymous Employee,,Yes,Yes,Neutral,Part-time,,Willing to work with your schedule and a family oriented management team.,"Seniority helps get the best shifts, so it can take time to get the schedule and positions you want.",Pay the cooks more so you can retain a reliable team on the line.
"""server""",5.0,5.0,5.0,5.0,5.0,5.0," Nov 9, 2017",Current,Anonymous Employee,,No,No,Neutral,Full-time,More than a year,great working environment and management,customer base is not greatest but getting better,
"""do not reccomend""",1.0,1.0,1.0,1.0,1.0,1.0," Dec 14, 2017",Past,Kitchen Manager,,No,No,Neutral,Full-time,,nothing Refused to pay me for vacation hires felons,corporate does not care about employees,
"""Never ever again will I""",2.0,3.0,1.0,2.0,2.0,3.0," Nov 23, 2017",Past,Anonymous Employee,,No,Yes,Neutral,Part-time,Less than a year,Made cash every single shift,Slowest kitchen I have ever witnessed,Retrain
"""Can get really messy with the wrong management team.""",2.0,1.0,4.0,3.0,2.0,1.0," Nov 21, 2017",Past,Host/Hostess,"North Las Vegas, NV",No,No,Neutral,Part-time,,"If you want to work here forever YOULL WORK EVER FOREVER but ain’t nothin gone change. Pretty much they’ll only fire you if you do something that you are unable to come back from<br><br>They work with your schedule second job, horrible main job (as a host)<br><br>Friendly Coworkers and environment (obviously varies upon location)<br><br>Super easy, can do it in your sleep but doesn’t mean it doesn’t get stressful<br><br>Days can go by super productively and easy with the RIGHT management","Pay can be sooo cruddy and hours may vary. Very hard to get raises<br><br>They promise for you to move up and be trained for promotion but never follow through<br><br>We went through 6 managers while working there for less than a year.<br><br>I don’t mind doing things outside of my job description but it then became expected to do things EXTREMELY outside the job description such as doing servers side duties for them (dishes, taking their food out, refilling their guests drinks, bussing their tables keep in mind my duty is to just seat customers)<br><br>They are over staffed yet somehow during shifts are always understaffed management try’s to spend as less on employees as they can which in turns brings horrible customer servers because three servers are serving the whole restaurant and one of those servers is also the bartender who has to make all specialty and alcoholic drinks for the whole restaurant.<br><br>I found myself being a newbie training other newbies and doing it darn well but I had not been trained to train others or is it my duty that’s why they have designated trainers who are suppose to teach and observe them which they don’t cause they just said you do it.<br><br>Management is a crucial part for things to go by smoothly and hiring good management needs to be done if not there are many scenarios where you can get push overs where the employees will do whatever the heck they want and you can get one where you get a straight up dictator who try’s restructure the whole psychology of the darn place and the employees and way things work and go and are which in turn creates a hot mess with employees to angry to do what you say.<br><br>Servers or bartenders who have worked there for too long can get away with too much and seniority means something there and they know it so they take mean advantage and can easily steal tip money SPEAKING ON TIPS.....<br><br>Hosts only get 1 percent of all the servers tips who worked during your shift which normally I wouldn’t care because if my job went how it should have my job only entailed seating customers and maintaining cleanliness for the bathrooms and hosting area but they turned me and the word hosting into a fancy then they call “doing everything everyone else doesn’t want to do” i.e. train other employees, assist the servers in taking orders when they get too busy refilling their guests drinks, bussing their tables (which is their jobs or the buss boy which they refused to hire) refilling the ice chest, having me taken off the floor to do loads of dishes and rolling silverware in the back leaving a server to seat people at the door “if they have a chance”. My butt found my self having to direct a new hired and first time bartender how to do her job SHE AINT NEVER BARTENDED BEFORE AND THEY PUT HER AS A BARTENDER SOMEONE ASKED FOR A FIREBALL WHISKEY LEMONADE (an Applebee’s specialty alcoholic drink) AND SHE POURED A SHOT OF FIREBALL AND PUT A LEMON ON TOP OF IT ARE YOU KIDDING ME? But back to the original point 1 percent of tips when you do EVERYTHING THE SERVER JOBS ENTAILS EVERYTHING THEY HAD ME TAKING ORDERS. My tips would come out to 7 dollars, 10 dollars on nights I worked my BUTT OFF BUTT OFFFFFFFFFFF meanwhile they’re pocketing 300 and I’m confused because I may not be exceptional at math but that crap don’t add up cause the servers have potential to make some money but that goes back to what I said earlier is that bartenders can get away with a little too much and too slyly especially ones who’ve been there a long time, at the end of every servers shifts they divide the percentage that is to be split between the bartender and the host and give it to the bartender to distribute to the host but I feel that the bartender was skimping the hostesses tip money..<br><br>..... okay rant done. Keep in mind that that in mind this was just my experience. While that experience was a hot ask mess every any Applebee’s you get hired at is situational our situations can be vastly different so don’t get your hopes down but keep in mind that they can be triflin.",Get it together shame on you for having your employees go through 6 gosh darn managers in a year period
"""Not a very good company to work for""",2.0,1.0,1.0,1.0,1.0,1.0," Nov 22, 2017",Past,Server,"Fountain, CO",No,Neutral,Neutral,Full-time,More than a year,Meeting amazing new people everyday.<br>Fast paced<br>Great co-workers,"Terrible management<br>They fire you for having a baby if you don't return to work within 3 weeks<br>Minimal hours to prevent being ""full time""<br>The cut hours then deny FMLA","Care more about your employees. Don't target people because you don't like them, look at the work they do. Be more family oriented"
"""If you want quick money work here""",2.0,3.0,2.0,2.0,1.0,5.0," Nov 22, 2017",Current,Anonymous Employee,"Pinellas Park, FL",Yes,Neutral,Neutral,Full-time,More than 5 years,If you want money after a couple shifts it's best to work here. They throw you right in and you make your own money.,The management sucks and they play favorites. Also it is always understaffed and stressful so you better be able to hold your own.,Start caring about your employees more.
"""Applebees Manager""",3.0,1.0,4.0,4.0,3.0,4.0," Nov 21, 2017",Current,Manager,"Indianapolis, IN",Yes,Yes,Neutral,Full-time,More than 3 years,Decent money and good benefits,Long hours and a lot of menu changes,Be prepared to work long hours
"""Host""",4.0,5.0,4.0,5.0,4.0,5.0," Nov 5, 2017",Past,Anonymous Employee,,Yes,Yes,Neutral,Part-time,,"It's a fun family environment, gets busy.",Sometimes if slow or busy can determine the outcome of your food,
"""Host""",2.0,4.0,1.0,1.0,1.0,1.0," Nov 19, 2017",Past,Host,"Corpus Christi, TX",No,Neutral,Neutral,Full-time,Less than a year,Fun environment<br>Liked my coworkers,"Host pay is horrible only $5/hr and then you make horrible tip share- you only get 1% of all sales they made while you were hosting!!!<br>-Applied for server because I have 2 kids and really need the money since I don't have experience they said I could host for a while (which I was ok with) until they hired more hosts then move me up. But then they hired like 3 more servers and one was a college girl that lives with her parents with no experience but he let her be a server because ""she needs the money""",STOP SHOWING FAVORITISM TO COLLEGE STUDENTS IT'S HORRIBLE
"""Server""",4.0,3.0,3.0,3.0,3.0,3.0," Nov 3, 2017",Current,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,There is a great company culture,Tips were low because of prices,Hire more experienced managers please
"""True""",3.0,,,,,," Nov 17, 2017",Current,Anonymous Employee,,Yes,Yes,Yes,Part-time,,close to the my house,not nice odor inside of the kitchen,
"""Working was ok""",3.0,,,,,," Nov 15, 2017",Past,Anonymous Employee,,Neutral,Neutral,Neutral,Full-time,Less than a year,pretty fun people I guess,Money was not there at all,
"""good place""",5.0,5.0,5.0,5.0,5.0,2.0," Nov 1, 2017",Current,Line Cook,"Sicklerville, NJ",No,No,Neutral,Part-time,Less than a year,good place to work yes.,not that I know of,yes
"""Host""",1.0,3.0,2.0,1.0,1.0,4.0," Dec 6, 2017",Past,Hostess,"New York, NY",No,Neutral,Neutral,Full-time,More than 10 years,the people i worked with,pay was only 5 an hour plus tips,
"""Manager""",3.0,3.0,4.0,3.0,3.0,3.0," Nov 13, 2017",Past,Management,"Nashville, TN",No,No,Neutral,Part-time,More than a year,Paid well and gave raises as they should. Training program was excellent.,Bonus program was hard to attain.<br>Medical insurance could be better.<br>Longer that usual for salaried hours.,Do better back round checks on those hired.
"""I wish I could give less than one star""",1.0,1.0,1.0,1.0,1.0,1.0," Dec 4, 2017",Past,Line Cook,"Wilkes-Barre, PA",No,No,Neutral,Full-time,More than 3 years,Days off (sometimes) and free disgusting food. Coworkers were all a bunch of drama queens or drug addicts. I really can’t say anything good about this place.,"Horrible management, very dirty, food is awful, I felt bad sending it out. Almost everything is cooked in the microwave. Every station has 2 microwaves. Nothing is fresh. The mashed potatoes come in bags that go in the steamer because they got too lazy to make them anymore.",Close this place down.
"""Server""",4.0,4.0,4.0,4.0,4.0,4.0," Oct 29, 2017",Past,Server,"Bay City, MI",Yes,Yes,Yes,Full-time,More than a year,The money was exceptional and meeting new people was always a plus.,High volume and very stressful enviroment.,
"""Good money but hard work""",3.0,3.0,3.0,3.0,4.0,3.0," Nov 12, 2017",Past,Server,"Indio, CA",Yes,Yes,Yes,,More than 10 years,"Made excellent tips, decent hours, had good feedback from guests often","Other employees would like to start problems with each other, breaks we're encouraged NOT to take and if you did you were punished by having to stay longer, managers were bad at communicating with employees some of the time",Communicate with employees better and not get involved with employees drama and take sides.
"""bartender""",3.0,,,,,," Nov 13, 2017",Past,Anonymous Employee,,Yes,Yes,Neutral,Part-time,,"good money, flexible schedule, convenient.","no health insurance, management is inexperienced.",
"""Greeter""",1.0,3.0,3.0,5.0,3.0,3.0," Dec 4, 2017",Current,Anonymous Employee,,No,Neutral,Neutral,Full-time,,It was okay but so busy,No time outside of work,
"""Choose a good location""",2.0,,,,,," Nov 13, 2017",Past,Anonymous Employee,"Lawrenceville, GA",Yes,Yes,Yes,,More than a year,Quick money when you need it,Horrible management at my location,
"""Kitchen""",5.0,3.0,5.0,5.0,4.0,5.0," Oct 28, 2017",Current,Kitchen Staff/Host,"Devils Lake, ND",No,No,Neutral,Full-time,More than a year,My co-workers are nice and i made a lot of friends,When some staff quit you have to work for their time,Keep up the good work the food is great.
"""General Manager""",1.0,1.0,1.0,1.0,3.0,1.0," Dec 3, 2017",Past,General Manager,"Lansing, MI",Yes,Yes,Neutral,Full-time,More than 5 years,I have none to write about.,"no work/life balance as they preach<br>long hours, promote from within to replace higher paid managers",
"""Bus boy""",4.0,1.0,,,,," Oct 26, 2017",Past,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,Got a job which is good,Job sucked and i left,
"""great company to get started in the food business world""",3.0,1.0,1.0,2.0,2.0,1.0," Nov 9, 2017",Past,Anonymous Employee,,No,Neutral,Neutral,Full-time,,get to travel<br>short work shifts<br>dead during the winter,not great friendly people to work with,
"""Average serving job""",2.0,4.0,2.0,3.0,2.0,2.0," Nov 9, 2017",Current,Server,"Mira Loma, CA",No,Yes,Neutral,Part-time,More than a year,"Working with fun people, easy money, flexible hours","Management, customers are rude, always on your feet","Treat employees better, the customers always right attitude is understandable but you should build a strong relationship with your staff"
"""Bartender/ Server""",1.0,1.0,1.0,1.0,1.0,1.0," Nov 29, 2017",Past,Server/Bartender,"Horn Lake, MS",No,No,Neutral,Full-time,Less than a year,You have the ability to take home money daily. Plenty of opportunities to meet new people and learn about the surrounding area.,"Extreme hours. Some days as long as 14 hours with no breaks. It was expected for you to devote 6 days a week to Applebee’s with most days over 8 hours. The restaurant was filthy, invested with fruit flies and roaches, in which no actions took place to correct it. No team work was displayed nor a care for the customers or restaurant itself. The management was unprofessional at best. They refuse to give access to pay stubs or Human Resources. Management allowed employees to use drugs and alcohol while on the clock. They do not invest in employees, but expected you to go above and beyond for them. I personally had an incident where a manager closed a check in cash behind my back, which if I did not catch it I would have personally paid for that check unknowingly.","Care. Care about your restaurant; the appearance, the food quality, the guest experience. Actually invest into your employees that are willing to invest into you. Accept the flaws that are there and take affirmative action to correct it. A restaurant is only as bad as the person managing it. They lead by example and set the standards."
"""Line cook job reviews ok""",3.0,2.0,3.0,3.0,3.0,3.0," Nov 7, 2017",Current,Anonymous Employee,,Neutral,Neutral,Neutral,Full-time,,"Good hours, decent pay and room to grow","Long hours, poor environment, management not the best",quit
"""Assistant manager""",2.0,3.0,1.0,2.0,5.0,2.0," Nov 7, 2017",Past,Anonymous Employee,,No,Yes,Neutral,Full-time,,Great pay for starting salary,Don't care about the customer service and employees,
