Rating,Review Date,Employee,Description
1.0,"Jan 27, 2016","Current  Server  in Irvine, California","["" Best was 50% off employee meal... which use to be $1 after 3 years... but the new owner changed that. Also we use to be able to wear black pants, and now we have to wear jeans. As the minimum wage rises to accommodate for price increase, so does CPK's items, which is ridiculous and defeats the purpose of raised the minimum wage.""]"
3.0,"Dec 04, 2015","Current  Employee  in Huntington Beach, California","[' Decent benefits package, however only available to employee who work full-time. Part-time employees have no benefits. Must enroll online.']"
2.0,"Dec 02, 2015","Former  Employee  in Alpharetta, Georgia",[' No perks. I was surprised to find that there were no perks associated with this job. This is the case with most server jobs anyways']
1.0,"Nov 28, 2015","Former  Server  in Skokie, Illinois",[' N/A. Little time off... but can be requested 2 weeks in advance.']
5.0,"Nov 11, 2015","Current  Busser/FoodRunner  in Irvine, California","["" I get to eat and enjoy all the different pizza's. Surrounded by a young community and love who I work with!""]"
3.0,"Nov 23, 2015","Current  Employee  in Denver, Colorado","["" Best are my coworkers. Worst is the pay. Bartenders don't make nearly enough""]"
4.0,"Nov 08, 2015","Former  Food Server  in Sacramento, California",[' I got insurance and 401K access. Cannot beat that as a server.']
4.0,"Nov 04, 2015","Former  Server  in Arlington Heights, Illinois",[' Half off discount was the best part']
4.0,"Oct 22, 2015","Former  GM  in Los Angeles, California",[' Decent health insurance. Not a competitive vacation package.']
2.0,"Nov 04, 2015","Former  Employee  in Bellevue, Washington State",[' Managers allowed flexible schedules to accommodate schooling']
1.0,"Nov 25, 2015","Current  Server/Waiter  in Troy, Michigan","[' You cannot receive benefits unless you work full-time. However, there are too many employees working to get enough shifts to be eligible for benefits.']"
3.0,"Oct 21, 2015","Former  Host/Hostess  in Santa Monica, California",[' requesting time off is extremely difficult.']
3.0,"Oct 07, 2015","Current  Server Trainer  in Honolulu, Hawaii","[' they offer health insurance in Hawaii if you work a minimum of 20 hours mainland stores it\'s a minimum of 30. offer 401k but does not match. offered a yearly ""bonus"" check on your anniversary date IF you make the required hours']"
3.0,"Sep 29, 2015","Current  Server  in Nashville, Tennessee","["" The best thing about the restaurant is the staff who you work with. The worst, is the company rewards program that isn't worth anything but getting customers to sign up still a mandatory aspect of the job.""]"
5.0,"Sep 13, 2015","Current  Employee  in San Diego, California","["" I don't get the benefits package because I am a part time employee""]"
2.0,"Sep 09, 2015","Former  host, takeout server  in Westwood, California",[' I was working part time so I did not get any benefits from CPK.']
3.0,"Sep 08, 2015","Former  Server/Hostess  in Irvine, California","["" I wasn't a salaried employee, so I didn't get benefits. I was able to get vacation time off, but not paid.""]"
2.0,"Sep 08, 2015","Former  Server  in Lakewood, Colorado",[' The best thing about working here was the flexibility in the schedule. The worst was being dependent on tips.']
3.0,"Sep 06, 2015","Former  Hostess  in Palo Alto, California","["" As a part time employee I didn't get any benefits except I think medical was listed, but I had my Father's insurance at the time. Can't talk about any benefits really.""]"
5.0,"Aug 04, 2015","Former  Server  in Los Angeles, California","["" Obviously full-time employees receive almost all of the benefits listed below, but as a part-time employee you don't receive even half of that. But that being said for a restaurant job as a part-time employee you have access to so many benefits that many other places do not offer.""]"
2.0,"Aug 01, 2015","Former  Employee  in Fresno, California",[' You can switch on hot schedules your shifts with manager approval']
4.0,"Jul 08, 2015","Current  General Manager  in Birmingham, Alabama","[' Overall the benefits are good. The health insurance I feel is more expensive than what I am used to, and also not as good.']"
3.0,"Jul 13, 2015","Former  Employee  in Bellevue, Washington State",[' Time is flexible on your vacation days. Worst thing is that they do not allow overtime work.']
3.0,"Jul 12, 2015","Former  Line Cook  in Waikïkï, Hawaii","["" The environment is very legalistic; granted, it is corporate. It operates like a manufacturing line... If you honestly enjoy being a cook for your occupation, I'd recommend somewhere less bottom-line driven -- somewhere that management actually appreciates food.""]"
4.0,"May 23, 2015","Current  General Manager  in Raleigh, North Carolina","[' Great benefits. Standard, but have been very helpful during my career.']"
3.0,"Jun 21, 2015","Former  Server  in Boulder, Colorado","[' It takes a while to be eligible to receive a benefits package that is actually worth using. If you work 40 hours per week, you are eligible for the worthwhile package after 6 months I believe?']"
3.0,"Jun 06, 2015","Current  Employee  in Hartford, Connecticut","[' In relation to other serving jobs the benefits are average, but compared to a non-serving job they are below average.']"
4.0,"Oct 01, 2014","Current  agm  in Warrenville, Illinois",[' Many options and coverage.. .but costly']
1.0,"Aug 07, 2014","Current  Manager  in Los Angeles, California","["" They offer a fairly generous vacation benefit to managers but don't let you take it, then tell you you have too many hours of vacation available so you can't accrue any more which means you lose that time. The insurance package has changed 3 times in 5 years, each time for the worse. The work from home program is in addition to your regular 60 hour week, not part of it. The bonus program has changed so many times in the last 5 years that I don't even try to calculate it anymore. We do get a generous discount program but most of us never use it because if we came in with friends or family we would spend the entire meal dealing with employee issues and honestly, I see the food all week, why would I come in and eat it on my very precious time off?""]"
