Title,Interview Date,Employee Type,Offer,Experience,Interview Type,Application,Interview,Question
Waitress," Feb 23, 2017"," Anonymous Employee in  Appleton, WI",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took 4 days. I interviewed at Applebee's (Appleton, WI) in February 2017.""]","[""I was first called about the Applebee's job a couple weeks before my interview and an interview was scheduled but then for whatever reason I forgot about it, well I had the days mixed up. And I missed it without calling and cancelling. Woops..."", 'I thought that job was out of the question for sure but a couple weeks later the same Applebees called again and he never even said a word about the first interview even. I have a pretty distinct name so I know he couldnt have just forgot.', 'Well the restaurant is located in Appleton, WI and I live 35 minutes North of there in Green Bay, WI. So when he scheduled the interview, he mentioned that he also lived in Green Bay and that he would meet me at Starbucks the next day for the interview to save us both a drive. Which I thought was awesome!!!', 'I met him at the Starbucks and we talked for just a short period of time. He didnt ask all those questions that make you feel uncomfortable and put you under the spotlight. So that was cool and then he hired me on the spot and asked me if I could come in the next day and do orientation. I got lost and was late so I called but I got there and everyone was very welcoming. Cracked some jokes about being late lol', 'But I have since started and everyone is super awesome. Im happy at this job. I have not waited my own tables yet or received tips.', 'So unsure how the pay is or if its biweekly or whatever. But Im happy thus far.']","[' What restaurant have you eaten at in Green Bay that you would say has good customer service/hospitality? And what makes their service good in your opinion? \xa0 ', '1 Answer']"
Server," Jun 3, 2017"," Anonymous Employee in  Port Charlotte, FL",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. I interviewed at Applebee's (Port Charlotte, FL) in January 2017.""]",['Had to do go in twice first and second interview. Both interviews were done by different managers. They both ask almost the same questions. I need five more words to complete this.'],"[' Do you have open avalability? How much are you looking to make a week? Where have you worked before? What are your strengths? What are your weaknesses? Simple questions. They make you type 30 words for this review \xa0 ', '1 Answer']"
Server," Dec 17, 2016"," Anonymous Employee in  New York, NY",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied through an employee referral. The process took 1 day. I interviewed at Applebee's (New York, NY).""]","['20 minute interview with the general manager, we sat down at a table, interview was pretty straight forward. Make sure to inquire about hiring during non-busy times in the restaurant.']","[' Sell me this salt and pepper \xa0 ', 'Answer Question']"
Hostess," Jan 21, 2017"," Anonymous Interview Candidate in  Kokomo, IN",['No Offer'],['Neutral Experience'],['Easy Interview'],"[""I applied online. The process took 2 days. I interviewed at Applebee's (Kokomo, IN) in January 2017.""]","[""I applied online and got an email the next day to call to schedule an interview which I did. The first interview was really good I interviewed with the manager and he seemed really nice and laid back and was easy to talk to. Didn't get asked many questions just why I was applying and what my availability was, etc. He then scheduled a 2nd interview with the GM for the next day and that interview was very quick. I had to wait about 20 minutes for the interview to start and once it did it lasted about 3 minutes. The GM was very nice and he asked me the exact same questions the other manager did and said they'd call me the following Monday with their decision. Didn't get a call but got a rejection email the next day.""]","[' What is your availability? \xa0 ', 'Answer Question']"
Server," Jan 23, 2017"," Anonymous Employee in  Jacksonville, FL",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took a week. I interviewed at Applebee's (Jacksonville, FL) in January 2017.""]",['I applied online. Process took about a week. Was called in for interview. They were really nice and helpful when it came to everything. Very compliant with my schedule and super nice.'],"[' When are you available?', 'Why do you want to work here? \xa0 ', 'Answer Question']"
Host/Hostess," Jan 27, 2017", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""The process took 3 days. I interviewed at Applebee's in January 2017.""]","['Really good experience. Waited awhile for the manager to come and talk to me. She was really nice and we ended up talking a lot. Didn\'t really get asked questions just more about availability and ""tell me a little bit about yourself"". I got hired right on the spot and I start orientation next week!!']","[' Tell me a little bit about yourself \xa0 ', 'Answer Question']"
Host," Mar 3, 2017"," Anonymous Employee in  Jamaica, NY",['Accepted Offer'],['Negative Experience'],['Easy Interview'],"[""I applied online. The process took 2 days. I interviewed at Applebee's (Jamaica, NY) in January 2017.""]","['The interview was easy and fast, got hired the same day. I applied online and got an email about a interview the next day, I officially started to work at the job 3 days after my interview.']","[' How would you sell this bottle of ketchup? \xa0 ', 'Answer Question']"
Server," Mar 9, 2017"," Anonymous Interview Candidate in  Gloucester, MA",['Declined Offer'],['Neutral Experience'],['Easy Interview'],"[""I applied online. The process took 2+ weeks. I interviewed at Applebee's (Gloucester, MA) in January 2017.""]","['interview with 3 different managers. GM was last to interview me. First was an assistant manager, and second was another assistant manager. All of them asked similar questions. Just getting to know the interviewee.']","[' What is my favorite color \xa0 ', '1 Answer']"
Cashier," Sep 3, 2017"," Anonymous Employee in  Los Angeles, CA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. I interviewed at Applebee's (Los Angeles, CA) in January 2017.""]","[""Asked detail questions on my resume. Asked me about my previous experiences, Asked me about how I can improve and contribute to the store. Asked me about what kind of Team member I am, Asked me about what Applebee's can do to improve customer retention rates.""]","[' How do you think you can better improve Applebee? \xa0 ', '1 Answer']"
Sales Associate," Oct 30, 2017"," Anonymous Employee in  Danbury, CT",['Accepted Offer'],['Neutral Experience'],['Easy Interview'],"[""I applied online. The process took 1 day. I interviewed at Applebee's (Danbury, CT) in January 2017.""]","[""Meh, they were OK. It was Applebee's what did you expect. I got the job so it was all OK. The employees there were super nice though. And I got a free drink on the house!""]","[' Why do you want to work here? How much can you work? \xa0 ', 'Answer Question']"
Lead Line Cook," Dec 29, 2016"," Anonymous Employee in  West Valley City, UT",['Accepted Offer'],['Positive Experience'],['Average Interview'],"[""I applied in-person. The process took 1 day. I interviewed at Applebee's (West Valley City, UT).""]","[""It was an easy interview. I told them about me and what I could do. Applebee's told me what they was looking for, and what was expected of me, and also their main hours they were busy. I started the next day.""]","[' Did I know how to handle stressful situations. \xa0 ', '1 Answer']"
Hostess," Dec 16, 2016"," Anonymous Employee in  Tampa, FL",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took 2 weeks. I interviewed at Applebee's (Tampa, FL).""]","[""The interview was very laid back, I felt super comfortable. The interview didn't take long either. I got the job that day too which I didn't expect. I say just to be yourself.""]","[' Why do you want to work here? \xa0 ', 'Answer Question']"
Server," Dec 28, 2016"," Anonymous Employee in  Mesa, AZ",['Accepted Offer'],['Positive Experience'],['Average Interview'],"[""I applied online. The process took 4 days. I interviewed at Applebee's (Mesa, AZ).""]","[""Fairly normal for the restaurant business, first one when good I had work for Applebee's before in another state. So I talked about my experience there. Contest I won. The general manager conducted the second interview. He went over what I should expect and we schedule my first training day.""]","[' Tell me about you and your experience with applebees \xa0 ', '1 Answer']"
Restaurant Manager," Nov 29, 2016"," Anonymous Employee in  Kansas City, MO",['Accepted Offer'],['Positive Experience'],['Average Interview'],"[""I applied through an employee referral. The process took 3 days. I interviewed at Applebee's (Kansas City, MO).""]","[""Laid back. Honest. Realistic. You fit or you don't so be yourself. Previous restaurant experience preferred in kitchen or front of house. If you weren't successful at serving or cooking, maybe it's not for you. Training is a big part of the job. Frequent analysis of business metrics is required. Be ready to talk about this.""]","[' What makes you the best fit for our company? \xa0 ', '1 Answer']"
Waitress," Oct 9, 2017"," Anonymous Employee in  Albemarle, NC",['Accepted Offer'],['Positive Experience'],['Average Interview'],"[""I applied online. The process took 3 days. I interviewed at Applebee's (Albemarle, NC) in December 2016.""]",['I applied online and was contacted within a day for an interview. Although I did have to wait an hour after arriving to be interviewed - that can be expected in a high-traffic restaurant environment.'],"[' They asked me to demonstrate my suggestive selling skills by choosing a popular item on the menu and selling it to them. \xa0 ', '1 Answer']"
Bartender," Jan 9, 2018"," Anonymous Employee in  Signal Hill, CA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took 3 weeks. I interviewed at Applebee's (Signal Hill, CA) in December 2016.""]","['Applied online and received a call within 2-3 weeks of applying for an interview. When I arrived there were others there before me so I had to wait a bit until it was finally my turn. The interview was less of the traditional question and answer format, and more of a conversation about liquor and customer service. The conversation included both professional and personal experiences involving liquor and customer service. Making the interview personal and sharing stories definitely helps.']","[' Name a few brands of scotch. \xa0 ', '1 Answer']"
Server," Nov 27, 2016", Anonymous Interview Candidate,['No Offer'],['Negative Experience'],[],[],"['Had first interview was set up for second interview next day and then was told she would talk to the GM and I called back a few days later was told', 'They would pass on the app']","[' What type of hours I wanted to work \xa0 ', 'Answer Question']"
Host/Hostess," Nov 23, 2016"," Anonymous Employee in  Kansas City, MO",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took a week. I interviewed at Applebee's (Kansas City, MO).""]",['Very short a few questions . She hired me on the spot and I accepted the offer. It took a couple of days but they gave me my training schedule a week later'],"["" How would you benefit Applebee's \xa0 "", 'Answer Question']"
Server," Apr 6, 2017", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took 1 day. I interviewed at Applebee's in November 2016.""]","['I applied and was called the next day for an interview. The interview was really relaxed, asked a few questions about availability and experience. Talked about how the restaurant works. I was hired on the spot, really easy.']","[' What is your availability? \xa0 ', 'Answer Question']"
Manager," Oct 19, 2017"," Anonymous Employee in  Birmingham, AL",['Accepted Offer'],['Positive Experience'],['Average Interview'],"[""I applied through other source. The process took 2+ months. I interviewed at Applebee's (Birmingham, AL) in November 2016.""]",['It is a process that took me 2 months to do. You have 2 interviews at first followed by what they call an observation shift. Where you get to watch them work for 3 hours to see if that is what you want to do. All that is followed by 1 last meeting to discuss the money you are willing to take.'],"[' What I could bring to the table for the company. \xa0 ', '1 Answer']"
Food Server," Oct 15, 2016"," Anonymous Employee in  Moscow, ID",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied in-person. The process took 3 days. I interviewed at Applebee's (Moscow, ID).""]","['Easy application (I believe it is online now), I was called within a few days and set up an interview with a manager. The manager was a mid level manager, he asked pretty basic questions. ""Tell me about your work history."" What would you if a guest was unhappy?"" etc. I was called and hired the same day, and began training at the beginning of the next week.']","[' What makes you want to work in customer service? \xa0 ', 'Answer Question']"
Cook," Oct 10, 2016", Anonymous Employee,['Accepted Offer'],['Positive Experience'],[],[],['It was simple questions they asked you but was nervous and the people were really friendly overall came out confident and told me they would give me a call back'],"[' Why do you want to work here \xa0 ', '1 Answer']"
Host/Hostess," Oct 7, 2016", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""The process took 5 days. I interviewed at Applebee's.""]",['I applied online & got a call to come in a couple days later. The manager came and took me to a booth in the back & asked me questions based on my application & resume. She was very laid back and seemed very interested.'],"["" What's the most unreasonable situation you faced with a customer? \xa0 "", 'Answer Question', ' Describe a time you were in a situation with training & how did that go? \xa0 ', 'Answer Question', "" What's your availability? \xa0 "", 'Answer Question']"
Line Cook," Nov 26, 2016"," Anonymous Employee in  Howell, MI",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took a week. I interviewed at Applebee's (Howell, MI) in October 2016.""]",['It was pretty straight forward they mostly were people who can work fast and or had experience. They do 3 interviews consisting of meeting the different managers with the final one being the GM who completes the hiring.'],"[' Favorite dish to cook at home. \xa0 ', '1 Answer', ' The busiest day you have ever worked and how you dealt with it. \xa0 ', '1 Answer']"
Hostess/Carside to Go," Jan 31, 2017"," Anonymous Employee in  Omaha, NE",['Accepted Offer'],['Neutral Experience'],['Average Interview'],"[""I applied online. The process took 3 weeks. I interviewed at Applebee's (Omaha, NE) in October 2016.""]","[""I was told to go to Applebee's at 9:30. The next morning I came to Applebee's and waited for the manager to interview me. We then introduced ourselves. Gazelle and Kim (my manager and the kitchen staff) started going over everything I would need to know too qualify for the job.""]","[' How was being a shift manager at sonic? \xa0 ', '1 Answer']"
