Title,Interview Date,Employee Type,Offer,Experience,Interview Type,Application,Interview,Question
Hostess," Jul 13, 2017"," Anonymous Employee in  Concord, NC",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. I interviewed at Chili's Grill and Bar (Concord, NC) in July 2017.""]",['The interview was great. The manager Rachel is amazing and asked a couple of questions about availability and school. It lasted about 20 minutes and I was hired on the spot.'],"[' When are you available? \xa0 ', 'Answer Question', ' What do you want to go to school for? \xa0 ', 'Answer Question']"
Hostess," Jul 30, 2017"," Anonymous Employee in  Charlotte, NC",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. I interviewed at Chili's Grill and Bar (Charlotte, NC) in July 2017.""]","['2 part interview process , first with assistant manager then manager . After your interview they call and let you know if you got the job . Then you go online and fill out your paper work']","[' Why do you want to work here? \xa0 ', 'Answer Question', ' Have you ever worked in the food industry \xa0 ', '1 Answer', ' What do you look for when you go out to eat \xa0 ', 'Answer Question', ' What is a reason you would call out \xa0 ', 'Answer Question']"
Server," Jun 7, 2017", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. I interviewed at Chili's Grill and Bar.""]","['Very basic food industry interview. Asked if there were any previous restaurant experiences. The process was very easy, and the interviewer was nice and thorough. The process was very short, about 30 minutes.']","[' Q: any previous experience? \xa0 ', 'Answer Question']"
Server," May 31, 2017"," Anonymous Interview Candidate in  Burlington, NC",['No Offer'],['Positive Experience'],['Average Interview'],"[""I applied online. I interviewed at Chili's Grill and Bar (Burlington, NC) in May 2017.""]","['Finished application and got email to set up first interview. Met with FOH manager and had a quick interview and a brief explanation of how things were there. Then scheduled second interview for a few days later. Second interview was with the General Manager, also pretty quick asked me about my experience and availability. In supposed to hear from them tomorrow so fingers crossed!']","["" Why Chili's? \xa0 "", 'Answer Question']"
Server," Jun 2, 2017"," Anonymous Interview Candidate in  Loganville, GA",['No Offer'],['Negative Experience'],['Easy Interview'],"[""I applied online. I interviewed at Chili's Grill and Bar (Loganville, GA) in May 2017.""]","[""It was a total waste of time. I went in for 3 interviews. After each interview, I was complimented for my personality, engagement, and answers to the interview questions, and was then told to come back in to interview with the restaurant manager. There was a lack of communication between managers because each time I went back, the manager was not there and in result, I ended up interviewing with more assistant managers. I was told I would be contacted about how they would like to proceed and still have not heard anything back. I was even complimented by the fact that i'd successful gone through 3 interviews so I'd been doing something right. If they did not have interest in bringing more talent to the team, they should not have had me coming to the restaurant multiple times. Management should communicate better.""]","[' Tell me about yourself. \xa0 ', 'Answer Question', ' How does you previous experience qualify you for this position? \xa0 ', 'Answer Question', ' What is your ideal restaurant experience? \xa0 ', 'Answer Question', ' What is your favorite item on the menu? \xa0 ', 'Answer Question', "" Why do you want to work for Chili's? \xa0 "", 'Answer Question', ' What does customer service mean to you? \xa0 ', 'Answer Question', ' What are your short term and long term goals? \xa0 ', 'Answer Question', ' What do you know about the company? \xa0 ', 'Answer Question']"
Hostess," Jun 4, 2017"," Anonymous Interview Candidate in  Clearwater, FL",['No Offer'],['Negative Experience'],['Easy Interview'],"[""I applied online. I interviewed at Chili's Grill and Bar (Clearwater, FL) in May 2017.""]","[""I applied online. I got an email a few days later giving me the option to schedule an interview. I scheduled an interview and went in and the manager was really nice and only asked me about my availability and experience and told me a lot about the job and said I would come in for a second interview to be asked more questions. He said he would call me after his shift the next day to schedule it. I saw on this site that most people had to wait a while for a second interview, so I wasn't really worried about it when he didn't call I figured he was busy and would schedule it in a few days. A week went by and he still didn't call to let me know when to come in so I called them and asked if he had any updates on when it may be. The employee took my name down and said he would ask them when they came in for their shift and get back to me. It has been a few days with no contact so I am not really expecting them to call me and I don't really mind because what happens happens but I just wish the manager would have been more professional and not told me he was going to schedule a second interview for me and then not follow through. I figure if the manager acts this unprofessional I'm better off not working for them anyways.""]","[' What is your availability? \xa0 ', '1 Answer']"
Server," Apr 2, 2017", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took 1 day. I interviewed at Chili's Grill and Bar in April 2017.""]","['Filled out application online, this can be lengthy. Apart from general information, job history, references, school, you also complete a questionnaire. The questionnaire is super simple, asking questions about how you would handle certain situations, are you a leader, are you honest and so on, took about 10 mins to complete. Literally two minutes after pressing send on my app, I got a call for an interview same day. The interview was extremely simple, one interview, one on one. Asks questions about strengths, weaknesses, availability. Dress business casual, not too formal not too casual.']","[' What are your strengths? \xa0 ', '3 Answers', ' What are your weaknesses? \xa0 ', 'Answer Question', ' What is your availability? \xa0 ', '1 Answer']"
To Go," May 1, 2017"," Anonymous Employee in  Los Angeles, CA",['Accepted Offer'],['Positive Experience'],['Average Interview'],"[""I applied online. The process took 2 weeks. I interviewed at Chili's Grill and Bar (Los Angeles, CA) in April 2017.""]","[""I applied to the job through indeed received a phone call from one of the managers within a week. I was asked to come in for an interview the next day on Wednesday I arrived 10 mins early. Very simple interview questions. She asked me to come into for a second interview with the GM. After the second interview they wait to call you. I didn't receive a call over the weekend. I called Monday the GM was off for two days so I called back that Wednesday and was offered the job.""]","[' Why do you want to work for chilis ? \xa0 ', 'Answer Question', ' What are your skills? \xa0 ', 'Answer Question', "" What's your availability ? \xa0 "", 'Answer Question', ' How do you deal with a difficult customer ? \xa0 ', 'Answer Question']"
Waitress," Mar 28, 2017", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],[],['Ask very basic questions about me and my work ethic. Management at my location is extremely nice so nothing to worry about. Overall nothing too difficult to answer. Just know basic duties of the position you are looking to apply for and you should be fine.'],"[' If you could be one animal what would it be? \xa0 ', 'Answer Question']"
Student Worker," Mar 23, 2017", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],[],"['one on one interview with management, and the interview itself took about fifteen minutes in total. I went to the interview place to sign in and waited in a line with other interviewees and was called into a room where i was interviewed by one manager. This interview is a special case because it was a brand new chilis and it was just opening.']","[' what do you want to work here and why is chilis a good fit for you \xa0 ', 'Answer Question']"
Cook," Mar 8, 2017", Anonymous Interview Candidate,['Declined Offer'],['Neutral Experience'],['Average Interview'],"[""I applied in-person. The process took 1 day. I interviewed at Chili's Grill and Bar.""]","['Asked about previous experience and other misc questions. Offered a tour of facility and tested minimum skills required. The experience overall was quite good. Friendly staff, a typical chain restaurant that serves multiple foods.']","[' What was your previous experience? \xa0 ', 'Answer Question']"
Hostess," Apr 10, 2017"," Anonymous Employee in  Orland Park, IL",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took 6 days. I interviewed at Chili's Grill and Bar (Orland Park, IL) in March 2017.""]",['I asked for manager they sat me down. Manager came out and asked me maybe 3 questions and asked about availability. Then told me my training hours and assessments that I had to complete.'],"[' Tell me about yourself. \xa0 ', 'Answer Question', ' What is your availability? \xa0 ', 'Answer Question', ' Was there ever any customers at your last job that had an issue and how did you address it. \xa0 ', 'Answer Question']"
Server/Waitress," Aug 31, 2017"," Anonymous Employee in  Huntsville, AL",['Accepted Offer'],['Positive Experience'],['Average Interview'],"[""I applied through an employee referral. I interviewed at Chili's Grill and Bar (Huntsville, AL) in March 2017.""]",['It was okay not difficult told me about what the job intells and if I was interested and showed me around the store and what they expect out of their server and the hours of training'],"[' What is your availability \xa0 ', '1 Answer']"
Team Member," Feb 10, 2017", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took 6 days. I interviewed at Chili's Grill and Bar.""]","['I applied online, and received a call less than a week later to come in for an interview. There was only one interview, and it was only around 10 minutes. The manager was friendly, and asked for my general background, as well as a couple other questions. I was told what the general job would look like, and that I would receive a call within the next three days if I was to be offered the position.']","[' What is your definition of hospitality? \xa0 ', '1 Answer', "" Do you have any work experience? What's your availability? \xa0 "", '1 Answer', ' Tell me about yourself. \xa0 ', '1 Answer']"
Cook," Apr 12, 2017"," Anonymous Interview Candidate in  Las Vegas, NV",['Declined Offer'],['Positive Experience'],['Average Interview'],"[""I applied online. I interviewed at Chili's Grill and Bar (Las Vegas, NV) in February 2017.""]",['Long & tedious I talked to 3 different people and had lunch it took most of the day but it was okay they were friendly I was satisfied it to you'],"[' How much experience \xa0 ', 'Answer Question']"
Anonymous," Feb 8, 2017"," Anonymous Interview Candidate in  Whittier, CA",['No Offer'],['Neutral Experience'],['Easy Interview'],"[""I applied online. The process took a week. I interviewed at Chili's Grill and Bar (Whittier, CA) in February 2017.""]","['They were easy questions but the interviewer was very disorganized. He had no information of me, I was almost like a stranger came in. I was done within 5 minutes and he said he would call back but we all know how that ends up.']","["" Why Chili's? \xa0 "", '1 Answer', ' Favorite Dish? \xa0 ', '1 Answer']"
Server," Jun 5, 2017"," Anonymous Interview Candidate in  Denver, CO",['No Offer'],['Positive Experience'],['Average Interview'],"[""I applied online. I interviewed at Chili's Grill and Bar (Denver, CO) in February 2017.""]",['There was first a long personality and skills test that was taken online. After that I was contacted for a direct interview. I spoke with with two different managers on the same day.'],"[' Describe a difficult situation you had to resolve and how you resolved it \xa0 ', 'Answer Question']"
Host/Hostess," Jan 5, 2017"," Anonymous Employee in  Brandon, FL",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied in-person. The process took 1 day. I interviewed at Chili's Grill and Bar (Brandon, FL).""]","['I came in to get an application.Oddly enough, I was told to fill it out there . After the application was complete I had to wait for the manager and had the interview right then. It was very easy and I was hired the same day.']","[' Do you work well with others? \xa0 ', '1 Answer']"
Server," Jan 30, 2017"," Anonymous Employee in  Muskogee, OK",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took 4 days. I interviewed at Chili's Grill and Bar (Muskogee, OK) in January 2017.""]","[""They really are looking for someone who's well rounded, don't get nervous. they want to see how you are around strangers. They will have other servers watching you as you wait to see how you treat them if you smile or talk or do nothing.""]","[' why chilis? \xa0 ', 'Answer Question']"
Server," Dec 24, 2016"," Anonymous Interview Candidate in  New York, NY",['No Offer'],['Positive Experience'],['Average Interview'],"[""I applied online. I interviewed at Chili's Grill and Bar (New York, NY).""]","[""I applied online and got a email with an interview slot. Called and set it up. Interview went great and next day got a call back for 2nd interview. It went well but I don't know if I got the job or not.""]","[' Name a dish and sell it to her \xa0 ', 'Answer Question']"
Manager," Dec 19, 2016", Anonymous Interview Candidate,['No Offer'],['Positive Experience'],['Average Interview'],"[""I applied through a staffing agency. The process took 5 days. I interviewed at Chili's Grill and Bar in December 2016.""]",['The phone interview was about an hour long. The interviewer was very nice and made me feel comfortable. I feel it went well. The interview ended with me not knowing if I got the job or not. I wish I knew a little more but overall a very good experience.'],"[' Why do you want to work for this company? \xa0 ', '1 Answer']"
Server," Jan 24, 2017"," Anonymous Interview Candidate in  Fort Worth, TX",['Declined Offer'],['Positive Experience'],['Average Interview'],"[""I applied online. The process took 2 weeks. I interviewed at Chili's Grill and Bar (Fort Worth, TX) in December 2016.""]","[""really short waited for manger for a while. she eventually came over begin to tell me about the job and how the process would go. she introduced me to the employees as if I had the job already. Overall great company I just couldn't comply with the ours they were asking for. Great for students and young adults.""]","[' do you have experience \xa0 ', '1 Answer']"
Hostess," Mar 22, 2017"," Anonymous Employee in  Alexandria, LA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took 3 days. I interviewed at Chili's Grill and Bar (Alexandria, LA) in December 2016.""]","['Met with one of the management they asked me questions about work history, past enjoyment why I lef. Why did I want to work die them, where do I see myself']","[' Why do you want to work for us \xa0 ', 'Answer Question']"
Server/Bartender," Jan 4, 2018"," Anonymous Interview Candidate in  Pgh Int ArPort, PA",['Declined Offer'],['Negative Experience'],['Easy Interview'],"[""I applied online. The process took 2 weeks. I interviewed at Chili's Grill and Bar (Pgh Int ArPort, PA) in December 2016.""]","[""They sent you in the back of the restaurant then forget about you for servers walk past me before my interview started 45 minutes late then when a manager did get there she seemed unorganized didn't know who I was wasn't prepared for the interview""]","[' Why do you want to work for this company \xa0 ', 'Answer Question']"
Host/Hostess & Busser," Nov 15, 2016", Anonymous Employee,['Accepted Offer'],['Neutral Experience'],['Easy Interview'],"[""I applied online. I interviewed at Chili's Grill and Bar.""]",['I applied online through the company website. They called me to set up an interview in person at the restaurant. I went in to interview with the manager. He asked basic questions about my experience and interest in different positions within the company. He described the job details of the position I would be hired for as well as advancement opportunities if I stayed with the company long term. I was hired on the spot. The whole process only took a few weeks.'],"[' Tell me about yourself? \xa0 ', 'Answer Question']"
Server," Nov 12, 2016"," Anonymous Employee in  Santee, CA",['Accepted Offer'],['Positive Experience'],['Average Interview'],"[""I applied online. The process took 3+ weeks. I interviewed at Chili's Grill and Bar (Santee, CA).""]","[""Applied online, took online test, and was asked to schedule online an in person interview. Upon interviewing, manager didn't know I was coming, I was interviewed by 4 managers at once. Basic sales questions. Took 3 weeks to hear back. I did take offer. Very physically demanding job. Good atmosphere and managers seem to back you up. 5 training days. Lots to learn""]","[' Why would you make a good Chile head server. What are your highest sales? \xa0 ', '1 Answer']"
Host/Hostess," Nov 25, 2016"," Anonymous Interview Candidate in  Tampa, FL",['No Offer'],['Negative Experience'],['Easy Interview'],"[""I applied online. The process took 1 day. I interviewed at Chili's Grill and Bar (Tampa, FL) in November 2016.""]","[""I took the online application process. As soon as I was done I got an email saying they were going to 'continue their search' clearly, my application was not even considered. I don't understand what I did wrong as they provided no explanation as to why I was rejected. I would like to know so I can learn to be better, since obviously I did so terribly that my application wasn't even read by a human being.""]","[' They asked about my personality \xa0 ', '1 Answer']"
Host/Hostess," Oct 21, 2016"," Anonymous Employee in  Covington, LA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took 3 days. I interviewed at Chili's Grill and Bar (Covington, LA).""]","['The managers were friendly, talkative, and very easy to speak to. They did not ask very hard questions, and asked me mostly the typical questions of when I was free, my previous work experience, how I felt handling customers, and when I could train. I had to wait a good bit for the interview, however, even though I arrived on time. It took about 30 minutes to an hour for the manager to sit with me, even though the restaurant was fairly empty.']","[' They asked me how I felt about a constant changing and fast paced environment, because they are constantly looking to ways to better their customer service through the use of technology. \xa0 ', 'Answer Question']"
Server," Oct 17, 2016", Anonymous Employee,['Accepted Offer'],['Neutral Experience'],['Easy Interview'],[],['Applied online which took about 10 minutes. did online assesment which took about 15 minutes. Quick interview with the manager. asked about past experience and what I wanted to accomplish. was very short as the manager probably needed servers as soon as they can get them.'],"[' What have you done in your last job \xa0 ', 'Answer Question']"
Server/Waitress," Oct 6, 2016"," Anonymous Employee in  New York, NY",['Accepted Offer'],['Positive Experience'],['Easy Interview'],[],['It was very easy and relaxed. I spoke with the Assistant Manager and he then passed my info to the hiring manager. He then told me that I would get a call back within the next 3-5 days.'],"[' Where have I worked before? \xa0 ', 'Answer Question']"
Assistant Manager," Dec 4, 2016"," Anonymous Employee in  Tucson, AZ",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took 2 weeks. I interviewed at Chili's Grill and Bar (Tucson, AZ) in October 2016.""]","['Call from hiring recruiter (internal), sit down with Area Director, realistic job performance interview with the general manager, accept of the offer from the Area Director. A normal interview process that most corporate companies use.']","[' What is a weakness of yours? \xa0 ', '1 Answer']"
Hostess," Dec 28, 2016"," Anonymous Employee in  Colonie, NY",['Accepted Offer'],['Neutral Experience'],['Easy Interview'],"[""I applied online. The process took 2 weeks. I interviewed at Chili's Grill and Bar (Colonie, NY) in October 2016.""]",['Interview was super easy but then had to wait two weeks for second interview and to get through orientation. I tried to dress nice but the manager I met with was in sweat pants and looked kind of messy'],"[' Just asked about my availability \xa0 ', 'Answer Question']"
Hostess," May 29, 2017"," Anonymous Employee in  Laredo, TX",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took 4 days. I interviewed at Chili's Grill and Bar (Laredo, TX) in October 2016.""]","[""I applied online, they called about 2 days later, asked me to come in, the former manager who no longer works there, asked me questions about school and why I wanted to work at chilis, and how I found out about them, nothing to difficult, simple conversation, he then gave me links where I can get my food handler's certificate, and my TABC certificate.""]","[' What is your reason to applying to chilis? \xa0 ', '1 Answer']"
Hostess," Jun 6, 2017"," Anonymous Employee in  Charlotte, NC",['Accepted Offer'],['Neutral Experience'],['Easy Interview'],"[""I applied online. I interviewed at Chili's Grill and Bar (Charlotte, NC) in October 2016.""]","['I applied online and around 2 weeks later I got a call back for an interview. The interview was fairly short . The manager asked questions based on availability and experience. The manager was not prepared for he interview whatsoever,']","[' What is your availability \xa0 ', 'Answer Question', ' How much experience do you have \xa0 ', 'Answer Question']"
Dish Washer," Sep 15, 2016"," Anonymous Employee in  San Antonio, TX",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took 3 days. I interviewed at Chili's Grill and Bar (San Antonio, TX) in September 2016.""]","['I had 3 interviews with the GM, kitchen and FOH managers. All 3 made me feel comfortable. They were all long termers and quite knowledgeable about the company and the operations.']","[' why am I choosing 2 apply for the the dishwasher position when I have so much experience with cooking, prepping and serving. \xa0 ', '1 Answer']"
Line Cook," Aug 29, 2016"," Anonymous Employee in  Huntington Beach, CA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took 2 days. I interviewed at Chili's Grill and Bar (Huntington Beach, CA) in August 2016.""]",['The hiring process was really fast and simple. I got called within two weeks and had a group orientation with 2 fellow co workers. We went through the básic guidelines and proper step by step procedures. The interview was about 30 minutes or less we went through past kitchen experiences and talked about Chillis many future opportunities and carecer advancements.'],"[' Why did i apply at Chillis grill and bar? \xa0 ', '1 Answer']"
Server/Waiter," Aug 2, 2016"," Anonymous Interview Candidate in  Los Angeles, CA",['No Offer'],['Negative Experience'],['Average Interview'],"[""I applied online. The process took 1 day. I interviewed at Chili's Grill and Bar (Los Angeles, CA) in August 2016.""]",['the interview process on-line just took about 10 minutes or so i thought the questions were okay and the questionnaire was also easy just time consuming. i immediately received an email right after i finished and i was declined every single position.'],"[' they asked questions about what personality you have \xa0 ', '1 Answer']"
Server/Waiter," Aug 12, 2016"," Anonymous Employee in  El Paso, TX",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took 1 day. I interviewed at Chili's Grill and Bar (El Paso, TX) in August 2016.""]","['I arrived at the store and sat down with the Manager, he asked me Basic Questions and what my ideal schedule would look like. He was very friendly and would keep the interview simple. Wanted to know why I want to leave my current job.']","[' Asked me, why I want to work for chillis \xa0 ', '1 Answer']"
Host/Hostess," Sep 4, 2016"," Anonymous Employee in  Eatontown, NJ",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied through an employee referral. The process took 3 days. I interviewed at Chili's Grill and Bar (Eatontown, NJ) in August 2016.""]","[""The interview took about 20 minutes because I had a strong reference. Everyone was very welcoming and I got hired he same day. I dressed smart and made sure to ask questions about salary and uniform. They gave me a coupon to get 15% off of the required slip resistant shoes which was very helpful (and could be used on insoles!). After the interview I had to fill out some digital forms by Brinker (the company that owns Chili's) and was able to start training the next week.""]","[' What is your availability? \xa0 ', '1 Answer']"
To-Go Specialist," Oct 7, 2016"," Anonymous Employee in  East Haven, CT",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took 5 days. I interviewed at Chili's Grill and Bar (East Haven, CT) in August 2016.""]",['So I applied online and 2hrs later I got an Email from The kitchen manager Sammy he wanted to know when I can come in for an Interview of you so I came in the next day and I sat down with him about 20 minutes and then he came to me and he asked me for some more questions like have I been around people in a restaurant and what not and I told him I had was and I was basically hired on the spot then came the next day and all my paperwork was final and I was working the following Wednesday my manager told me that I was the quickest hire he has ever had'],"[' Have you worked first hand with people before? \xa0 ', '1 Answer']"
Hostess," Jul 9, 2016", Anonymous Employee,['Accepted Offer'],['Neutral Experience'],['Easy Interview'],[],"['They brought me in, asked me about previous jobs, how long I wanted to work there, what my strengths were, and how I did with customer service. Just a basic interview. Nothing special or fancy. Then I had to fill out paperwork. I was basically hired on the spot.']",[]
Hostess," Jul 26, 2016"," Anonymous Interview Candidate in  Foothill Ranch, CA",['No Offer'],['Neutral Experience'],['Easy Interview'],"[""I applied online. The process took 3 weeks. I interviewed at Chili's Grill and Bar (Foothill Ranch, CA) in July 2016.""]","['Fairly easy, asked me a lot of personal questions and questions about school since I am in high school. I did not get the job, but I did get more interview experience. The manager was very nice, but was about 15 minutes late to the interview and seemed rushed.']","["" Why Chili's? \xa0 "", '1 Answer']"
Host," Jul 17, 2017"," Anonymous Employee in  Oxnard, CA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. I interviewed at Chili's Grill and Bar (Oxnard, CA) in July 2016.""]","[""Quick process. They ask you questions and rate you on how good they liked your answers. The managers are pretty up front about what they want. They describe the job pretty thoroughly and make sure you know just what you're getting into.""]","[' What does the host position mean to you? \xa0 ', 'Answer Question']"
Food Server," Jun 23, 2016", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied through other source. The process took 1+ week. I interviewed at Chili's Grill and Bar.""]","['I came and sat at a table in the back waited about 40 min past my interview time for the manager, which can happen because they do get busy. It was really relaxed though, I was offered a soda and just talked about my previous favorite jobs and was asked a few questions.']","[' What is something that makes you personally a great employee? \xa0 ', 'Answer Question', ' Have you eaten here before? What is your favorite part of the experience and what could we do to have made it better? \xa0 ', 'Answer Question']"
Host/Hostess," Jun 6, 2016", Anonymous Interview Candidate,['No Offer'],['Positive Experience'],[],[],"[""Got an interview after a few days from applying. I had one manager interview me and she asked about my availability, why I want to work at Chili's, and how much I plan on getting paid. The job sounded promising because she told me they needed a hostess soon. Then after about 10 mins another manager interviewed me and asked me the same questions. They made me have a final interview two days later. The third manager was pretty cool and laid back and asked me the same questions. Before the interview was finished she told me she would talk with the other managers because there were other hosts that were recently hired and it wouldn't be fair if I didn't get any hours. I was told I would get an email and it's been almost a week since.""]","[' What days of the week are you able to work? \xa0 ', 'Answer Question']"
Host/Hostess," Jun 11, 2016"," Anonymous Employee in  Chicago, IL",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took 5 days. I interviewed at Chili's Grill and Bar (Chicago, IL) in June 2016.""]","['I applied online and got an email the next day asking me to choose an interview date. I went in a few days later and met the manager and had my interview. it was super easy, they asked about 3-5 questions and the manager was super nice. I got offered a job 2 days after the interview.(:']","["" why chilli's? \xa0 "", '1 Answer', ' why do you want to work? \xa0 ', 'Answer Question', ' how many hours would you want to work in a week? \xa0 ', 'Answer Question']"
