Rating,Review Date,Employee,Description
3.0,"Sep 19, 2016","Current  Server  in Newport News, Virginia",[' 401K available after 1 year of service']
3.0,"Sep 18, 2016","Former  Bartender/Server  in Casa Grande, Arizona",[' The health insurance they provide is horrible and a lot more expensive than it should be. They do match up to 5% of your 401k plan.']
3.0,"Sep 13, 2016","Current  Host/Hostess  in Lafayette, Louisiana","["" Best thing about working here is after 3 months you get a credit card looking compensation card or comp card. It gives you 50% off at chili's and its sister companies or up to 4 people it goes down the more people you have. You get a bonus for every year ou work if you work an average of 40 hours a week, but maybe 3 people in the whole front of house get that""]"
1.0,"Sep 28, 2016","Former  A raggedy hostess  in Arlington, Texas","[' Everything at Chilis was bad. The only good thing, was sabotaging the chefs and using them for free food every single night.']"
4.0,"Sep 04, 2016","Former  Employee  in Tyler, Texas","[' overall its all very good with the whole package. their really is no downsides, i felt happy to just have the medical and dental benefits.']"
5.0,"Aug 25, 2016","Current  Employee  in Tempe, Arizona",[' Employee card after 3 months of working that gets you half off anything. Before 3 months only certain items are half off.']
4.0,"Aug 04, 2016","Former  Employee  in Mesa, Arizona",[' Health benefits for part-time employees at a reasonable rate']
2.0,"Aug 21, 2016","Former  General Manager  in Waipahu, Hawaii","["" The Health insurance sucked, unless you became seriously ill - Everything else depended on if you worked for Franchise or Brinker - Brinker did a much better job of taking care of it's team, over the Franchise owners - some franchise owners were not good at living up to their commitments to their team - either on a timely basis, or on a growth basis.""]"
4.0,"Aug 03, 2016","Current  Server/Bartender  in Harrisburg, Pennsylvania","[' Company perks are great, they are available to any employee who is willing to put in the time and effort to deserve them.']"
5.0,"Jul 24, 2016","Current  Server/Bartender  in Edmond, Oklahoma","["" 401K, Insurance (including eye and dental) are all available at full time (30 hrs/wk) with partial benefits available at part time (including insurance) . Yearly bonus for full time employees on anniversary regardless of position worked. 50% Discount at all chili's locations""]"
2.0,"Aug 09, 2016","Current  Server  in San Antonio, Texas",[' I am not full time but if I request a day or so off I normally get it.']
2.0,"Aug 09, 2016","Current  Employee  in Dallas, Texas","["" Meh. Health benefits pretty pricey. Preventative work is great but if you have anything serious... well just hope that doesn't happen because based on the two coverages available you're either screwed or totally screwed.""]"
1.0,"Aug 22, 2016","Current  Food Server  in Shawnee, Oklahoma","["" Chilis mangers (I don't know about the ceos) only care about labor and have the lowest paid employees work the hardest. Chilis does an anniversary reward where you get a check for working for chilis. More than half the check is taxed so you end up with less than 30.00. Most of the time mangers will make it a point to keep your hours under 40 hours so you can't collect certain benifits.""]"
3.0,"Jul 16, 2016","Former  Manager  in Gilroy, California",[' Good Dental and health benefits.']
5.0,"Jun 22, 2016","Current  Manager  in Dallas, Texas","[' Lots of coverage, plus additional things for well being.']"
4.0,"May 31, 2016","Former  Employee  in Carefree, Arizona","["" Gret coverage for part-time and full-time employees that won't break your piggy bank!""]"
1.0,"Jul 01, 2016","Current  HoH   in Beckley, West Virginia","["" Chili's DOES NOT offer hourly full time employees PAID VACATIONS. Instead you're given a $250 yearly bonus (about $160 after taxes). Pathetic.""]"
2.0,"May 29, 2016","Former  Employee  in Mountain View, California",[' its a restaurant the regular employees are not offered benefits besides discounts.']
4.0,"May 09, 2016","Current  Managing Partner  in Nashville, Tennessee",[' Best thing is they have a great 401k match. Discounts are great and are more than just food. Worst thing is insurance either has a very high deductible or is very expensive per month in premium if you it lowered.']
3.0,"May 23, 2016","Former  Cook  in Wake Forest, North Carolina",[' You have the option to get health insurance through them which is a good price. You get free food if you are a cook.']
1.0,"May 22, 2016","Former  Employee  in Los Angeles, California",[' Not great - just the bare minimum to get you to sign up.']
1.0,"May 20, 2016","Current  Server/Bartender  in Providence, Rhode Island","["" No benefits for positions under management. If you have any, you won't see a paycheck at all. It's all bare minimum wages and tips only.""]"
1.0,"May 18, 2016","Current  Lead Bartender  in Tulsa, Oklahoma","["" Extremely expensive with ridiculous deductibles. You're better off with private insurance. Employee discount is 50% and you get a card accepted at all blinker owned restaurants!""]"
1.0,"May 12, 2016","Former  Line Cook  in Williston, Vermont",[' No benefits other than job training which is more of a joke than anything.']
5.0,"Apr 10, 2016","Former  Assistant Restaurant Manager  in Milpitas, California","[' Health care, life insurance, 401k,']"
2.0,"Apr 29, 2016","Former  Employee  in Tallahassee, Florida","["" The best thing is that it's available. Worst thing is that it's not very clear how to use it or take advantage of it.""]"
3.0,"Apr 26, 2016","Current  Employee  in South Elgin, Illinois","[' I am not sure about the companies health benefits, insurance, or 401k. I know it is easy to get time off as long as yuo give the managers a heads up.']"
5.0,"Apr 08, 2016","Former  Assistant Restaurant Manager  in Franklin, Wisconsin","[' Free shift meals. great health care for self, family and/ or domestic partner. 401k available. Building ""family"" relationships within the company.']"
3.0,"Apr 17, 2016","Former  Employee  in Tucson, Arizona","[' great benefits, very affordable and costs']"
1.0,"May 05, 2016","Former  server  in Bel Air, Maryland",[' There were none. Absolutely none. There was no pregnancy leave either.']
3.0,"Apr 13, 2016","Former  Host/Server/Busser  in Orlando, Florida",[' You had to be full time to get the benefits package and even then the package was not the greatest.']
2.0,"Apr 08, 2016","Former  Employee  in Rancho Cucamonga, California","["" short term job so quick money didn't make sense for benefits""]"
2.0,"Apr 08, 2016","Former  Employee  in King of Prussia, Pennsylvania","["" there weren't really any benefits besides the discount on food""]"
1.0,"Apr 08, 2016","Former  Line Cook/Prep Cook  in Gilbert, Arizona","[' There is none. Medeoker wages and a free meal. Lots of hours, overworked due to no one really comes back after they work one or two nights and see it takes a really different person to work and work so much more than compisation.']"
4.0,"Mar 22, 2016","Former  Employee  in Aurora, Illinois",[' Costs keep rising and they keep cutting benefits. Otherwise a pretty standard package.']
3.0,"Mar 23, 2016","Current  Employee  in Wilmington, North Carolina","["" Great team member discount for food. Any time you are not working you can get 50% off for up to a party of 4 at any corporate Chili's. This includes everything but alcohol and can be used in to go or at Maggiano's. You get the benefit card after 90 days on the job.""]"
4.0,"Mar 03, 2016","Current  General Manager  in Mount Pleasant, Texas",[' Bonus package is very lucrative based on results.']
2.0,"Mar 11, 2016","Former  Food Server  in Tampa, Florida",[' They never approved my vacation requests. The managers were slave drivers.']
1.0,"Mar 16, 2016","Former  Server  in Danbury, Connecticut",[' I did not receive benefits as a part time worker']
3.0,"Feb 18, 2016","Current  Food Server  in Centerville, Utah","["" I didn't participate in the benefits because I didn't want my tips to go anywhere else other than my pocket but I was able to find out if they offered a benefits packet and what came with the package.""]"
3.0,"Feb 14, 2016","Former  Employee  in Hinesville, Georgia",[' free food on shift half off when off shift there went any benefits other than that twenty words is two much']
3.0,"Feb 08, 2016","Former  Hostess  in Alpharetta, Georgia",[' The best thing is the food is 50%off and the worst is you have to wait 90 days to be eligible.']
3.0,"Jan 25, 2016","Current  Employee  in Denver, Colorado","[' Half off food, thats it']"
1.0,"Jan 23, 2016","Former  Food Server  in Overland Park, Kansas","["" Didn't have any. Barely even a discount on food. Only discount on a couple items on a list. Most restaurants discount all food.""]"
4.0,"Jan 18, 2016","Current  Food Server  in Victorville, California","[' Health Insurance, Vision, and Dental available for full time workers only. Offer not available for part-time workers.']"
5.0,"Jan 16, 2016","Current  Food Server  in Branson, Missouri","[' No paid time off, yearly bonus based upon hour worked, have both pt benefits and ft benefits.']"
4.0,"Jan 15, 2016","Current  assistant manager  in Nashville, Tennessee","[' pretty cheap and great coverage, they offer domestic partner as well, they are however extreamly noesey when it comes to personal information DR/ patient related']"
5.0,"Jan 09, 2016","Former  Manager  in Orlando, Florida","[' If you are at a poor performing restaurant. It could be the area it is in, then your benefits are less.']"
5.0,"Jan 05, 2016","Former  Manager  in Phoenix, Arizona",[' All perks offered are wonderful!']
4.0,"Dec 13, 2015","Current  manager  in Asheville, North Carolina",[' The perks of the company are designed to allow employees to take full advantage of the work life balance that is offered as part of the benefits program']
1.0,"Jan 14, 2016","Former  Supervisor (Key/Shift Leader), Bartender, Server  in Tampa, Florida","[' You have to work full time for a year to qualify for the ""affordable care act"" approved insurance, and the insurance package really isn\'t great.']"
3.0,"Dec 05, 2015","Former  Restaurant Manager  in Miami, Florida",[' health insurance paid vacations free food to managers either at work or bringing family.']
1.0,"Dec 25, 2015","Former  Expo  in Mission, Texas",[' No vacation no time off and the insurance and 401K have ridiculous conditions so no one ever got it.']
1.0,"Nov 29, 2015","Former  Server/Waiter  in Ithaca, New York State","["" When I worked at Chili's part time as a server, there was no benefits package. Your only salary and pay came from customer tips.""]"
4.0,"Nov 15, 2015","Current  Assistant Restaurant Manager  in Fort Lauderdale, Florida","["" Best things: Health club reimbursement; school reimbursement; extra day off for birthday and anniversary Worst things: Vacation time. 3 weeks after 5 years doesn't seem to be industry standard.""]"
2.0,"Nov 28, 2015","Former  Hostess  in Temple, Texas",[' 10% discount on food all the time']
5.0,"Nov 09, 2015","Current  Employee  in Flower Mound, Texas","["" you get a employee discount card after working for so long. With the card you get up to 50% off any chili's or maggianos resturant, provided they aren't franchised owned. long hours of standing with no break""]"
3.0,"Nov 23, 2015","Current  Server  in Canton, Michigan","[' 401k, health dental benefits, 50% discout']"
3.0,"Nov 21, 2015","Former  GM  in Houston, Texas",[' limited package options for insurance']
3.0,"Nov 12, 2015","Current  Server  in Skokie, Illinois","[' The best thing is your covered for full medical, dental, and vision with the packages as well as the option to add dependents on if need be.']"
2.0,"Oct 13, 2015","Former  Employee  in Pooler, Georgia","["" Health insurance doesn't do much and is expensive for what it is. You do get discounts on att and other places which is nice.""]"
1.0,"Nov 01, 2015","Former  Server/Bartender  in Garden City, New York State",[' We got no benefits just cheap food. I hated working here']
1.0,"Oct 28, 2015","Former  Managing Partner  in Pittsburgh, Pennsylvania","["" Health insurance was a joke. Got $1000 pay card every year. That's about it.""]"
1.0,"Oct 14, 2015","Former  Server  in Atlanta, Georgia",[' the benefits suck they only care about themselves']
5.0,"Oct 09, 2015","Former  Mama   in Machesney Park, Illinois","[' 401k matching, paid time off']"
3.0,"Oct 08, 2015","Current  Employee  in Louisville, Kentucky","["" To even have access to the benefits package at Chili's you have to work at least 30 hours a week consistently and unfortunately that does not constantly happen unless you are a manager or a cook/prep.""]"
3.0,"Oct 07, 2015","Current  Employee  in Cherry Hill, New Jersey",[' Must work a minimum number of hours for benefits']
3.0,"Sep 26, 2015","Former  Expo  in Clarksville, Tennessee",[' Insurance is only offered twice a year. And vacation pay was never offered to me for being there after 4 1/2 years. The only people they got it were cooks out servers that knew about it that were there for decades']
3.0,"Sep 22, 2015","Former  Hostess  in Henrietta, New York State","[' There was not really any benefits for being a part time employee, besides the food discount.']"
1.0,"Oct 08, 2015","Former  Server  in Holbrook, New York State",[' There is none offered to servers']
1.0,"Oct 06, 2015","Former  Server/Bartender  in Jackson, Tennessee","["" The premium for the cheapest package for hourly employees that work on tips is too high and if your check doesn't cover the amount of the premium, you have to send in the rest as payment or its cancelled very quickly.""]"
2.0,"Sep 14, 2015","Former  Sever  in Memphis, Tennessee","["" The 50% employee discount was the best part of the gig. I was just coming through for a few months, so I didn't bother with the health insurance or 401k plans, although I do believe they exist. Scheduling was done online and it was pretty painless to drop/add shifts, which was another nice perk.""]"
2.0,"Sep 10, 2015","Current  Employee  in Centennial, Colorado","["" The best thing is that they offer a 50% discount for any restaurant owned by Brinker. That would include both Chili's and Maggiano's, but the health benefits are really lacking for those who are looking for a career. Their plan is very limited and does not include health insurance that would allow for low premiums""]"
1.0,"Sep 28, 2015","Former  Server/Bartender  in Raleigh, North Carolina",[' They do not really offer any benefits unless you are a full time employee. They will try to limit this so they dont have too many people on the plan.']
5.0,"Sep 07, 2015","Former  Food Server  in Jacinto City, Texas",[' They have health insurance and 401k but never signed up because did not have money to pay while I was working .']
5.0,"Aug 31, 2015","Current  dishwasher   in Dothan, Alabama",[' Great benefit all the perks to a good job']
3.0,"Sep 10, 2015","Former  Server/Bartender  in Chicago, Illinois","["" There was tuition reimbursement for students, it wasn't that much, but it was a nice little check. I didn't get the insurance, I don't remember it being that good. There were employees that had it and they used to complain that they still owed after it was taken out of their check.""]"
4.0,"Aug 26, 2015","Former  Lead Bartender  in Long Beach, California","["" Chili's provides an excellent benefits package. Medical and dental insurance are available for full time employees.""]"
5.0,"Aug 25, 2015","Former  Server/Bartender  in Jacksonville, Florida",[' Health insurance available for employees and their families.']
4.0,"Aug 25, 2015","Former  Manager  in Houston, Texas",[' They have 401k. Insurance is standard and about $378 bi-weekly for family. 2 week paid vacation after a year.']
5.0,"Aug 20, 2015","Current  Employee  in San Jose, California",[' The perks and the flexible schedule']
3.0,"Aug 28, 2015","Current  Employee  in Fredericksburg, Virginia",[' I am part-time so do not receive these benefits']
3.0,"Aug 27, 2015","Former  Line Cook  in Largo, Florida","["" Health insurance isn't great. An average benefits package for this type job, maybe slightly better than average""]"
3.0,"Aug 20, 2015","Former  Server  in Wayne, Pennsylvania","[' 50% discount on employee shift meals (I believe managers receive free meals as well), not including alcoholic beverages. Their healthcare package appeared to be pretty competitive from what I read after being offered to enroll (the location I worked at was run by Quality Dining, not Brinker). I believe healthcare is only offered to full-time employees (30+ hours weekly), but the rates are definitely much lower than those offered in the open marketplace.']"
5.0,"Aug 20, 2015","Current  Employee  in Irvine, California","[' BEST - uses hot schedules, really easy to figure out schedule - great insurance especially for students WORST - unsure at the moment']"
3.0,"Aug 18, 2015","Former  Restaurant Manager  in Thornton, Colorado",[' Good insurance. 401k match up to 4%. No sick days. Two weeks vacation until five years of employment']
5.0,"Aug 03, 2015","Current  Host/Hostess  in McKinney, Texas","[' Chilis has WONDERFUL benefits, really good health insurance, dental and everything. Im not familar with everything on the 401k because when I started working I was only 18 and im under my parents plan. But discounts wise you have a membership card where you get 50% off up to 4 people and the more people you add the higher the discount, but its a great deal. Also we have this program for when a ChiliHead is having personal problems like a house fire or something where we give them money. you can give it up front or you can have them take the money out of your check monthly. You also get discounts from many stores and business like certain car shops and payless.']"
3.0,"Aug 17, 2015","Current  Food Server  in Jacksonville, Texas","["" I did not accept a benefits/insurance package. However, there are several discounts available to employees (not just at Chili's and other Brinker restaurants)""]"
5.0,"Aug 01, 2015","Former  Hostess  in Weston, Florida",[' The benefits package is very costly']
2.0,"Aug 12, 2015","Former  Restaurant Manager  in Atlanta, Georgia","["" The medical stinks, the bonuses are ok. The company says the care about quality of life but doesn't translate into real life.""]"
3.0,"Aug 05, 2015","Former  Employee  in Hartford, Connecticut",[' The health plan deteriorated over the years cutting benefits and raising prices']
1.0,"Aug 19, 2015","Current  Server/Bartender  in Danbury, Connecticut",[' No benefits being a part-time employee']
1.0,"Aug 07, 2015","Former  Server/Waiter  in Carolina, Puerto Rico","["" You don't really get anything unless you do a certain amount of hours and they never let you get to that amount of hours so basically you have nothing.""]"
1.0,"Aug 03, 2015","Current  Server/Bartender  in North Riverside, Illinois","["" There aren'tmany benefits unless you are a manager.As an employee, it is expensive to purchase adequate insurance plus they don't really inform you much about it.""]"
5.0,"Jul 27, 2015","Former  Key Team Member  in Detroit, Michigan",[' Benefits are good for full time employees']
5.0,"Jul 25, 2015","Former  QA  in Tulsa, Oklahoma","["" Didn't stay long enough to get benefits""]"
5.0,"Jul 23, 2015","Former  Food Server  in Covington, Louisiana",[' they have a comprehensive benefits package']
5.0,"Jul 23, 2015","Former  Assistant Manager  in Lubbock, Texas",[' Great benefits Love the 401k']
5.0,"Jul 21, 2015","Former  Employee  in Van Buren, Arkansas","[' i did not use the benefits at chilis, i have private insurance as i am american indian so never needed what they had to offer.']"
4.0,"Jul 18, 2015","Current  Employee  in Atlanta, Georgia",[' With the 401k the match up to 3% of your check. Half up to 5%. Staff gets half off and management gets free meals.']
3.0,"Jul 27, 2015","Former  Server  in Tulsa, Oklahoma","["" A great discount card for you and friends/family when you're not working.""]"
2.0,"Jul 20, 2015","Former  Host  in Utica, Michigan","["" It was hard to get into the benefit program without planning on being there full time. Just by the nature of the industry it wasn't likely that anyone would use it that much. There is 50% off the food when not working which is awesome.""]"
3.0,"Jul 13, 2015","Former  Employee  in Detroit, Michigan",[' Flexible schedule and the team environment.']
1.0,"Jul 28, 2015","Former  Employee  in Virginia Beach, Virginia","[' takes a year, but atleast it is one, they give you like 50% off if you dine with 2, 33% for 3 people, and 25% for 4 people which is kinda nice. also they do health insurance but its some doodoo,']"
4.0,"Jun 09, 2015","Current  Employee  in Sacramento, California","[' good 401K, and great bonus structure for management. Vacation is by years of service and is good after you have 5 years with the company.']"
3.0,"Jul 06, 2015","Former  Employee  in Lakewood, California",[' Health insurance and 401K plans']
2.0,"Jun 30, 2015","Former  Employee  in Mountain View, California","[' Horrible benefits, takes a lot out of your pay check and not a lot of options at all']"
1.0,"Jul 02, 2015","Former  Server/Bartender  in Alexandria, Louisiana",[' Only good thing is corporate will donate to employees and their families in need... nothing else good at all']
3.0,"Jun 05, 2015","Former  Server/Waiter  in Phila, Pennsylvania",[' I did not receive a benefits package.']
2.0,"Jun 04, 2015","Former  Employee  in Las Cruces, New Mexico",[' Best perks was the 50% off any Brinker International owned restaurant']
5.0,"May 18, 2015","Current  Togo specialist   in Dallas, Texas",[' Full time and part time insurance and 401K']
1.0,"Jun 19, 2015","Former  Server  in Streamwood, Illinois","["" After working there for a year, they would give you $500 for school. That's about it.""]"
3.0,"May 19, 2015","Former  Employee  in Houston, Texas",[' Having to wait 90 days before recieving discount card.']
2.0,"May 15, 2015","Former  Server  in San Diego, California","["" There are no benefits for part-time people until you work there for a year, then they offer bad part-time health benefits, but that's it. You get 50% off your meal when you come in on your day off, but that does not count for alcohol, desserts, or tips. So...very few.""]"
5.0,"May 14, 2015","Current  Culinary Manager  in Louisville, Kentucky",[' Worst was the wait for coverage. Best is the ongoing match of the 401k.']
2.0,"May 03, 2015","Current  food expo  in Capitola, California",[' Benefits are not bad if you are just starting off and its your first job. 50% off food was probably the best part of the benefits package. In order to receive full time benefits you must work over 30 hours and that impossible since most people work around 20-28 hours excluding bartenders and managers.']
3.0,"Apr 28, 2015","Former  Employee  in Fort Worth, Texas",[' Employees receive 50% off meals']
4.0,"Apr 13, 2015","Current  Restaurant Manager  in Dallas, Texas","["" Free food at any Chili's is cool. Insurance is OK but prices go up significantly every year. 401k is descent. They match up to 4% but could offer something for long term employees. Vacation is fair but wish we could sell vacation time prior to 10 years. Two days off a week is nice but could be more flexible with weekends.""]"
3.0,"Apr 20, 2015","Current  Assistant Manager  in Port Charlotte, Florida",[' Health care is not the best plan. The offer a nice 401K match. Discounts to other companies are good.']
3.0,"Apr 14, 2015","Current  Employee  in Salem, New Hampshire","[' Worst is no paid vacations. No vacation pay. Health insurance is extremely expensive, but does cover a lot.']"
4.0,"Mar 27, 2015","Former  Employee  in Little Rock, Arkansas","[' Great Bonus structure, Health Insurance is high deductables']"
1.0,"Apr 23, 2015","Former  Cook  in Merrillville, Indiana","["" They have taken everything away to improve the company's bottom line and don't care about theo\\ir employees at all.""]"
2.0,"Mar 29, 2015","Former  Employee  in Lakeland, Florida","["" The best thing is payed vacation, next would be 401K they match you 5% but the Health insurance is horrible super high deductibles and the Wage works program is a joke. Every time I take my son to the Dr and don't get the write documents to show that he is our son and he was there they will freeze the account. Not to mention I also have to pay a $50 deductible at the Dr office for him and then get a bill later for $160 or more.""]"
2.0,"Mar 21, 2015","Former  Management  in Pittsburgh, Pennsylvania",[' Poor insurance. Very poor quality of life']
4.0,"Oct 29, 2014","Current  Assistant Manager  in Oklahoma City, Oklahoma",[' Medical had high deductible or premiums. Either way you looked at it you had a minimum 5000.']
1.0,"Mar 13, 2015","Current  Dishwasher  in Los Angeles, California",[' I did not get benefits since im part time']
3.0,"Feb 15, 2015","Current  Server/Bartender  in Battle Creek, Michigan",[' Need more information about benefits...perhaps a seminar.']
