Rating,Review Date,Employee,Description
5.0,"Jul 06, 2017","Current  Sauce Cook  in Lawrence, New Jersey","["" The benefits are pretty solid and are exceptional for the restaurant business. The catch is that you have to work for at least 3 months to qualify for benefits and at least 6 months to really start seeing the fruits of your labor. The Cheesecake factory has a very high turn over rate, employees basically fall into 4 groups. People that will last a week, a month, a year, and those that make a career out of it. I currently am taking advantage of their health, critical illness, and dental insurance offerings. Because I am a nonsmoker without any ongoing medical issues I'm paying about 65 dollars a month. They also offer 15k life insurance for free, the rest must be purchased, up to 80k I believe. The meal program is about 3.25 a day you work, and you get your pick from the majority of the menu baring steak or large seafood dishes. It can be ordered at any point during your shift and will be made to go if requested. You can also order any one meal at 50% off per shift, and unlimited food and drink (alcohol excluded) for 25% off. Paid time off is generated by the number of hours worked after your first 6 months. The way you generate paid time off is to get 40 hours for every 1000 hours one works. In other words meaning if an individual was working 40 hour weeks they would get a full week of paid time off every 6 months, and it is up to the individual if they want to take that time off or if they want to cash it out.""]"
3.0,"Aug 01, 2017","Current  Employee  in Seattle, Washington State",[' Company offers employee health insurance options for anyone working an average of 30 hours or more a week. Annual enrollment. Premium is deducted from your paycheck.']
5.0,"Jul 11, 2017","Current  Employee  in Los Angeles, California",[' Health Benefits are in line with most other employers i have had. What makes The Cheesecake Factory stand out are all the other perks that come along from working here.']
5.0,"Jul 08, 2017","Current  server  in Jacksonville, Florida","[' benefits are awesome, people are so nice and caring']"
3.0,"Jul 09, 2017","Current  Server/Waiter  in Columbia, Maryland",[' For servers there are not many benefits. I wish that a company so big and profitable would offer retirement options.']
5.0,"May 26, 2017","Current  Senior Manager  in Birmingham, Alabama","[' Health insurance, 401k, generous paid time off, outings for staff members.']"
2.0,"Jun 08, 2017","Former  Employee  in Louisville, Kentucky","[' Insurance is too expensive, but management has good perks. Worth it if you want to move up!']"
4.0,"May 20, 2017","Current  Server  in Chicago, Illinois",[' Must maintain 30hrs a week to remain enrolled.']
5.0,"May 04, 2017","Current  server  in Miami, Florida","[' Affordable great heatlh, dental, vision an life insurance options']"
4.0,"May 04, 2017","Former  Baker  in Philadelphia, Pennsylvania","[' affordable health care, perks to different utility companies, and discount to specific places.']"
5.0,"Apr 29, 2017","Current  Server  in Natick, Massachusetts","[' Part time benefits, lunches, outtings to sixflags and etc with the team, dental, eye and healthcare for people who work 25 hours']"
4.0,"Apr 27, 2017","Current  Dishwasher  in Greensboro, North Carolina","["" Best thing is it's taken out of your check every pay day worst thing is it is not 100%""]"
4.0,"Apr 23, 2017","Current  Employee  in Greenwood, Indiana","[' We have the oportunity to get medical insurance trough Aetna, dental insurance, vision insurance and life insurance. We can set up a 401k']"
5.0,"Apr 20, 2017","Former  Senior Restaurant Manager  in Los Angeles, California",[' There is no inflation based raises or consideration of geography for many parts of the country. A manager in California is paid similar as Florida.']
4.0,"Apr 12, 2017","Current  Employee  in Saint Louis, Missouri","[' Great health insurance, offer HSA, you can pretty much go on vacation whenever you would like as long as you pre-approve it advance.']"
2.0,"Apr 26, 2017","Current  Server  in Orlando, Florida","["" The benefits suck for this company. They offer insurance, not great insurance but insurance. You have to keep the minimum hours , if you miss it by 1 hour they will kick you off. There is no 401k. Vacation is only occurred if you work more then 32 hours per a week . If not you don't get it . There really isn't any good benefit that they offer .""]"
5.0,"Apr 10, 2017","Former  Employee  in San Francisco, California",[' You take care of the cheesecake it takes care of you is probably the best quote from someone else I heard during my time there.']
3.0,"Apr 12, 2017","Current  Baker  in Queens Village, New York State",[' After 6 months with the company health benefits offered.']
1.0,"May 01, 2017","Current  Line Cook  in Tacoma, Washington State","["" Paid time off and variation time doesn't start for a year .""]"
4.0,"Feb 26, 2017","Current  Server  in Los Angeles, California","[' HSA, medical, vision, dental, life insurance']"
4.0,"Feb 21, 2017","Current  Employee  in Redondo Beach, California","[' Health insurance, half off food, employee discounts, apple discounts, pto, flexibility within the company and growth opportunities and new restaurant openings to travel.']"
3.0,"Feb 15, 2017","Current  Service  in Austin, Texas","[' We get great insurance benefits, especially for those with kids. We also get vacation time but never let us know about it.']"
3.0,"Feb 04, 2017","Current  Grill/Fry Line Cook  in Naples, Florida",[' Everything Should Be Better']
3.0,"Jan 29, 2017","Former  Employee  in Arlington, Virginia",[' Nothing sticks out either way']
3.0,"Jan 25, 2017","Current  Employee  in Calabasas, California","["" It's not the best healthcare, but it isn't the worst, however, I've had better.""]"
1.0,"Feb 03, 2017","Current  Hostess  in Greenwood, Indiana","["" They'll hire you full-tine so you can pay for their insurance. Then they'll cut your hours and you won't be able to afford it anymore.""]"
5.0,"Dec 03, 2016","Current  Employee  in White Plains, New York State",[' Great company they treat there employees with respect']
4.0,"Nov 29, 2016","Current  Employee  in Houston, Texas","["" A lot of different and options and plans. Has full range, medical, vision, and dental. Also some other perks are available like HSA, life insurance, and other charitable donations to help other employees. Each year there's an opportunity with a discount on insurance with a simple health screening done on-site.""]"
3.0,"Oct 24, 2016","Former  kitchen manager  in San Jose, California","[' the best thing about it is that they actually offer one, the worst thing about it is that it is very costly to the employee, not a very good package to be given, on top of that you need to make sure you work your full time, every week. otherwise you run the risk of loosing it.']"
4.0,"Oct 19, 2016","Former  Busser  in Columbia, Maryland",[' They are very flexible with hours and working around your schedule outside of work']
4.0,"Oct 18, 2016","Former  Server  in Los Angeles, California","["" The worst thing about the benefits package is that it expired if an employee didn't work a certain amount of hours during a given period. This proved especially difficult during summer months when shifts were hard to come by.""]"
4.0,"Oct 18, 2016","Former  Restaurant Server  in Westlake, Ohio","[' Health, Disability and Life insurance are offered. The out of pocket is not bad for any of them.']"
4.0,"Oct 17, 2016","Current  Line Cook  in West Palm Beach, Florida",[' Insurance is not bad. Everything is through Aetna/Cigna. It is a little pricey but it makes sense when you need insurance. If the company contributed more though it would make things better because not all employees are fairly paid.']
4.0,"Oct 14, 2016","Former  Server/Waiter  in Louisville, Kentucky",[' Constantly do well monetarily whether working monday lunch shift or Saturday night shift.']
4.0,"Oct 11, 2016","Former  Employee  in New York, New York State","[' there are no free food, just work and leave no stress until the next day']"
5.0,"Oct 06, 2016","Former  Server/Waiter  in Atlanta, Georgia",[' The befits are amazing. The management was amazing and always friendly. The atmosphere was always great also and the way we treated customers was always exceptional. There were really no negatives to working here.']
5.0,"Sep 29, 2016","Former  Senior Kitchen Manager  in Charlotte, North Carolina",[' The best thing about the Cheesecake Factory is the they make you want to learn more about the food and the guess']
2.0,"Oct 03, 2016","Former  dishwasher  in Walnut, California",[' nothing honestly they don;t offer anything until 6 months after u work']
1.0,"Sep 22, 2016","Former  Line Cook  in Boston, Massachusetts","["" They don't considerate vacation time for kitchen workers, they care about hour's work the limit time is 32 hours a week, so many times they sent employees to home because they have 30 hours.""]"
4.0,"Sep 13, 2016","Current  Restaurant Manager  in Irvine, California","[' Great benefits package, 401K contribution could be more generous but any free money is a blessing. Health care insurance is outstanding for the industry. They offer great discounts for healthy living all conformed through a biometric screening.']"
5.0,"Sep 12, 2016","Former  Server/Waiter  in Schaumburg, Illinois",[' The location was a tourist spot. In Woodfield Mall so a lot of the clientele would not tip. This would happen at least once every two weeks. The positive is that the restaurant is very proficient and runs like a factory! Everything is typically smooth and by the book!']
5.0,"Sep 10, 2016","Current  Server  in Salt Lake City, Utah","["" The flexibility of the time. If you are on your 20's then this is a great part time or full time job for you since most of the people who are working are attending school.""]"
5.0,"Sep 08, 2016","Current  Kitchen Manager  in Albany, New York State",[' They think about the emploee']
3.0,"Sep 09, 2016","Former  Employee  in Oakbrook Terrace, Illinois",[' The benefits are very pricy and not very good.']
4.0,"Aug 21, 2016","Current  Prep/Line Cook  in West Palm Beach, Florida",[' Deductibles are way too high']
4.0,"Jul 22, 2016","Former  Employee  in Los Angeles, California",[' Yeah its very good company...!']
5.0,"Jul 08, 2016","Former  Server  in Sacramento, California","["" I didn't have any but they give some decent ones to full times. But you pay slot out of your. Check and then can barely pay your rent.""]"
4.0,"Jun 25, 2016","Current  Bartender/Server  in Arlington, Texas",[' This is first restaurant to offer me benefits. Overall they seem to be good. I especially like the paid time off.']
4.0,"Jun 06, 2016","Former  server  in Skokie, Illinois",[' actually provide pretty good health/dental insurance']
5.0,"May 31, 2016","Current  Dish  in Columbus, Ohio",[' Really fun environment and flexible hours']
2.0,"Jun 02, 2016","Current  Food Server  in Reno, Nevada","[' no paid time off, if you get sick you feel in fear of losing your job.']"
5.0,"May 14, 2016","Current  Baker  in Orlando, Florida","[' Health insurance is great! Medical, dental and vision! No stock or 401K/retirement options tho for non-management.']"
2.0,"May 17, 2016","Former  Cook/Dishwasher/Customer Service Representative/Prep  in Lake Grove, New York State",[' The benefits are very frugal and lacking. They meet the bare minimum for coverage and take 6 months to a year to be eligible.']
5.0,"Apr 26, 2016","Current  Server/Waiter  in Short Pump, Virginia","[' PTO is at minimum wage for servers, and most servers make 4-5x that per hour.']"
4.0,"Apr 26, 2016","Former  Front Desk Host  in Roseville, California","[' Offered health insurance, opportunity for raises every 6 months, and paid vacation after 6 months of employment.']"
2.0,"Apr 29, 2016","Former  Employee  in Glendale, California","["" Pricey health insurance, 25% off food when you're not working but only on weekdays. 50% off when you work but you need a ticket.""]"
3.0,"Apr 28, 2016","Current  Server/Bartender  in Aventura, Florida",[' You have to now wait nine months to be offered insurance.']
2.0,"Apr 28, 2016","Current  Salad, Production, and Slicer Prep Cook  in Metairie, Louisiana","[' need insurance quicker and I show a lot of initiative and come in always on my days off, I been there over 4 months and I need a raise and or childcare assistance.']"
1.0,"May 03, 2016","Former  Busser  in Jersey City, New Jersey",[' Received no benefits what so ever.... The management was very unprofessional! Nothing here is worth working for because you can get fired out of no where.']
4.0,"Apr 15, 2016","Current  manager  in Houston, Texas",[' Greta rates for single individual.']
5.0,"Mar 01, 2016","Current  Senior Manager II  in Indianapolis, Indiana",[' Great health coverage by Aetna. Dental is great. Spouse and dependant life insurance is great. No complaints. They will also match your 401k $.50 per dollar.']
1.0,"Mar 27, 2016","Former  Server  in Arlington, Virginia","[' Health insurance is very pricey. Can be very difficult to receive your vacation, or paid time off.']"
5.0,"Feb 18, 2016","Former  manager  in Arlington, Virginia",[' the benefits are just great']
4.0,"Feb 16, 2016","Current  Server  in Newport Beach, California",[' A restaurant offering Health Insurance is pretty great if you ask me']
4.0,"Feb 02, 2016","Former  senior manager  in Louisville, Kentucky","[' Pay was great, talent was top notch. Hours were not good for the family life.']"
4.0,"Jan 29, 2016","Current  Server  in Columbus, Ohio","[' PTO, and scheduling is awesome']"
4.0,"Jan 20, 2016","Current  Employee  in Wauwatosa, Wisconsin","[' The staff is great, food is great, the managers are always there to help you be successful.']"
4.0,"Jan 20, 2016","Current  Fry Cook  in Cerritos, California",[' I like the fact that I can work all year and go to Florida to see my family and and get paid for it.']
3.0,"Jan 25, 2016","Current  Food Server  in Louisville, Kentucky","[' Positives- Health insurance is affordable and the plans are decent, paid time off starts accumulating after six months of employment. Negatives - They do not offer short-term disability, maternity or paternity leave, or long-term disability, not is their any kind of pension or retirement package for hourly employees.']"
4.0,"Jan 06, 2016","Former  Restaurant General Manager  in Columbia, Maryland",[' the company leased car and paid insurance']
3.0,"Jan 19, 2016","Former  Server  in San Francisco, California",[' The best thing is that they even offer benefits. Most restaurants and department stores will not give employees over 26 hours or they will also have to offer benefits. Keeping you under 26 hours is part time. So any benefits offered are good ones.']
2.0,"Jan 11, 2016","Former  Server  in Fairfax, Virginia","["" You have to meet certain hours to receive any benefits, which is almost impossible when you don't have a regulated set of hours each work week. No vacation or paid time off for servers, no opportunity for a 40(k) plan and insurance is ridiculous expensive. You get 50% off an employee meal if you worked that same day, but if you dine in you get 25% off your entire check (excluding alcohol) and you cannot receive the discount on Friday or Saturday. Great job for a young high school graduate or college student with limited expenses, but not ideal for supporting someone supporting a family.""]"
4.0,"Dec 09, 2015","Former  Server  in Pittsburgh, Pennsylvania",[' Their healthcare is exceptional and fairly easy to qualify for if you are working anywhere near full time.']
1.0,"Jan 07, 2016","Former  Food Server  in Cincinnati, Ohio",[' Best thing is the good people and money. Worst thing is management and the crappy benefits.']
4.0,"Dec 02, 2015","Former  Server/Waiter  in Knoxville, Tennessee","[' They offered insurance which was nice. They planned volunteer groups, fun activities, family dinners on holidays all for employees. They were a great company to work for.']"
5.0,"Nov 25, 2015","Current  Employee  in Hartford, Connecticut",[' Discounts free cheesecake great food']
4.0,"Nov 23, 2015","Current  Prep Cook  in Aventura, Florida",[' over all i think is a pretty good']
4.0,"Nov 21, 2015","Current  Food Server  in Pembroke Pines, Florida",[' You only have to work and maintain 25 hours per week to be eligible for benefits. The premium is pre-tax and comes directly out of your paycheck. There is supplemental insurance as well.']
1.0,"Nov 25, 2015","Former  Employee  in Miami, Florida","["" The worst part is that there isn't one""]"
4.0,"Nov 16, 2015","Current  Employee  in Bridgewater, New Jersey",[' Affordable and good selecting of benefits']
5.0,"Nov 15, 2015","Former  Kitchen managrr  in Columbus, Ohio","[' Health insurance is through aetna. They have stock options, 401 k, life insurance, accidental death and dismemberment']"
3.0,"Nov 16, 2015","Current  Employee  in Calabasas Hills, California",[' Only 2 weeks paid vacation for the first 4 years you are there.']
4.0,"Nov 01, 2015","Former  Baker  in Phoenix, Arizona",[' Half off of meals during shifts.']
3.0,"Nov 11, 2015","Current  Server  in San Diego, California",[' You get discounted cell phone plans as well as discounted gym memberships.']
3.0,"Nov 06, 2015","Former  Employee  in Los Angeles, California",[' The employee discount is about the nicest thing']
2.0,"Nov 04, 2015","Current  Employee  in Arlington, Texas","["" Too expensive and not the best insurance... No 401K to hourly employees and vacation?? we accumulate vacation time and PTO time but it's based on an average of our tips (which varies)""]"
3.0,"Nov 02, 2015","Current  Line cook   in Naples, Florida","["" Best thing bout it I'll be healthy when I get sick or hurt""]"
2.0,"Oct 30, 2015","Former  Employee  in Seattle, Washington State",[' There is no benefit package for part-time employees.']
1.0,"Nov 02, 2015","Current  Food Server  in Murray, Utah",[' Unless youre there for along time you dont get anything. Like most serving jobs in this state.']
5.0,"Oct 28, 2015","Current  Kitchen manager   in Orange, California","[' Excellent benefits at low cost, 401 k, excellent staff development, unlimited opportunity for growth']"
4.0,"Oct 27, 2015","Former  Hostess  in Boise, Idaho","[' Great discount on food, average hourly pay, options for benefits are good but only for full-time and great for families.']"
5.0,"Oct 24, 2015","Current  Salad, Production, and Slicer Prep Cook  in Sawgrass, Florida",[' first time try to get heatlh insurance']
2.0,"Oct 30, 2015","Former  Employee  in Seattle, Washington State","[' Flexible hours, employee discounted meals']"
5.0,"Oct 14, 2015","Current  Server  in Santa Monica, California","[' You get 2 weeks paid vacation after one year of working. You also get 25% off your whole bill. If you are working and you eat lunch at their restaurant, you get 50% off.']"
4.0,"Oct 09, 2015","Current  Baker  in Austin, Texas","["" I don't have any perks except meal discount. I am unaware of any other perks that may come with this job I was never told.""]"
3.0,"Oct 17, 2015","Former  Employee  in San Mateo, California",[' The worst thing about the benefits package is you must work a certain amount of hours consistently to receive them. And you can only sign up for them one month out of the year.']
4.0,"Sep 29, 2015","Former  Employee  in Louisville, Kentucky",[' Great company to work for. Makes people their greatest resource. Cons: super busy especially around holidays. Extensive menu is difficult to execute.']
4.0,"Sep 27, 2015","Current  Employee  in Minneapolis, Minnesota",[' Best medical/dental package I have encountered in the industry.']
2.0,"Oct 04, 2015","Former  Server  in Brea, California","[' There isnt alot to the benefit package, unless you pay into it.']"
4.0,"Sep 24, 2015","Former  Employee  in Reno, Texas",[' Great benefits package. Decent health insurance.']
4.0,"Sep 23, 2015","Former  Server/Waiter  in Wayne, New Jersey","[' You have to be there for at least 6 months to be eligible for medical coverage. You do get a free meal if you work a double shift, and one discounted meal a day regardless (not cumulative)']"
4.0,"Sep 10, 2015","Current  Server/Waiter  in Brea, California",[' Health Benefits if you work a certain amount of hours (basically full-time)']
5.0,"Aug 31, 2015","Former  Front Desk, Bakery  in Nashville, Tennessee","[' The benefits given by CCF are unparalleled in the restaurant industry. Paid Time Off for ALL staff (Yup, even if you only work 1 day a week!) 401k plans Affordable healthcare for anyone working 30+ hours a week An employee sponsored care-fund for when you fall on hard times or go through personal tragedy (Cancer, loss of a loved one, house fire, Flood, car accident, etc) Employees can sign up and its only $1 out of your paycheck if you opt in. And the food discounts are great! You get a free meal anytime you work a double (or a 8+ hour shift), 1/2 off meal when you work any other shift, and 25% off whole cheesecakes or if you come to dine-in as a guest. They also give all employees a whole cheesecake for Thanksgiving/Christmas to share with their families.']"
4.0,"Sep 03, 2015","Current  Server  in Huntington, New York State","[' Health insurance. Management ultimately only care about the company and not the well being of the employee. No-paid vacation. Flexible schedules, unless pressured otherwise.']"
5.0,"Aug 27, 2015","Current  Server  in Bridgewater, New Jersey","["" The insurance benefits are the best I've ever had at any job!""]"
5.0,"Aug 25, 2015","Current  Employee  in Miami, Florida","[' The best thing about our benefits overall is everything! We get low rate insurance plans, 401k, life insurance. Paid vacation, sick time and holiday pay']"
5.0,"Aug 25, 2015","Current  Server  in Houston, Texas",[' The insurance offered was really good and the monthly premium was fairly low compared to other places I have worked.']
2.0,"Sep 08, 2015","Former  Employee  in Chicago, Illinois","["" Perks pretty much don't exist unless you are within the management. Even then it seemed like outside of the benefits, there is no real plus to working for this company.""]"
1.0,"Aug 25, 2015","Former  Employee  in Reno, Nevada",[' i never applied for them cause they cost way too much']
5.0,"Aug 20, 2015","Former  Server  in Rochester, New York State",[' They have great healthcare for full time employees and also just added paid vacation leave.']
4.0,"Aug 20, 2015","Current  Employee  in San Francisco, California","["" Overall benefits packages for managers are pretty good with lots of extra options you can opt in for. However the richness of the health insurance plans has been decreasing over time I've been told. An example was my daughter had an overnight hospital stay and my prior employers health plan left me with about $450 out of pocket vs $1,400 this time around from Cheesecake Factory's EPO plan.""]"
4.0,"Aug 19, 2015","Former  Front Desk Hostess  in Waikïkï, Hawaii",[' they offer health insurance. Its hard to get shifts covered as a hostess unless you offer $$.']
5.0,"Aug 14, 2015","Current  Employee  in Kansas City, Missouri",[' Health Insurance available if desired']
5.0,"Aug 12, 2015","Former  Employee  in Winter Park, Florida","["" the best thing about cheesecake factory's benefits package is that it gives you many options on insurance plans that are best for you.""]"
4.0,"Aug 11, 2015","Former  Front Desk  in Columbus, Ohio","[' premium health insurance available, decent paid time off']"
3.0,"Aug 20, 2015","Current  Bartender/Server  in Atlanta, Georgia","[' The best things would have to be the free meals you receive when you word double shifts, or the half off cheesecakes for employees. Also, you get an entire cake for christmas. But the worst part is that on the weekends, no matter if you are a double or someone who only worked one shift; you do NOT get a break. Also, doubles are not always the first servers to get ""phased"" or ""cut"". Management will sometimes schedule you for doubles on holidays to open and close the store as well.']"
3.0,"Aug 13, 2015","Current  Food Server  in Kansas City, Missouri",[' The Cheesecake Factory offers an awesome benefits package but I have never enrolled because I have insurance through my husband.']
3.0,"Aug 11, 2015","Former  Employee  in Nashville, Tennessee",[' not having any heath or dental insurance']
1.0,"Aug 22, 2015","Former  Employee  in San Francisco, New Mexico",[' there were no benefits offered to me']
5.0,"Aug 06, 2015","Current  Front Desk Host  in Tampa, Florida","["" The only benefit that I get is a discount. its 25% of if you come in to eat. But if I'm working and I go on break I get 50% off my food, plus at my store if you work a double you get a free meal.""]"
2.0,"Aug 08, 2015","Former  server  in Birmingham, Alabama","["" It was usually fairly easy to get vacation time after you had been there a couple of years. You just had to request the vacation time and then get your shifts covered or request off. To my knowledge there were no d401k options, but they did provide health insurance if you needed it. I was covered under my parents still at the time so I didn't look too far into the health insurance benefits.""]"
5.0,"Jul 21, 2015","Current  Front Desk Hostess  in New York, New York State","["" They offer great benefits for employees who work 25 hours or more a week. I think that's awesome, because in most places its 40 hours a week.""]"
4.0,"Jul 17, 2015","Current  Manager  in Charlotte, North Carolina",[' Its great to have flexible schedule and vacations honoured.']
2.0,"Jul 30, 2015","Current  Server  in Knoxville, Tennessee",[' money and work/life balance are good']
2.0,"Jul 26, 2015","Former  Server/Waiter  in Bellevue, Washington State","[' There is health insurance, but only for close to full time employees. Was also a bit pricey.']"
5.0,"Jul 09, 2015","Current  Oat  in San Diego, California","[' Vacation time, sick days and extra paid holidays 40k, free meals for management']"
2.0,"Jul 15, 2015","Former  Baker  in Louisville, Kentucky","["" Don't get these until you've worked there six months to a year, mostly just a healthcare plan.""]"
3.0,"Jul 13, 2015","Former  food Server  in Wauwatosa, Wisconsin","[' Decent package for the price, it was not too expensive and it had a decent deductible. They also had great discounted meals/cheesecake.']"
1.0,"Jul 27, 2015","Former  Employee  in Mission Viejo, California","["" None existent. We got a food discount but that's hardly a benefits package.""]"
4.0,"Jul 09, 2015","Current  General Manager  in Rockville, Maryland",[' Stock options are great. Company leased BMW is awesome and you get a new one every 3 years']
5.0,"Jul 05, 2015","Current  Employee  in Denver, Colorado","[' Health Insurance, Eye/Dental Insurance, Identity Theft Insurance, Paid Vacations']"
4.0,"Jul 02, 2015","Current  Restaurant Manager  in Naples, Florida",[' Great benefits at a good price']
2.0,"Jul 08, 2015","Former  Employee  in Westbury, New York State","[' no 401k, just health insurance with a mandatory hours there weekly to be subjected under the program.']"
5.0,"Jun 18, 2015","Current  Employee  in Las Vegas, Nevada","[' Company perks are industry leading, good paid time off, gym membership, flexible work schedule, and the health insurance is second to none for this industry']"
3.0,"Jul 01, 2015","Current  Grill/Fry Line Cook  in Durham, North Carolina",[' Health insurance is offered to Part timers']
3.0,"Jun 23, 2015","Former  Employee  in Las Vegas, Nevada","[' the best part about working for the Cheese Cake Factory food is really good, I am always full. Its a very fun place to work.']"
4.0,"Jun 06, 2015","Former  Manager  in San Mateo, California",[' The health insurance was the best in my idea.']
5.0,"May 18, 2015","Former  Server  in Richmond, Virginia","[' Great health insurance, and PTO but make sure you cash it in the first of the year!']"
3.0,"May 21, 2015","Former  Server  in Los Angeles, California","[' For full-time store employees (more than 25 hrs/wk), it would be great to have the benefits offered to the corporate staff, like sick pay, or 401k.']"
5.0,"May 15, 2015","Former  Food Server  in Santa Clara, California",[' The food was 25% off whenever you walked in with your friends. All the manager needs to do is sign off on it. The food was 50% off per shift so when you bought your lunch break it was a good deal.']
5.0,"May 13, 2015","Current  FOH Manager  in Los Angeles, California",[' Insurance... 401k stock options and bonus']
2.0,"May 02, 2015","Former  Bartender  in Burlington, Massachusetts","[' Typical corporate chain, lots of give but no get.']"
3.0,"May 01, 2015","Former  Server, Trainer, Hostess  in Cincinnati, Ohio","[' Pros- Great Food, Consistent Business, Nice Locations, okay hours Cons- Uniforms, managers, shift hours, no holiday pay, few holidays off, mandatory Sunday availability']"
3.0,"Apr 27, 2015","Former  Prep Cook  in San Antonio, Texas",[' The insurance package offered to full time employees was supposedly the same one that the head of the company had...which I highly doubt. It was alright. Nothing special.']
1.0,"May 14, 2015","Current  Employee  in Huntington Beach, California","[' They do not provide benefits for part time employees. No 401 k. You are able to get limited benefits, but I do not know the details']"
2.0,"Apr 06, 2015","Current  Bartender  in Wayne, New Jersey","["" Offers 25% employee discount Sunday-Thursday. Offers health benefits that don't meet required minimum for the ACA.""]"
4.0,"Mar 16, 2015","Former  Cashier  in Houston, Texas",[' Company does its best to provide good packages but the best or ideal packages are still on the expensive side.']
5.0,"Mar 03, 2015","Current  Sr. Multimedia Specialist  in Calabasas, California","[' Health Insurance, Time-Off & Sabbatical']"
3.0,"Mar 07, 2015","Former  Prep Cook  in Novi, Michigan",[' You get paid vacation if you work 30+ hours and they have health insurance but you have to pay for it']
5.0,"Mar 02, 2015","Current  IT Systems Administrator  in Agoura Hills, California","[' Great medical, vision, & dental insurance. Also PET insurance, 401k, life insurance, long-term disability, legal services, accident & critical illness coverage, Identity Theft Protection, and more. Fresh fruit every morning. Plenty of snacks & treats throughout the week. Valet parking (while the new building is under construction and/or when there are a large number of visitors on the premises). Dining credit & discounts for the restaurants. Lots more.']"
5.0,"Mar 02, 2015","Current  Senior Management  in Calabasas Hills, California",[' The compensation package is competitive and motivates me to work passionately for the company']
