Rating,Review Date,Employee,Description
3.0,"Mar 27, 2017","Current  Cook  in Federal Way, Washington State",[' The medical is a bit expensive for someone working part time but the vision and dental have good rates. In addition setting up benefits was a bit confusing at first and was a good 8 months before I was eligible.']
4.0,"Mar 25, 2017","Former  Server  in Los Angeles, California","["" The worst thing about the benefits package with Applbee's restaurant is that there was no benefits package. It is in my benefit to have benefits. I find it beneficial.""]"
3.0,"Mar 27, 2017","Former  hostess  in Edmond, Oklahoma",[' there are no freaking benefits the amount of work that it takes to use this website is absolutely ridiculous.']
5.0,"Mar 10, 2017","Current  Grill Master  in Monroe, Louisiana",[' Time off is the best.']
3.0,"Mar 23, 2017","Former  Bartender  in Vancouver, Washington State","["" There were not benefits at applebees unless you are in management. They had to limit our hours to part time when Obamacare went into affect so they wouldn't be forced to give us health insurance if we weren't management. I believe the management had United Health Care. It was kind of annoying, most people had to take on second jobs, then they hired a bunch of new people to have more part time employees instead of a select full time. It was nice to have shifts covered, but it was also annoying because there were always new people that didn't know what they were doing.""]"
3.0,"Mar 14, 2017","Former  Employee  in Southfield, Michigan","[' During the time I was working at Applebees, I was never offered, or made aware of any special benefits. with that being said I did work part time and that is probably why I do not have much knowledge of these things.']"
5.0,"Feb 21, 2017","Former  Key Manager  in Gainesville, Georgia",[' You could and still can get great health insurance']
3.0,"Feb 16, 2017","Former  Host  in Lake Grove, New York State","["" Part timers didn't get benefits other than discounts.""]"
1.0,"Mar 03, 2017","Former  Host  in Jamaica, New York State","[' You get health insurance if you work with the company for a year, you also get 50% off all food.']"
2.0,"Feb 02, 2017","Current  Employee  in New York, New York State","[' horrible, there is no time off']"
2.0,"Jan 29, 2017","Former  Food Server  in Rome, New York State",[' They do not offer insurance']
4.0,"Dec 29, 2016","Former  Food service  in Taylorsville, Utah","["" There benefits aren't that good. It would be better to get your own insurance, and 401k. And their vacation package is the same as most other places, work for a year and get a week paid vacation.""]"
4.0,"Dec 22, 2016","Current  Employee  in Columbia, Missouri",[' There are decent benefits as far as time off/on and employee meals.']
1.0,"Jan 24, 2017","Former  Waitress  in Fargo, North Dakota","["" There isn't any benefits as a waitress""]"
2.0,"Dec 14, 2016","Former  Line Cook  in Tracy, California",[' Free food and drinks and a half an hour break.']
1.0,"Jan 02, 2017","Current  Server  in Midland, Michigan","["" I have not been offered a benefits package from this employer. Applebee's does not hire full-time servers to avoid having doing so. However we do receive a food discount while working.""]"
3.0,"Dec 11, 2016","Former  Employee  in Plantation, Florida",[' There was discounts on food. After work or before work I could get something to eat. I did not have to cook the meal or clean up after eating.']
3.0,"Nov 25, 2016","Former  Server/Bartender  in Rome, Georgia",[' Great company to work for']
3.0,"Nov 15, 2016","Former  Bartender  in Santa Maria, California","["" There weren't any benefits at all for regular employees. No paid vacation, no Christmas parties. Our management didn't appreciate their employees at all""]"
1.0,"Nov 21, 2016","Former  head server / trainer  in Aberdeen, North Carolina","["" the food discount, that's all they offered.""]"
1.0,"Nov 16, 2016","Current  Manager  in Alton, Illinois","[' I pay over $1,000 a month for full family coverage']"
5.0,"Nov 13, 2016","Current  Employee  in Saint Louis, Missouri",[' Just covers basics like insurance and 401k. Noting offered to make working for the company special']
3.0,"Nov 15, 2016","Current  Host/Hostess  in Philadelphia, Pennsylvania",[' Its a good benefits package but i just dont like it']
1.0,"Nov 01, 2016","Former  Employee  in Auburn, New York State","["" They don't offer any benefits unless you work 30 hrs or more I've heard they are expensive also""]"
1.0,"Oct 30, 2016","Current  Fry Cook  in Callaway, Florida",[' idk what i get i need dental and it wasnt explained']
2.0,"Sep 28, 2016","Former  Food Server  in Conyers, Georgia",[' every thing hated it. It was a bad experience not meant to work at fast food']
1.0,"Oct 18, 2016","Former  Server  in Knoxville, Tennessee","[' There was no benefits package. At least, if there was I had no idea it existed. So that would be the worst thing I can think of.']"
1.0,"Oct 05, 2016","Former  Waitress/Hostess  in Bowie, Maryland","["" There's nothing good about this place!""]"
1.0,"Oct 04, 2016","Former  Server/Hostess  in Gastonia, North Carolina","[' The best thing was the management. They were nice people! The worst was the cleanliness and the amount of help that I received while working there, which was little to none.']"
1.0,"Oct 03, 2016","Current  Manager In Training  in Stafford, Texas",[' There really are no benefits package to speak of Medical but did not use or need it']
1.0,"Sep 28, 2016","Former  Bartender/Server  in Westfield, Massachusetts",[' Abysmal healthcare options (as is the case with many restaurants FOH staff)']
5.0,"Sep 17, 2016","Current  Line Cook  in North Port, Florida","["" Benefits package is the best I've seen for restaurants so far""]"
2.0,"Sep 20, 2016","Former  Server  in Ashland, Kentucky",[' Benefits were not great unless you were management.']
3.0,"Sep 19, 2016","Current  Line Cook  in Peoria, Arizona",[' Never received insurance information even after contacting insurance several times']
1.0,"Sep 24, 2016","Former  Employee  in New Brunswick, New Jersey",[' no health insurance and other benefits that i knew about']
2.0,"Sep 03, 2016","Current  Prep/Line cook   in Mount Pleasant, Pennsylvania","["" They do offer vacation time ,but only after you been their for 2 yrs and only if you average 34 +'s hours a week ,they only give vacation time to full time employees ,(their are only a few in each store) I have missed it by 4 mins in the past ,they will cut your hours right before your Annaversay date so they will not have to give you your vacation time ,they offer nothing eles in this area !""]"
1.0,"Sep 23, 2016","Current  Server/Bartender  in Arnold, Missouri",[' Only management is offered any form of insurance. Employees used to be able to pay for health insurance through the company but now no longer can.']
1.0,"Sep 21, 2016","Former  Host/Hostess  in Glendale, Arizona",[' The only pro was the coworkers Everything else is a con']
4.0,"Jul 29, 2016","Former  Project Manager  in Olathe, Kansas",[' Time off is hard to use and premiums are kind of high but pretty solid all around']
1.0,"Aug 24, 2016","Current  Employee  in Marietta, Ohio",[' Applebees does not offer a benefits package for servers/bartenders. They do offer a third party healthcare provider that you can use for personal and family medical care.']
1.0,"Jul 25, 2016","Current  key employee  in Voorhees, New Jersey","["" We don't have the best insurance offer, it's more beneficial to apply for state insurance""]"
4.0,"May 30, 2016","Current  Server  in Madison, Wisconsin","["" Best: Employee funded disaster fund for employee's.""]"
1.0,"Jul 21, 2016","Current  Bartender  in Lexington-Fayette, Kentucky","["" At Applebee's, there is no benefits package offered to anyone working less that 36 hours. As a person who often worked more than 40, I was offered benefits but never able to get information or assistance in regards to the benefits. Also, there is no vacation offered at all, despite having worked there for 6 years.""]"
1.0,"Jul 16, 2016","Former  Kitchen Manager  in Montgomery, Alabama","[' Insurance is too high, even for 1 individual let alone a family']"
2.0,"Jun 21, 2016","Former  Manager  in Emporia, Kansas",[' Best is the 2 weeks of vacation']
1.0,"Jul 06, 2016","Former  Server  in Cumberland, Maryland",[' I was warned by management not to get the benefits package as the cost v benefits was not worth it.']
3.0,"Jun 14, 2016","Former  Server  in University Heights, Ohio",[' I was considered part time even though i worked nearly 40 hours a week.']
1.0,"Jun 29, 2016","Former  Food Server  in Belleville, Michigan",[' There is a fund the work staff can pay into with each paycheck. The fund is to help team members that are struggling with severe or unexpected issues. Healthcare is a turn your head and cough kind of coverage.']
2.0,"Jun 06, 2016","Former  Server/Hostess  in Oshkosh, Wisconsin","[' There isn\'t any for part-time. Full-time is offered ""insurance"" and vacation.']"
2.0,"May 29, 2016","Former  Server  in Rock Hill, South Carolina","["" health insurance wasn't the best because the deductions took up most of your check of $2.13 an hour. no 401k was offered or vacation time. time off was a request you put in at a computer""]"
3.0,"May 23, 2016","Current  Employee  in Delafield, Wisconsin",[' 1st 4 day free food and after that 50% of food after work']
5.0,"Mar 29, 2016","Former  Food Server  in Cherry Hill, New Jersey",[' The best thing is the 401k . The worst thing is you dont get paid vacations as a partimer which I think is really unfair .']
2.0,"May 04, 2016","Former  server  in Staten Island, New York State",[' I did not receive any benefits.']
1.0,"May 13, 2016","Former  Server/host  in Carrollton, Georgia","["" There is no benefits package at Applebee's ... What do you expect? It's is Applebee's .""]"
3.0,"Apr 21, 2016","Former  Host/Hostess  in Dunwoody, Georgia",[' I mean you get time off or whatever but you had to be there a while to get a 401k and you get a 50% discount']
2.0,"Apr 12, 2016","Former  Server/Bartender  in Tulsa, Oklahoma",[' I told my employers that i was in school full time and school came first. once i graduated i would be trying to persue my career and could not stay. I also told my employers that i could only work night shifts because i was busy during the day. they were very flexible. although since i was only part time i had no ability to obtain benifits']
2.0,"Apr 07, 2016","Former  Host  in Clifton, New Jersey",[' There is none but they will take 50% off one of your meals once a day.']
4.0,"Mar 16, 2016","Current  Service Manager  in Wyoming, Michigan","[' The best things about benefits is they are through a good insurance company, and include medical, dental, and vision. Plus the opportunity for matching 401(k), and decent life insurance policy.']"
4.0,"Mar 12, 2016","Current  Food Server  in Elk Grove, California","["" They don't offer full time or benefits to all of their employees.""]"
2.0,"Mar 25, 2016","Former  Restaurant General Manager  in Memphis, Tennessee","[' No pension plan, 401k, stock options.']"
1.0,"Apr 01, 2016","Current  Server/Bartender  in Chippewa, Pennsylvania","["" We don't get one. All the employees are part time and must work under 40 hours. You can purchase health insurance due to Obama care.""]"
3.0,"Mar 10, 2016","Former  Hostess  in Trussville, Alabama","["" I was a part time employee so I didn't get very many benefits other than my discount. But, I will say the discount is only about 20% and you can only use it on the day that you have a shift whether it be before or after your shift starts.""]"
3.0,"Feb 26, 2016","Former  Hostess/Carside to Go  in Wilkes-Barre, Pennsylvania","[' Discount applied to whole menu, and there were little contests here and there for employees.']"
2.0,"Feb 25, 2016","Former  Food Server  in Oshkosh, Wisconsin",[' There was not very many benefits available.']
3.0,"Feb 24, 2016","Former  Employee  in Lawrence, Kansas","[' Lots of contests during my tenure their. Small-ish gifts, but kept things exciting. Plus most managers were extremely nice and fun to work with.']"
3.0,"Feb 09, 2016","Current  Manager  in Charlotte, North Carolina","[' Company vacation time, 401K, bonus, and health insurance.']"
1.0,"Feb 25, 2016","Former  Marketing  in Kansas City, Missouri","["" There is a significant discount on Applebee's dining. Time off is given for volunteer activities and volunteering is encouraged. Health insurance plans change yearly, with little explanation of the differences between plans.""]"
1.0,"Feb 16, 2016","Former  Server  in Linden, New Jersey",[' There was no package at all']
1.0,"Feb 13, 2016","Former  Bar / Service Manager  in Ellenton, Florida","[' UHC health insurance is very expensive and the insurance itself is extremely poor, especially the prescription policy. The vision plan as well as the Dental plan is basically useless. The company does contribute to the policy however for far less than adequate insurance the employee portion will run you about $680.00 a month.']"
1.0,"Feb 03, 2016","Former  Employee  in Athens, Tennessee","[' no benefits offered to part time, full time not available']"
1.0,"Jan 20, 2016","Current  Employee  in Oak Harbor, Washington State","["" There is no benefits package that I'm aware of""]"
4.0,"Jan 19, 2016","Current  Server/Bartender  in Zion, Illinois","["" You don't really get any of those until you work with the company for a certain period of time.""]"
4.0,"Jan 17, 2016","Former  Assistant Manager  in Fremont, California",[' Best is the health and dental. Good plans. Also you accrue vacation time once you start working.']
4.0,"Jan 14, 2016","Current  Employee  in Minneapolis, Minnesota","[' You have to average 30+ hours a week to be eligible for the decent insurance, but it is worth it to be covered as long as you are good about banking your tips.']"
4.0,"Dec 23, 2015","Current  Employee  in Auburn, Alabama",[' Applebees Covered lifetime partners benefits .']
2.0,"Dec 26, 2015","Former  Server/Waiter  in Fairfield, California",[' 4$ off food while working not valid if your not on clock']
4.0,"Dec 08, 2015","Former  Employee  in New York, New York State",[' Very friendly working environment and people. Good bonuses and payed vacation days. Good career development program and progress on your work']
1.0,"Jan 11, 2016","Current  Manager   in Hooksett, New Hampshire","[' Crazy hours, little quality of life']"
3.0,"Dec 07, 2015","Former  Employee  in Kansas City, Missouri","[' Fairly average in terms of benefits. Nothing stands out. If you are looking for basics, this will work for you.']"
3.0,"Nov 20, 2015","Former  Line Cook  in Cookeville, Tennessee","["" Didn't have a benefits package.""]"
2.0,"Nov 16, 2015","Former  Employee  in Bellmore, New York State",[' No benefits and server wage is low. Live and die by tips. If you want a job with benefits I suggest going to college.']
4.0,"Oct 23, 2015","Former  General Manager  in Providence, Rhode Island","[' best- vacation after 10 years went to 4 weeks a year. Free meals. Did not offer flexible spending accounts, a much needed benefit.']"
3.0,"Nov 09, 2015","Former  Employee  in San Francisco, California","[' Insurance could be better. As an employee you have the right for discounts on meals, one a day.']"
2.0,"Nov 08, 2015","Former  Employee  in Pinole, California","[' As a part timer, no benefits']"
2.0,"Nov 02, 2015","Former  cook  in Rehoboth Beach, Delaware",[' no benefits. expensive health insurance offered.']
3.0,"Oct 22, 2015","Former  Employee  in Greenfield, Massachusetts","["" The employees at the bottom of the food change really don't get much in the way of benefits. Might be fine if you're just starting out, but not if you intend to stay long.""]"
3.0,"Oct 21, 2015","Former  Chef  in Dickinson, North Dakota",[' None of the above were offered']
3.0,"Oct 20, 2015","Current  Server  in Jersey City, New Jersey",[' Management works with you schedule wise.']
1.0,"Nov 06, 2015","Former  Server  in Virginia Beach, Virginia",[' The pay was limited to the nights you worked. If you were trying to gain experience you were not allowed to work busy nights which meant you made very little money']
1.0,"Oct 29, 2015","Current  Server  in Kansas City, Missouri","["" They offered insurance, but it was awful. I denied it but had friends who had collection agencies coming after them because Applebee's didn't pay. We got paid time off but it took me six months to get mine, they were supposed to have contests but those never happened/never got a reward.""]"
1.0,"Oct 20, 2015","Former  Supervisor  in Union City, California","["" You didn't get any benefits at Applebees.""]"
4.0,"Oct 10, 2015","Former  Food Server  in Warminster, Pennsylvania","[' Benefits are available for full-time workers. Medical plan, 401k and vision. Have to be a great employee to receive 40 hours a week throughout an entire year to make the cut']"
2.0,"Oct 20, 2015","Former  Employee  in Albuquerque, New Mexico",[' There were no perks to it. The cost was overly high for the very limited coverage that you received.']
3.0,"Oct 18, 2015","Former  Employee  in Cartersville, Georgia","["" For my first two years there it was $3.50 off per shift. So, $7 off if you were a double. Then they changed it to half off, but not to exceed $5. So if you got something for $13, it would be $8 plus tax, and you also had to tip the bartender for ringing it in for you (?). They should've made it where you could do it yourself.""]"
3.0,"Oct 15, 2015","Former  Host  in Minneapolis, Minnesota","["" My job position did not offer benefits. Glassdoor this is ridiculous how much I need to write for something that doesn't actually exist just in order to view your site.""]"
3.0,"Oct 13, 2015","Former  Server  in Temecula, California","[' Food discount, flexible schedule, competitive pay.']"
2.0,"Oct 13, 2015","Current  Employee  in Mount Holly, New Jersey","[' minimal health insurance, no benefits']"
2.0,"Oct 13, 2015","Current  server  in Glasgow, Delaware","["" I was part time so I'm not sure about benefits.""]"
3.0,"Oct 09, 2015","Former  Server  in Rohnert Park, California","[' there is no benefits package if you are a server, but it is a fun place to work!']"
1.0,"Oct 19, 2015","Former  Employee  in Peru, Illinois","[' There was none, at least for part time workers.']"
1.0,"Oct 14, 2015","Former  Employee  in Madison, Wisconsin","[' As a part-time employee, I was not receiving any full benefits. Thus, there was no good or bad to the benefits package.']"
4.0,"Oct 07, 2015","Former  Employee  in Cincinnati, Ohio",[' Insurance changed with Obamacare law']
5.0,"Oct 06, 2015","Former  host  in Waycross, Georgia",[' Loved working here! Not many benefits besides a food discount for employees but the hours were great and awesome coworkers.']
3.0,"Sep 29, 2015","Former  Server  in Olympia, Washington State",[' I never had the need to ask about benefits since I was still on my parents insurance when I worked here.']
2.0,"Sep 28, 2015","Current  Line cook  in Camden Wyoming, Delaware","["" If benefits are available managment doesn't do a good job of informing employees how to get them. you get a free meal on your shift and their pretty good at giving you time off, but no real benefits, if it will cost the company money.""]"
2.0,"Sep 20, 2015","Former  Server/Bartender  in Christiana, Delaware","["" Worst job ever. I'd have to say that Applebee's as a company is probably great. But the guy they sent in for our head manager was on such a power trip, no one wanted to work with him""]"
1.0,"Oct 04, 2015","Current  Line Cook  in Windsor At Peachtree, Georgia","["" None. Cooks don't even get a food discount""]"
1.0,"Sep 24, 2015","Former  Employee  in Sayre, Pennsylvania","["" I wasn't offered any benefits and honestly wouldn't expect to be unless working in a management positon.""]"
1.0,"Sep 24, 2015","Former  Food Server  in South Charleston, West Virginia",[' There is no benefits package.']
1.0,"Sep 23, 2015","Former  Server  in Westlake, Ohio",[' Not any benefits for part time employees']
1.0,"Sep 23, 2015","Former  Employee  in New Boston, Ohio",[' Deductibles are too high on all insurance and the cost went up recently so way too expensive']
4.0,"Sep 18, 2015","Current  AGM  in Ashland, Kentucky",[' best thing extensive benefits and policies of inclusion. Worst benefit share cost']
5.0,"Sep 13, 2015","Current  Employee  in San Jose, California","["" Flexible schedule, 50% at apple bee's as long as you have your food stub.""]"
2.0,"Sep 15, 2015","Current  Employee  in Phila, Pennsylvania","["" A typical day at work would be meeting new people and showing them that Applebee's was a very enjoyable restaurant. I have learned the good and the bad that could come with working in a restaurant. But, I have also learned that with working in the restaurant business, I would not like to work in a different job atmosphere. My co-workers were all very friendly and great to work with. The hardest part of the job was that a lot of foreigner guests came in that did not speak English. The most enjoyable part of the restaurant was the good food and atmosphere.""]"
3.0,"Sep 12, 2015","Current  Employee  in College Park, Maryland","["" At my oak parks heights location in MN cooks are free but it's not the same here in college park MD""]"
3.0,"Sep 05, 2015","Current  Server  in Shiloh, Illinois","[' Servers get $5.00 off food, unless the total is below $5.00, then it is 50% off. cooks get free food. Hosts are tipped out.']"
1.0,"Sep 15, 2015","Former  Host  in Lima, Ohio","["" Part time workers don't receive benefits or anything so I didn't expect any. I do know that they will let you go On medical leave.""]"
1.0,"Sep 11, 2015","Former  host  in Poughkeepsie, New York State",[' There are no benefits for part time employees... you get up to a $5 discount on a meal.']
1.0,"Sep 11, 2015","Current  Employee  in Lockport, New York State","[' Family like atmosphere, people are good, benefits not existent as a server unless you work a ton of hours, prorated.']"
1.0,"Sep 09, 2015","Former  Bartender/Neighborhood Expert Server  in Las Vegas, Nevada",[' Worst thing about insurance offered is that it costs about as much as you make in a month to be insured. Only twice a year enrollment available even if you are an established employee.']
1.0,"Sep 05, 2015","Current  General Manager   in Salt Lake City, Utah",[' Benefits package for families went up $200 per month every year for the last 2 years. Benefits worsened every year as well.']
4.0,"Aug 31, 2015","Former  Go Get  in Athens, Texas",[' All the sadness watching some of the money go away.']
4.0,"Aug 31, 2015","Current  Restaurant Manager  in Houston, Texas","[' Open 365 days a year, 50-80 hours a week is the only downfall']"
4.0,"Aug 27, 2015","Former  General Manager  in Grand Rapids, Michigan",[' Health insurance benefits have diminished over the years. Very strong bonus program.']
3.0,"Sep 01, 2015","Former  Server  in Manteca, California",[' None to speak of for my level of employment']
3.0,"Aug 26, 2015","Former  Server/Waiter  in Pittsburgh, Pennsylvania",[' I was only part time so i did not have a benefits package. I am not sure on the current package they have now.']
2.0,"Aug 27, 2015","Former  Server  in Forked River, New Jersey","[' I was a full time server, I was offered benefits, but did not take them.']"
3.0,"Aug 24, 2015","Former  line cook  in Portage, Michigan","[' Pretty good insurance, with a couple different options. Vacation time is better than average. 401k with matching. No sick time off. Kitchen workers get a free meal every shift they work.']"
3.0,"Aug 20, 2015","Current  Restaurant General Manager  in Dayton, Ohio",[' Health insurance is great; bonuses are non-existent and are difficult to hit.']
1.0,"Aug 21, 2015","Former  Employee  in Temple Terrace, Florida",[' There were no benefits and pay was illegally forced through an ADP paycard which had unavoidable maintenance fees.']
1.0,"Aug 19, 2015","Former  Employee  in Largo, Maryland",[' its not worth getting.']
4.0,"Jul 31, 2015","Former  Employee  in Kansas City, Missouri","["" Benefits at Applebee's/Dine Equity were very good overall.""]"
3.0,"Aug 19, 2015","Former  Server  in Staten Island, New York State",[' time off is hard because the store is busy']
3.0,"Aug 17, 2015","Former  Server  in Flemington, New Jersey",[' Free food or at the minimum a great discount. After a hard shift the managers would at times treat emplloyees to a free meal or some drinks.']
2.0,"Aug 01, 2015","Former  Employee  in Murrieta, California","[' You have to work full-time there for a year, which is difficult to obtain as a server in the restaurant because of limited hours.']"
3.0,"Jul 30, 2015","Former  Server  in Tempe, Arizona","[' I\'m not sure there really was a ""benefits"" package, just an employee discount on days that you worked.']"
2.0,"Jul 28, 2015","Former  Employee  in Gadsden, Alabama",[' There is no benefit package for the average employee.']
1.0,"Aug 12, 2015","Former  Employee  in Cambridge, Minnesota",[' There were few benefits for part time employees.']
1.0,"Aug 06, 2015","Current  Server/Bartender  in Overland Park, Kansas",[' I had no benefits here and i worked almost 55 hours a week.']
1.0,"Aug 04, 2015","Current  Employee  in Cameron Park, California",[' There is no benefits for part timers only for management.']
1.0,"Aug 03, 2015","Former  Server  in Montgomery, Illinois",[' Drink contests were the only benefits. They only offered paid vacation time to employees who averaged 35 hours a week but only allowed an average of thirty hours per week']
4.0,"Jul 24, 2015","Former  Restaurant General Manager  in Bethlehem, Pennsylvania",[' Benefits are good for restaurant industry.']
5.0,"Jul 20, 2015","Current  Hostess/Carside to Go  in Hermitage, Pennsylvania",[' I would like to sign up for the Applebees health insurance']
4.0,"Jul 14, 2015","Former  server  in Heathrow, Florida",[' Only 30 day probation period. Part-time hours received benefits as well. There is a very high deductible.']
3.0,"Jul 27, 2015","Former  Server/Bartender  in Crystal River, Florida","["" Health insurance isn't the best, but they do offer it as an option that comes out of your bi-weekly check. Only managers get paid vacations.""]"
2.0,"Jul 26, 2015","Current  Kitchen Manager  in Virginia Beach, Virginia","[' Expensive health insurance, no 401k']"
3.0,"Jul 25, 2015","Current  Employee  in Las Vegas, Nevada","["" It's not the best company for benefits.""]"
2.0,"Jul 20, 2015","Former  Server/Bartender  in Hartford, Connecticut","[' 401k was okay, but the benefits were expensive and inadequate.']"
1.0,"Jul 28, 2015","Former  Server  in Snellville, Georgia",[' No benefits offered to part time employees']
1.0,"Jul 22, 2015","Current  Assistant General Manager  in Columbus, Ohio",[' Bonus dropped with new company. Rmh franchise']
1.0,"Jul 13, 2015","Former  Hostess  in Westbury, New York State","[' there is none really, if there is it stinks.']"
5.0,"Jul 13, 2015","Current  Restaurant Manager  in Spokane, Washington State","[' health insurance ,401k,vacation,paid leave,bonus performance']"
5.0,"Jul 09, 2015","Former  Area Director  in Dallas, Texas",[' Health Care is a great advantage']
4.0,"Jun 30, 2015","Former  General manager   in El Paso, Texas",[' We we hosted in Las Vegas for our annual performance rewards!']
3.0,"Jul 07, 2015","Current  Employee  in Martinsville, Illinois",[' The benefit package does not come into effect until you have worked there for a year. So until then you will just be working and working with no incentives but the tips and checks you make']
