Title,Interview Date,Employee Type,Offer,Experience,Interview Type,Application,Interview,Question
Server," Mar 2, 2017"," Anonymous Employee in  Langhorne, PA",['Accepted Offer'],['Neutral Experience'],['Easy Interview'],"['I applied online. The process took 1 day. I interviewed at Red Robin (Langhorne, PA) in November 2016.']",['The manager seemed uninterested generally in the job and the interview was awkward despite getting the job. After 20 uncomfortable minutes i felt free to leave but ended up taking it because they get busy'],"[' If i could follow basic directions \xa0 ', 'Answer Question']"
Server," Oct 28, 2017"," Anonymous Employee in  Apple Valley, MN",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied in-person. The process took 1 day. I interviewed at Red Robin (Apple Valley, MN) in November 2016.']","['One interview with restaurant manager and a lower level manager. Hired on the spot. I think they hired me based on personality (friendly, smiling, confident) and previous serving experience.']","[' what is your availability, can you work doubles. \xa0 ', '1 Answer']"
Assistant General Manager," Oct 19, 2016"," Anonymous Employee in  Columbia, SC",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. The process took 2+ weeks. I interviewed at Red Robin (Columbia, SC).']","['Very professional phone interview with relevant, pertinent questions. Face to face interview with the ROD. ""Day in the life"" which allows you to see if you\'re a good fit for the team and they\'re a good fit for you along with a final interview with the home store General Manager.']","[' Standard operating procedure questions pertaining to restaurant management. This was followed by personal accomplishments, vision for the future, conflict resolution issues and core values. \xa0 ', 'Answer Question']"
Host," Oct 24, 2016"," Anonymous Interview Candidate in  Cerritos, CA",['No Offer'],['Neutral Experience'],['Easy Interview'],"['I applied online. The process took 3 days. I interviewed at Red Robin (Cerritos, CA).']","['I waited for a whole, about 20 mins for another person to show up and there were other groups getting interviewed before me. They just asked the usual simple questions and it was an easy and quick interview.']","[' Tell me about yourself \xa0 ', 'Answer Question']"
Hostess," Sep 30, 2016"," Anonymous Employee in  New York, NY",['Accepted Offer'],['Neutral Experience'],['Easy Interview'],"['I applied in-person. I interviewed at Red Robin (New York, NY).']","['Walked in, sat down, hired on spot. Felt a little like they hire based on looks because later the manager made a comment about how ""only pretty faces"" can be at the front.']","[' How would you greet a guest? \xa0 ', 'Answer Question']"
Server," Sep 6, 2016"," Anonymous Employee in  Las Vegas, NV",['Accepted Offer'],['Negative Experience'],['Easy Interview'],"['I applied online. The process took 1 day. I interviewed at Red Robin (Las Vegas, NV).']",['I was interviewed and got the job the same day. They are always desperate to hire people because no one wants to stay. The process only takes about 20 minutes.'],"[' What do you do if a guest is unhappy? \xa0 ', 'Answer Question']"
Dishwasher," Sep 9, 2016"," Anonymous Employee in  Fort Worth, TX",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. The process took 2 weeks. I interviewed at Red Robin (Fort Worth, TX) in September 2016.']",['Had my interview and it was super easy and stress free. I asked to see the kitchen so mgr gave me a tour. I was given a paper to fill out my availbility. Was asked i I wanted full or part. It was the easiest interview.'],"[' What is your availability. \xa0 ', 'Answer Question']"
Server/Waitress," Aug 23, 2016", Anonymous Employee,['Accepted Offer'],['Neutral Experience'],['Easy Interview'],['I applied in-person. The process took 3+ weeks. I interviewed at Red Robin.'],"['I had walked in asking if they were hiring, I was greeted by two separate managers who both talked to me up front for a little bit and then informed me to fill out the application and come back in afterwards. After I came back in the GM had me sit down with him and we talked for about 15+ minutes and he told me I was hired. After that it took about 3 weeks for me to start training.']","[' They were the typical interview questions why are you interested in working here/ what type of experience do you have \xa0 ', 'Answer Question']"
Server," Aug 16, 2016"," Anonymous Employee in  Las Vegas, NV",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. The process took 4 days. I interviewed at Red Robin (Las Vegas, NV).']","['Went in for an initial interview. Met with manager for about 8 minutes. He asked me a few questions and told me he would like me to come back and meet with him and the head server. Went back a few days later, never met with head server but was offered the job. Whole process seemed a little unorganized, yet, the manager was very nice and overall the experience was good.']","[' How do you handle things when you get really busy? \xa0 ', '1 Answer']"
Hostess," Aug 26, 2016", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],['I applied online. The process took 5 days. I interviewed at Red Robin in August 2016.'],"[""I applied online and heard from them 3 days later. I went in for an interview a couple days later. The interview was very easy. She only asked me a couple of questions. It didn't even feel like an interview it was more like having a conversation. I was hired on the spot.""]","[' Why do you want to work here? \xa0 ', '1 Answer']"
Kitchen Manager," Jan 15, 2017"," Anonymous Employee in  Omaha, NE",['Accepted Offer'],['Neutral Experience'],['Easy Interview'],"['I applied in-person. The process took 2+ months. I interviewed at Red Robin (Omaha, NE) in August 2016.']","['It was just a formality. I already was told I got the job before I even interviewed for it. We sat down chatted about non work things, then I was told I got the job, was going to Colorado for 5 weeks and then asked me how much I wanted to get paid.']","[' How much I wanted to get paid. \xa0 ', '1 Answer']"
Waitress," Jul 19, 2016", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Average Interview'],['The process took 5 days. I interviewed at Red Robin.'],"['It was nice quick and brief, the manager was nice. It was not much of an interview as they asked questions about my availability. They also checked to see if I had any experience however the training was very long and kind of hard. I was a first time server but the training helped.']","[' They asked about flexibility and adaptable to change \xa0 ', 'Answer Question']"
Hostess," Jul 9, 2016"," Anonymous Employee in  Des Moines, WA",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied online. The process took 2 days. I interviewed at Red Robin (Des Moines, WA).']","['I had 2 Interviews. First with the manager, he asked a lot of questions about my previous work expierence and asked me why did I want to work here. He also asked me how long I would like to work here and my future education and I responded by saying that money is the only thing holding me back to going back to college but I would like to to go back this fall after saving a lot of money as well working here at red robins part time or even full time, I would like to work my way up in this company;be a host than eventually being a server! After 20 minutes of talking he said he liked me and would like to give me a shot, he wanted the general manager to meet me but told me to come back tomorrow, same time. I did and met the GM, he asked me a few questions and left to meet with the manager from yesterday. 10 minutes later he came back saying they would like to offer me the job!']","[' Why you want to work at Red Robins?', 'Tell me about your previous work expierence?', 'Give me a scenario when you had to deal with an angry customer?', 'What does good customer service mean to you?', 'Tell me about yourself. \xa0 ', 'Answer Question']"
Assistant Manager," Jul 2, 2016", Anonymous Interview Candidate,['No Offer'],['Negative Experience'],['Easy Interview'],['I applied online. I interviewed at Red Robin.'],"['Quick. Guy was rude and interrupted me several times. He asked very basic questions, but cared more about staring at my chest instead of my eyes. Interviewer acted as if he had other things to do and I was wasting his time.']","[' Why do you want to work for this company? \xa0 ', 'Answer Question']"
Cook/Dishwasher/Customer Service Representative/Prep," Aug 2, 2016"," Anonymous Interview Candidate in  Easton, PA",['No Offer'],['Negative Experience'],['Easy Interview'],"['I applied online. The process took a week. I interviewed at Red Robin (Easton, PA) in July 2016.']","['They called me for the 1st interview appointment with the HR manager which went very well! The 2nd interview was with the GM of the restaurant and was lacking professionalism and was shorter than the 1st. The GM said he would call me back in 2 days with a decision and never did. I called them the next day and he never called back again. The following day, I spoke to another manager who told me he has off but he probably moved on with someone else. Very unprofessional!']","[' How did you hear about us? \xa0 ', 'Answer Question']"
Server," Aug 16, 2016"," Anonymous Interview Candidate in  Seattle, WA",['Declined Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. The process took 5 days. I interviewed at Red Robin (Seattle, WA) in July 2016.']","['Applied online. Called to see if they had received my application and was told they actually only give interviews to people that call(northgate mall). Had a first interview with Bert one of the managers, then had a second interview scheduled with the GM Bill. However when I showed up for the second interview Bill was too busy to interview me so he had John the other manager interview me. After that they said they would call me with a decision.']","[' Why do you want to work for us? \xa0 ', '1 Answer']"
Hostess/Server/Expo," Sep 12, 2017"," Anonymous Employee in  San Antonio, TX",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied in-person. I interviewed at Red Robin (San Antonio, TX) in July 2016.']","[""The interview process is easy, but it depends on if you're at a Corporate store or a franchise. For me I've been hired at both, the interview itself is easy just be super friendly and know what to say.""]","[' Why do you want to work here? \xa0 ', '1 Answer']"
Server/Waiter," Jun 22, 2016", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Average Interview'],['I applied in-person. I interviewed at Red Robin.'],"['Hiring managers search for highly charismatic, personable people. They want to see that applicants can interact well with customers and other staff. Additionally, they want to see that you have a drive to move up within the company. Come prepared to talk to multiple people.']","[' What was a time you had to juggle multiple tasks at one time? \xa0 ', 'Answer Question']"
Restaurant General Manager," Nov 11, 2016"," Anonymous Interview Candidate in  Austin, TX",['Declined Offer'],['Positive Experience'],['Difficult Interview'],"['I applied through an employee referral. The process took 3 weeks. I interviewed at Red Robin (Austin, TX) in June 2016.']","['Flew me to Austin to interview. Had a good time discussing options for advancement, growth of the brand, expectations and a facilities tour. Enjoyed a lunch with the Regional Director and then toured again for a culinary walk with the General Manager and the assistant manager. Besides a small mix up with the rental car charge and getting delayed on a flight home by 5 hours it was a great trip.']","[' Why did you leave your last employer? \xa0 ', '1 Answer']"
Assistant Manager," Mar 23, 2017"," Anonymous Employee in  Austin, TX",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied in-person. The process took 2 days. I interviewed at Red Robin (Austin, TX) in June 2016.']","[""It was very personal, professional, and effective. They asked a lot of why's in which is something that i appreciated. For instance why I think I deserved the position and why Red Robin. Answering those questions not only forced me to understand myself a little more but gave them a much deeper insight on whether or not I belonged there""]","[' Why Red Robin? \xa0 ', 'Answer Question']"
Hostess," Oct 7, 2017"," Anonymous Employee in  Puyallup, WA",['Accepted Offer'],['Neutral Experience'],['Easy Interview'],"['I applied online. The process took a week. I interviewed at Red Robin (Puyallup, WA) in June 2016.']","[""Easy process - two interviews, one with the GM, the other with the FOH Manager. Straightforward, nothing too extensive. Met in restaurant. Offered job after second interview, just making sure that I'm not crazy.""]","[' What is your biggest strength in the workplace? \xa0 ', 'Answer Question']"
Line Cook," May 24, 2016"," Anonymous Employee in  Jersey City, NJ",['Accepted Offer'],['Negative Experience'],['Easy Interview'],"['I applied online. The process took 1 day. I interviewed at Red Robin (Jersey City, NJ).']","[""Not that long . They ask questions for no reason because they don't follow any of what they say . They throw the phrase team work or team member to loosely because everyone one is out for themselves . They know how to act really well and lie .""]","[' Do you mind washing dishes \xa0 ', '1 Answer']"
Host/Hostess," May 11, 2016"," Anonymous Employee in  Beaverton, OR",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied through an employee referral. The process took 3 weeks. I interviewed at Red Robin (Beaverton, OR) in May 2016.']","['I applied online with a connection to the assistant manager, completed the assessment, and then waited a week until I called them to follow up. My interview was scheduled for the next week and I did three different interviews with three different managers all in the same day. The general manager interviewed me last and offered me the job on the spot.']","[' How would you handle a situation where the kitchen is backed up and the team is overall stressed? \xa0 ', 'Answer Question']"
Expo," May 28, 2016", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],['I applied in-person. The process took 1+ week. I interviewed at Red Robin in May 2016.'],"['First I interviewed with the expo manager. I was asked some simple questions, was given job info, and got a date and time for a second interview with the general manager. It was fairly laid back. The interview lasted less than 10 minutes. The second one went similarly. Both went well.']","[' Why do you want to work for Red Robin? \xa0 ', 'Answer Question', ' What are some of your interests or hobbies? \xa0 ', 'Answer Question']"
Hostess," May 31, 2016"," Anonymous Employee in  Newnan, GA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. The process took 3 days. I interviewed at Red Robin (Newnan, GA) in May 2016.']","[""Applied online. Process took a day before I received a call to set up an interview the next day. Offered job on spot. They gave me a list of what I would need and that I would be cross trained as well. They asked about my school but didn't get into detail.""]","[' Have you eaten here before? \xa0 ', 'Answer Question']"
Dishwasher," Feb 6, 2017"," Anonymous Employee in  Fresno, CA",['Accepted Offer'],['Negative Experience'],['Average Interview'],"['I applied through an employee referral. The process took 4+ weeks. I interviewed at Red Robin (Fresno, CA) in May 2016.']","['They manager asked me about my experience dishwashing and restaurant history and told him my experiences. we talked about hours, pay and what the job usually consisted of during each shift.']","[' what hours am I available to work? \xa0 ', 'Answer Question']"
Server," Aug 8, 2017"," Anonymous Employee in  Glen Mills, PA",['Accepted Offer'],['Neutral Experience'],['Easy Interview'],"['I applied in-person. I interviewed at Red Robin (Glen Mills, PA) in May 2016.']","[""Very brief and easy to learn; just watch out for the drama! There are opportunities to grow but does not make significant change unless you apply and go for corporate position. If you're going that route; skip the floor work all together 😂""]","[' Standard how do you handle conflict? \xa0 ', '1 Answer']"
Server," Sep 13, 2017"," Anonymous Employee in  Norman, OK",['Accepted Offer'],['Positive Experience'],['Average Interview'],"['I applied through an employee referral. I interviewed at Red Robin (Norman, OK) in May 2016.']",['The interview process was laid back but they were definitely trying to see how well you handled yourself and interacted with others. All reasonable questions given that it was a customer service related position.'],"[' Since waiting tables can be fast-paced and demanding, how would you handle the stress and expectations of customers? \xa0 ', 'Answer Question']"
Line Cook," Oct 2, 2017"," Anonymous Employee in  Charlotte, NC",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied online. I interviewed at Red Robin (Charlotte, NC) in May 2016.']","['this inerview prosses was easy although it took a couple of weeks.', 'i had to wait for them to interview others and the get back to me. the waiting part was the hardest. in the end it was worthit beacause i got the job.']","[' how long have i been a line cook? \xa0 ', '1 Answer']"
Host/Hostess," Apr 21, 2016"," Anonymous Employee in  Maumee, OH",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"['I applied in-person. The process took 3 weeks. I interviewed at Red Robin (Maumee, OH).']","['The interview was quick and painless, management was a little messed up (something happened with the hiring manager) so getting in to sign paperwork and start training took a little longer than usual. Once training started, I had to take a couple tests to show my knowledge before actually working a shift on my own.']","[' What do you like about Red Robin? \xa0 ', 'Answer Question']"
