Title,Interview Date,Employee Type,Offer,Experience,Interview Type,Application,Interview,Question
Hostess," Apr 21, 2017", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. I interviewed at T.G.I. Friday's.""]",['Super quick and easy. We went over expectations and she asked when I was able to start. They want someone who is outgoing and bubbly. I was hired on the spot.'],"[' What is your abailability? \xa0 ', 'Answer Question']"
Hostess," Mar 24, 2017", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. I interviewed at T.G.I. Friday's.""]","['applied online, wanted to interview as soon as possible, sat at a table with gm and was hired on the spot. told me my smile was awesome and to always wear it. very easy they probably would hire anyone']","[' previous work experience \xa0 ', 'Answer Question']"
Hostess," Feb 6, 2017"," Anonymous Employee in  Milwaukee, WI",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied in-person. The process took 1 day. I interviewed at T.G.I. Friday's (Milwaukee, WI).""]",['Went in to apply at T.G.I. Fridays and had a short interview with the manager. He was very personable and made the interview process enjoyable as I did not feel that I was being forced to say a particular answer or was supposed to talk my resume up. The behavioral questions asked were fair as they showed how I would mingle with prospective employees. I was offered the job later that day when I received a call from the manager.'],"[' Tell me one time that you disagreed with a member in your organization and how did you resolve that problem? \xa0 ', 'Answer Question']"
Hostess," Mar 15, 2017"," Anonymous Employee in  Lexington-Fayette, KY",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took 1+ week. I interviewed at T.G.I. Friday's (Lexington-Fayette, KY) in February 2017.""]",['Applied online on Indeed I then got a message to fill out an application online and 2 days later I got an email inviting me to come in for an interview during their open interview times. I interviewed with 3 different managers they all asked general questions. I was also given 2 example situations where they wanted to know what I would do in them. The 3rd manger that I spoke to I know was the general manager and at the end she pulled me aside and offer me the job. So I got hired on the spot.'],"[' What is your favorite restaurant? \xa0 ', '1 Answer']"
Server/Waiter," Jun 20, 2017"," Anonymous Interview Candidate in  Southfield, MI",['Declined Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. I interviewed at T.G.I. Friday's (Southfield, MI) in February 2017.""]",['Brief and courteous allowed time for questions and even was nice enough to offer some food while we interviewed. I did not accept the offer because of the pay but i would recommend to someone'],"[' Why Is it important to display customer satisfactory work \xa0 ', 'Answer Question']"
Server," Sep 5, 2017"," Anonymous Employee in  Orange Park, FL",['Accepted Offer'],['Positive Experience'],['Average Interview'],"[""I applied online. I interviewed at T.G.I. Friday's (Orange Park, FL) in February 2017.""]",['Seemed good from the interview .. the management portray the job as great potential moneymaker just need to upsell and give service to their standards. The manager seemed smart and pretty friendly .. I was hired in my second interview on the spot. And they seemed really interested in hiring a qualified team member.'],"[' Where I had previous experience \xa0 ', '1 Answer']"
Server," Jan 17, 2017"," Anonymous Employee in  Silver Spring, MD",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied through an employee referral. The process took 1 day. I interviewed at T.G.I. Friday's (Silver Spring, MD).""]",['Easy! Just show personality and dress good. Managers are very nice and easy going. This job is just to make money and go home so they are just looking for somebody who is serious and has great customer service/'],"[' Simple questions about availability and past jobs \xa0 ', 'Answer Question']"
Hostess," Jul 17, 2017"," Anonymous Employee in  North Myrtle Beach, Horry, SC",['Accepted Offer'],['Neutral Experience'],['Average Interview'],"[""I applied online. I interviewed at T.G.I. Friday's (North Myrtle Beach, Horry, SC) in January 2017.""]","['Sit down conversation with a current restaurant manager, answer questions about work history & new work expectations.', 'Why are you excited to work for the company? Fo you know others who work for the company? and do they enjoy such work? If so, why do they?']","[' What is your restaurant employment history? \xa0 ', 'Answer Question']"
Server," Jan 10, 2018"," Anonymous Interview Candidate in  Herndon, VA",['Declined Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took 2 days. I interviewed at T.G.I. Friday's (Herndon, VA) in January 2017.""]","['Three interview process normal questions such as how would you handle an upset guest, availability ect. Asked me about my previous experience how I wold handle different scenarios. They then asked would I be willing to come in for a second interview and told me that if I do well the second they may be able to speed things up.']","[' Are you punctual ? \xa0 ', '1 Answer']"
Host/Hostess," Dec 20, 2016", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took a week. I interviewed at T.G.I. Friday's.""]","[""Applied online, was emailed for interview request. First interview was face to face with the Restaurant Manager (Front of House Manager). Second interview was face to face with the GM. Third interview was on the phone with the District Manager. I probably only needed the 3rd interview because I hadn't had any restaurant experience yet. TGI Friday's is looking for FOH employees that can be engaging with any person who walks through the door. If you can't keep the conversation flowing with your interviewer then there's a good chance you won't get a job offer. Also, an open schedule is the most desirable in a H/H.""]","[' What is the most important part about the Host/Hostess position? \xa0 ', '2 Answers']"
Host/Hostess," Dec 13, 2016"," Anonymous Employee in  Miami, FL",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took 2 days. I interviewed at T.G.I. Friday's (Miami, FL) in December 2016.""]","['I had to be interviewed by 3 different people. Very easy each time, asked why I would want to work there, availability, and they also explained my job as a host.']","[' Why do you want to work here? \xa0 ', 'Answer Question']"
Server," Jan 5, 2017"," Anonymous Employee in  New York, NY",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took 2 days. I interviewed at T.G.I. Friday's (New York, NY) in December 2016.""]",['Quick and painless. First a phone call then two interviews. One with AM and second with GM. The GM was split between two stores so overall focus on new hires is low.'],"[' My end goals \xa0 ', '1 Answer']"
Bartender," Aug 1, 2017"," Anonymous Employee in  Franklin, TN",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. I interviewed at T.G.I. Friday's (Franklin, TN) in November 2016.""]",['Very brief interview process. I was called and asked to do a face-to-face interview the following day. I arrived for my interview with the Bar Manager and was asked several typical interview questions. I was then interviewed by the General Manager immediately after. I was offered the job following both of these interviews.'],"[' Explain one time you made a mistake at work, how did you fix it, and how do you tell your manager. \xa0 ', 'Answer Question']"
Hostess/Server," Oct 7, 2016"," Anonymous Employee in  Tampa, FL",['Accepted Offer'],['Positive Experience'],['Average Interview'],"[""I applied online. The process took 2 days. I interviewed at T.G.I. Friday's (Tampa, FL).""]","[""If you're a bubbly person then the interview would be fairly easy. The manager loves someone with passion and just overall goofy, basically a people person. The questions were average because you would have to take your mind out of being the server and think of yourself as being the customer and your wants and how you would want an issue to be fixed. I told a few corny jokes and the manager loved them. I just believe as previously stated that as long as you outgoing you would do fine.""]","[' What does hospitality mean to you? \xa0 ', 'Answer Question', ' If a customer has a problem with service or the food how would you fix it? \xa0 ', 'Answer Question']"
Server," Nov 14, 2016"," Anonymous Employee in  Tinley Park, IL",['Accepted Offer'],['Positive Experience'],['Average Interview'],"[""I applied online. The process took a week. I interviewed at T.G.I. Friday's (Tinley Park, IL) in October 2016.""]","[""I applied online and received a call very quickly to set up an in person interview. The interview was with two TGI Fridays's managers. Very typical interview questions. I was offered the position after the interview and given dates and times for orientation and training.""]","[' Why do you want to leave your current employer?', 'What would you bring to Fridays? \xa0 ', 'Answer Question']"
Dishwasher," Nov 18, 2016"," Anonymous Employee in  Williamsport, PA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied in-person. The process took a week. I interviewed at T.G.I. Friday's (Williamsport, PA) in October 2016.""]","[""very easy, interviewer was very friendly, I was very comfortable with the interview process everything went very well and when i was told i would recieve i phone call i did and they stuck to their word on everything so i can honestly say that i would recommend tgi friday's to anyone very excellent employer.""]",[]
Server," Jun 27, 2017"," Anonymous Employee in  Mansfield, MA",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied through an employee referral. I interviewed at T.G.I. Friday's (Mansfield, MA) in September 2016.""]","[""Brief and positive. Management was definitely not judging me on past experience or education but on my ability to relate to the customer and provide a positive customer experience. Smile and be happy. You'll do fine.""]","[' What would you consider good customer service? \xa0 ', 'Answer Question']"
Server/Waiter," Aug 11, 2017"," Anonymous Employee in  Orange, CT",['Accepted Offer'],['Positive Experience'],['Average Interview'],"[""I applied online. I interviewed at T.G.I. Friday's (Orange, CT) in September 2016.""]","[""Applied online through SnagAJob and received a call from a manager for an interview. Then met with another manager and started training on the floor with another server. There's 6 training shifts including a food test. Score you're hired and can start making tips.""]","[' How would you describe the best service you have ever wanted and why \xa0 ', 'Answer Question']"
Server/Waiter," Aug 16, 2016"," Anonymous Employee in  Miami, FL",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied in-person. The process took 3 days. I interviewed at T.G.I. Friday's (Miami, FL) in August 2016.""]","[""I called to see if they were hiring and the hostess told me that I could apply online ( i did but restaurants don't usually look at those 1st) or i could walk in from 2:30pm to 4pm to fill out a paper app and ask to speak to a manager. I went there that same day, filled out a paper app and interviewed with a manager. She told me to come back a day later to interview with the general manager and i did. This was easier than waiting for someone to look at my app online.""]","[' Do you have previous experience and why do you want this position? \xa0 ', '1 Answer']"
Host," Jun 5, 2017"," Anonymous Employee in  Orlando, FL",['Accepted Offer'],['Neutral Experience'],['Average Interview'],"[""I applied through an employee referral. I interviewed at T.G.I. Friday's (Orlando, FL) in August 2016.""]","['I had to go through four different interviews throughout 2 months before getting the job, I met with all of the managers except for one. There was also one interview where the general manager refused to meet with me because there was not a note on his desk saying that I was coming, but there was a verbal message between the GM and other manager stating that I was coming the next day.']","[' Where do you see yourself in a few years. \xa0 ', '1 Answer']"
Server/Waiter," Jul 16, 2016"," Anonymous Employee in  Charlotte, NC",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied in-person. The process took 2 days. I interviewed at T.G.I. Friday's (Charlotte, NC).""]","['I was given two separate interviews. At the first interview I was with server manager, it was a casual interview.', 'Second interview was with General manager only lasted about 5-10 minutes afterwards I filled out some paper work.']","[' Did I have any previous experience in a restaurant? \xa0 ', 'Answer Question']"
Server/Waiter," Jul 14, 2016"," Anonymous Employee in  Washington, DC",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied in-person. The process took 1 day. I interviewed at T.G.I. Friday's (Washington, DC).""]","[""It was a very nice experience! The manager was very friendly, and I was hired on the spot! Overall it wasn't that hard. I did have to take a personality test for them to determine how I would handle certain situations, but it was very common-sense based.""]","[' What customer service experience do you have? \xa0 ', 'Answer Question']"
Dish Washer," Jun 30, 2016"," Anonymous Interview Candidate in  Miami, FL",['No Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took 1 day. I interviewed at T.G.I. Friday's (Miami, FL) in June 2016.""]",['Applied one day and the next day in the morning i get a call. Came in a few minutes early for the interview and asked for the hiring manager. She came out sat me down at a table and 5-10 minutes waiting for her to come back. She came back with a few sheet of papers with general questions on them. The interview took about 10-20 minutes. After the interview ended the hiring manager told me she would talk to her supervisor and let me know by Tuesday.'],"[' Do you have reliable transportation?', 'We close at 2am but dish washing some times fishiness at 3am. would you be willing to do that? \xa0 ', 'Answer Question', ' Would you be interested in other positions? \xa0 ', 'Answer Question', ' Do you have reliable transportation? \xa0 ', 'Answer Question', ' We close at 2am but dish washing some times finishes at 3am. would you be willing to do that? \xa0 ', 'Answer Question']"
Host," Jun 5, 2017", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied in-person. I interviewed at T.G.I. Friday's in June 2016.""]","['I applied online, got the call few days later for interview, got the job on site, it was very easy, not too stressful at all, spoke to two different managers on getting the job.']","[' What are your hobbies, and interests? \xa0 ', 'Answer Question']"
Manager," May 27, 2016"," Anonymous Interview Candidate in  New York, NY",['No Offer'],['Negative Experience'],['Easy Interview'],"[""I applied online. The process took 2 days. I interviewed at T.G.I. Friday's (New York, NY).""]","['Brief, phone call from recruiter, went well, then waited a few days to hear from diector. That was a phone interview as well. Lasted 20 min and they didnt seem interest and only aksed about employment history.']","[' Just previous work expereice \xa0 ', 'Answer Question']"
Server," May 5, 2016", Anonymous Interview Candidate,['Declined Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took 2 days. I interviewed at T.G.I. Friday's in May 2016.""]","[""I applied online and someone called me later that day. I walked in and the host told me where to sit. After a few minutes a manager came out. Overall, the interview was very relaxed and laid back. The manager just asked questions about my life and why I wanted to be a server at the restaurant. Because I didn't have any server experience, he asked how my previous retail experience would benefit me. He offered the position but the location was too far away so I declined.""]","["" Why do you want to be a server at T.G.I. Friday's? \xa0 "", 'Answer Question']"
Server," May 9, 2016", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took a week. I interviewed at T.G.I. Friday's in May 2016.""]","[""Applied online and got a call back about four or five days later. I applied to be a server but because I have hostess experience they'd rather start me out as a hostess because she said that's what they normally do and then I'll work my way up to being a server. It was a standard interview and it was pretty laid back.""]","["" What was hosting at your other job like? What's your availability? Do you have reliable transportation? (Very standard questions) \xa0 "", 'Answer Question']"
Hostess," Jan 19, 2017"," Anonymous Employee in  Bayonne, NJ",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied through an employee referral. The process took 1+ week. I interviewed at T.G.I. Friday's (Bayonne, NJ) in April 2016.""]",['lots of customer service questions just answer generously. Simple questions. they tend to already know if they will be hiring you or not just from looking at you which is fine so dress in all black'],"[' what does customer service mean to you? \xa0 ', 'Answer Question']"
Hostess," Jan 23, 2017"," Anonymous Employee in  Hamilton, NJ",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took 1 day. I interviewed at T.G.I. Friday's (Hamilton, NJ) in April 2016.""]","['The interview went really well and was less complicated than I expected. It was simple really, got asked a few common questions just to get a general feel for me, hit it off with the woman interviewing me and was offered the job. Only one interview and was quick. Easy to feel comfortable.']","[' How do you handle impatient customers? \xa0 ', '1 Answer']"
Host/Hostess," Mar 17, 2016", Anonymous Employee,['Accepted Offer'],['Neutral Experience'],['Average Interview'],"[""I applied online. I interviewed at T.G.I. Friday's.""]","[""The interview process was relatively easy- I applied as a host, and was hired on the spot. But when I got to orientation, I found out that I was changed to a waitress which was extremely disappointing. The people working there are amazing, but it wasn't a good fit for me.""]","[' How will you make the customers feel like it is always Friday? \xa0 ', 'Answer Question']"
Kitchen Staff," Dec 6, 2016"," Anonymous Employee in  Minneapolis, MN",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied in-person. The process took 1 day. I interviewed at T.G.I. Friday's (Minneapolis, MN) in March 2016.""]","[""Nice guy, was not really like an interview. Hired on the spot I liked him, he seemed really great, he ended up hiring me on the spot, I liked all the employees and managers, I could've never asked for an easier interview""]","[' how would I deal with wait staff \xa0 ', '1 Answer']"
Hostess," Apr 30, 2016"," Anonymous Interview Candidate in  West Palm Beach, FL",['No Offer'],['Negative Experience'],['Easy Interview'],"[""I applied online. The process took 1 day. I interviewed at T.G.I. Friday's (West Palm Beach, FL) in February 2016.""]","[""I knew the guy was going to be bad the moment he called for an interview. He called at 10 pm and asked for an interview so I asked if he meant right now? and he's all like no its too late.(its too late for an interview but not too late for him to call me.?) .they didn't even bother to ask me for my resume, the guy was late and I could tell that weren't going to hire me the moment they looked at me because they were so rude but instead of that he tried to make the job seem incredibly bad like I had to do all of this extra work like clean every part of the store even though I was applying as a hostess.""]","[' tell me about yourself? generic questions \xa0 ', 'Answer Question', ' do you have any experience? \xa0 ', '1 Answer']"
Hostess," Jan 26, 2016", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. I interviewed at T.G.I. Friday's.""]","['Interview to meet with manager, got asked to a second interview. After the second interview I was asked to come in for orientation. I had to submit some documents. It was a very easy going interview and the managers were very impressed with me and what I had to offer.']","[' Why do you want to work here? \xa0 ', '1 Answer']"
Server," Jan 8, 2016", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied through an employee referral. The process took 1 day. I interviewed at T.G.I. Friday's.""]","[""Literally two minute interview where my answers were written on a post it stamp. Asked if I worked as a server previously, asked if I had a car, asked what my availability would be, and then told they would talk to the general manager and see what they could do. As long as you served before, they'll hire you. Friday's is always searching for servers because people are always quitting or being fired.""]","[' Tell me about yourself? \xa0 ', '1 Answer']"
Sever," Jan 2, 2016", Anonymous Employee,['Accepted Offer'],['Negative Experience'],['Easy Interview'],[],['I went there and spoke to the front of the house manager. Then I had a second interview with the general manager. Got hired. As a host first then moved up to server. It was the day I lost a part of my soul.'],"[' Why do you want to work here? \xa0 ', 'Answer Question']"
Server," Feb 28, 2016"," Anonymous Employee in  Monroeville, PA",['Accepted Offer'],['Positive Experience'],['Average Interview'],"[""I applied online. The process took 5 days. I interviewed at T.G.I. Friday's (Monroeville, PA) in January 2016.""]","[""There were separate interviews. I got my first one by calling in and asking if anyone has reviewed my online application, they hadn't but they called me back that evening and we set up an interview. Very laid back but still professional. Managers very nice and welcoming. Asked good questions not just the basics because they are looking for good fits for the team not just extra bodies. I've also since working there seen many people be interviewed while only a few actually got offered positions which also shows that. Also the managers were all excited to answer any questions I had about the company.""]","["" Why shouldn't I hire you \xa0 "", '1 Answer']"
Host/Hostess," Jan 16, 2016", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took 6 days. I interviewed at T.G.I. Friday's in January 2016.""]",['I was interviewed once and it took less than 10min! The interview was very conversational and relaxed. When being interviewed remain confident and be assertive. Let your personality show a bit!'],"[' Tell me about yourself. \xa0 ', 'Answer Question']"
Hostess," Feb 3, 2016"," Anonymous Interview Candidate in  Old Bridge, NJ",['Declined Offer'],['Positive Experience'],['Average Interview'],"[""I applied online. The process took 4 days. I interviewed at T.G.I. Friday's (Old Bridge, NJ) in January 2016.""]",['Applied online on Jan 26th at about 7pm & shockingly got a call 9pm the same night. The manager explained they were really desperate and she wanted me to come in right away. Interview was okay. Asked about experience & what I would bring to the job.'],"[' Tell me about yourself \xa0 ', 'Answer Question', ' What would you bring to the job. \xa0 ', 'Answer Question', ' How do you work under pressure. \xa0 ', 'Answer Question', ' What does integrity mean to you m. \xa0 ', 'Answer Question']"
Food Server," Mar 2, 2017"," Anonymous Employee in  Brick, NJ",['Accepted Offer'],['Positive Experience'],['Average Interview'],"[""I applied online. The process took 2 days. I interviewed at T.G.I. Friday's (Brick, NJ) in January 2016.""]",['There were two interviews with two different managers at the restaurant. Both laid back interviews with basic questions. I was hired after a few days and then began training shortly after'],"[' Previous Experience \xa0 ', '1 Answer']"
Cook," Jun 23, 2017"," Anonymous Employee in  New York, NY",['Accepted Offer'],['Neutral Experience'],['Easy Interview'],"[""I applied online. I interviewed at T.G.I. Friday's (New York, NY) in January 2016.""]","['pretty striaght foward, he asked questions, I answered honesty, im very charming, so he really liked me. It was more of a convo than a interview. chillest interview ever. Very nice people']","[' What are your strengths \xa0 ', '1 Answer']"
Server," Dec 6, 2015", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied through other source. The process took 5 days. I interviewed at T.G.I. Friday's.""]","[""Easy, went in for 20 minutes and met with assistant manager. Was offered job at the end of second interview with manager. Questions were easy and direct. If you've ever interviewed at a restaurant before it's very similar.""]","[' How long do you see yourself staying with the company? \xa0 ', 'Answer Question']"
Hostess," Dec 5, 2015", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. I interviewed at T.G.I. Friday's.""]","['Very easy. Was called in for an interview, took place in the restaurant at one of the tables. They were very friendly. They did not ask much. Mainly asked about previous experience, as i had worked at a different location. How I found out about the job, and why I would like to work there.', 'It was a very relaxed environment.']","[' They asked about my experience, and why I would like to work there. Did not have tactical questions \xa0 ', '1 Answer']"
Hostess," Dec 3, 2015", Anonymous Employee,['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied in-person. The process took a week. I interviewed at T.G.I. Friday's.""]","[""I walked in for an application and they had me fill it out right then and there, and then wait for an interview. They had just gotten rid of a hostess so I don't think this is how it normally operates.""]","[' Typical behavioral questions (what would you do in this situation), how you work in a team, one time you worked around a challenge \xa0 ', '1 Answer']"
Hostess," Nov 11, 2015"," Anonymous Employee in  Buford, GA",['Accepted Offer'],['Neutral Experience'],['Difficult Interview'],"[""I applied in-person. The process took 2 days. I interviewed at T.G.I. Friday's (Buford, GA) in November 2015.""]","[""I applied in store, then they called me in for an interview the next day.The manager I had an interview with was really cool, but the interview itself was pretty difficult. I honestly didn't think I did good, but I was offered the job.""]","[' How would you make guests feel like its Friday everyday? \xa0 ', 'Answer Question', ' What would you tell some people that had been waiting for a long time too eat? \xa0 ', 'Answer Question', ' When was a time you still had to be respectful when someone was mad? \xa0 ', 'Answer Question', ' How would help a server that looked overwhelmed? \xa0 ', 'Answer Question']"
Server," Dec 15, 2015"," Anonymous Employee in  Manchester, CT",['Accepted Offer'],['Positive Experience'],['Average Interview'],"[""I applied online. The process took 3 days. I interviewed at T.G.I. Friday's (Manchester, CT) in November 2015.""]",['I applied online and received a call back within 2 days. I interviewed on a Monday and started training the next day! The training program was comprehensive and prepared me to confidently answer guests questions about the food and specialty cocktails offered.'],"[' Why do you want to work for this company? \xa0 ', '1 Answer']"
Event Manager," Jan 6, 2016"," Anonymous Interview Candidate in  Carrollton, TX",['No Offer'],['Positive Experience'],['Easy Interview'],"[""I applied through a staffing agency. The process took a week. I interviewed at T.G.I. Friday's (Carrollton, TX) in November 2015.""]","['Friendly but dry. Typical, conference room, etc. Low pressure. Small wait, free water. TGI is stuck in a hard spot, they want to modernize their image but without losing their current loyalty base.']","[' Why you? What would you do? What have you done that is relevant? \xa0 ', 'Answer Question']"
Hostess," Oct 18, 2015"," Anonymous Employee in  Fort Lauderdale, FL",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took 5 days. I interviewed at T.G.I. Friday's (Fort Lauderdale, FL).""]","['I applied online and got a call from the hiring manager two days later to set up an interview. She was very nice and after our interview she set me up for a second interview with the general manager. He was a laid back person who asked me simple questions, told me about the company and he hired me on the spot.']","[' Tell me a little bit about yourself? \xa0 ', 'Answer Question']"
Host/Hostess," Oct 26, 2015"," Anonymous Employee in  Tinley Park, IL",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied online. The process took 1 day. I interviewed at T.G.I. Friday's (Tinley Park, IL) in October 2015.""]","[""The first interview was pretty easy. He asked me about myself and the things I do on my free time. He asked why I chose to work at Friday's. He asked me to demonstrate how I would greet him if he was a customer. Overall, easy interview. The key is to be enthusiastic and energetic.""]","["" Name a time when you've gotten excellent customer service or service that stood out?"", 'How would you make a customer feel welcomed?', 'Why do you think you can be a candidate for this job?', 'Do you agree that energy is contagious? \xa0 ', 'Answer Question']"
Server," Sep 30, 2016"," Anonymous Employee in  Port Charlotte, FL",['Accepted Offer'],['Positive Experience'],['Easy Interview'],"[""I applied in-person. The process took 5 days. I interviewed at T.G.I. Friday's (Port Charlotte, FL) in October 2015.""]",['I felt very comfortable. Essentially I was just asked questions about my employment background and experience. I was asked how long I was planning on staying with the company as well. I was hired on the spot.'],"[' What experience and/or skills could you bring to this job? \xa0 ', '1 Answer']"
