Date,BJRI,2012 lexus is - cars,things to post - travel,2011 f150 - cars,2012 bmw x5 - cars,ecoboost review - cars,2011 silverado - cars,2011 dodge nitro - cars,2011 malibu - cars,2011 impala - cars,stuff to post - travel,2011 dodge ram 1500 - cars,2010 dodge avenger - cars,2011 chevy silverado - cars,2012 x5 - cars,2011 chevy impala - cars,miss you quotes for him - travel,2010 dodge charger sxt - cars,cool things to post - travel,supplies on the fly - travel,2011 dodge ram 2500 - cars,chevy malibu 2011 - cars,2012 vw cc - cars,challenger 392 - cars,ft-450d - cars,drive time payment - cars,256 to go - cars,beasley hyundai - cars,tellpizzahut - food,neature walk - travel
14/03/04,-1.3,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
21/03/04,-1.315,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
28/03/04,-1.227,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
4/04/04,-1.176,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
11/04/04,-1.194,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
18/04/04,-1.18,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
25/04/04,-1.263,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
2/05/04,-1.223,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
9/05/04,-1.227,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
16/05/04,-1.253,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
23/05/04,-1.24,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
30/05/04,-1.177,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
6/06/04,-1.159,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
13/06/04,-1.105,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
20/06/04,-1.047,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
27/06/04,-1.074,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
4/07/04,-1.176,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
11/07/04,-1.207,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
18/07/04,-1.208,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
25/07/04,-1.117,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
1/08/04,-1.141,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
8/08/04,-1.169,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
15/08/04,-1.122,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
22/08/04,-1.115,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
29/08/04,-1.137,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
5/09/04,-1.125,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
12/09/04,-1.102,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
19/09/04,-1.067,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
26/09/04,-1.019,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
3/10/04,-0.985,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
10/10/04,-0.959,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
17/10/04,-0.975,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
24/10/04,-1.093,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
31/10/04,-1.139,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
7/11/04,-1.023,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
14/11/04,-1.108,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
21/11/04,-1.124,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
28/11/04,-1.122,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
5/12/04,-1.096,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
12/12/04,-1.143,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
19/12/04,-1.184,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
26/12/04,-1.2,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
2/01/05,-1.202,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
9/01/05,-1.124,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
16/01/05,-1.057,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
23/01/05,-1.064,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
30/01/05,-1.072,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
6/02/05,-1.031,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
13/02/05,-1.08,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
20/02/05,-1.019,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
27/02/05,-1.002,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
6/03/05,-0.958,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
13/03/05,-0.752,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
20/03/05,-0.753,-0.967,-0.97,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
27/03/05,-0.764,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
3/04/05,-0.798,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
10/04/05,-0.849,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
17/04/05,-0.856,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
24/04/05,-0.906,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
1/05/05,-0.867,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
8/05/05,-0.838,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
15/05/05,-0.866,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
22/05/05,-0.848,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
29/05/05,-0.731,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
5/06/05,-0.618,-0.967,-0.97,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
12/06/05,-0.561,-0.967,-0.995,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
19/06/05,-0.757,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
26/06/05,-0.679,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
3/07/05,-0.667,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
10/07/05,-0.546,-0.967,-0.947,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
17/07/05,-0.398,-0.967,-0.974,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
24/07/05,-0.375,-0.967,-1.137,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
31/07/05,-0.473,-0.967,-0.922,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
7/08/05,-0.511,-0.967,-0.979,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
14/08/05,-0.505,-0.967,-1.006,-0.986,-0.907,-0.941,-0.993,-0.977,-0.991,-1.081,-1.111,-0.934,-1.072,-0.985,-0.88,-1.026,-0.938,-0.94,-1.004,-1.023,-0.938,-0.968,-0.871,-0.9,-0.896,-0.93,-0.977,-0.935,-0.942,-0.9
