Username,location,friend_count,review_count,photo_count,date,rating,review
Elle Y.,San Francisco  CA,0,7,,8/30/2017,4.0,My brother and I came here after an exhausting day and it hit the spot. My bro enjoyed his California Club sandwich and I had the chicken caesar with chicken. The restaurant was the perfect amount of cool (not freezing and not stifling) for a 105 day in SoCal.I really wish I could remember our server's name (I didn't take the receipt with me). He was a sweetheart and so helpful.
Vittal Kumar G.,Coppell  TX,50,7,,11/25/2017,4.0,Typical BJ's. Excellent ambience  great food and fast service. Always loved visiting this place. Good place to stop by for few drinks after work.
Alexander M.,San Marino  CA,136,241,110,7/21/2017,2.0,Ordered BJ's through DoorDash since I had guests over  the thin crust pizza must've been made by a BJ employee who didn't wear his glasses since the pizza was very oddly shaped and cut unusual. Thank goodness I had ordered the spaghetti with meatballs which made correctly.
Melissa R.,Whittier  CA,7,16,1,10/21/2017,1.0,Stop using DoorDash they make an embarrassment out of your company. They take 2 hours to deliver your food  if the order is to small they'll accept the delivery but won't bring it. Your better than this terrible service that represents your company
Sue Y.,Northwest Washington  Washington  DC,51,9,59,5/26/2017,3.0,I come here for their special on Monday is half off pizza and Thursday is ribs. I am a reward member and they give out tons of special deals. Sometimes free appetizer or BOGO deals. But their food sometimes is good and sometimes it comes out too salty and taste different. My overall experience is I only come when they run specials or deals. For their regular price  I can get much better food out there .
Carlos R.,Baldwin Park  CA,29,3,3,10/6/2017,1.0,After an hour of being seated our appetizer has not made it to our table while other tables that got here after are already halfway of their food. Defiantly a let down and would reconsider this location. Hostess was terrible
Serena L.,Bellevue  WA,42,255,1351,5/30/2016,3.0,"I got to try out Bj\'s for our company lunch. We started with the ""Best Beginnings Appetizer Combo"". This combo included four different appetizers; Spinach and Artichoke Dip  Mozzarella Sticks  Avocado Egg Rolls and Boneless Wings with choice of signature sauce or dry rub. The appetizer was just okay to me. I ordered their new ""Roasted Salmon Quinoa Bowl""; Roasted Atlantic salmon with sauted red onions  mushrooms  fresh asparagus and fire-roasted red bell peppers served over quinoa and drizzled with soy ginger sauce. It was pretty healthy and yummy!At the end  we ordered a huge Pizookie as dessert! Warm cookie with cold icecream  what can be better than this?"
David B.,Whittier  CA,20,6,5,9/10/2017,3.0,They have really institutionalized inefficiency here. This time and last they served food without utensils and didn't provide them for 15 minutes. We had to request additional salad dressing (the cesaer was very dry) 4 times... still no place settings. They eventually come through but it is really annoying.
Robert W.,West Covina  CA,0,5,,11/13/2017,1.0,I don't complain on Yelp  but there is a first for everything. Worst service ever!! My 12 year old has more intelligence and better people skills than the people that work here! I have had better service at McDonald's..
Jennifer T.,Glendale  CA,3,15,19,6/30/2017,4.0,I came out here with my homegirl on a Friday afternoon. BJ's pazookie and beers never fails. The staff was also very nice despite some minor tablet problems. Lol. I'll be back just because it's close to my homegirls house and it's a guaranteed tasty quick bite. Enjoy life. Share a Pazookie!
Gloria D.,La Puente  CA,0,17,,9/24/2017,3.0,I haven't been here in a while. The food was good and flavorful. I had the Brussel Sprout salad with chicken and my boyfriend had the Chicken Alfredo. The garlic bread sucked. The place wasn't even full and our waitress was rushing us. I had to tell her to please let us enjoy our lunch. I didn't like that. Will not be returning anytime soon.
Mickie W.,Temple City  CA,529,162,95,9/8/2016,4.0,Our server Steven A. was great. We had a party of 20 and knowing how complicated it can be  he was was 100% respectful and made our dinner fly by even though the first server messed up on an item.Whenever I get BJ's I get their Deep Dish Pizza- California Supreme with a side salad. Pair it with either Calamari or Avocado Egg Roll and you'll be satisfied.
Elmen O.,La Puente  CA,9,6,3,8/26/2017,3.0,They used to be much better. For example  they used to have three items on their menu which they no longer have; one being the bacon cheeseburger pizza  second was there Derek Favorite Meat loaf sandwich  and the last but not least was these huge baked potatoes that had broccoli with Alfredo sauce and chicken. There service is mediocre.
Allen F.,Cerritos  CA,217,134,276,4/14/2017,3.0,So the service was all squared away not that are server way bad but he was taking care of the whole bar seating you think some one would help the guy  but he was some how able to take care of every one in a timely manner. As for the kitchen how is that you guys over cook the sampler player it was all over cooked the spinach dip  the avocado rolls an they skimmed out on the rolls as well on got one when your supper to get two then they cut them in half. Over cooked in a microwave. Some one i. The lichen dong know how to use a microwave or y'all need a new one. Thursday night an no rush at 10:00 come on BJs. No happy ending.
Juan R.,Monrovia  CA,0,11,4,7/11/2017,1.0,Server couldn't take an order for a pazookie correctly. Second time I get crappy service here. Never coming back.
Julianne J.,Rexburg  ID,0,7,,8/14/2017,5.0,My husband and I both really enjoy the chicken Alfredo and their homemade root beer. Both are delicious! We also appreciate their late hours.
Bill L.,West Covina  CA,1,3,,8/14/2017,1.0,This is probably the worst BJ i've ever gotten. The service is terrible  and on my birthday too! When i got my free pizookie  they didn't even sing happy birthday to me! Horrible!
Yushan W.,Monterey Park  CA,1009,523,1517,5/19/2016,3.0,Came here with my coworkers for lunch. This place is huge and it was not crowded at all during lunch hours. I can see this place getting crowded during sports game season since they have a lot of beer selection and TV. Just like every other chain restaurant selling American food  there is really nothing to rave about for the food here. Their food portion was also huge. My favorite was their avocado egg rolls because I am personally an avocado lover and they combine two delicious food together  fried item and avocado. It was super crispy and delicious. I also had their pasta item but it was huge and flavor was totally off. Parking is plaza parking.
Randy L.,Irvine  CA,141,191,270,7/14/2016,5.0,The food was great and the service was excellent. Ask to be seated in ANDREW's section. Andrew was very professional As is the entire serving staff.
Marie P.,Hacienda Heights  CA,934,97,947,9/6/2015,5.0,I've eaten at this Bj several times and I don't know why I haven't written a review for it. I really love the location of this place. It really is surrounded by many restaurants. Its very close to my house which is a plus. They have a really great happy hour! Who wouldn't love good food at a cheaper price! I've never had a bad experience here. Staff is always friendly and very efficient. Which for me makes the whole dining experience even better!The deep dish pizzas are always good! I've had the Bj favorite and it is so packed with so much flavor! And that crispy crust  yummo!!! Now on to my absolute favorite  pizookie! What is not to like about a warm cookie and a huge scoop of ice cream on it!! Genius! All the flavors are so good! But my ultimate favorite is the white chocolate with macadamia nut! If you seriously haven't tried a pizookie  your definitely missing out!!
Lesley C.,West Covina  CA,418,509,24,7/9/2016\n            \n\n\n\n\n\nUpdated review,2.0,I think BJ's just really want to dry us out with their overly salty food. Or try to make money from us by having us want to order more drinks to quench our thirst. Two for $252x Chowder Bowls1x Large Mediterranean1x Peanut Butter PizookieThey had the 2 for $25 deal a few weeks back and I thought to try out BJ's again  since it's been years. Not only was I super disappointed with the taste of the chowder bowls and the Mediterranean Pizza  I really just had a hard time finishing most of my half of the meal. Halfway through  I just really wanted to dump everything  except for the Pizookie because my health is more important than a couple of bucks. Learned my lesson. Don't ever come here for food. Other than the food  takeout service was swift. Phoned in my order and it was ready by the time I had arrived for pick up. There was a bit of confusion as how to process the 2 for $25 in the register but a manager helped the staff out.
Jennifer I.,West Covina  CA,2,5,3,2/24/2017,5.0,Try the BBQ salmon. IT IS LIFE CHANGING. I love mashed potatoes& I love salmon but depending how it's prepared it may taste fishy. The bbq sauce gives it a sweet flavor & the sides are sorta burnt (but not too burnt to a crisp) taste. The crispy onions & broccoli make a really good pair. I loved the salmon so much I overlooked my white cheddar mashed potatoes.
Gilbert L.,West Covina  CA,0,4,,10/10/2017\n            \n\n\n\n\n\nUpdated review,5.0,10/7/17  not really familiar with the city of industry and as I drove through the city looking for something to eat I passed by this Bj's. I stopped by Bj's for dinner and as soon as I stepped In I was greeted very nicely by the hostess which made me feel really welcomed. I believed her name was Marsala and I was seated very quickly the atmosphere was really great and the food was really good. Leaving the restaurant the hostess even said goodnight and a thank you for coming  really positive atmosphere and will definitely be returning back. Thanks !
Tracey N.,Cerritos  CA,74,48,22,6/21/2016,1.0,"Customer Service was awful. I can understand a long wait for food if the kitchen\'s backed up. I can understand not getting our food order right away. But I cannot accept a poor attitude with it. Been here several times with coworkers during lunch  so didn\'t think any issues going to BJs for lunch. Unfortunately we came on a day where our waitress had the worst attitude imaginable. Knew there was a problem when she took our order. When my boss had a question about a deal he saw on the app  she quickly threw down his throat she has 6 other tables that need help  and that shell take care of it at the end. She never came back to apologize for the wait  forgot to bring out my coworkers hot water. But surprisingly  she was attentive to the surrounding tables around us. I\'m sure their experience was much better than ours. 50 min after ordering with no food  we decide we can\'t be any later back to work  and ask for our food to be boxed up. My boss again ask the waitress politely  and she quickly tells him ""well its coming out now"". 10 min later  our food comes out from a different waitress  plated. Again we explain we need it boxed up  so we could all eat at our desk at work.Its just unreal how poor this experience was. No one was yelling or being rude to her  we just wanted to leave in peace at this point. Of course  our bill is wrong  and we have to get her attention to fix it. Whole experience took 1 hour and 45 min  without eating a thing... And again  what really irked all of us about this experience was how unapologetic she was. If she had just showed any customer service  where I could really see it wasn\'t her fault  I would\'ve been fine about the whole experience. But unfortunately  this experience has left a poor taste in my mouth for BJs."
Stephanie R.,West Covina  CA,1,13,5,10/21/2016,1.0,"I really hate that this is the closest Bjs location for me. The employees at this location give the worst customer service. Most of the servers (I\'ve been here many times and have been served by most of the regularly staffed waiters/waitress) do not know how to smile  make eye contact or even give an inviting hello. It seems like many are so stuck up! It baffles me how so many people are staffed here and no one seems to even want to be there. I\'m not a hard to please customer but I do know what\'s to be expected in proper customer service. I can\'t even list the amount of faults this location has bc it will be never ending. However my last experience was far too much. My sister and I spent over 2+ hours on this specific Monday night waiting and waiting for just 1 pizza and 1 pizookie. Our waiter never did care to help us and never offered us refills or brought utensils after bringing our food so cold and late. (We waited so long we just ate without even caring for the temp) yada yada. Not cool. We also ordered a pizookie and waited and waited and when I made eye contact with the waiter he was was ""shocked"" that we hadn\'t received our desert and came back with a almost black cookie! SO hard and cold! And said ""enjoy"" !?! It was so unbelievably burnt and he still brought it out thinking it would be presentable?! Wow.  I practically chipped my tooth trying to eat that ""pizookie"". Oh well. The experience wasent as shocking to me bc I\'ve had many experiences like the one mentioned above at this location. I have spoken with HR or whatever or wherever they\'re complains go to with no help at all. Overall  very bad location  won\'t be coming back. Ever."
Frances Y.,Anaheim  CA,0,19,,7/16/2017,3.0,Poor service . One person in party did not get his food with everybody else. At least the manager comped him Poor guy had to woof down his food because we were on a time schedule. Chicken on salad was dry . Other person had a chicken breast that was pounded so flat that it looked like cardboard. Need improvement!!
Ophelia C.,La Puente  CA,2,13,4,5/23/2017\n            \n\n\n\n\n\nUpdated review,1.0,"I don\'t know why I keep giving this BJ\'S a chance - I\'m so done. Service is still TERRIBLE!!! The server I got this time took forever w/everything. I didn\'t get my drink until I was 1/2 done with my meal  she\'d forget side dishes etc. We got a nice ""rolling of the eyes"" when we\'d remind her about our food. Go to West Covina  they\'re always nice and attentive."
Tao L.,Chatsworth  CA,43,11,5,2/11/2017,2.0,2 Stars for good pizza and jambalaya.Service was abysmal. Came in around 10PM with a party of 5 to a decently full restaurant. Initially staff was attentive. As time went on  service became non-existent. Waited 30+ minutes for a pizookie to come out  and the thing was room temperature. Server never bothered to bring us the check until we went and asked for it.I've never had a bad experience at a BJ's before this. Avoid this location.
Daisy M.,West Covina  CA,79,11,2,11/14/2017,2.0,Only reason I am giving 2 stars its not always horrible when I go but I hate doing that coin flip thing  I have only had a hand full of good waiters there but always seems that I every time I go now I get the same waiter.... now I wouldn't mind this if he wasn't such a rude guy  I have had him twice and both times he had the biggest attitude I have every seen  First time it was a double date and we had told him from the beginning we are splitting the checks and we got one check which is fine we just kindly remind him we are paying separately and he rolled his eyes and came back 10 min. Later and we paid our separate checks and that was that  but he had the audacity to tell us if you guys are paying in cash just pool your money next time it makes it easier on us waiters  I get it I work in the food industry too but I don't think he should make comments like that towards us  very unprofessional  second time was when I had a gathering of 15 people for my birthday  now we weren't being to complicated we only split the check 3 ways  which again I know its difficult but better than being 10 different checks  mind you I was celebrating my birthday  so I am trying to have a good time  have a few drinks and eat dinner with my friends and family  again same waiter and he goes through taking the orders  looks annoyed and probably doesn't want to be there but whatever  everyone orders and we wait  some of the food or drinks never came out and we were still charged we asked him to remove the items because they never came and he was like  I can bring them out now (one hour later than we had ordered them) but he keeps insisting we just accept it but we declined and just asked him to remove the items because we don't want them anymore we were ready to head out  I haven't gone back to bjs since this  so it has been since June and Im scared to go back but if I do I swear if I get this waiter again I will either ask for someone else or leave  I will maybe try again in a few months for now I will take my service elsewhere.
Mel B.,Ewa Beach  HI,329,574,5396,6/9/2015,5.0,I've been to several BJs but mostly to the West Covina location. To find out there actually was one now in Hacienda Hts.  in my neck of the woods  was interesting and a good suggestion by Mark M. to hook up at.It was my last night to be back in town and I was looking forward to a relaxing meeting with a fellow yelper I met online. It was real kewl to find out we had very similar interests and that he actually visited my area of business many  many times but we never met.The place looks amazing with it's awesome ambiance. Not too noisy. As I we sit the waitress introduces herself and gives us time to order. It's been awhile and I'm interested to find out what they have in their home brew selection. However  Mark H. orders a drink  forgot the name  and it just sounded interesting. Some sort of tropical  fruity drink. I tell the waitress let me have the same. When it is delivered  it looks like a Tequila Sunrise (no tequila though) and tastes very similar. Just what I needed to relax.Mark M. and I start talking getting familiar with ourselves enjoying the stories and discovering other likes. The waitress checks in on us on occasion to see if we need anything else. As we continue into the night  the shift manager introduces herself and starts to check with us for the rest of the night. I see the 1st waitress but for some reason the shift manager or maybe supervisor checks with our status. We're milking the 1st drink. I just didn't want to drink any more on this trip knowing I'll be flying the next day  back to reality.I enjoyed the hospitality and the new friendship made and look forward to his trip to the islands later this year. When I am back here again you can bet your bottoms up I will be visiting this BJs with a bunch of me amigos!!
Tom V.,West Covina  CA,262,84,587,2/19/2017,1.0,Worst service ever!!! We were a party of 11. They told us they were super busy and the wait would be one hour. Finally were seated. Order taken without issue. Evening turned south when meals arrived. They brought the wrong soup. Asked for tortilla and was given tomato. Told them it was wrong. They said oh ok and walked away. Had to wait for his return (bearded server) and had to convince him to fix it. He brought the correct soup and had the nerve to charge for both soups. The tortilla soup was completely not edible. Tasted like Herdez warmed up in the microwave. Never came back to check on us. Was trying to avoid us? Finally when it was time to pay  we did ask for separate checks. He told us he could only break it up to 4 separate checks. He waved his arms at us as he walked away saying for us to figure out. We would have tipped him really good for our size group. But his actions  behavior  and quality of food told us otherwise. So avoid this location. There are better restaurants next door and across the street.
Ray L.,Irvine  CA,235,433,879,4/21/2016\n            \n\n\n\n\n\nUpdated review,4.0,Back again....This time I bought another friend...we had a pitcher of Blonde...and then Fried Calamari...then a medium sweet pig pizza. I was full. The beer and foods were good.This is a good place.
LenaNbul R.,La Puente  CA,6,28,105,9/19/2016,1.0,Service was awful and they served up a desert the was bad rotten or something it's smelled like BO no joke I even had the waitress smell it she was like OMG WHATS THAT SMELL !! Yeah never again!!!!
S-Goddess V.,La Puente  CA,132,685,3843,2/18/2016,1.0,"Once a week I take my parents out to lunch and we normally have asian food  but this time I wanted them to try something different. I decided to take them here... Our server was wonderful  however  the reason for my single star review is for the boy that brought our food. When I placed our order I specifically asked for ranch on my salad  and EXTRA ranch ON THE SIDE. When the kid brought out the two plates  I immediately noticed there was NO ranch on the salad  he seemed as if he was in a hurry so I informed him that there was no ranch on the salad and that I had asked for ranch and ranch on the side. He looks to me and says  ""Yea  well I only have two hands"" then walks away  I was in disbelief in his response that all I could say was ""OH"" as he walked awayafter just having processed his response  I was pissed because my parents noticed how rude he was  my father blamed his age and told me not to make a big deal out of it  but I just cant!!! He had to be handled  his age is no excuse for his behavior. He brought A SINGLE RANCH with his TWO hands  didn\'t say a word  set it on the table and left. I wanted to say so badly  ""YOU HAVE TWO HANDS BUT BROUGHT OUT ONE RANCH?!"" But my parents were present so I had to maintain my good girl behavior. Shortly  after that  I walked straight up to the receptionist and asked to speak to a manager.I waited there for a good while  manager was a no show. The girl finally came back out and told me that I could sit back down and the manager will walk over to our table.twenty minutes finally pass  our food came out  manager finally arrived and listened to what I had to say  she seemed as if she sympathized  but I doubt it. I\'ve been a manager in customer service work for years and I know that customer service is critical in a striving business  I understand that a customer\'s satisfaction should be the utmost priority  she did not attempt to make us happy  NOT that I was expecting anything for free. But she could have at LEAST asked if she could bring us anything. ten minutes passed and the kid comes back to the table he tells me that his manager told him that he was being rude to us  he looked at me and I straight up said the same thing I told his manager. His response: ""yeah Im just tired I guess"" Uhh  really? I\'m a full time student AND work 12-13 hour days the days I don\'t have school--so  being tired is NO EXCUSE! Might I add  he was walking away while I was still talking to him  so I guess he is just a tired incompetent kid.I will not be back!"
