Username,location,friend_count,review_count,photo_count,date,rating,review
Teresa G.,Rosemead  CA,0,40,6,9/30/2017\n            \n\n\n\n\n\nUpdated review,1.0,Wow!!! So the general manager only acknowledges the good reviews. I notice I left a bad review 21 days ago. Wasn't even acknowledged. A good review was left 12 days ago & the general manager replied. To: general manager You should acknowledge all your reviews. Good or bad. Especially the 1 stars to find out what you can do to improve your restaurant. Or what you can do to bring the people who gave you 1 star back to your restaurant. I just checked my messages. Sorry... you did not send me a private message on 9/16. You must have forgotten to hit the send button. Have a good day
Gracie A.,Los Angeles  CA,12,69,20,11/14/2017,4.0,Happy hour Mondays and 1/2 off pizza. I crave the gf pizza w an ice cold Berry Burst Cider  yum. I always enjoy this BJs restaurant better than all others. Staff  James is super friendly and cheery. Always a pleasure to be served by him. And Gabriel   he was super helpful and went out of his way to accommodate my request. I suggest more gluten free options and if the happy hour specials also include the gf items  that would make it more amazing. Overall  love it
Victoria R.,Valencia  CA,0,14,2,11/13/2017,1.0,I called to place a pick up order and the guy transferred me and left me on hold for 6 minutes and I finally hung up and called back. Then i was on hold for another 5 min so I gave up and placed the order online. I got there after the food was supposed to be ready by and no one greeted me and the food still wasn't ready. When I got the food the chicken was disgusting and cold and there was a piece of cilantro in the ice cream.
Ken K.,Jacksonville  FL,24,283,23,8/30/2017,2.0,"OK - 1st off  I hate Yelp reviews that ding staff too much (The server did not make eye contact  yada yada  yada....) and don\'t focus on food  because as long as you\'re not blatantly rude  I don\'t care.BJ\'s was blatantly rude.I travel on business  and don\'t drink on the road (being in and out of germ tubes knocks down immunity  and I always get sick if I drink on the road) - I walked into a 3/4 empty BJ\'s and asked for a small table...The hostess asked if I wanted to sit at the bar  I said no (What\'s the use of being in a bar if you\'re not drinking? I just wanted a quiet meal) She then said  you\'re by yourself  are you sure you don\'t want to just sit at the bar? No  miss....I\'m 46 years old  and quite certain I know where I want to sit....So I get a table......and wait....after what seems to be @5 minutes with no one coming over  I set my timer and thought to myself  ""I\'ll give this place 5 minutes"" At 4:26 (now @10 minutes) someone finally came over - I ordered a diet coke and a flatbread.Diet coke came  someone other than my server brought flatbread (very good  BTW)......I sat with my rapidly empting diet coke with no interaction from server at all - for @15 minutes - server finally came  with check  asking if I wanted a refill  by this time  didn\'t bother... said no thanks - she drops check - full price for flatbread (1/2 off on Mondays....) - she snootily agrees with me  comes back with corrected check. Now I know 1 guy  no drinks taking a table not good for a server - I would usually tip 25% of full price - but in this case  gave 15 and left.As for the food  meh - decent - chili\'s food with a lot of different beers."
Andy N.,West Covina  CA,153,36,163,9/25/2017,1.0,This the worst service I ever been  appetite I ordered was wrong I asked for rib but come out boneless chicken wings. And take forever to get drinks  meatball spaghetti too much oil the meat I can even describe how bad it all fall in part no favors. I want have them to take back but the servers is too busy with other three tablets. I when to so many BJ's this one is the worst ever never going back again.
Vincent Artemio E.,Monterey Park  CA,62,111,492,9/19/2017,5.0,BJ's is an ideal place to meet with your friends especially after work. It's also an appropriate place to meet for a first date because the menu is geared towards small meals or large entrees or simply drinks. It's easy to slip in and sit near the bar or wait for a booth or larger table. The menu is a bit inflated in that there are too many choices. I usually order a seared salmon salad which is always fresh and delicious. The dishes here are not overly prepared or massively proportioned but there are so many choices that you have a difficult time choosing exactly what to order. The service here is excellent. The one time our order was late (very late) the manager came out and explained and apologized to us and provided us with a complimentary item. It was a very busy night and I appreciated that the manager took the time to see that we were satisfied and not feeling neglected. Recommended but prepare for a wait during peak times.
Ray R.,Alhambra  CA,574,80,608,4/5/2017,4.0,This is my go to place for a descent cold beer and great eats.One of my favorites are the brunettes and the Blondes.Im talking about beers.I love the nutty brunette so much I married one.The small appetizers are my favorite you gotta grab a few of those.The stuffed mushrooms are my favorite.Bjs is all good at Montebello.The staff at the bar is fantastic and there always looking to pour you another pint.We had a chance to go the other night on free poozookie night what a treat!4 stars.
Rosquete B.,Belmont  CA,17,949,366,9/2/2017\n            \n\n\n\n\n\nUpdated review,4.0,4* BJ'sMontebelloVery nice Happy HourThe staff were very friendly and helpful (vast improvement over a previous visit)The salads are excellentThe lunch combos are a great valueNice beers by the glass
Rachel V.,Montebello  CA,0,1,1,11/14/2017,4.0,I crave a good salmon plate once in a while and I love their cherry chipotle glaze salmon  it's amazing! If you like beer  their house Hefeweizen taste great. Family friendly place if you have children. Friendly and helpful waitresses:)
Angelica S.,Anaheim  CA,174,21,1,11/9/2017,5.0,The food and service was exceptional despite us having such a large group. We had a party of 20 and were seated within maybe 10 minutes of arriving. The food cane out fast and was delicious. Thanks everybody!!
Robert V.,Monterey Park  CA,399,54,20,11/14/2017,2.0,Went there for lunch  was in the mood for a pasta. I got the jambalaya  my better half got the chicken and asparagus. We also ordered some avocado egg rolls as an appetizer. The egg rolls are not the same as I remember them. They have a new sauce in them  with like a spicy sour cream flavor. Not good at all. We get our dishes and for some reason hers is actually steaming and mine is barely even warm. The bite I took tasted as if it was coated with black pepper  no other flavor at all. It had a couple bits of sausage and 3 tiny shrimp  I asked the waitress why is it not steaming like her plate? She said I can put it in the microwave for you! I was like ok... While we waited I got a bite from my girls food  it was supposed to be penne pasta  we wondered why there was so much spaghetti noodles in there lol  we left most our food. We will not be going back soon.
yoonji l.,Los Angeles  CA,70,39,,8/9/2017,1.0,The hostess today was by far the rudest. I've never had an encounter with one as bad as her. It wasn't even busy and we were not rude so I don't know what her problem was. She should work in the back. Our food came out 45 minutes later. It was just a pizza and salad. People who sat after us got their meals before us of course. The waitress said it's because pizza takes time. Then the pizza should be HOT. NOT COLD.
Anthony H.,Los Angeles  CA,45,1,1,8/3/2017,1.0,To be honest one of the worst experience I have ever received at a resturant. Our server seemed uninterested in attending us let alone take out order. The food came out in an odd order. We got apps 25 mins later one entree and 30 mins later the last two entrees. I joined the member program and to be honest only thing that gave me service. We used a coupon code to get our free pozoki and we never received it. Had another code for $10 off and it wasn't applied. Had to walk to the host stand to get my check from the supervisor. When I toled him about our experience and our service all he did was apply the code I presented. No other action was taken. Food 1/10  service I can't rank because we didn't receive any. Overall experience we won't be back.
Angela R.,Los Angeles  CA,218,4,,7/19/2017,1.0,So I've never had complaints about this location until now. My brother and I got there and it was fine  we ordered our appetizer and we waited 30+ minutes for ALMOST cold chicken wings. We let it slide  it's a busy day. But it was not the end  our waiter also barely attended us to ask if everything was okay or if we needed anything really.Anyways  we ordered our dessert  1 macadamia nut pizookie and 1 churro with ice cream which took another 30 minutes which was delivered by someone else and the ice cream was looking more like a pool that a solid scoop. BUT THAT WASNT ALL  when I tried to get a scoop of cookie I began having to stab it and even then it would not come apart. So i had to tell Nicklus our waiter the cookie was super hard and he brought another one. Luckily it wasn't another 30 minutes but rather a bit over 5.
Diane C.,Monterey Park  CA,69,1,,7/20/2017,2.0,"I started patronizing BJ\'s in1999 at their Westwood location when I would order lunch for our office staff 2-3 times a week.  At the time  although they\'d mess up the order 75% of the time and offer a free lunch the ""next time""  which was an awesome deal for the office  pretty much all of the salads were excellent  especially the Garden Medley Salad with Blackened Chicken.Sat at the bar last night and ordered their Santa Fe Entree Salad with Blackened Chicken. The lettuce in the salad consisted ONLY of the Ribs of Romaine  no leaves!!! Who the heck does that? While I realize they may use the leaves for burgers and sandwiches  I hardly think that the remaining ribs should be all I get for $13.75! I saw a photo on another review of a salad with only the romaine ribs too  who in management decided to tell their cooking staff to do this? Really poor decision...I think yesterday was the last time I\'ll ever consider ordering an overpriced salad with poor ingredients here again. In fact  maybe I\'ll just go with drinks at the bar  at happy hour or  maybe NOT!"
Perices M.,San Diego  CA,0,12,1,10/5/2017,5.0,My experience at this location was amazing. Jessica made everything perfect for me. I was dehydrated and very hungry. I sat instantly right at the bar. She catered to me right away not even there for 5 minutes. Take in mind the entire bar was full. I got a few items off the lunch menu. It was easy and good. She filled my water up every time without me asking. She definitely was on her A game. If you are out on business in Monterey park I definitely suggest you stop at the bar.
Jennifer C.,Los Angeles  CA,46,130,204,9/18/2017\n            \n\n\n\n\n\nUpdated review,3.0,Went to go eat on Sunday night. We saw one family was waiting. I asked the front how long is the wait and she said 20min. Really?! I see a lot of open tables and booth. I guess they were short on staff. We went ahead and got our selves seat at the bar. Bar had couple open booths plus tables.Even though they cleaned the table  there were still crumbs on the table and chairs. We looked at menu for good 5 mins and was waiting for a server to stop by. Couple of sever pass by but none of them stop for us.15 mins later  server came by to take our order. We figured if we order just drinks  she won't be back for another good 20-30mins so we ordered everything at once. 10 mins later  a male server came by to drop off our appetizer. Appetizer came before the drinks... The drinks didn't even come til 10mins after. I didn't like their hibiscus tea. Didn't taste as I thought it would be.Our food arrived about 20mins after munching our appetizer. The presentation and the quality of the food was decent.Since my food was a little greasy  I needed refill on my drink. I put the empty cup by the corner so that our server can see but non of the server weren't generous enough to ask me if I wanted a refill. Couple mins later our server came back and I told her I would like refill. Depending on which location you go but this one is not that great.
Gabby S.,Los Angeles  CA,52,12,12,10/17/2017,4.0,Glendale great place to have a late night pizza craving. The service was a little slow but overall enjoyed my late night dinner and the fact that it wasn't so crowded.
xiomara c.,Los Angeles  CA,0,7,1,6/15/2017,3.0,We had the best server James G. This location is so lucky to have him working here  he is attentive and so pleasant  however the kitchen needs a little work we ordered some salads and they gave us so much of the romain ribs that I had to show the manager. The manager was apologetic and pleasant overall
Ivette G.,Los Angeles  CA,4,35,9,8/4/2017,1.0,Having a fever in this 90 degree weather is no fun. I decided to order some delivery from BJS today. Order was placed at 12:53 pm; Which included a clam chowder  some grilled chicken alfredo & a Pepsi. My order was set to arrive at 1:45...it's now 2:15..no call from any BJ's employee or even the delivery driver themselves explaining why they're taking 30 minutes + to deliver. Update: my order isn't coming. Called the restaurant to cancel my order and get a full refund  the manager was really nice. Tip: don't order delivery from this BJ's.
Donna C.,Los Angeles  CA,228,417,505,5/31/2017,5.0,BJ's Favorite pizza is always a safe choice here and always good! I also love when BJ's has promotions like a free appetizer with over $10 purchase because it allows me try something new. Make sure to check online for coupons before going so you make the most out of your meal. And definitely join their rewards program so you can earn free menu items or credit.
Chrystina B.,West Covina  CA,34,52,93,11/26/2016,5.0,For my FIRST time ever being at a bjs  I'm so glad it was at this one in Montebello! Service : 10/10The food : 10/10 Atmosphere 10/10I was really shocked! Since I was a first timer  I decided to order a little bit of everything. We ordered : - Appetizer -A mini deep dish pizza (11$) : my only regret was not getting a bigger one lol -Dinner-12 oz Ribeye w/mashed potatoes  veggies and shrimp. It can with a claim chowder (30$) : The meant wasn't chewy and it was literally cooked and seasoned PERFECT. Also comes with a free pizookie -Jambalaya (18$) : spicy and not shy with the chicken and shrimp -Dessert- warm white chocolate macadamia nut pizookie. Worth every calorie !My bill was 70$ and worth EVERY cent! I will definitely be back and to this specific location.
Jen H.,Pico Rivera  CA,1,14,38,8/6/2017,3.0,I use to love the Mac and cheese here but they DC... Boooo. Totally sucks. Clam chowder is pretty good though. Pizza is good. Nothing special. Sweet potato fries are great here.
Sergio G.,Los Angeles  CA,1,73,,11/17/2017\n            \n\n\n\n\n\nUpdated review,1.0,Beware this BJ's has the RUDEST and clueless bartenders. I've been to quite a few BJ's locations and the Montebello facility employs by far the most unfriendly team of bartenders.I can't quite figure out why the bartenders have such a shitty attitude. Not sure if they have a crisis in their personal lives or if they're just plain idiots that need to be re-trained pronto in the area of customer service. Whatever the case may be these individuals are too complacent in their role at work.Obviously their IQ level is rather low that they can't quite comprehend that patrons are the ones who pay their salaries and patrons are the reason why their sorry ass isn't at the unemployment line. I strongly recommend to BJ's management to dissolve the current bartending team and hire a crew that is professional  attentive and appreciates the business from paying patrons! The more some things change  the more they stay the same...
Luis A.,Santa Ana  CA,68,9,23,9/21/2017,1.0,"Been coming to BJ\'s for a long time now. Must say  today I have experienced the worst customer service. Guess I\'ll need to switch to a different location. Called in my order and the person taking my order kept charging me the wrong price several times. I asked for a few extra garlic knotts and they were trying to charge me extra. They had always given me a few complimentary. They said the rule was ""if it\'s 4 or more  we charge."" I then said  I only asked for 3 extra  but they continued to insist in wanting to sell them to me. I don\'t mind paying  but be consistent with what you say. They offered to bring a manager to speak to me  and took forever to come out. I guess the service is reflected equally from the top to the bottom."
Oscar M.,Los Angeles  CA,0,10,,10/9/2017,5.0,Came into this place a couple days ago craving some pasta. I have never been to BJ's before so I was amused by the nice big menu they have. They also do sell a bunch of alcoholic and non alcoholic beverages. The small garlic bread that comes with your pasta is so delicious  I wish they came in two on your plate. Pasta was also very tasty and with a hint more of parmesan cheese making it even tastier! Great place to come and watch a game also. Lots of TVs and a huge projected one on the bar side area. Hope to come back soon and try some steak!
Chris C.,Whittier  CA,2,18,,6/19/2017,2.0,Came here yesterday for Father's day  which I knew I shouldn't have  but the misses insisted. Wait was about 40 minutes  it was expected. Server was nice and friendly  I chose the jambalaya which he recommended  it was smothered in white onions and too much sauce drenched the rice pilaf. There was powdered pepper all over side of the plate  as if whoever prepared my plate was in a hurry. Was far too spicy for my liking  I couldn't really taste or enjoy. Very little meats. Left more than half the plate  all vegetables and sauce.  I usually don't like coming here because the food isn't the best. Should have gone for a pizza of theirs instead. They did give out a Father's day glass and a 20% VIP card to use NEXT visit. Lol they could've just let you use the 20% for Father's day there and then. Oh well.
Lidia B.,Baldwin Park  CA,20,31,,9/1/2017,5.0,Stopped by for a couple of mimosas after some shopping and met Gabby who was attending the bar at the time. She was so nice and cheerful. Insisted on cleaning the area I sat down at even though I didn't mind. We started chatting in between her helping the other patrons and found out that she was another I Love Lucy fan as me. She was as sweet as can be. Will definitely come back to pay her a visit.
Laura S.,Bell  CA,5,48,57,4/27/2017,2.0,I have had unpleasant experiences at this Bjs  the times I've been here with friends. Both times I see that the waiters take on more parties than they should. First time we were there he forgot to bring us our coffee and pzookie we had to ask again. Second time there Michael was told there was a birthday I think he forgot about us because he just returned to give us our credit cards and that was the last time he was seen at our table. In shorter words please don't take on too many parties  then you provide bad service to others and in my opinion this isn't fair.
Katie N.,Los Angeles  CA,47,84,71,9/24/2017,4.0,I had an awesome time in BJ's last night. The rib eye steak was cooked well. The steak was nicely done and moist unlike other steak places. I have been to many Good steak places so far and this is one of my favorite. Customer Service wasn't bad. It's Saturday so it's gonna be crowded. I was okay with the customer service. Don't forget to order Honey Glazed Chipotle Salmon. It's really good. The only thing i didn't like was honey saracha brussel sprouts.
Ejler B.,Brea  CA,7,19,2,8/27/2017,1.0,Absolute worst service. Been here for three hours. Ordered a pozo olor about an hour ago. Manger is involved  took a good 10 minutes for him to even come over. Staff is super rude  had to ask several times for silverware and sugar for my coffee. Took them forever to bring it out. Still waiting for the pizookie..... when we asked for the manager the staff member was super rude about it.
Enrique C.,South El Monte  CA,1,1,,5/16/2017,3.0,Nice place  ok food. I wonder why it takes forever to get drinks from the bar  is it a tactic or something they're not telling us? I could easily have 3 drinks wherever place I go for dinner expect here. Takes forever! Forever! Lol
Mandee F.,Raynham  MA,142,51,2,5/5/2017,4.0,4 stars for a great menu and lots of options!Our first visit here  we had Daniel as our server and he was excellent! Despite how busy he was with tables  he was quick to act on every request and checked in on us frequently. He even put us at a larger booth without us even asking which was amazing. Highly recommend!The 2nd time (2 days later) I believe we had Cheyenne according to our receipt. She didn't introduce herself  nor was she anywhere near as receptive or alert to our table. We had 2 different items that came out either with something we asked to remove (no lemon in waters  both came with lemon) or with items we asked for extras of (additional garlic knots). When she brought items to us  she dropped and walked away so quickly we couldn't even get a word in. It ended up prolonging the visit longer than we wanted because she was always moving too fast for us to ask anything. Definitely ask for Daniel if you go. Great server!! Would've been a 5 star experience had it not been for our disappointing experience this evening.
Leslie E.,Long Beach  CA,714,295,455,3/14/2017,4.0,I had the deep dish pizza. It was great.  The waiter was very nice and kept giving us attention even know he was busy. The main problem was. It was very loud. There was a lot of background noise. They need to put some type of noise dampener if the place. My wife had the calamari. She asked for a box to take the leftovers home. The waitress was fast. But  not as fast as my wife. To say the least no we did not need a leftover box. There is a big discrepancy of BJ restaurants. The quality out of the kitchen is not consistent. The location is consistently excellent. I recommend this location.
Shelby R.,Pasadena  CA,79,7,15,7/16/2017,1.0,"If I could leave no stars  I would. Not only are their servers incompetent  their customer service is subpar at best. It took us one hour to receive our food once ordered  and when we did receive it  my father pulled a 6"" hair out of his BJ\'s Brewhouse Burger. When we asked to speak with the manager  he proceeded to try and make a joke  and laughing matter out of the situation despite our disgust. They made no attempts to redeem themselves  and the manager wasn\'t helpful or attentive in the least bit. We\'ve lived in Montebello for over thirty years  and will be sure to never return to this location  and will ensure that our friends and family are aware of what has happened  and how we were treated."
gArrett T.,Glendora  CA,26,39,42,7/16/2017,1.0,My father in law just choked on a long hair that was inside his burger. We were so grossed out we got up left. Do not eat here.
Kit C.,Pasadena  CA,12,11,,8/7/2017,2.0,I should have left when they told me I have to wait 40-50 mins. I have been many other BJ location. This is the worst I can ever experienced. We have a large party and the server is not attentive at all. I understand it was busy. But she never come and check on us after we ordered our food and like other people mention here the food come in odd order we got one entree and the rest of the 8 people's just have to stare at one dish? When I told our server they forgot to put avacado on my taco which I know it's a add on. She gave me attitude and I was shocked. I love their deep dish pizza but I guess from now on I just have to go to different location :(
Hector R.,Whittier  CA,0,5,,8/4/2017,1.0,It was a great experience until she couldn't break a check 3 ways...thanks for having us do the math for 20 minutes
S K.,Alhambra  CA,0,24,37,12/4/2016,1.0,Not a good experience. I had my first experience here on a Sunday night. A party of 2. We arrived at 7:11  got seated around 8. We were still waiting for our dessert to come when we were asked to pay at 9:30 (which we did).Everything was so slow. Our sides came first  even before our utensils. Then our food  which was over cooked and super salty. When they replaced our steak  they failed to bring me back the side that it came with and the knife to cut the steak. So much butter on everything. The pizza was good. We asked for a refill on our drinks on several occasions  but never got refilled. Not happy and will not be coming back.
Daddy E.,Newberry Springs  CA,0,4,,6/1/2017,3.0,I enjoy coming to this BJ's in Montebello. It's relatively close to home. The service is great and the food is delicious. There is just a huge issue that I have. I typically visit for big sporting events  to hang out with friends  watch the game and enjoy a nice cold BJ's brewed Oasis Amber. The problem is that their tv's are so out dated  viewing the game is difficult when their main screen keeps flickering at the top. Their picture quality isn't up to par and their tv's all around are just as bad. (Sad face)If it weren't for the tv's  I'd definitely rate this place a 5 star.
Denise G.,Long Beach  CA,0,32,74,3/31/2017,5.0,I recently visited for lunch and I must say it was delicious! The lunch options are great sizes and then if you have the mobile app everything is just made 100% simpler as you can use your coupons/specials and pay your bill all at your own convenient time. We got the bison burger  the mini pizookie  soup and salad combo  and the fried chicken. All these were the lunch portions but beyond perfect sizes. We were seated promptly and given great service. We will definitely be back for lunch. Be sure to keep an eye on your rewards  the happy hour specials  any online coupons  and any weekday specials as you can combine all of them at the same time to walk out with a bargain!
Evelyn E.,Alhambra  CA,0,2,1,1/22/2017,1.0,Manager  greeter  waiter and runner were great! However  we found a penis shape sketched into our kids food! Not cool!
Antonia R.,Oceanside  CA,33,7,,9/10/2017,1.0,"I had to ask the wAitress 2 times to bring me ranch dressing and she forgot. Then i asked her for a refill on my drink  took a while to get it. After i was done with my food she says ""u still need that ranch""! Ughh really. And to top it off the food was warm  not hot."
James K.,Davis  CA,39,64,,9/4/2017,1.0,All the reviews you read here about the service at this restaurant are true. The service is atrocious. I came here on a Saturday to celebrate my mom's birthday. It took ten minutes for our server to take our order for drinks. It took ten minutes for the drinks to show up. We had to place our food order with the hostess (who was extremely nice and far and away the most helpful person) since we were seated in a table near the front. Literally the hostess would be the only person we would see for large periods of time. Drink refills were few and far between and took ten minutes to get. The food was ok. My garlic green beans did not have any garlic and were burnt. The ribs were good. My mom's ziti had several tablespoons of fat in the bottom. It's probably from the pepperoni that is in it. They don't render some of the fat out or use a leaner pepperoni so the dish was swimming in fat. Wife had the Cobb salad  which she said was decent. After we were finished eating we asked for my mom's birthday pizookie. We waited and waited and it never showed up. Asked for the bill. Saw the free pizookie was charged to us. Had to have that taken off. The hostess helped to take the pizookie off and she brought us out a pizookie to go with an apology. Our server was slow and incompetent. With all the negative reviews pertaining to service you would have to guess it's a systemic problem. This stuff reflects poorly on management who I would think is the real problem. Either they don't know how to train staff or they don't know how to schedule their employees (or both). It shouldn't take well over an hour and a half to eat dinner (unless you want it to of course). Pro tip: Don't eat here if you would like service.
Genevieve G.,Los Angeles  CA,6,65,38,2/19/2017,3.0,It's a great place to eat if you go when they open. If you go after 5 pm it's busy and you will get wonderful service from Valerie- or Maria - but if u sit towards the back where restrooms are the service tends to not be so great . Try to be seated next to entrance I notice those tables get served faster and better. If the woman manager is on duty service is probably going to be good . The food is delicious order over phone if u don't want to wait to be seated and served . Lunch portions are big and inexpensive. Drinks are good . It's just ok service if it's after 6 pm - depends who takes care of u . Val is the best server !!! Ask for her or Maria if u go in morning ! So mornings on the weekends are great
Gregory M.,Rosemead  CA,88,22,,8/14/2017,1.0,Ordered giant meatballs and spaghetti to go and when my daughter took a bite  she spit it out...WAY TOO MUCH WHITE PEPPER!!! Why do restaurants over season foods? This has become more common these days...why? No one here could it...had to dump it...wasted my money on that one...
Grace C.,Monrovia  CA,265,830,716,6/23/2016,3.0,One of our default spots for lunch outings if 1) we can't think of where to go; 2) we don't want to go far; 3) we have a sizable group; and/or 4) we want to appeal to everyone's taste (some people consider Asian cuisine too exotic). One of the downsides is that you'll get slow service no matter what time you go.I typically order the seared ahi salad if I'm feeling in the mood for a light meal (ahi with baby field greens  napa cabbage  romaine  red bell peppers  tomatoes  avocado  pickled cucumber  cilantro  wasabi  wonton strips and green onions  tossed with rice wine vinaigrette). If not  I like their lunch flatbread and soup combo (margherita fresca and clam chowder).Plenty of mall parking. A/C tends to run cold here  so bring a sweater if you're sensitive to the cold.
Ji C.,Tustin  CA,166,152,385,12/26/2016,3.0,Pretty standard corporate-owned dining experience. The food is decent  ambiance is above average and service is standard. It's a good place for standard issue events like holiday dinners  get-togethers and other times when you need a safe-choice without too much risk (IE when you don't seek the adventure of an ethnic menu at a mom & pop place you've never been to). A little pricey for what you get but it's like a bond - safe.
Jennifer W.,San Gabriel  CA,587,151,729,12/17/2015,3.0,Came here for a work holiday lunch. Service was soso. Food definitely takes forever though. It was decent to the taste. Id come back to drink here. They have a huge selection and its nice their drinks menu has a break down of beer pairings. This review is more of a 3.5. Id give it another chance. For food  I got the salmon quinoa bowl  cherry chipotle sauce instead of the miso glaze. Surprisingly filling! It was on the sweet end  but went really well with red pepper flakes.
