Username,location,friend_count,review_count,photo_count,date,rating,review
Emilie J.,Towson  MD,11,90,43,3/4/2017,4.0,I am aaaall about the Ahi Poke dish. I get it everytime I'm here. I've also enjoyed the Peruvian Salmon Quinoa Bowl which I would like even better without the tomatoes in it. I ordered the ribeye last time I came. It was a bit under done (I ordered medium rare and it was more on the rare side) which made it too chewy. I should have sent it back to get put back on the fire  but I was satisfied with my food overall. Download their app for deals AND pay for your meal without any hassles or waiting especially if it's a busy night and you're eating at the bar.
Kitty L.,Baltimore  MD,3,18,28,12/26/2016,2.0,So  the day after Christmas  hubby and I decided to eat here because our planned one o'clock movie was sold out. First time here and definitely will be the last! The host seated customers as well as waited tables. The table had bread crumbs. Our waiter promptly arrived at our table in 10 minutes to introduce himself & take our beverage orders. I ordered simple calamari and hubby a platter. Well the calamari was over cooked  bland and greasy.
Kayisha E.,Baltimore  MD,0,24,5,7/26/2017,3.0,I've been here three times. The ambiance is nice and the staff is pleasant. My first experience was with my boys to get a pizookie  which is really good. I returned by myself to fix a chocolate craving and ordered the chocolate chunk pizookie again. The third time included food. I purchased a deep dish pizza  which after traveling to Chicago is one of my favorite styles of pizza. What we received was lackluster. It seemed we would have been better off purchasing a Hot N Ready for $5. Overall  this is a cool place to hang out  especially if you want to watch sports.
Vicki K.,Towson  MD,2,57,,6/9/2017,5.0,We had the soup in sour dough bread bowls. The bread bowls were grilled to perfection. The soup was delicious. The only complaint was there wasn't a lot of soup. Our server was great. We will come back again and try some other foods. We had a small Pizzokki. It was an awesome dessert.
Michelle Y.,Towson  MD,287,35,61,7/23/2017,3.0,I would say Bj's is your average sports bar type place with a nicer interior. I've been to this location twice and both times were just okay. Nothing super special  but nothing terrible either. Second time I went  my knife was covered in a layer of grime and the kitchen forgot my egg on my chicken steak fried sandwich. Service was great  food was alright.
Scott F.,Towson  MD,0,5,,9/1/2017,1.0,Not sure what is worse  the food or the service. My wife and I went for a quick dinner. Ordered chips and queso but got chips and guac. When we pointed this out our server apologized and said she would get the queso right out. 30 minutes (YES thirty minutes) later and after numerous requests which she blamed on the kitchen  the manager brought out our queso. She told us there would be no charge  but still charged us for the chips and guac that we didnt order bit she said to just go ahead and eat. Salad served with wrong dressing. Fish tacos tasted like they had a vat of salt in them  inedible. Pork chop tough and no taste.Avoid this place...horrible.
Jan-Nathan B.,Perry Hall  MD,193,1,,8/16/2017,1.0,"Came here today with 6 others to celebrate a birthday. Sat there for 10 minutes without being addressed by anyone but the hostess that seated us and a server who gave us napkin coasters and said ""hi my name is ____ but I am NOT your server."" We didn\'t even get the chance to order water. The worst part is there were servers around us just dilly-dallying. It was a horrible time and it\'s not the first time it had happened! I never make reviews. But this place was so bad that I just had to make one. Never coming back.We went to On the Border across the street and our server  food  and drinks were awesome!"
Mel L.,Pikesville  MD,151,42,183,10/2/2016,3.0,I visited BJs for the first time on Friday 9/30. My friend recommended we go to get the pizookies. I will say they were pretty darn good and very filling  but unfortunately that's where the good part of this review ends.We were taken to a nice booth immediately. However  we were not greeted or given drinks for at least 10 minutes. Additionally  we were never given napkins for the messy dessert and the spoons we received were dirty. They never brought out our french fries and I had to call our waitress over to ask about the status of the fries. She never came over to check on us probably because we were only a group of two which I guess makes us not as important. She was not very friendly and did not take much interest in my food allergy. If I'm being honest I will probably go back just because the food is really good. If the service had been better  I would have given this 5 stars.
Sherie A.,Springfield  VA,18,14,15,3/12/2017,1.0,We came on a Sunday before our movie. 30 mins later we are still waiting for our food. Waitress no where to be found to ask about our order.
Liz J.,Baltimore  MD,86,325,8,3/20/2017,3.0,Came after a movie for drinks  and it was a good place to go. Clean  plenty of room  and they serve food pretty late. Decent beer as well.
Jay S.,Baltimore  MD,0,14,,4/16/2017,2.0,"BJ\'s is not a place I would typically visit BUT we met a group of family and friends that wanted a local corporate restaurant.Briefly  here were my issues during our last visit:- While we had a somewhat large party (7 adults)  our wait was one hour and 15 minutes. There were two 12 tops that remained empty the entire time we waited AND the entire time we ate our meal (as we left  they finally split one of the 12 tops for two families). The staff easily could have split one of the twelve tops (they obviously weren\'t holding it for a reservation or a walk up group).- My meal came with no sauce even though the menu listed a sauce...it was so dry and flavorless.- My meal was listed as ""spicy"" but there was no spice...nor any flavor...again  zero flavor.That said  it wasn\'t all bad...- The menu has lots of interesting items (but since there is no flavor to their food  it doesn\'t matter if there are 500 items on the menu).- Our waiter was fantastic  so maybe their focus is customer service instead of focusing on quality of the food.People who prefer corporate dining over local restaurants  places that are the same in Topeka as they are in Wilmington  will love this BJ\'s. We won\'t be going back  though...not our style and the food has zero taste."
Nikia H.,Parkville  MD,51,4,3,8/22/2016,4.0,This is my second time here and again I was really impressed with the food. The menu is so plentiful and there is a lot to choose from. My first experience was great food wise but the service was not so good. But tonight for a nice family dinner I was impressed with the service and patience the waitress showed (we have a 6 year old and 20 month old) she was helpful and cheerful and checked on us frequently.So  my overall review is a favorable one and I could totally see my family and I having some great times here!
Lynna O.,Damascus  MD,0,6,9,8/1/2016,2.0,"Not such a great experience at all. Not what I was expecting at all.Defiantly not a DEEP dish. More like a fat hand tossed pizza crust. Pizza Hut tastes better... Let me explain. I would just 1st like to start by mentioning that BJs offers "" curbside delivery "" when you are placing a carry out order. I placed my order around 8:30pm. I was told it would be about 15-20min for my delivery. When I called and requested the curbside  no one asked for a number to reach me on  no one asked for what make and model I would be in and no one mentioned where to park for this "" curbside "" that is offered. I ordered a medium size pepperoni and cheese CHICAGO deep dish pizza. I called BJs back to let them know I was in the front of the restaurant parked in a valet spot  because there are no designated "" curbside "" delivery spots. When I called again  no one asked what car I would be in  I had to mention it. Around 9pm I got irritated and walked in and asked for my pizza. It was just sitting the heated area where pizzas are dropped off. I payed my bill  walked to car and checked the pizza ( they did not open the box to check the pizza). I noticed it was a chicken and bbq pizza... Not what I ordered. So I walked back in and ask to speak with the manager because I was simply irritated at this point. He had offered to give me a Large pepp and cheese pizza that was already in the over and remove my charge for the incorrect pizza. I said okay and asked about the curbside the restaurant offered. He only said that he would walk it out. Didn\'t really answer anything about curbside for me at all. 15more min later and after everything I got my pizza around 9:30... Not cool. Got home and tried eating the pizza  but it was way too doughy... It looked done on the outside but the cooked part of the pizza peeled right off and there was the base of the pizza... Doughy. There were some kind of bruschetta tomatoes on top? Design I guess? But they were all Over the pizza. No where on the menu did it mention that. I\'ll say that it might have been that they were in a rush to give me a pizza because of the error that occurred previously  but at least have some sort of pride in what you give to your customers. The pics online looks like BJs has amazing food. I was excited to try it but super let down even after the manager tried to fix it. Terrible. Don\'t know if It\'s worth going back. The only good thing out of this was that this terrible pizza that was not eaten was free. 2 stars for BJs. Customer service was horrible  the manager tried to fix this error  but this could of all been prevented if management had a process in place for carry out food."
Eric C.,Baltimore  MD,3,33,16,9/6/2017,3.0,I went in this past Saturday night with my friends and sat at one of the tables at the bar. We didn't order much food  just the chips and dip and the calamari. I tried their house porter and the stout on the draft. Beer came out nice and cold and the bar food was okay but nothing of spectacular. The service could've been better  I saw the server sitting around with her friends while we were waiting to order more drinks.
Keejoo L.,Alexandria  VA,169,532,130,2/23/2016,3.0,Third time to this location now. This one is fairly new  it's in the shopping centre with the cinemark across from the Towson mall. Upon walking in the two hosts seemed a little clueless  they did multiple double takes at each other before picking up some menus and taking our small party of two to a table close to the bar.We had two waitresses for some reason  one that got drinks and another that was very aloof that admitted to us she was in her own world in her head. Had to flag her down to order  get sauce  check... Me and my friend came in Tuesday which is apparently half price wine glass and bottle night . I approve of that! For dinner I decided to be a little bland and ordered the chicken club  my friend got a jalapeo burger. Both came out very timely and hot. I love these kind of shoe string fries  crispy yet flavorful. Chicken could of been seasoned a bit more and the bread ended up a little soggy but overall ingredients were fresh and well cooked. Great place to stop in for dinner pre movie. Only tip is for service to improve a bit  both at the front of the restaurant when you walk in as well as the servers at table side. Both parties seemed a little spaced out even though it was quite busy for a Tuesday night .
Ann K.,Baltimore  MD,35,34,15,3/18/2017,3.0,We are really torn about this place. We have always enjoyed the food and beer  but the service... So the kitchen seems to be the main culprit. We've been during very busy times  but also at lunch when the restaurant is only half full and it tends to be slow. The servers are usually good  although once or twice that's also been part of the problem.  We continue to go because the food is always good  the FOOD IS ALWAYS GOOD  and it's convenient when going to movies. But no one wants to have to rush out to make it to a show  or be late  when you leave ample time to make it.  So our mixed feelings continue. I wish they would just make it easy on us... quicker service and a well trained staff  or the food wasn't so darn good.
Malissa V.,Milford Mill  MD,29,3,3,5/4/2017,4.0,This was my first one here. The food was very tasty and reasonably priced. I ordered the homemade guacamole and chips as my appetizer  the New Orleans Jambalaya as my entree and to finish the night I ordered a single scoop of Ghirardelli Double Chocolate Chip ice cream. Everything was delicious and well prepared. Service started off a little rocky in the beginning. But the night ended well. I'll definitely comeback again.
Misty J.,Baltimore  MD,12,31,35,3/6/2017,5.0,I'm giving this place 5 star for two things and two things only: their berry burst cider which is their own beer brew but looks and tastes more like a wine cooler and their AMAZING . . . MONKEY BREAD PIZOOKIE'S!!!!!!!! Anyone from BJ's reading this  don't EVER get rid of this thing! Seriously  don't do it! Ugghhhh warm cinnamon and brown sugar monkey bread and I only get 1 scoop of ice cream and not the two it comes with! BEST THING EVER!!! I've even caught myself wanting to go there just for dessert. Some of their entrees are good like the chicken piadina or their bacon cheeseburgers but they're pretty standard. I get my piadina with BBQ instead of ranch and no tomatoes! Service is either good or outstanding  depending on your server! Deep dish pizzas aren't the best! I'm also from the north so my standards of pizza are prettttyyyyyyyyy freaking high!!! Only other downside is the parking! And with everything else in such a close vicinity  parking can be a nightmare! My husband and I have managed to find some street parking that's always free after 6 and always open  after visiting so many times! Seriously  thank me later for the monkey bread pizooki! Deeelisshhhhhh!!!!
Connor S.,Palm Springs  CA,1,55,5,12/5/2016,1.0,I have been to BJ'S many times in southern CA  so I am familiar with the food and beer. I have always had a great experience and returned again and again.This time however  I had a most horrible experience. Without droning on too long  I will say that our server was completely useless. She was more interested in sitting at a table behind us to get on her phone and text. That being said  she was unhelpful  inattentive  our (not great)food was not hot  our water was never refreshed and we had no opportunity to order more drinks! All bad stuff. I would gladly pass along her name  buy she never told us when we sat down.That being said  the experience will make me think twice about returning. With so many other options out there...why would I bother going back? I say  pass on BJ's... there is much better out there!
Kim B.,Baltimore  MD,273,140,323,1/6/2017,5.0,"While visiting with my son and his family around the holidays he mentioned how much he liked BJ\'s so when I saw they had a ""B1G1 Free"" Entree hubby and I decided to treat our son to dinner. We arrived at the restaurant around 5:00 and the place was still pretty empty which was fine with me. We were seated at a table in the bar area and were immediately greeted by Ashley who explained the specials and took our drink orders. For appetizers we went with the Calamari and Chicken Lettuce Wraps and both were quite delicious. I\'ve had Lettuce Wraps at several restaurants and BJ\'s take on one of my favorites was quite original - the chicken was mixed with spices  veggies  water chestnuts and topped with Wonton Strips and served with a Sesame Soy Sauce and a Spicy Mustard (trust me when I say make sure you have a full glass of water nearby if you have a tender tongue. I love spicy things but my tongue was burning for a few moments). We totally lucked out coming on a Thursday night - my son and I were in the mood for ribs and as luck would have it Thursdays is Rib Night and you cannot beat the deal they have. For $18.95 you get a Whole Rack of Ribs  Salad  2 Sides and a Pizookie for dessert. Both the House and Caesar Salads were fresh and flavorful and each was enough for 2 people. The ribs were tender and I really loved the flavor that the dry rub topped with a sweet heat bbq sauce and unlike a lot of restaurants  they don\'t upcharge for premium sides - I went with the Roasted Asparagus and Shoestring Fries. The fries were hot and crispy  salted to perfection and didn\'t even need ketchup (which says a lot for this admitted condiment-aholic) and the Asparagus were Crispy on the outside yet tender on the inside and tasted like they had been dusted with Parmesan Cheese and I couldn\'t get over how large the portions were  I actually brought home half of my entire dinner. Hubby got the Sirloin (also with the fries and asparagus as sides) and he said it was quite tasty but not the best he\'s ever had  he said he\'d give it a B-. We\'ve never been the type of people who save room for dessert (we usually can\'t even finish our entire meals) but since the Pizookies were included in the Rib Special we made an exception and left a little wiggle room. I chose the Monkey Bread and my son chose the Salted Caramel Pizookie  both were topped with 2 Scoops of Vanilla Bean Ice Cream (and my sons was drizzled with caramel and mini chocolate chips). The Pizookies come out warm  right out of the oven and talk about a decadent treat. Our entire bill for 3 meals  2 appetizers and 3 drinks came to about $66 before the tip which is an awesome deal plus they have a Premier Diner\'s Club where you earn a point for every dollar spent (there\'s also an app where you can keep track) and you can save to redeem for money off  free items  etc. Parking is validated in the garage attached to the movie theater so it only costs $2 and it sure beats looking for a parking space in the Towson area. We will definitely be back  I\'m looking forward to checking out the lunch specials  the Chicken Fajita Soup in particular."
Melanie F.,Towson  MD,20,1,1,5/4/2017,4.0,I've been here a few times and the food and drinks are always good. This time  I ordered the Honey Sriracha Brussels Sprouts. They were pretty tasty and not what you would normally think of Brussels sprouts. I ordered the Cherry Chipotle Glazed Salmon and it didn't disappoint either. And the 2 strawberry mojitos I had were perfect. Tonight  however  the service was a little lacking. Maybe because it was rather busy for a Thursday. Still  overall  it's a good place to go for food  drinks and conversation.
Tom S.,Bel Air  MD,1,16,21,3/19/2017,4.0,The wife and I tried to call ahead but their call ahead seating is a little unusual. We wound up just walking in close to 5 PM on a Saturday evening and got a table immediately. The hostess was very nice and explained a couple things on the menu before turning it over to our waitress. Loreal was our waitress. She seemed nice and knew what she was doing. I ordered the Ahi Poke as an appetizer. Someone from the kitchen brought that before we received our drinks or silverware. We thought we would try the beer sampler which provided four beers of your choosing in sampler glasses. Those were perfect and they even label the beer in front of each glass. For dinner the wife ordered the Seared Ahi salad and I chose the Mediterranean chicken pita tacos. For the appetizer and entre the tuna was excellent. I greatly enjoyed the chicken tacos and the dressing that was added on the side was a perfect combination. I noticed that I could download an app for my phone under this restaurant and after doing so  discovered a $10 off coupon that I could immediately use for this meal.The food and atmosphere was excellent. The desserts look great but we had no room left after eating the meal.
Alana B.,Towson  MD,0,13,,6/27/2017\n            \n\n\n\n\n\nUpdated review,2.0,"BJ\'s was my favorite spot for lunch during my lunch hour at work. They offered curbside pick up and lunch specials all done online. BJs curbside lunch was my routine every few weeks. It was speedy. The host was very nice and met me at my card with food. My visit today reminded me of how cumbersome my last visit here was and I wish I would\'ve remembered before I placed my order. Now when you arrive curbside and call the curbside number they tell you ""you gonna have to come to the bar To get your order"" . (This happened last time too) This review is more so to speak on the staffing . There are two hosts at the front. A runner that brings to go orders to the bar (not sure if they\'re a waitress too) . The bartender is left to take to go orders  cash them out  serve drinks at the bar and tend to food orders as well. The bartender has a heavy load to carry   yet is the most pleasant of the employees out of all of the other employees that are far from busy while the bartender takes on everything. The bartender asked the runner if she could bag my order that the runner brought out while the bartender was making a drink. The runner rolled her eyes and ignored the bartender and walked back to kitchen . The food was good as always. But the staffing during lunch can use improvement. As a customer it feels like everyone else is sitting around not offering help and everything is on the bartender . It\'s upsetting to be offered curbside when it truly no longer exists at least during the week."
Jill B.,Baltimore  MD,245,146,289,6/30/2015,5.0,This place is amazing!!! I live and work in the area and there is so much amazing about this place. I am thrilled its open. 1st thing - do this now - RIGHT NOW - go to their website and join the premier club. It takes 24 hours to go into effect  and you want to make sure you get your points! I will elaborate later on the quality and consistency of the service (AMAZING)  the quality and flavors of the food (also AMAZING)  and atmosphere (PERFECT). You would not believe this was a chain if it weren't for all the technological awesomeness they have thrown in through their website and app. Group orders  where you can pay separately  that you can place before you go for carry out OR DINE IN!!!! Are you frickin kidding? this is the solution to short lunch breaks! having your lunch waiting for you when you arrive saves at least 10 minutes. Now the service was amazing  but that was because we had Shea as our server. I don't know if everyone that works there is as wonderful  but if you get Shea you're in for a great experience. I'm still dreaming about the possibility of one day getting one of the ridiculous desserts. And our lunch trio has expanded to at least 6 next time just from our rave reviews at work!
Shanay B.,Owings Mills  MD,95,148,25,3/26/2016,4.0,On this beautiful Saturday  I dined with my auntie at BJ's before we headed to the movie theater.She had fish and chips and I had a wrap with fries. Our waitress was on point   she made sure we were good  got us our drinks and just insight on the food..I would dine here again!!
Jeffrey A.,Baltimore  MD,11,24,,7/3/2017,4.0,This is our 2nd time going here (it's a relatively new Restaurant here). Overall  it's a very good Restaurant. They have a large Menu; lots of choices. IMHO  this place has the best Clam Chowder anywhere. Also  very good service. (Ashley was a very good Waitress). I'm not really a drinker  but they have tons of liquor  wine  etc. Parking here is very unpredictable. Its hit or miss. We will be back. They also have a special for lunch (11- 3 Mon- Fri). Unlimited soup & salads; $10.00.
Teresa F.,Encinitas  CA,874,238,115,10/18/2016,3.0,"Not consistently  super fresh ingredients  but an array of dishes. Definitely a sports bar. Decadent Pa-Zookie dessert is a treat  warm cookie with ice cream. Salted caramel  yum! Friendly and patient staff with a foodie. Alas  I\'ve tried several dishes here  and was repeatedly disappointed. Next I\'ll have to try their ""enlightened entree"" options  like salmon and quinoa  but I don\'t like farm-raised fish. Fortunately  they have a few ""enlightened"" salads which are pretty good. Best considered for those who like blaring sports  pizza  beer  and burgers."
Sarah P.,Middle River  MD,111,4,,9/3/2016,1.0,"This was probably the worst dining experience I have ever had in Towson. There are many decent local places to choose from in this area  and I really wish we would have opted for one of those. My husband and I came in to watch college football and have dinner. We sat at the bar right in front of the game we wanted to see. I ordered the queso with chips  and the Twisted BLT salad. My husband ordered a full rack of ribs and mashed potatoes. Oh where to begin? The queso came out lukewarm and the chips were extremely stale. I asked them to reheat it since it was like eating coagulated velveeta. My salad came out drenched in dressing. I don\'t know if the spinach was going bad and they were trying to cover it up  or if the half cup of dressing wilted the spinach. There was also no bacon on the salad. Nice BLT with no B!My hubby\'s mashed potatoes tasted like potato gum. Instant  I guess. Gross. The ribs were the worst we have ever had. They had the consistency of overcooked chicken; dense and chewy with the flavor of a McRib.Also  the game we were clearly watching was turned off twice (channel change)  which was remedied both times...once  ok. But twice? Weird!Beyond the terrible food was the service. Both bartenders were pleasant but not proactive at all. They never came back after the food was delivered so I didn\'t get a chance to tell them how bad everything was. When we told her we wanted to pay the check she then asked  ""Do you want boxes to take this home?"" I told her  ""No  that was pretty much the worst food I ever had."" Her reply was  ""Oh! I could have gotten you something else!"" Well yeah  I guess if you had checked on us that would have been an option. She then removed just one plate of the disastrous food we left behind  instead of getting it out of my sight. It also clearly did not occur to her to be proactive enough to have a manager come talk to us. After she returned our credit card and we sat to finish our drinks for about another 20 mins  we never saw her again.Really unacceptable for a chain  although I should know better than to eat at a chain!"
Paul S.,Towson  MD,83,155,66,6/28/2015,5.0,This place has it all. A really big menu so everyone can find something for them. The items are huge servings and have big flavor  you are garenteed to be well fed for the amount of money you put out. A lot of premium beers for the beer connoisseur as well as lots of great tasting mocktails and sodas straight from the tap. So even the non drinker can have a fun drinking experience. I'm a non drinker and want to try every soda and mocktail on the menu. You will love the orange cream soda  its like drinking a slightly carbonated creamsicle..Great atmosphere  very spacious and a clear view into the kitchen. -Super friendly wait staff and management  even the most simple of mistakes will be corrected with kindness right away. Never have to wait on additional requests  food delivery time to the table or drink refills. Even pay your check on their app to really cut down the wait time. I've been here twice now  very little if anything to complain about  they are so kind and welcoming. The place is great for friends to hang out at and enjoy good food at drinks. This is like a Fridays  but on a much higher level of quality. They have everything from sandwiches  steaks  tacos  pizza  etc. etc. Everyone will find something to eat. I love how they use matchstick fries  something unique to bring to the table because I never see them anymore. As a kid I loved having a pile of matchstick fries with my burger so it was like my inner child smiled. I plan on being a regular here  trying as much of the menu as possible. If you plan on being a regular too  download their app for advanced seating  to go orders  bill pay  and reward points for coupons and free food. Each point is equal to one dollar spent. I think many chain restaurants could learn a thing or two from the way BJs does things. A+ on all fronts!
Caitlin C.,Perry Hall  MD,2,18,4,1/24/2017,3.0,Service is quick  good pizza  friendly staff. Tons of beers on tap and a large diverse menu. Prices are a bit high but the portions are good. Big screen TVs throughout the restaurant to watch any sports event that is on
Christina O.,Baltimore  MD,208,144,1289,1/7/2016,5.0,Wow this place is amazing ^_^My bestfriend and I came here for a late lunch which turned into a happy hour ^_^. The interior is very nice and modern  I love the bar  they have huge TV's which that has different channels on all. The bartender was amazing  I forgot her name but she was an older white woman. She recommended the Strawberry Patch and it was really good  when I say good I mean really good. It hit the spot! We also ordered two Twisted BLT salads with mini pizzas  I had the buffalo chicken mini pizza and she had some type of meat pizza. The salad was very good  I should have requested no blue cheese crumbles since I'm not a huge fan of them. The buffalo pizza was okay  but it looked amazing. I would recommend putting more buffalo sauce on the pizza  I hardly taste any actually. My bestfriend meat pizza was good. Overall I would definitely recommend this place. It can get pricey especially with the drinks. Happy hour is a $1 of cocktails  our drink would have been $9 but it was $8.
Ashton M.,Towson  MD,60,51,28,6/12/2017\n            \n\n\n\n\n\nUpdated review,5.0,This place has become a go-to for our family on a Friday or Saturday. It's always busy but never a long wait. There's a huge selection from salads to pasta  pizza  and burgers to satisfy all tastes. The service is always fast and friendly. We use the rewards card  which I never do  and it's worth it. There are lots of TVs showing sports  which is everywhere now  but it's not obtrusive. The burger with fried jalapeos is awesome  the fried jalapeos should be an appetizer. The calamari is really good. One negative  the queso with the chips is so hit or miss. When it's good it's the best but sometimes it's like to bottom of the barrel and barely edible  about 50% of the time  and never enough chips. It seems like an easy thing to fix. Other than that  and it's minor  BJ's remains fantastic and never disappoints.
