Username,location,friend_count,review_count,photo_count,date,rating,review
Jem K.,Irvine  CA,3,122,325,7/30/2017,2.0,Came here around 430 and they said 10-15 min wait. i looked around there were alot of empty tables. So we just assumed not alot of servers to cover the whole area. So we waited and waited and waited... and we finally got called after 30mins.:) Food:Great white Deepdish pizza 14in. - dont expect Chicago deep dish. It's ok. a bit salty. Enough to feed 5 people with 2 slices for leftovers.Avocado roll - my favorite dish! 2 rolls had the spicy taste to it.. some just had plain avocado. i remember it being really good but today it was ok. I mean... i'd order it again.. today just felt off maybe?Calamari - crunchy good ol' calamari. Deep it in marinara. Yum.:) Shrimp and asparagus pasta - bland. we smothered it with cheese and crushed red peppers. Had like 3-5 pcs of shrimp? Dry and a bit undercooked. Will probably not order this again.TIP: if you download their app and use mobilePay... U get to free mini pizookie! My other favorite!:) Park in the structure if you dont want to do valet
Suekay D.,Santa Clarita  CA,38,39,37,11/18/2017,2.0,Service was horrible to say the least. Food was decent  basic would be a good word use. Our order was wrong so that was a bummer since it took over 25 minutes to get out food. Highlight was the pazookie that was good.
Christine L.,Los Angeles  CA,837,519,1381,10/3/2017,5.0,The staff here is outstanding!!! They are great at accommodating my food allergies & gluten intolerance. The Pazookie is awesome. Food is good and we didn't have a wait.
sue b.,San Jose  CA,0,19,,11/24/2017,2.0,Wrong choice for dinner tonight. Service was seriously lacking and the prime rib was the worst I've ever had.So many choices in the area and we definitely made the wrong one.
Lorie N.,San Jose  CA,82,112,627,6/14/2017,3.0,Spacious space. Food is similar to other BJ's. Cool and familiar American food and beer.
Amy S.,Los Angeles  CA,75,146,22,11/19/2017,4.0,Good service  good pizza  and of course  their Pizookie's! This location in particular is great because while people in the lobby were waiting for tables to open up  they served a couple pizzas to us! Free of charge :) A great way to make you feel welcome. I'll be coming back to this location for sure (and not just for the free lobby pizza)! I've got to try the holiday Snickerdoodle Pizookie!
Mona T.,Los Angeles  CA,0,8,,9/22/2017,1.0,BJ's has been a favorite restaurant of ours for years. The food flavor is excellent. However the service consistently is slow from the front door through to the kitchen. It took 1 hr and 30 minutes to get our food once we sat down.I'm saddened!
Chris D.,Bakersfield  CA,22,239,327,9/12/2017,3.0,Well the reason I gave it three stars instead of five we had to wait 35 minutes to get a table but looking around the restaurant there was at least 17 tables empty we did have a server that was training another server which I didn't mind the service was a little slow getting refills was alone most hard to do unles I flag somebody down the food was good and their parking is a little small but they do have valet parking for four dollars if you want to pay that
Kae M.,Burbank  CA,1,25,5,9/10/2017,1.0,Another chain restaurant that is going downhill quick ! Pretty soon it's gonna be trying every gimmick in the book to get customers back ! I decided to give them a try tonight after a 3 year break and I was quickly reminded why I stopped coming here .Service --- Slow   no refills   took 15 mins just to take our drink order   waited over 25 minutes to get the check ! Food --- buffalo wings that most likely came from a freezer bag .. Pizza had the smallest amount of cheese   I couldn't even taste it or see it ! I don't know why I decided to give them a chance again tonight   but never again ! Lesson learned
Singris B.,Burbank  CA,38,37,23,9/4/2017,1.0,I used to frequent this location  but within the last 2 years my 3 visits were a bit disappointing. FOOD: the quality of the food is nothing like it used to be  I used to order the Parmesan chicken or fettuccini Alfredo  they were made to perfection  and ALWAYS hit the spot. Well not anymore! Not sure why the Parmesan chicken has dry tomatoes sprinkled over it now  still a bit pink and bland! The mashed potatoes used to be covered in a delicious sauce  not anymore. It seems like they cut back on a lot  especially the warm delicious complimentary bread and butter they used to serve. We were super hungry so we ordered bread to eat while we waited. cost (5.99)  but our food got there first! So it was pointless and we canceled it. The grilled chicken pasta  is not what it used to be. It taste like pieces of chicken that were frozen  warmed up and tossed over pasta. Not the fresh off the Grill tasting chicken Over a creamy Alfredo pasta I remember! I won't get started with the pizza =( WAIT TIME: took way too long to get our food considering it wasn't busy. We were seated right away  and there were plenty of empty tables. How ever  it took about 40 min to get served! And when you have a 2 year old with you  it seems like an eternity! The waiter seemed like he could use a break  it Took way TOO long to get our drinks/refills.Not sure if I'll go again  but if I ever do  I'll update my review if anything changes.
Abbiegail S.,Atascadero  CA,151,115,79,5/7/2017,3.0,Food was great! Especially the avocado egg rolls... which are to die for! But the reason I'm giving the place 3 stars were because we waited 15-20 minutes on our drinks and there was a mixup on our salads. I asked for shrimp on the walnut salad and my friend asked for the salad with fruit (no meat). After eating it halfway through  I realize the salad I was eating was hers but with shrimp and the salad she was eating was mine. We didn't want to say anything after consumption but the chef should have given us the correct orders. With that being said  food was still delicious and I appreciate the waitress' effort despite the drinks being held up. She was great in every other way and was very sweet and friendly.
Andrew P.,Long Beach  CA,132,334,746,11/19/2016,5.0,My friend & I had a great experience yesterday with our server  Adam. He was very friendly and efficient with us and we were glad to have him take care of us. Originally we were seated by the smaller bar in a smaller 2-top booth  but we were uncomfortably warm sitting there so we asked if it was possible to move to a different spot (in which case we were moved to a bigger booth close by with a much better & comfortable temperature. We were told about the 2 for $25 deal so we pursued it and Adam was very willing to explain what we could get. We ordered the 2 salads  a medium pepperoni w/ jalapeos and bacon  and a Cookies N' Cream pizookie. All of it was amazing and it only came out to $25 plus tax. Of course had to get a pitcher of their delicious Brewhouse Blonde Pale ale so our bill came out to roughly $47 or so. I was a little disappointed in finding out that I wasn't credited my BJs rewards points as I had asked  but maybe I will contact the restaurant in hopes to getting them back  haha. Definitely a good location for BJs. Luckily for us  the place was not that busy on a Friday night at 6 or 6:30 (I was surprised)  but later on it filled up quickly.
Frank M.,Los Angeles  CA,15,4,,11/6/2017,1.0,I have a hard time giving a bad review. But I was so excited to have dinner here and even more excited about the pizookie. Today is the following day and my stomach is still in pain. All of our entrees were awful  tasted like rubber and cold and stale. Lemon chicken tasted like rubber. Pasta and meatballs were disgusting. And at the end I was excited about the pizookie. It came out cold. And hard as a rock. The service was fine  but the food was awful.
Claudia D.,Los Angeles  CA,22,13,55,8/10/2017,1.0,BJ's has always been one of my favorite restaurants but the experience at the Burbank location disappointed me. I'm sorry to say that the Parmesan crusted chicken was not prepared in the same way that it is prepared at other locations. Lemon cream was cold  poorly blended and inedible. The rest of the meal was ok. I don't like to complain about service butThe valet parking is unnecessary and the staff seems overwhelmed. The greeters were talking and appeared bothered that I had interrupted them. The person that served my table was just ok. No smile  seemed upset to do the job and never asked how my meal was. The bartender appeared upset as he was loudly throwing ice and glasses aroundBad energy overall.
Darrio C.,Sylmar  CA,25,17,19,11/12/2017,3.0,Great location great food excellent on Sundays it's crowded so the service is not the best but the pizza is worth going back for
Nancy N.,San Fernando Valley  CA,69,129,144,3/20/2017,1.0,"Went here with the bf since he got a craving for a Pizookie. It was a Sunday night and the wait time was only 15 min which was great! So far so good. Once we got to our table  that was a whole different story. We were practically ignored and had to flag down anyone to place our orders  to ask for a refill  to ask for our ck and to ask for a bottle of ketchup that ACTUALLY had ketchup in it. We actually ordered more than what we originally said we would order. We opted for burgers and fries  chips and salsa  sadly no beer since it was given up for lent. ""our waiter"" was tending a bigger party next to us and we kept seeing him come back and forth tending them the whole time. We literately sat there and stared at him to see if at any time he felt us looking at him. No more Pizookie cravings I said. Next time we\'ll make that sucker at home  unless we go to a different BJ\'s. Management: If a waiter has a large party or a few large parties and then they have a few parties of 2  send someone else to help him or her. The smaller parties will definitely be ignored."
Janice B.,Burbank  CA,24,2,,11/11/2017,3.0,They are super busy in the weekend my burger came with just lettuce I ask for tomato and onion I got one slice of tomato and a ton of onions they waiter laughed ask he brought it to me also service was very slow waited 25 minutes for desert menu . Super slow service
Denise R.,North Hollywood  Los Angeles  CA,1,10,,10/29/2017\n            \n\n\n\n\n\nUpdated review,1.0,Since the manager reached out  I emailed back to resolve the issue. 3 months later  and nothing. Just so you know  I'm waiting...
Candace B.,PANORAMA CITY  CA,190,270,2547,2/19/2017,4.0,OMG!! The best clam chowder sourdough bowl I've ever had. Now  it took forever to come out because the bowl is freshly baked but trust me it's worth the wait. All the food was delicious tonight! The clam chowder was full of big juicy clams and so creamy. The chicken picatta was lightly breaded  perfectly seasoned and had tender juicy chicken on the inside. The fish and chips were crispy and flaky and not salty. I didn't take a pic but he calamari is always good and the hamburger sliders. My only complaint root bear flavored boneless chicken had a weird taste. Would not order that again. We ate so much we had no room for dessert but if we did  it would be the pazooki. It was packed and originally told it was a 40 minute wait but only waited 13 minutes. Our server was nice. Good night all in all.
Adis Z.,Burbank  CA,2,20,11,9/15/2017,5.0,I love to eat in BJ's. I visit BJ's at least once every week or every two weeks. We went to this restaurant on 9/14/17 and were helped by Nick the waiter and honestly We got the best service ever. He is a cool guy. Very professional. Friendly and super nice. Food was good like always. Restaurant clean and full at 5:00 pm. Thank you Nick for your service. I hope you get raise
Marc C.,Toluca Lake  Los Angeles  CA,0,10,,10/23/2017,1.0,"No stars deserved!!What\'s the point of having an app or offer to give customers the option to order online if every single time  countless times  the food is never ready  ""oh  it says pick up time  but that\'s actually the time we actually receive the order to start preparing."" After long day at work and having to have your dog wait in the car since the expectation is to go in and come out with paid for order. Instead having to wait at least another 15 to 20 min because of an error they are already aware of?? And in the past you call several times to confirm they have your order and are working on it  but constantly getting placed on hold and no pick up."
Crystal C.,Van Nuys  CA,16,42,48,10/8/2017,1.0,The service is horrible! It took us an hour and half maybe even more to get our food. We didn't even end up eating and took our food to go. I used to like BJs because of the dessert but it's hard coming back here . Our waiter didn't even come to our table to give us refills and couldn't even clean up our table . I'll just stick to TGIF
Brian A.,Encinitas  San Diego  CA,0,13,,9/9/2017,2.0,Slow service on a slow night with plenty of staff! Red flag should have been the fact the place was empty on a Saturday night. We had to ask them to put the SC/Stanford game on TV. Now mind you  I'm a UCLA fan rooting for whomever is playing against SC  but how clueless is the management/bar staff? Your restaurant is in Glendale which has a huge SC fan base!Oh  and by the way  kind of doesn't look too professional for one of your employees to take her break in the bar area eating In n Out while another one sits next to her  talking on his phone with his bag of Cheetos in front of him!
Rowen H.,Las Vegas  NV,42,102,303,9/8/2016,3.0,"I tried the Sirloin Steak that came with two sides. For my sides  I chose the Tomato Bisque and Skinny Fries. The steak was mediocore  nothing too special about it. I thought it was actually a bit too dry (I did get the medium well) but it seemed like it was well done because some parts of the steak was burnt. I really enjoyed the tomato Bisque and their fries were also really good. For $15  I thought it was well worth it. Service was really slow. We asked our server if she knew what the letters ""BJ"" stood for (we were not trying to be gross) and her response was ""it\'s not what you think it is..""She actually had no idea what it stood for so my friends and I ended up looking it up online. Anyways  I thought my experience here was average. Try it when you are in Burbank  CA."
michael r.,Glendale  CA,42,87,,9/30/2017,1.0,I dont know how I even ended up here.. but Mark the. Manager does not honor any Promos that Bjs play on national tv. Next time Bjs...hold the sausage...
Brandy J.,North Hollywood  CA,0,4,2,7/6/2017,1.0,This was absolutely the WORST experience I have ever had at this location. Three meals two came out but I had to wait 20 minutes before my meal was brought out. One of the sandwiches was raw and my ribs were so dry. I have not even started on how poor the service was. What is worse  the table behind us were seated 10 minutes after we ordered and they finally got what they ordered as we were leaving. #bjsbrewhouse
Jen R.,Los Angeles  CA,0,4,,10/12/2017,1.0,horrible experience! my family and I went out to dinner to celebrate my nephews birthday on a Friday to leave very disappointed. Food took over an hr to come out and when it did my medium well steak was dripping blood! I was so grossed out ! waiter literally only served us one round of drinks when we asked for a refill it never came. ZERO STARS if I could! Oh and to top it off our appetizer came out once we were done eating !!!!
Thomas B.,Burbank  CA,12,72,8,7/2/2017,3.0,The food was ok but service was not great. No cutlery. We had to ask for it. Lighting was Too dark to read menu. During meal  not one plate or glass were bussed off the table. When the bill came it was just a printout...no faux leather folder or anything. Just the bill. Just as we are about to leave they take plates. I don't know if that's their policy but I don't like to eat surrounded by plates.Might try another time. Maybe we came on an off night
Tab A.,La Crescenta-Montrose  CA,75,7,4,6/29/2017,2.0,We have had really enjoyable experiences at the BJ's in Santa Clarita and Glendale  but Burbank? No bueno. Poor customer service  filthy bathrooms  and rude management. Restaurant critic Elmer Dills always said that if a restaurant's bathrooms (which are public) are filthy  you can bet that the kitchen will not be any better.My personal opinion is that the poor customer contact  neglectful table service  and dirty premises at the Burbank location is most likely a reflection of bad management (the staff trying their best under poor leadership). The manager was condescending and dismissive. We will return to Glendale and Santa Clarita  but definitely not to Burbank.
Cris I.,Burbank  CA,623,424,6046,6/24/2016,4.0,Buy One Get One Free Entree for Premier Rewards MembersI had been here several times already in the past but came back here for the promo. Who would say no to a BOGO free offer? Not me so I'm in for another visit and tag along a coworker to share the promo. We were promptly greeted and led to our table. Although there were several tables in the front  we were assigned a table to at the farthermost section where the bar is so we requested a table nearer the main dining area. They obliged without any objection.We ordered a salmon quinoa bowl ($12.50) and a chicken pesto pizza ($15.50). The salmon was crispy on the outside but juicy in the inside. The quinoa and the vegetables were also perfectly cooked. The same goes with the pizza which came with chicken  tomatoes and artichoke. We really enjoyed both the meal so we finished them all.The restaurant is huge and has many tables divided in different sections to give privacy to diners. Customer service is always great every time I come here. The only reason I took off one star is the issue with valet parking. I would fully understand if there's limited parking but on the contrary  there is a huge inside parking lot. As a matter of fact  cars are just parked near the entrance. I believe that parking should be free to customers as an incentive for patronizing the business.
Liz O.,Glendale  CA,199,19,13,1/4/2017,2.0,I used to love coming here for parties  games and beer. Uuummmm never again. Came to have a family dinner. Party if 3. The wait for a table was not too long. 15 min on a Wednesday night. Got to our table. Took 22 min to be waited. Finally our waiter came...I asked for the Santa Fe Spring Roll...he said they don't have that on their menu anymore. #FailSo we just ended up ordering our food. 48 min later we get our food. Sister and I got pasta....it was cold. Sister felt like she was eating chicken Alfredo's pasta cold soup (See Photo). My Penne Pasta plate was cold too. I was not a happy camper. Waiter wasn't all that great. Checked up once in the 2 hours we were there. I say 2 hours because the first 48 min we waited for our food. Guess they actually killed the chicken and made it from scratch.This menu change is garbage and I definitely will not be back here again.
Sean S.,North Hollywood  Los Angeles  CA,2,5,2,9/28/2017,5.0,First  let's talk about Max our server. At first he seemed a little shy by his body language and that was perfectly fine. Then my Girlfriend and I soon found out it was his first day and the whole house was packed. I knew from previous occupations that the first day is the day that makes or breaks you. To my knowledge  today being busy was the perfect opportunity to make him a great server. He kept the drinks flowing without even asking and told us about the daily specials they offered. Overall  and I'm speaking to the owner reading this  he did great. Thumbs up max  I appreciate your hospitality and I'll definitely be coming back.
Destiny P.,Las Vegas  NV,83,12,2,9/28/2017,1.0,My boyfriend and I were staying in Burbank on vacation at a nearby hotel close to the BJs Burbank location and decided to get takeout from there one night since we had a coupon. I ordered the prime rib dip with white cheddar mashed potatoes and my boyfriend got the sliders with French fries. The girl ringing us up was very friendly and accommodating. However  when we got back to the hotel to eat I was unpleasantly surprised. My prime rib dip was bright red in some spots and then gray in others. It looked extremely unappetizing. To top it off my mashed potatoes had MOLD on them. Yes  mold. I immediately contacted the restaurant and waited on hold several minutes to speak with a manager. I explained to him the situation and even offered to bring the food back. He then argued with me and said that they cook their prime rib to medium rare and if I brought it back he could cook it longer for me if I wanted. I said I would just prefer a refund and he said in order for me to get a refund I'd have to come back and he would have to reauthorize a charge for the entire meal on my card again (which would come off who knows when) and then I would get a refund (who knows when). I declined and he said he'd have his manager email me a gift card in  also  an undefined amount of days. I am now disgusted  without dinner  and without a refund. This was a pretty sad outcome for a place we usually love to go to.
Mariel F.,Chicago  IL,17,47,14,12/29/2016,3.0,We got there on a late Friday night and since it was the closest open restaurant from the hotel we decided to give it a try.The menu is extensive  there are different options so I would say there is something for everyone.The food was nothing extraordinary  personally the food did not have any seasoning or anything special to justify the prices.Service was ok  a little bit slow but it was a Friday night.Not sure I would return  but if I do it would definitely be any other day but Friday night.
Judy L.,Burbank  CA,90,236,645,1/22/2017,4.0,Came here just for their famous Pizookies and now with this mini trio  you can satisfy all your sweet tooth needs! Delicious as always. Check out my photo and salivate !
Rainbow Y.,Santa Ana  CA,58,10,529,9/30/2017,1.0,Do not ever go to this BJ. I just spoke to the manager Mark about an ad that we saw on TV but did not receive. My mom saw the ad on TV that lead her to want to try BJ but did not remember the name of the deal and we asked about the special that's happening now and was lead to the specials that were only happening during the weekdays not the one that was advertised on TV. So when we saw the ad again and called to find out how come we didn't get the deal that was advertised on TV  the manager Mark said that it's because they are not allowed to advertise an ad that is on TV in person because they have so many coupons going on and we had to say the specific deal to get it. I just thought if you advertise something on national TV  they should say tell you when ask about it. This just leaves a bad impression and we won't go there again.
Artin Z.,Burbank  CA,9,7,1,11/20/2017,4.0,It's a nice restaurant excellent food great service . I like their buffalo chicken pizza . I also like their sandwiches!!
Edy O.,TUJUNGA  CA,138,67,345,5/3/2017,5.0,This place is awesome  but let me start off by saying that you shouldn't expect a 5 star steakhouse. This is just a great place to hang out and have something to drink and eat  that tastes good  and has very nice staff. That's why this place got 5 stars from me. Enjoy  I suggest the ribeye  medium with an ipa.
Shirley T.,Los Angeles  CA,0,17,16,6/9/2017,1.0,"So am writing this review as we leave the restaurant. There are a couple of things that went wrong with today and most of it has to do with the long wait and service. I would normally not mind such things but it is different when I see the staff chatting and having personal conversation among each other and several empty tables. First we put or name in for a table with the girl at the front and was told 15 minutes  no problem. Then as we are sitting there with no one else waiting  it seems the girl at the host table leaves and the gentleman takes her place but not before chatting it up for about 15 minutes. We continue to wait another 10 minutes or so and the gentleman asks us if we are waiting for take out. I tell him no and that we are waiting for a table. He then says ""omg why did no one tell me  let me get you a table"". Apparently the girl didn\'t notify him of our wait. Once we get a table we sit there and look at the menu without getting acknowledgement. Normally I wouldn\'t mind especially if it is busy but we had quite a few tables around us that were empty. We figure out what we all want to order and are still waiting. By this time a little less than 10 minutes have passed. Our waiter then comes over and tells us he will be right with us. Then a few minutes pass and another group gets seated next to us. The waiter goes to them and gets their drink orders while we are still waiting with no drinks or having put any orders in. We then see the waiter go in and out of the kitchen several times and stop to have personal conversation with coworkers. By this time it has been a little under 15 minutes of just sitting at the table totaling about 40 minutes. By this time we were done and angry so we walked out."
