Username,location,friend_count,review_count,photo_count,date,rating,review
George C.,Sandy  Salt Lake City  UT,7,92,107,4/24/2017,4.0,Right off the bat I was a little disappointed that BJ'a Brewhouse no longer has my favorite Imperial Stout beer. I love in Utah  one of the most alcohol repressed states in the country (although getting way better) and I told everyone how good it was who asked me where to go in Las Vegas. They have a new Tatonka Stout. It's good but not as good. Our server Woody was excellent. Great personality and he really interacted well with us and the customers he waited on. Today's feast started with the BJ's HopStorm IPA and an appetizer of BJ's Brewhouse blond beer battered asparagus. The IPA was good with a light hoppy flavor. The asparagus stalks were too wide and over cooked. I won't order that again. The country fried chicken was very good and the mashed potatoes was the best I have had. I don't know what they did to the potatoes but it worked well with the chicken. Although I was a bit bummed out that they nixed my favorite beer I look forward to coming back for another meal.
Vilma D.,North Las Vegas  NV,138,70,97,7/18/2017,4.0,Great place to meet up with friends. The pros:Food is delicious. I especially love the mozzarella balls and tomatoes and the shrimp Peruvian quinoa salad. And of course  their pozookie. WOW! Location is right off the I-215! It's very easy to find. Everyone was friendly and kind. It took awhile for the waitress to get our order because they were very busy. However  we didn't wait very long for our food. The cons: If your are going here to have a quiet meal  you may as well leave now. It is very noisy. I could barely hear myself think. Lol. Overall  I will continue to come here.
Danielle D.,Las Vegas  NV,199,98,117,7/22/2017,3.0,I'm usually happy with my meal and service at BJ's. However this time around I was quite disappointed with the SERVICE  the food was still great! Our server wasn't attentive to us or any of his tables. I started to notice he would just disappear and not check on his section as often as the other servers would check on their tables. It was worse when we ran out of water at our table and it took 5 minutes for him to approach our table and another 10 for him to loop back around to us to refill our waters. This wouldn't have been that bad if we hadn't watched him grab the water container  walk past us refill waters for another table and then just disappear again. I'm disappointed with the service  I haven't had an experience like this in a while and I sure hope BJ's can step up service.
Poco P.,Las Vegas  NV,1581,350,2533,8/11/2016,4.0,Deep Dish Pizza .. BJ's Classic is my usual. The first time I tried this was on Eastern & since then I've only been able to order this lol! You know when you know what you want  but still you look at the menu? Love love love this pizza & it melts in your mouth. Preferably  I sit in a bar booth  but have sat at the bar once & in the restaurant. Always had good service & when I didn't once the person told me he was new  which I can appreciate.
C.j. C.,Tempe  AZ,109,10,,9/19/2017,5.0,Had a great experience as usual. Our food came out so fast and thank goodness  because my pregnant sister was starving. Always a great experience. Excellent service. I ordered the barbecued chicken chopped salad it is amazing  always the perfect amount of dressing. A++
Debi R.,Irvine  CA,295,155,55,3/20/2017,5.0,Our soccer team was in town for a college showcase and BJ's was closest to the hotel the girls were staying. I spoke with Donna (Manager) and arranged a pizza  pasta  salad buffet for the players and their families. She emailed me the contract and just like that  we were all set. When we arrived at BJ's for our dinner  I was surprised to find out that they don't start preparing the food until we get there. I was a tad bit panicked because the girls had tickets to see the UCLA game  and dinner was already going to be rushed.Not to worry. We were seated and they already had the salad out! The girls quickly pounced on that. Before they were finished  the pizza and pasta started making their way out. Perfection! We had plenty of time to spare. But wait! Better get the pizookies started  so the girls can have them right after dinner! Where is the server?!? Oh? He got the pizookies started already??? Phew! I've never been to a buffet where things ran so smoothly.I thought there would be a problem with the check...as there always is with a large group. Nope! The check was correct to the penny! We will definitely choose this BJ's again when we are in town! Thank you Donna  Ron and your staff for making our dinner so seamless. We will definitely be back!
Neil K.,Las Vegas  NV,0,56,51,6/12/2017,4.0,We had a large barbeque chicken pizza.50% off on monday. Service was friendly.Beer was cold.
Daniel A.,Las Vegas  NV,20,97,247,2/17/2017,5.0,We ate here for lunch it was pretty busy being a holiday but the staff was still nice the service still great . The food was very good. I always have great experience eating at BJ's this was no exception
Hector H.,Pomona  CA,54,6,,6/29/2017,1.0,The food was good. The service however was completely horrendous. Glasses of water went empty  that's if you were lucky to get one. Food came out without the necessary condiments. Example: a baked potato with nothing in it. No butter  no sour cream  nothing. Just the potato. Meals came with dessert  that never arrived. I've had bad service before  usually it's with new waiters so I am usually understanding. This guy just looked like he gave no shits about helping anyone.If you want good service  go somewhere else.
Ginny Q.,Henderson  NV,0,31,5,7/4/2017,3.0,My husband I came to Summerlin location on the 4th of July for early dinner. When we arrived it was slow  the hostess asked me to wait by the steps to be seated. The person who was sitting us had absolutely no urgency he was taking his time to grab the menus and utensil then finally we got seated next to a ditty table and it stayed dirty the entire time we were eating. We always go to the Henderson location because to close to our house  but today we were on the other side of town and decided stop and have a quick dinner and it was disappointing experience. Now our waiter was great and the food.
Nicholas S.,North Las Vegas  NV,24,77,110,1/21/2017,3.0,Stopped in and got the two for special. We got two drinks  then ordered the ultimate pepperoni pizza with peppers  and the cookie dessert. All while getting to watch some sports at the bar. Although this place is just becoming as normal as a Chilli's or Applebee's the upside is there is no hipsters hanging out here.
Hal T.,Las Vegas  NV,0,35,11,5/28/2017,1.0,Terrible. Appetizers came long after entree. Entree was not cooked. Appetizers were overcooked. Slow service from disorganized and frazzled waitress. Only the beer was right.Manager never came around.Never again. Avoid.
Rina D.,Mesa  AZ,1,23,45,10/7/2017,5.0,Our waiter was Bryce Z. on 10/7/17 and he was really great! Such a positive attitude  even though they were swamped with patrons because of Homecoming. He was very attentive and served us at a timely manner. Awesome guy!
Kelley R.,North Las Vegas  NV,28,5,1,7/28/2017,4.0,We enjoyed our visit today! Celebrated my daughters bday and grandkids like the food as well!!! Good service and food was great! We will be back. Thank you
Jordan B.,Las Vegas  NV,165,6,1,5/2/2017,2.0,Understandably  my family and I were moved from the bar due to me not having my ID. However  unfortunately the hostess didn't smile when we were seated and my moms food came out inedibly salty  and the manager Ron never came out to apologize. The only saving grace was Keith our serverr  he was kind and polite. Don't come to this BJs  service and food quality are falling off.
Wesley M.,Las Vegas  NV,13,24,3,9/20/2017,5.0,This is by faaaar....our best place to watch the Monday and Thursday night NFL games! They have great specials during the whole game  amazing food selection and all of it is delicious! The bartenders are the best  most attentive I've seen! They know what I drink after 4 visits and my loyalty number. They'll all friendly  funny and professional! Tracey  Allan  Tiara and Krystal are the regular bartenders when we're there. We see alot of repeat regulars that make going there an enjoyable few hours!
Stephen L.,Las Vegas  NV,69,3,,8/25/2017,4.0,The food was good as always. Our server Keisha was really nice. We had some minor issues with our order but they fixed it right away and offered us something to hold us out until our meal arrived.
Jeanie M.,Las Vegas  NV,0,7,,9/28/2017,5.0,super good and fast take out. I always call and my order is ready with in 20 minutes. The girls at the front are so cute and sweet! I will forever visit the bj's in summerlin! also you must try the pizza! ( sooo good ) thanks everyone for the a1 customer service.
love lv f.,Henderson  NV,8,162,,8/31/2017,1.0,For a chain restaurant you think their training would be excellent and their customer service would be off the charts... not the case with this location. We came in at 3pm on Saturday  plenty of open tables but still a decent crowd. We were seated and waited at least 10 minutes before someone came to our table. When they did  she grabbed the pepper shaker to give to another server  did not say hello or even acknowledge us. Turns out  she was our server. When she came to get our drink order another 5 minutes later  we had so much time with the menu we asked if we could put in our order. All simple food  tacos  wings  soup & salad. A salad was served at our table  way before our drinks. We then waited 22 minutes for our food. Yes  I timed it because everything else was taking so long. Finally our food came except for the bowl of soup. Refills were done before the soup was delivered to the table. While waiting I noticed plenty of servers at the hostess stand having free time  talking  singing and joking around. By the time my soup arrived  one of my friends had already finished her meal  and a second person was almost done. We were there over an hour and a half. No apologies for slow service  it was as though it was the norm. I also don't appreciate servers using pet names (baby  honey  love) when taking your order or serving your food and drink. The food was good  but with that kind of service  it's not worth the time.
Daniel S.,Henderson  NV,974,1135,6786,2/22/2016,3.0,"The neat thing about hiking is that after burning all those calories  there is the guilty free post-hike meal. After hiking on the UYE: Hike at the Potato Knoll  I joined up with Robert. W for a post hike meal at BJ\'s. It was a hop and a skip northeast on State Route 159. At 11:20 am  the parking lot  which is at the northwest corner of Route 159/Charleston at Pavilion Center across from Red Rock Resort was nearly full. That is a good sign.  Robert. W and myself sat toward the back of the restaurant where they have the microbrewery. My first impression was olfactory. There was a delicious smell permeating the restaurant. And we chatted and chatted. But when we chatted we were looking at a table minus menus. Where was the server? It seemed like we had spent an equivalent amount of time hiking from the Route 159 parking lot to the Potato Knoll until our waitress came on the scene. She half-apologized stating that she just started. ""Humm "" I thought to myself  ""what about the servers who had been passing us with no sign of acknowledgement?""   After the waitress handed us our menus  it was difficult making a decision. This is one of those restaurants that serve good breakfast and lunch. I was in a lunch mood. Decisions! Decisions! Should I go for the roast beef? The chicken club? The portobello Swiss? I finally decided on the crispy jalapeo burger. After a 4.5 mile hike  there was no guilt chowing down this 1 350 calorie burger. The waitress never hurried us  and let me take my time choosing the sandwich. Between the time of ordering til the food reached the table  the waitress handed us our drinks. Regardless that this is a restaurant and microbrewery  I went for a Pepsi.  The crispy jalapeo burger was delicious but not exceptional delicious like the Spicy Miso Burger I ate in Bachi Burger last Sunday. The thick burger was topped with the right ingredients: housemate guacamole  smoked bacon  pepper jack cheese  chipotle mayonnaise  red onions  tomatoes  and jalapeos. Equally as delicious as the crispy jalapeo burger was the potato wedges. This burger that is $11 and change includes either string fries or potato wedges. I favor potato wedges over string fries. These were tasty potato wedges. I felt that they could of filled the plate a bit more with the potato wedges.   BJ\'s was a good choice for the post-hike meal. Robert got to enjoy breakfast and I got to enjoy lunch. Based on this experience  I will Yelp out that BJ\'s serves good food but needs improvement in service. If I was alone  I would of walked out and reviewed it 2 stars."
Leslie M.,Summerlin  Las Vegas  NV,585,332,421,2/18/2016\n            \n\n\n\n\n\nUpdated review,5.0,Was running around all day and by 9pm I just wanted to have a beer and a little pub food. I've had some BAD pub food last 3 restaurants! I've ordered take out from BJs before but haven't sat at the bar.It wasn't crowded. Tracy immediately came up and offered me a menu and asked about drinks. I wasn't familiar with any of their beers so I got a few tastes and then decided. Then I realized they had and did that. (Thankfully before she poured the big glass... which turned out to be my favorite of the flights)I ordered guacamole and chips and I swear it hit the bar in front of me in 6 seconds. Thin  fresh warms chips and great guac. I nibbled on that. Explored the massive menu. Worked on my beer flight and decided i was still hungry. Ordered fried artichoke. Again... 60 seconds and piping hot. Amazing.It was fairly slow so I noticed everyone was cleaning. I don't mean just wiping down the bar I mean the stuff that a lot of grubby places don't do every day. The experience was great. Tracy was fast  friend  knowledgable. I asked a lot of questions and she patiently answered and since I was alone she came by and chatted a bit when she wasn't totally busy. (I even asked questions about the spoon hanging from the tap because I was curious and other kind of dumb things that interested me.)The whole experience was as good as it gets for just walking in and wanting to nosh and drink. I love the pizza. I'm going to have to go back and try something more substantial.Thanks Tracy! You made it a very pleasant visit for me.(Manager... give the woman a raise!)
Rae B.,Las Vegas  NV,5,24,33,1/8/2017,5.0,"Probably one of my favorite places for lunch and dinner with the big  crazy family I have. Tips: Call ahead of time to put your name down on the call list and sign up for their loyalty program  you will not regret it. I walked in at 8 PM and it was packed. Every single table was filled and there were at least 3 families ahead of mine  but we only waited for six minutes to be seated. It was awesome. Reminder: Call ahead of time. The server I got was awesome. Juan was attentive towards myself and my family. He always refilled our waters before it hit the ""half-way"" line and always checked to make sure everything was going well. The food was absolutely delicious. I never have any complaints about their food. The environment was also great. They have huge tv screens for sport fans like myself. I highly recommend this place to anyone!!!"
Big T.,Las Vegas  NV,0,47,,5/22/2017,5.0,Ordered the Prime Rib Dinner with the starter salad and also included a regular size Pizookie  gotta say it's a good sized piece of Prime Rib!Server Beni is a very well rounded and knowledgeable server  great in all areas and knows how to treat repeat customers! Service and food overall was great on the Friday evening that we visited.
Cecy A.,Las Vegas  NV,30,8,10,6/18/2017,5.0,2nd time that I have been here for dinner and once again I am pleased with their service. Many delicious items on the menu. I'm definitely coming back.
Dawn M.,Las Vegas  NV,77,78,268,8/24/2016,5.0,Soooooooo good. Our server Woody was amazing!! I sooooooo love him. So personable and attentive. The calamari  sriacha boneless wings and the pizza were all amazing. I totally have no complaints. They even have a rewards program. For every $1 you spend you earn points to free food. I also unlocked a free appetizer thru Yelp! So yes I'm was winning at this restaurant. Stop in and check them out!!!!!
Rosanne T.,Las Vegas  NV,0,6,,9/9/2017,5.0,We absolutely love BJ's Restaurant in Summerland. The staff & food is spot on. It's one of our favorite places. Parking can be a little crowded  but there a quite a few restaurants in the area so that's to be expected.
Peter B.,Portland  OR,1,86,3,3/29/2017,4.0,It's Wednesday afternoon at 1:20 and there's no empty seat in the entire restaurant. The service at this place is simply amazing. Whoever trains this staff needs an award. The food was decent. Calamari was overcooked. Spinach salad was slightly over dressed and a little too sweet. (Small portion too.) The tea was good  not standout. But really my takeaway from here was the service. They even gave me an iced tea to go  without my asking.
Jon O.,Las Vegas  NV,33,3,7,8/30/2017,1.0,I placed an order To go through postmates when my order arrived  it was completely wrong. When I called the restaurant to see why  she told me I need to go through the app and request help  which I already did so. The manager on duty also told me that I did not order the veggie and I order the beef burgers. She also lied to me on how postmates works as I myself have driven for postmates in the past. If your restaurant makes a mistake own up to it and give good customer service. I understand mistakes happen but to lie and say I didn't order something goes beyond a bad review. I eat at BJs a lot but this will be my last time ever.
Lori C.,Reno  NV,39,32,74,7/18/2017,1.0,The service was great and the food was so salty that we could not eat 3/4 if it. So 3 people left hungry and we paid 78! Avoid this place. Even after we told the waitress the manager didn't adjust the bill for the crap food. So salty we didn't eat most of it. ...when I think about it  the beer helped to offset the salty...
Israel S.,Pomona  CA,2,43,33,8/8/2017,5.0,My fianc and I come here almost every Tuesday for the $3 pazookies and a yummy brisket burger. Service is always great and the fries are extra delicious. The food came put pretty fast as well. Kaitlyn and Alga were our servers today and they were really great and friendly. Definitely coming back
Kline F.,Las Vegas  NV,218,13,,6/2/2017,4.0,BJ's is a great restaurant with fantastic lemonade. The food is great and has incredible salads that are fresh unlike other restaurants. The service is usually good but can be slow at times depending on the occupancy.Perfect place for catching up with friends or looking for a family friendly restaurant.
Geishamom P.,Torrance  CA,0,44,15,8/5/2017,5.0,Made reservations for 30 people for lunch. The restaurant and staff were very accommodating - plenty of room for us and service was outstanding! Brian and Woody were our servers and they were friendly and responsive. They split bills by family for us  our orders came out correct   and drinks were refilled fast! This BJ's delivered exceptional service and we would definitely come back again!!!!
W G.,Thousand Oaks  CA,35,10,2,8/17/2017,5.0,We visited BJ's today and enjoyed their Happy Hour and dinner menu. Food was great and our server Arin was wonderful. She took great care of us and if we lived in town we would go back just to have her as my server along with the great food.
Sheri B.,Temecula  CA,93,8,,8/25/2017,5.0,We made a reservation as we had a large party with four kids. Nate was our server and he was outstanding! Smiling  had multiple tables and our huge  needy group. Never once had to ask or wait for a drink refill. Very impressed by his superior customer service! We are new to Summerlin. We will be back as Nate made our evening a great dining experience.
Larry K.,North Las Vegas  NV,0,10,3,8/12/2017,5.0,Salmon was excellent and so was the pizza cooked perfect and the service was amazing thank you bjs
Theresa C.,Las Vegas  NV,150,346,38,12/12/2016,1.0,This location is too busy and not worth it. We went to the Centennial location when we lived in Aliante and thought the minimal wait was worth it. But given the wait in Summerlin  I'd rather eat just about anywhere else. We put our name on the waitlist via the app. We checked in and were told 20 minutes. At the 30 minute mark  I inquired about how much longer? She told us there were 5 more tables ahead of us. All the while  we waited  she kept quoting everyone 20 minutes....clearly not accurate. It was so bad  there was a family with young kids that had been waiting over an hour and the kids were crying from hunger. Other families with young kids left while we were waiting as well. We also gave up....
Maria B.,Las Vegas  NV,0,20,1,10/13/2017\n            \n\n\n\n\n\nUpdated review,5.0,Just stopped by for a date night with my husband and this was the best part of the night. Our server Lynn in the bar section was so AMAZING!! She is just so bubbly and friendly. She is the epitome of customer service. She makes you feel like you are the only person around. This place is now our new favorite spot. The happy hour is great as well. $4 for a pint of beer and $6 for a burger and fried. Plus the pizzookie is only $3 this month. My whole meal with dessert is under $15.  We will be back soon.
Traci T.,Las Vegas  NV,268,153,123,11/20/2015,4.0,Yep  I am a fan. Yep  it is a chain. It's a chain done right and I give credit where credit is due. I enjoy a good beer  and whether it's a BJ's house brew or a guest tap  I always find something hoppy and malty to drink. I usually patronize the bar area  which is my go-to at most establishments  and this one is non-smoking so it's always a good choice. Servers and bartenders are always great and if you can make it to a beer dinner I highly recommend it.Besides beer  I generally order stuffed mushrooms  potato wedges (not fries)  salad (they have several that I like) or pizza. On a rare occasion I have a pizzookie. It's an awesome dessert  I just don't do sweet very often. The mushrooms are probably my favorite menu item. I think they are stuffed with the spinach and artichoke dip  among other things  and I cannot get enough of them. The pizza is great. It's pan pizza  like pizza hut style only really good. Not to be confused with deep dish  it's just a nice thick buttery crust and just slightly doughy. Health food it is not.
D J.,Las Vegas  NV,339,18,4,1/30/2017\n            \n\n\n\n\n\nUpdated review,5.0,Nate is a prime example of the best service you could ever get in the food industry! He is killing it in the game as a server... like seriously this guy made my day so great he made my day for tomorrow too lol #GiveHimARaise #PromoteHimDefinitely coming back for our guy Nate here!
Brenda M.,North Las Vegas  NV,67,18,1,6/12/2017,1.0,Took about 10 minutes to seat us way in the back. Server then took about 10 minutes to show up. She took the order. We all had soup  salad and a sandwich. It's been about 20 minutes and nothing still. Found a bug in the strawberry in the prosecco. The rest of the restaurant is served and happy. They are not busy at all. We're just in the back with absolutely no attention. Because we just ordered soup and salad right? Had we ordered maybe a higher priced item we would've gotten the service everyone else is having. So we will wait for our food as it has now been about 30 minutes since the order was so simple. First and most definitely the last time we'll come here. To top it off the server is not too excited to be here. The excuse was another big party was tying to get food. That tip is probably bigger and therefore more important since we are simple soup and salad. Thanks but no thanks.
Bethany M.,Henderson  NV,6,8,,7/30/2017,4.0,We always get seated right away whenever we come to this place. The service here has always been fast and friendly. My only complaint is that the menu is so overwhelming!!! There's always so much to choose from and it's hard to make a decision. Regardless  we always save room for their pizookie.
Diane B.,Las Vegas  NV,0,12,1,9/9/2017,4.0,My husband an I go to BJ's in several places both in California and Las Vegas. The food is very good but my comment is on the service. The server we request is Keshia very nice to my grandsons  very considerate. She is one of our reasons for going all the way to this BJ''s rather than a closer restaurant or eating in our hotel. Also I didn't get her name but the manager was very accommodating when we made a request! I could definitely tell customer service is a priority at this restaurant. A lot of places have good food but really good service will make you drive a little farther or wait a little longer  a well placed smile and welcoming service keep you coming back. Keisha makes this a welcoming place for us.
Marie B.,Summerlin  Las Vegas  NV,23,60,90,2/1/2017,5.0,Their moscato mirrasou is the best white wine I've had in my life. Goes amazing with the white macadamia pizookie. Love how they have good deals with half off wine and appetizers! This location has been my go to always. For seafood lovers try their cherry glazed salmon it's so good  I get it with mashed potatoes and asparagus.
Michelle R.,Las Vegas  NV,4,39,20,7/16/2017,1.0,"Front host was great super friendly. Didn\'t wait for a table at all. Quick to sit us. (Party of 6) The sever we had was such a nice lady. However the quality of the food was terrible. First we ask for cokes and they kept giving us diet ones for some reason. We order poke bowl - don\'t get it  it never gets brought out but of course it\'s on the bill. Then my sister and I order the Nashville spicy chicken sandwich and mine is great  but they brought out the classic chicken sandwich instead for my sister. Instead of making her the correct sandwich they brought out some microwaved hot sauce to put on it. My nephew never got his side of fries (yet again it was on the bill.) finally the booth and the wall behind us was so gross and dirty. Didn\'t look like it was wiped at all for maybe days?! A spider bit my fianc. I can\'t believe this happened to us especially while in summerlin! We spoke to Allen he was very nice and actually cared what was going on. Then the GM Paul came over and blamed all the errors on the waitress. And that wasn\'t the case. She took our order correctly and the people in the kitchen and servers where the ones messing things up. Along with the bus boys who clearly don\'t clean properly. He was so unprofessional and quick to place blame and had the nerve to say that we were ""complaining"" I let him know that customer service is his job and placing blame on someone won\'t solve the issue of the food being poorly prepared and the kitchen not making the food in the back. I let him know it\'s a difference between complaining vs facts. Facts was  the food wasn\'t good  the place was dirty and we didn\'t get our complete orders  yet was charged for them. Paul  as a GM please work on ownership and customer service skills. We will not be back. EVER. #bye!"
Toni T.,Las Vegas  NV,4,34,38,12/27/2016,4.0,This maybe my favorite restaurant when it comes to chains. No matter what city I'm in  Bj's is consistent when it comes to quality in my experience. The Summerlin location is no different. We always have great service and drinks. I also love the fact that no matter what you're in the mood for  they're a something on the menu to satiateI love the kale and Brussels sprout salad. I always add shrimp and although they're not generous with the shrimp it's an adequate serving. The vegetables in the salad are always fresh. I also like the stuffed mushrooms as an appetizer. Bite sized full of flavor and yumminess.
Jillian W.,Las Vegas  NV,279,8,9,10/28/2016,2.0,Does anyone else agree that the best part of a wedge salad is the blue cheese crumbles? I came here for take out just for two wedge salads and they both came with a pinch of blue cheese  so little I could barely taste it. I think my picture does justice. The take out service was alright and I tipped the lady that helped me but this wedge of lettuce and a sprinkle of tomato  onion and bacon is not worth $5+
Steve V.,Las Vegas  NV,122,63,22,7/17/2016,2.0,"The staff Is friendly and the beers are good  but today is not their day for food. We have tried the ""new"" deep fried portobello mushrooms  which looked amazing. Unfortunately they taste like grease. Then we moved on to the Honey Sriracha Brussels Sprouts...(picture enclosed)...they were burnt  bitter and unappetizing. Very disappointed.Now to the Nacho Flat Bread...looks good  but the crust is burnt. Whoever is the chef today (July 17th 2016) needs to be fired...or think of a new profession. It is taking everything I have not to personally walk this back to the kitchen."
Ginni K.,Las Vegas  NV,0,38,12,7/9/2017,4.0,Spinach filled mushrooms - super YUM. Also had the cherry chipotle glazed salmon which was delicious. Loved the sweet and spicy flavor.
