Title,Rating,Work Life Balance,Culture Values,Career Opportunities,Comp Benefits,Senior Management,Review Date,Current or Past Employee,Employee Title,Location,Recommends,Outlook,Approves of CEO,Full-Time or Part-Time,Time Employeed,Pros,Cons,Advice to Management
"""Great company with opportunity for growth""",4.0,5.0,4.0,4.0,4.0,4.0," Sep 7, 2017",Past,Server,"Nanuet, NY",Yes,Yes,Yes,Part-time,More than a year,"Great training, lots of help provided by management. Great opportunity for growth in the industry.","Typical restaurant downfalls, inconsistent pay, unpredictable schedule, uneven work load.",Acknowledge and reward those who deserve it.
"""Server""",1.0,,,,,," Oct 11, 2017",Past,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,"None at all, management was awful",Worst and most unorganized management ever,Get new Management
"""It's a Job""",4.0,2.0,3.0,2.0,3.0,2.0," Aug 30, 2017",Past,Service Assistant,"Eugene, OR",No,Neutral,Neutral,Part-time,,"If you have nothing else on your plate in terms of a career it's a great place to make some decent money. In my opinion it's one of the highest paid restaurant jobs out there before you start getting into the high profile ""fancy"" restaurants.",They treat customers like cattle. 2 minute table turnover times. But that's part of why you walk home with a hefty wad of cash after you close the restaurant at 2:30 in the morning. Sometimes someone coming onto their shift has to pay for someone else not doing their job correctly as they leave their shift. Coworkers can be a hit or a miss.,Communicate with your employees more.
"""Busser""",3.0,,,,,," Sep 13, 2017",Past,Anonymous Employee,,No,Neutral,Neutral,Part-time,More than 3 years,Decent amount of money in tips especially over the weekends,It was arduous work especially during nights,
"""Lots of stress, little teamwork""",3.0,3.0,2.0,2.0,3.0,2.0," Sep 14, 2017",Past,Server,"Lake Buena Vista, FL",Yes,Yes,Yes,Full-time,More than a year,"Tips were decent, food is good, employees were friendly","No teamwork, management was unorganized, Managers got very personal and definitely had their favorites, unfair, lots of fights between management back of house and servers","give every employee the same opportunity, stop letting certain people slide and certain people write ups"
"""Amazing""",5.0,5.0,5.0,5.0,5.0,5.0," Aug 27, 2017",Past,Line Cook,"Elk Grove, CA",Neutral,Yes,Yes,Part-time,Less than a year,Store was always clean and everyone was ready to help!,busy busy but still great,
"""Would recommend to any experienced server""",4.0,5.0,4.0,4.0,5.0,5.0," Aug 25, 2017",Current,Server,"Sparks, NV",Yes,Yes,Yes,Part-time,,$50+ average tab for 2 top table<br>Easy to sell desserts + appetizers<br>Appealing food<br>Better than average clientele<br>Good scheduling flexibility for students and parents<br>Represented reward for hard work<br>Discount on food that you can even take home<br>Well organized,Food service can be rough as always and expected<br>High expectations from management (which can be a pro as well)<br>Food Runner shifts required for new servers<br>Appetizers can be slow at times,Insure that appetizers can make it out before entrees
"""Server Review""",4.0,4.0,4.0,4.0,3.0,3.0," Aug 22, 2017",Past,Anonymous Employee,,Yes,Yes,Yes,Part-time,More than 8 years,"Staff was mostly very friendly, managers were professional.","Some customers were difficult to deal with, which is expected and uncontrollable.",
"""Bartender""",4.0,4.0,4.0,3.0,2.0,3.0," Aug 20, 2017",Current,Bartender,"Folsom, CA",Yes,Neutral,Neutral,Part-time,More than a year,"Management cares about employees, and it is a high energy place to work.","The menu changes every 3-4 months, and the communication of new food and drinks to staff lacks.",More communication of new items and company changes
"""Just another serving job""",2.0,5.0,3.0,,,," Sep 2, 2017",Past,Server,,Yes,Neutral,Neutral,Part-time,More than a year,"It's easy, can be good money.","Militant managers sometimes don't seem human. Very corporate, they would rather you be a robot than be yourself.",
"""Good Enough""",3.0,4.0,3.0,1.0,1.0,2.0," Aug 27, 2017",Past,Host/Food Runner/Take Out,"Cerritos, CA",No,Neutral,Neutral,Part-time,More than 3 years,"You get free food if you are a non-tipped employee and half off if tipped,<br>You have a lot of cool coworkers,<br>You don't have a dress code except for ""black clothing"" as a host.","Micromanagement,<br>Hard work does not get rewarded but brown-nosing management does,<br>You don't know when your off time is for most positions.",
"""Great company, and great people""",5.0,4.0,5.0,5.0,5.0,5.0," Aug 10, 2017",Past,Service Assistant,"Kissimmee, FL",Yes,Yes,Neutral,Part-time,Less than a year,"Great Management, very helpful and willing to let you move forward. Great with schedule conflicts, and management staff valued employee opinions.",Going home at 3am sucks.,Don't be afraid to fire bad employees! New service assistants can always be hired.
"""Constantly busy, team-oriented""",4.0,3.0,4.0,1.0,2.0,4.0," Aug 8, 2017",Past,Server,,No,Yes,Neutral,Full-time,More than a year,"Consistently busy, strong sense of teamwork",Corporate so any advancement within restaurant takes many steps.,
"""Executive Kitchen Manager""",1.0,1.0,1.0,1.0,3.0,1.0," Sep 12, 2017",Past,Anonymous Employee,,No,No,Neutral,Full-time,,Not a lot of positives.,"Poor upper management, talk about culture but being nothing to the table.","Care about the team members, don't just say you do."
"""BJ's Cerritos Server Salary Review""",3.0,3.0,3.0,2.0,1.0,1.0," Aug 17, 2017",Current,Anonymous Employee,,Yes,No,Neutral,Full-time,,"Great Co-Workers, decent cash, very flexible schedule","Terrible clients, no gratuity included, among many other things.",
"""part time host""",4.0,3.0,3.0,3.0,3.0,3.0," Aug 1, 2017",Current,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,More than 3 years,"fun, fast paced, a good place to make friends","no/weird hours, shortly staffed kitchen, open way late",
"""Working here is bad""",3.0,3.0,4.0,2.0,2.0,3.0," Aug 10, 2017",Current,Server/Waiter,"San Bruno, CA",Yes,Neutral,Neutral,Part-time,Less than a year,"I wouldn't work here forever but would definitely recommend it for someone who is a student or if your looking for something part time.<br><br>-Pretty Flexible schedule while at the same time can get the hours that you want. (If your location is as busy as San Bruno they will work you every hour you say you are available)<br><br>-Easy getting vacation (you just have to let them know a couple weeks in advance, or if it is a holiday such as Halloween you need to schedule it months in advance).<br><br>-Shifts are relatively short (4-5 hours) unless your closing. You can sometimes ask your manager though to work double shifts.<br><br>-Schedules are hosted through a site called hotschedules which also has an app. This is a place where you can find people to cover your shift.",-Sometimes Management is hard to find when you need them ( you will need them if you need them to take stuff off the bill or talk to a guest)<br><br>-Tips can fluctuate depending on the section your in ( there are some sections that are better than others because of the amount of tables they turn hourly)<br><br>-Kitchen is a lot of the times slow. (this affects the happiness of your guests because a lot of the times their entrees will come out before their appetizer or they will be waiting around 30 min for a salad),"For sure something that needs to be fixed is something in the back end of the restaurant. If anything, the size of the kitchen needs to be increased and the number of workers to accommodate a full dinner rush."
"""BJ's Restaurant & Brewhouse""",3.0,2.0,4.0,3.0,2.0,1.0," Aug 10, 2017",Current,Hostess,,No,Neutral,Neutral,Full-time,Less than a year,free meals for hosts<br>good hours,earliest to request off is a month,
"""Great Company""",5.0,5.0,5.0,3.0,1.0,5.0," Jul 24, 2017",Current,Server,"Denton, TX",Yes,Yes,Neutral,Full-time,More than 3 years,Great company with good people and great management in the restaurant!,Corporate management can be overbearing and needlessly nit picky.,
"""Average restaurant to get started in""",3.0,3.0,4.0,2.0,,," Aug 7, 2017",Past,Host,"Cerritos, CA",No,No,Neutral,Part-time,More than a year,"Easy to get job, lots of young people, pretty hip (as far as restaurant chains go), can transfer to different stores if you move.","Can be lots of drama (as in any restaurant), dependent on tips (as in any restaurant), open late.",
"""Server""",3.0,3.0,1.0,2.0,1.0,3.0," Aug 6, 2017",Past,Anonymous Employee,,Yes,No,Neutral,Full-time,,You can get a lot of hours a week<br>You get a discount on the food<br>Chance to become a manager,Not a steady schedule as you will be fluctuating hours all the time<br>Huge menu to learn (more than 16 pages) compared to other restaurants<br>Bare minimum labor employed per shift,You only pay servers 2.13 an hour so put more on the floor to work. I had an average of 8 tables (with at least 4 people at each). I was overwhelmed with the workload because the management was trying to keep their labor hours low.
"""Okay job""",2.0,1.0,2.0,3.0,1.0,1.0," Aug 3, 2017",Past,Anonymous Employee,,No,Neutral,Neutral,Full-time,More than 3 years,Good money on weekends<br>Good beer,Horrible management<br>Need better training,
"""Exactly what you'd expect""",3.0,4.0,4.0,4.0,3.0,2.0," Aug 2, 2017",Current,Server/Bartender,,Yes,Neutral,Neutral,Full-time,Less than a year,"If you grind away, you will get paid. It's a volume based restaurant, expect low tip percentage, but enough traffic in most locations to make it out decent.","Too many promotional discounts, restaurant seems like its dying to better competition",
"""Good Coworkers, Poor Management""",3.0,1.0,3.0,3.0,3.0,3.0," Jul 29, 2017",Current,Prep/Line Cook,"Tampa, FL",Yes,Neutral,Neutral,Part-time,More than 3 years,"Life insurance, Paid time off after your first year",Working through the power hour doesn't feel worth it at times,Enable your employees growth
"""This was a fun and fast paced company to work for!""",4.0,3.0,4.0,4.0,2.0,2.0," Jul 12, 2017",Past,Server,"Tucson, AZ",Yes,Yes,Neutral,Part-time,,"Great co- workers, delicious food, and amazing beer!","long hours, don't make a lot of money when its slow.","Learn how to treat your employees with respect, not like slaves."
"""Server""",3.0,4.0,,,,," Jul 21, 2017",Past,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,- Quick cash<br>- Managers can be cool<br>- Flexible hours<br>- They use Hot schedules,- No gratuity for large parties<br>- They send out too many coupons out to customers which evidently bring sales and tips down<br>- They have secret shoppers,
"""Bj's Restaurant and brewery bartender""",5.0,3.0,4.0,4.0,,," Jul 3, 2017",Past,Anonymous Employee,"Addison, TX",Yes,Neutral,Neutral,Full-time,,Management is great and the schedules are pretty consistent. Bosses work well with getting your days requested off.,Team work can get pretty weak at times.,
"""Server""",3.0,1.0,5.0,2.0,5.0,4.0," Jul 13, 2017",Past,Server,"Cary, NC",Yes,Neutral,Yes,Full-time,More than a year,"Great pay ,<br>Consistency with schedule<br>Great benefits",Side work takes 2 hours to do .<br>Unorganized management in newer locations.,Keep your personal relationships with servers out of the workplace
"""Bjs restaurant""",3.0,1.0,5.0,3.0,2.0,2.0," Jul 9, 2017",Current,Assistant General Manager,"Eugene, OR",Yes,No,Yes,Full-time,More than 8 years,Company with a lot of heart and room for growth from internals to management. Salary is middle of the road but has yearly raise opportunity and a decent bonus structure.,Too many elements in the operations from day to day for the amount of members to a management team. Too many hours are required of each member of the management team and teams are often understaffed causing more stress than should be necessary,
"""Hostess""",3.0,5.0,3.0,3.0,2.0,3.0," Jul 10, 2017",Past,Hostess,"Roseville, CA",Yes,Neutral,Neutral,Part-time,More than a year,Made some awesome friends when working there. Fun and fast paced environment.,"Servers are very negative at times and tend to snap. Disorganization is just the way things were, so learn to work around it.",
"""Bjs""",4.0,4.0,4.0,4.0,3.0,3.0," Jun 22, 2017",Current,Server,"City of Industry, CA",Yes,Yes,Yes,Part-time,More than 3 years,"Culture, Friendly, Fast-paced, Good environment, Coworkers","Money, Lack of silverware, lack of glassware, low on stock items, need more motivate people",
"""Inept Management""",1.0,1.0,1.0,1.0,1.0,1.0," Jul 25, 2017",Past,Food Server,"Hillsboro, OR",No,No,Neutral,Part-time,More than a year,"Flexible Schedule, cheap food, no super late hours",You can only move up if you kiss up to the manager,"Promote people based on their performance, not how many latte's they bring you, or how often they laugh at your jokes."
"""Like High School. Unprofessional. Unorganized. This is at every location.""",1.0,2.0,1.0,3.0,4.0,1.0," Jul 26, 2017",Past,Host/Hostess,"Henderson, NV",No,Yes,Neutral,Part-time,Less than a year,Free food IF you don't make tips. Food costs a lot so this was veryy helpful. 1/2 off for others if around time of shift. 20% off other days.,Harassment and everything else. Immature employees and management. I'm 20 with bills to pay and quit without another job because it just got that tiring.,Get new management.
"""Best Job""",5.0,4.0,5.0,,,," Jun 17, 2017",Current,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,"Best job I've had in a while, great people and management.",The floors are always slippery,
"""server""",3.0,4.0,2.0,3.0,1.0,2.0," Jul 2, 2017",Past,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,"you make good enough money, get to try all the beers, discount on food",They don't really care about you as a employee. they always have a coupon out that lowers your checks making your tips go down,care a little more
"""Best craft for work ethic""",5.0,5.0,5.0,5.0,5.0,5.0," Jun 17, 2017",Current,Anonymous Employee,"Miami, FL",Yes,Yes,Yes,Full-time,Less than a year,"Very helpful, good team work, great atmosphere full of positive energy","Cannot be late, need to know how to communicate, need to follow policy rules.","Management alway give you positive feed back, if you are following the craft rules."
"""Server""",4.0,4.0,4.0,3.0,3.0,4.0," Jun 16, 2017",Past,Anonymous Employee,,No,Neutral,Neutral,Part-time,More than a year,"Good Discounts, Family Environment, Fun Atmosphere",Management could use some help at times,
"""A Place To Work - Good for students but bad for everything else""",3.0,4.0,4.0,2.0,2.0,3.0," Jun 29, 2017",Current,Server,"McAllen, TX",No,Neutral,Neutral,Part-time,More than 3 years,It's a serving job so you will almost always leave with some money in your pocket and the people that work there are often really nice and cool to be around.,"There is no automatic gratuity for large parties so there have been times when I have gone in and only had parties of 14 or more all night and left with almost nothing (less than $30). Also, the menu is huge and constantly changing and there are a million steps involved with greeting tables.",Managers should be more encouraging.
"""It's ok""",2.0,3.0,3.0,3.0,4.0,1.0," Jun 25, 2017",Current,Server,"College Station, TX",No,Neutral,Neutral,Part-time,More than 5 years,Make good money during football season. Awesome coworkers. Good food. Good music. Made all my friends working here. Good place for large parties.,Hire way too many servers. Like 70+. New servers get moved up before senior servers. Managers play favoritism. Training isn't as extensive anymore. Have to beg for more than 3 shifts a week.,"Take care of your senior servers first. Stop hiring so many people, making existing servers beg for shifts. Communicate more. And stop moving new employees up before moving your seniors up."
"""Been with company for 6 years""",3.0,3.0,3.0,2.0,2.0,3.0," Jun 22, 2017",Current,Server,"Palmdale, CA",Yes,Yes,Neutral,Part-time,More than a year,"Usually good tips, flexible hours/schedule","Management not always on top of things/great, no health benefits if part time",Need to be more organized
"""I Opened a New BJs (April 24th, 2017)""",3.0,2.0,3.0,1.0,2.0,1.0," Jun 18, 2017",Current,Hostess,"Boardman, OH",No,Neutral,Neutral,Part-time,,*Easy Job<br>*Get to meet new people<br>*Hot Schedules is a great- for when you know what days you're working<br>*Get a Free Meal every shift if your a non-tipped employee,"*There is not Employee Loyalty<br>*Favoritism makes it difficult to get the hours you desire<br>*Every Manager tell you something different- nothing is the same<br>*Management team is very immature<br>*Management doesn't listen to you if you need to change your availability and will schedule you to work during time even though you cannot<br>*If you work a Lunch shift you get horrible hours (about 3-5), but if you work a dinner you get (6+ hours) Instead of making them equal people in the morning get screwed over.<br>*Lack of Good Training<br>*You have no idea when the schedule for the following week will be posted<br>*If you message a Manager on Hot Schedules asking a question they NEVER respond","*Post the Schedule every week on the same day at the same time<br>*Be more Professional<br>*Have Less Favoritism and reward based on how the job is being executed (performance)<br>*Be Far and listen to your employees<br>*When an Employee messages you, message them back so that they know you have read their message.<br>*Give everyone an opportunity to do each part of the position (such as: Greeting, Seating and Coordinating) Instead of having the same people doing it every shift.<br>*Due to the fact that Hostess are pay hourly Lunch/Dinner shifts should have the same amount of hours so everyone get the same opportunity whether they work Lunch or Dinner."
"""Good company with clear goals""",4.0,2.0,4.0,5.0,3.0,3.0," Jun 3, 2017",Current,General Manager,,Yes,Yes,Yes,Full-time,More than 5 years,"Development, career growth/opportunities, benefits, people, locations, nice restaurants, vacation policy, tech<br>Support, bonus incentive program, Top Performers Club program, high standards","Long hours, quality of life, corporate politics, limited advancement opportunity if in smaller market and not mobile, pressure to meet the standard",Performance based advancement/salary increase
"""Takeout""",4.0,2.0,2.0,3.0,2.0,3.0," May 31, 2017",Past,Anonymous Employee,,Yes,Neutral,Neutral,Part-time,,"Fast paste, Management quick to help, Friendly environment.<br><br>Great job for a college student","Favoritism between management and everyone else, Drama everywhere, Lots of your hard work goes unnoticed",
"""OK""",3.0,,,,,," Jun 14, 2017",Past,Anonymous Employee,,No,Yes,Neutral,Part-time,,Can get time off pretty easily.,Usually always understaffed and standards aren't kept up,
"""Server""",1.0,1.0,1.0,1.0,1.0,1.0," Jul 4, 2017",Current,Server,"Baton Rouge, LA",Yes,Neutral,Neutral,Part-time,More than a year,Fast paced environment that forces you to multi task,bad management that makes it difficult to give customers the best experience,Hire more people and schedule appropriately
"""Great Money""",3.0,3.0,3.0,4.0,5.0,2.0," Jun 7, 2017",Past,Take Out Server,"Lewisville, TX",No,Neutral,Neutral,Part-time,Less than a year,The money is fast and good. Lewisville is known as the fastes BJ's in the area. Food is always good and you get half off by working there.,Management at the time sucked. They schedule new ppl for long hours and left responsibilities on last person in. This was annoying at times.,
"""Not worth all the hassle""",2.0,,,,,," Jun 10, 2017",Past,Server,,Yes,No,Neutral,,More than a year,Easy online scheduling system<br>Easy to pick up shifts,Awful management<br>Stand by shifts (illegal in CA)<br>Servers didn't take home a lot of tips<br>Too high tip outs,So not a good place to work for
"""Server""",3.0,3.0,4.0,3.0,2.0,2.0," Jun 5, 2017",Current,Server,"Murfreesboro, TN",No,No,Neutral,Part-time,More than a year,"Great coworkers who become family, decent food, and potential to make good money.","Favoritism prevents you from getting the best shifts, no employee loyalty.",
"""Eh""",3.0,4.0,2.0,2.0,1.0,3.0," May 25, 2017",Past,Server/Waiter,"Plano, TX",No,Neutral,Neutral,Part-time,More than a year,"Flexibility of Time (ish)<br>Decent Managers (depending on where you are)<br>Fast decent money (depending on location ex: Allen makes more than Plano)<br>If you have seniority, you can possibly be allowed to work FT (heard they only allow a certain number of people to have benefits)",Some pettiness (comes with the business)<br>Managers picking favorites<br>Unable to work FT unless you have a valid reason and have seniority,"Hire more personable/professional managers. Some that are not just good with the consumers, but that also can rise above the drama/pettiness of the waitstaff."
