status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares
107696493204_10156113814253205,"b""Kyle Rudolph knows that a Big Game calls for a big feast! Be like Big Country and grab some Big Ribs for the Big Game. They're only $12.99 when you order online. http://bit.ly/2nvxVU0""",b'Big Country for Big Ribs',video,https://www.facebook.com/TGIFridays/videos/10156113814253205/,2018-02-03 11:01:09,45,5,4
107696493204_10156111732753205,b'Wow! The TGIFridays in Niagara Falls Ny is horrible. My son ordered a salad and a tea and it ended up costing him close to $100 for a $20 Order. Now he\xe2\x80\x99s fighting to get his money back. Plus the waitress took out a $10 tip without permission and she was left a cash tip at the table. If I have had to rate their restaurant it would be -100 Stars!! I wonder how many other people the waitress ripped off and she\xe2\x80\x99s probably stealing from them.',,status,,2018-02-02 16:35:23,2,3,0
107696493204_10156108702918205,"b'Big Country, Kyle Rudolph, stopped by and served up some Big Ribs to some unsuspecting fans in Minneapolis. Make sure you put in your order before the Big Game kicks off this Sunday. \xf0\x9f\x8f\x88'",b'Kyle_ The Waiter_v2 _1x1.mp4',video,https://www.facebook.com/TGIFridays/videos/10156108702918205/,2018-02-01 16:01:08,199,11,12
107696493204_10156106573948205,"b'How do you update personal info in the Rewards section online?? All I see is my name, # of points, and an incorrect phone number. A bit odd to be able to log on but not correct personal info!'",,status,,2018-01-31 20:19:12,0,1,0
107696493204_10156105059558205,b'Thank you for closing down your restaurant in Paducah KY without giving your employees ANY NOTICE AT ALL!!! What a scumbag thing to do!',,status,,2018-01-31 09:40:35,1,0,0
107696493204_10156101576678205,,,photo,https://www.facebook.com/photo.php?fbid=588256288193160&set=p.588256288193160&type=3,2018-01-30 07:39:54,1,0,0
107696493204_10156101575223205,,,photo,https://www.facebook.com/photo.php?fbid=588256081526514&set=p.588256081526514&type=3,2018-01-30 07:39:24,1,0,0
107696493204_10156100465828205,"b'TGIFridays, Park City Mall, Lancaster PA. \n\nMe and my boyfriend decided to get something to eat after a little shopping and TGIFridays is my favorite restaurant so we stopped there. The hostess sat us immediately and told us Chris (our server) would be with us. Our first impression of Chris was her reprimanding the hostess for seating her and not somebody else even though she seemed to only have 1 other table. Then she came up to the table with a very \xe2\x80\x9cdidn\xe2\x80\x99t wanna be there\xe2\x80\x9d type of demeanor and introduced herself. She grabbed our drink order and disappeared for about 5 minutes, saw us sitting there still drink-less and came out with our water and lemonade and said \xe2\x80\x9cdidn\xe2\x80\x99t forget about you, I\xe2\x80\x99m just slow today\xe2\x80\x9d (not sure if she meant business was slow or if she meant she was having a mentally off night), she asked if we were ready to order and we asked for another minute or two and she let us sit for another 10 minutes. She walked by us about a half a dozen times and didn\xe2\x80\x99t say a word. Finally came back and got our order and left the table. We sat for 45 minutes waiting for our food (Side salad, JD burger, & JD chicken sandwich) while we watched her continuously walk by us without her acknowledging us. Not even so much as a table touch and \xe2\x80\x9cit\xe2\x80\x99ll just be a few minutes\xe2\x80\x9d. We continued to sit, about 20 minutes into the 45 minutes we sat and waited for our food, we ran out of drinks. She didn\xe2\x80\x99t even bring a refill even though she passed us multiple times. We ended up leaving the $3 for the lemonade and walking out. We would have gotten better customer service from the Burger King kiosk inside the mall. I felt bad for doing that but considering there weren\xe2\x80\x99t many tables and everyone around us had their food already, I don\xe2\x80\x99t see the reason why we sat for 45 minutes without food or drinks while we watched her only other table get their food, put in a drink order, get their drink, put in a dessert order, and get their dessert before I even had my first refill. \n\nHorrible experience. Will not be returning. Coming from a server, at least table touch and give a token \xe2\x80\x9cit\xe2\x80\x99ll be few more minutes\xe2\x80\x9d at least pretend you wanna be at work.'",,status,,2018-01-29 20:54:55,0,2,0
107696493204_10156094102488205,b'RACIST PEOPLE AT HAMDEN TGIF',,status,,2018-01-27 17:36:52,0,0,0
107696493204_10156091396988205,b'Terrible service tonight in your Waterbury Ct location. Some of your staff should be retrained.',,status,,2018-01-26 23:15:42,0,1,0
107696493204_10156086483983205,b'Are you really thinking about serving cheese balls? False Start! You can do better by following our game-changing tips to take your tailgate table to the next level. \xf0\x9f\x8f\x88 Stock up on Fridays Platters To-Go: http://bit.ly/2yddHkJ',b'Take Your Football Tailgate to the Next Level',video,https://www.facebook.com/TGIFridays/videos/10156086483983205/,2018-01-25 11:01:40,68,10,7
107696493204_10156084987768205,"b""I was really disappointed with my meal doing my family outing at TGIF 12811 S tryon st. charlotte nc 2827 on Saturday January 20th.  I ordered jack Daniel ribs that was dry and meatless (Mostly bones) I had to ask the waitress for more sauce and after realizing there was more bones then meats I ask to order something else.  She came back to the table to tell me her manager would cook me a few more ribs because I was not happy with my order.  She also informed me he was coming out to talk to me. The restaurant was understaff so I had to ask the waitress where was my ribs?  She said oh, I thought they brought them out. I told her to forget it just bring us the ticket.  She express how sorry she was and that the manager would come out and talk with me.  I told her that's the second time she said that and he hasn't come out yet.  My husband informed me his food was not good either.  We have been to TGIF many times but was really disappointed in the service and the food.  You could tell a lot of other customers felt the same way we did.   We don't eat out a lot because I am a family of 5 and the cost can get expensive, but when I do I don't like giving my money away.  Sometimes restaurants need to regroup and provide on-going training for their employees or maybe give incentives to improve their services.  I literally felt like I gave my money away!!!!!!!!!!!!""",,status,,2018-01-24 23:21:48,1,1,0
107696493204_10156083221228205,"b""OMG! How do you even begin to eat this? It's too beautiful. \xf0\x9f\x98\xad\xe2\x9d\xa4\xef\xb8\x8f\xef\xb8\x8f""",b'Timeline Photos',photo,https://www.facebook.com/TGIFridays/photos/a.10150316519838205.366337.107696493204/10156083221228205/?type=3,2018-01-24 11:00:06,1542,433,294
107696493204_10156073496188205,b'New Peanut Butter Chocolate Explosion\n(Springfield IL #1898)',,photo,https://www.facebook.com/photo.php?fbid=10156006340209770&set=p.10156006340209770&type=3,2018-01-21 13:58:30,0,0,0
107696493204_10156073028688205,b'These ribs definitely go BIG and they can also go home with you. Get your online order in before the game starts! \xf0\x9f\x8f\x88 http://bit.ly/2Dt18sr',b'Timeline Photos',photo,https://www.facebook.com/TGIFridays/photos/a.10150316519838205.366337.107696493204/10156073028688205/?type=3,2018-01-21 11:00:05,253,25,12
107696493204_10156071395248205,b'New Red Velvet cake',,photo,https://www.facebook.com/photo.php?fbid=10156004496979770&set=p.10156004496979770&type=3,2018-01-20 21:00:43,1,1,0
107696493204_10156070033458205,"b'We went to TGI Friday\xe2\x80\x99s in the Destiny Mall in Syracuse, NY, Thursday for lunch and my son had an accident which destroyed his clothes that he was wearing, and I didn\xe2\x80\x99t bring a change of clothes in with me \xf0\x9f\x98\x9e Without me even asking, they brought me a shirt and a cute little hat for him to wear! He absolutely adored it, and had such a good time! My server, Nichole, is amazing (pictured with him) we\xe2\x80\x99ve had her twice now when we\xe2\x80\x99ve been and she\xe2\x80\x99s great each time. The assistant manager was such a sweetheart (he\xe2\x80\x99s looking and giggling at her). Will definitely be back! Thank you so much for the great experience, and my son had a blast!'",,photo,https://www.facebook.com/photo.php?fbid=10210598926546380&set=p.10210598926546380&type=3,2018-01-20 11:34:54,0,1,0
107696493204_10156069950898205,"b'A big game like this means big appetites! Kyle Rudolph\xe2\x80\x99s already got his Big Ribs for the Big Game, do you? Grab a full-rack for only $12.99 when you order online. http://bit.ly/2DoYvb8'",b'Timeline Photos',photo,https://www.facebook.com/TGIFridays/photos/a.10150316519838205.366337.107696493204/10156069950898205/?type=3,2018-01-20 11:00:08,150,18,10
107696493204_10156067831098205,b'Paying workers in Honduras 70 cents an hour and having managers tell the staff that tips are not for them but broken plates is really insane!!',,status,,2018-01-19 16:41:10,0,0,0
107696493204_10156067217333205,"b""Another Friday means another week in the books! Hope your 2018 is off to a great start. If it isn't, that's what happy hour is for. \xf0\x9f\x98\x89""",b'Timeline Photos',photo,https://www.facebook.com/TGIFridays/photos/a.10150316519838205.366337.107696493204/10156067217333205/?type=3,2018-01-19 12:00:06,72,5,2
107696493204_10156066959968205,"b'Called local resturat to order the big ribs, however, I was told they no longer honor it. Apparently no one else got the memo.'",,status,,2018-01-19 10:17:46,0,2,0
107696493204_10156066688913205,"b'TGI Fridays, thank you for the Beyond Burger option and fo adding a compassionate choice to your menu - would love to see more in the future too. Thanks so much!'",,status,,2018-01-19 08:22:02,0,0,0
107696493204_10156065892388205,"b'I ordered the bourbon barrel chicken tnt and this is what i got!  It\xe2\x80\x99s a little bigger than a half dollar for $15!  \nWhat\xe2\x80\x99s more annoying is when I called the restaurant they said they get complaints about this all the time.  So then why are u still serving such small portions?  \nThe chicken did taste good, but this portion size and explanation are unacceptable. Especially for the price!'",,photo,https://www.facebook.com/photo.php?fbid=10214761295326642&set=p.10214761295326642&type=3,2018-01-18 23:50:53,0,1,0
107696493204_10156065557838205,"b""Not sure why this unsolicted spam is showing up on my phone today for the first time.  I never downloaded your app or ordered from your two bit restaurant. Screw you, TGIF.  I predict you closing locations in 2018, bankruptcy early 2019,  and gone by Nov 2019.....and that's just what I've read on the WSJ site.\n\nSpam me again, you dipshits.  Let the games begin.""",,status,,2018-01-18 20:23:36,0,1,0
107696493204_10156065318128205,b'Thank you for offering the Beyond Meat Burger!!!  \xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f\xe2\x9d\xa4\xef\xb8\x8f',,status,,2018-01-18 18:36:44,0,0,0
107696493204_10156065182688205,b'Thank you for having the vegan burger. Do yall also have vegan cheese? Is the bun vegan?',,status,,2018-01-18 17:30:21,0,1,0
107696493204_10156062583433205,"b'Fill yourself up with Big Ribs while going light on your wallet. For a limited time, take home our JD or Classic BBQ Big Ribs for only $12.99 when you order online. http://bit.ly/TH4Y1XYX'","b""TGI Fridays's cover photo""",photo,https://www.facebook.com/TGIFridays/photos/a.10150696776808205.424876.107696493204/10156062581843205/?type=3,2018-01-17 18:39:51,183,18,25
107696493204_10156062243938205,"b'location, framingham MA\nI was alone on my birthday. I decided to go to TGIF. as I walked in, I noticed a whole section of empty tables, nothing to note they might be reserved. when I asked for a table for 1, I was told there was a 30 minute wait. I was told they where short staffed these days. well if those responsible for hiring sufficient staff dont want to do their job. last thing I wanna do is contribute to that managers paycheck! I went home and had a frozen pizza.'",,status,,2018-01-17 16:25:09,0,2,0
107696493204_10156061536993205,"b""Your next Red Velvet obsession is here! The question is, how are you going to order it? \n\nJust for your sweet tooth, we're introducing our Red Velvet Sparkler Cake with ice cream and strawberry Pocky - Glico USA as well as our newest Red Velvet Extreme Shake that comes with cake inside and on top of the shake. Time to do your happy dance and dig in! \xf0\x9f\x98\x8b""",,video,https://www.facebook.com/TGIFridays/videos/10156061536993205/,2018-01-17 11:00:32,1677,731,1717
107696493204_10156059948133205,"b'Are you closing Terre Haute, Indiana store?'",,status,,2018-01-16 20:21:45,0,0,0
107696493204_10156057601053205,b'Went in to the Fredericksburg Va location on this past Saturday. After being seated it took 10 minutes for our server to even come greet us and that was because we asked a nearby server. Another 20 minutes and still no drinks. We asked the manager could he check on our drinks. He replied \xe2\x80\x9csure\xe2\x80\x9d but walked in the back and never came back. All in all 45 minutes passed and we still didn\xe2\x80\x99t have our drinks. We ended up leaving and no one said a word. Worst experience ever. I love Friday\xe2\x80\x99s but I will not return.',,status,,2018-01-16 00:02:02,0,1,0
107696493204_10156053500548205,"b""It's cold outside, you have a hot date with your couch, and you're hungry. Fridays To-Go FTW!  \xf0\x9f\x99\x8c http://bit.ly/2DwKOnv""",b'Timeline Photos',photo,https://www.facebook.com/TGIFridays/photos/a.10150316519838205.366337.107696493204/10156053500548205/?type=3,2018-01-14 11:00:07,215,15,19
107696493204_10156050841588205,"b""Game time is almost here! Follow Kyle Rudolph's  lead and get some Big Ribs for the Big Game! Tackle a full-rack of $12.99 Big Ribs when you dine in or order online.  http://bit.ly/2CXfLjx""",b'Timeline Photos',photo,https://www.facebook.com/TGIFridays/photos/a.10150316519838205.366337.107696493204/10156050841588205/?type=3,2018-01-13 11:00:11,189,20,17
107696493204_10156049031478205,b'went in after a movie and lousy service ..waited to be seated but no one seated us.  We left since our business wasnt wanted or appreciated.  plenty of other places to eat in Vero  be a long time before I go there again if ever',,status,,2018-01-12 17:51:35,0,1,0
107696493204_10156048816238205,"b""Can I redeem my points for more than one reward in one visit? I can't seem to find the answer online (sorrry!).""",,status,,2018-01-12 16:22:21,0,1,0
107696493204_10156048396663205,"b""I would love to see a Fridays back in Sioux Falls, SD.  Closest is in Fargo, ND and we don't go there very often.  Best chicken strips I have ever had!""",,status,,2018-01-12 13:23:51,1,0,0
107696493204_10156047757503205,b'PLEASE stop with the noisy people eating commercial  UGH!!!!',,status,,2018-01-12 08:25:04,0,1,0
107696493204_10156046787823205,"b'So on your tv commercial, a white couple is having ribs at TGI and there is also a black guy at that table. Why? Token. Why do you people have the need to stick token blacks into EVERY commercial and ad?'",,status,,2018-01-11 21:13:54,2,0,0
107696493204_10156045939883205,b'was at union deposit for lunch with daughtors worst service ever and manager was terrible we got our meals 15 minutes apart food was bad',,status,,2018-01-11 14:38:23,0,0,0
107696493204_10156045536543205,"b'So, is your Challah bun vegan?'",,status,,2018-01-11 11:48:30,0,4,0
107696493204_10156045103188205,b'Your latest ad on TV is an insult to all of us.  No class at all.',,status,,2018-01-11 08:38:09,1,2,0
107696493204_10156042902748205,"b""Playoffs are in full swing so you're gonna need something good to grub on. Don't worry, we've got what you need. http://bit.ly/2D1u9ur""",b'Timeline Photos',photo,https://www.facebook.com/TGIFridays/photos/a.10150316519838205.366337.107696493204/10156042902748205/?type=3,2018-01-10 11:00:07,115,8,9
107696493204_10156041164973205,b'Hey TGI Friday!  How do former employees get their w-2 forms?  My neice changed her address and no one at corporate will return her calls.',,status,,2018-01-09 16:34:58,0,2,0
107696493204_10156038861568205,b'How you going to have a Barbados Rum Punch without a Bajan rum in it! \xf0\x9f\x98\xb3 It\xe2\x80\x99s like having a Cuba Libre without the Cuba! #prideandindustry',,photo,https://www.facebook.com/photo.php?fbid=10155486594159023&set=p.10155486594159023&type=3,2018-01-08 21:45:52,1,1,0
107696493204_10156037647318205,b'Let me just say for veggie eaters everywhere. THANK YOU!',,photo,https://www.facebook.com/photo.php?fbid=10212710765183037&set=p.10212710765183037&type=3,2018-01-08 11:33:11,2,0,0
107696493204_10156037548178205,"b'Less than 30 minutes until we go live with Meatless Monday to chat about our Beyond Meat Cheeseburger, now available nationwide. Tune in to our Facebook page at 11AM ET. \xf0\x9f\x93\xb9'",b'Timeline Photos',photo,https://www.facebook.com/TGIFridays/photos/a.10150316519838205.366337.107696493204/10156037548178205/?type=3,2018-01-08 10:37:55,155,62,20
107696493204_10156036857208205,"b'Mr. Human Boss hires one for however long he or she desires to work, ""Anyday"". His ""Salary"", is ""Better Friendship"". Yet nobody on Earth told me about this boss, because I don\'t belong in America!\no'",,status,,2018-01-08 02:22:32,0,0,0
107696493204_10156036248013205,"b'We waited for 20 min at your 1524 N Collins, Arlington, TX location and no one came to seat us. It appeared that half the restaurant was empty and there were at least 12 open tables. 4 employees stood right by the door with their backs turned talking. No one even acknowledged us when we tried to talk to them. Very unprofessional and a poor way to get business. We left obviously and told the next two couples coming in. They turned and left also.'",,status,,2018-01-07 19:23:17,0,1,0
107696493204_10156035171083205,"b""Bacon Crusted and Sweet Memphis Big Ribs are back. Who's coming with you to chow down? \xf0\x9f\x8d\xbd\xf0\x9f\xa4\x94""",b'Timeline Photos',photo,https://www.facebook.com/TGIFridays/photos/a.10150316519838205.366337.107696493204/10156035171083205/?type=3,2018-01-07 11:00:10,817,154,108
107696493204_10156033891543205,"b'Shot out to Brennon my waiter at the Mt.Zion, Morrow GA location tonight for an awesome service!'",,status,,2018-01-06 23:05:37,1,1,0
107696493204_10156033788753205,b'What this should be',,photo,https://www.facebook.com/photo.php?fbid=10210435614755935&set=p.10210435614755935&type=3,2018-01-06 21:52:12,0,0,0
107696493204_10156033788328205,"b""Won't buy these again.""",,photo,https://www.facebook.com/photo.php?fbid=10210435614035917&set=p.10210435614035917&type=3,2018-01-06 21:51:55,0,1,0
107696493204_10156030885653205,"b'This is how our experience went...got seated and when Ashley our server greeted us, she said ""Welcome to Fridays, my name is Tuesday""....what a great intro :) She was absolutely fantastic. She checked on us often and kept us posted on our order. The apps were great, the ribs she recommended were so delicious. I would definitely recommend coming here and requesting to sit in Ashley\'s section.'",,status,,2018-01-05 20:24:30,0,1,0
107696493204_10156030339068205,"b""Just bought a bag of TGI's Chedder Bacon Popcorn.  WOW!!  Could not wait to get it home with me, kick off my shoes and watch a movie while I indulge in this incredible eatable.  I opened the bag and it smelled so wonderful, and looked scrumptious.   One bite was all it took.  The taste was like chewing on styrofoam!!  I don't know if this product has been discontinued or what happened.  Ended up throwing it out.  Lets make a REAL savory Cheddar Bacon popcorn with REAL bacon and not an artificial flavor.  I won't buy that one again.""",,status,,2018-01-05 16:00:56,1,0,0
107696493204_10156030227718205,b'I noticed that almost all of the Pittsburgh TGI Friday\xe2\x80\x99s are closed or closing. Is the one in Monroeville staying open? I gave my fianc\xc3\xa9 a gift card for Christmas and it\xe2\x80\x99d suck if he can\xe2\x80\x99t even use it \xf0\x9f\x98\xab',,status,,2018-01-05 15:06:24,0,0,0
107696493204_10156029806678205,"b""Football fans, it's a busy weekend! You could do pizza and chips, or you could do this...http://bit.ly/2qrarmU""",b'Timeline Photos',photo,https://www.facebook.com/TGIFridays/photos/a.10150316519838205.366337.107696493204/10156029806678205/?type=3,2018-01-05 11:30:06,665,56,79
107696493204_10156029788743205,"b""Tried to get into the rewards program to print a rewards coupon for two days, but cannot do so.  Clicked on the having trouble icon, but nothing happened.  Called the telephone numbers, but they all wanted me to use a web site, which does not respond, and there is no way to reach a real person.  Had planned to get burgers today and wanted to use a coupon.  Catch 22 - can't tell someone my problem with the web site when the web site I am forced to use is down.""",,status,,2018-01-05 11:22:31,0,1,0
107696493204_10156027919618205,"b""Please bring back your allergen menu that shows msg... I'm visiting for the first time this year and don't know what to get... wanted to try something new :(""",,photo,https://www.facebook.com/photo.php?fbid=10155154881541961&set=p.10155154881541961&type=3,2018-01-04 17:47:53,0,0,0
107696493204_10156027215103205,b'I cannot thank you enough for carrying the Beyond Burger! Went the other day to the Bensalem location and although there was some confusion at first (I am guessing because it is so new) it came our great. My wife who is not a vegetarian got the Turkey Burger and she said it was the best Turkey Burger she has ever had. First time ever going to TGI Fridays and certainly will not be the last!',,status,,2018-01-04 12:20:55,2,1,0
107696493204_10156025089263205,b'Are you still offering the $5 bonus card with the purchase of a $25 gift card? :-)',,status,,2018-01-03 15:28:02,0,1,0
107696493204_10156024504018205,"b""This 100% plant-based burger looks, tastes, and is even juicy like meat and it's finally available nationwide. Welcome to the Burger Bar, Beyond Meat Burger! \xf0\x9f\x98\x8d""",b'Timeline Photos',photo,https://www.facebook.com/TGIFridays/photos/a.10150316519838205.366337.107696493204/10156024504018205/?type=3,2018-01-03 11:00:07,1261,613,702
107696493204_10156022523718205,"b'I am really happy to see that you are offering the Beyond Meat Burger at your restaurant. Before I get too excited and take the kids to eat there though, I have a question. Do you have vegan buns for the burger? We love salad, but my kids wants buns with their burgers and not lettuce wraps.'",,status,,2018-01-02 16:16:40,3,0,0
107696493204_10156022426803205,"b'There is no quality control on your frozen products. One box of wings may have 5, another smaller ones 8 and the directions for cooking do not vary according to the sizes. One may have wings, another thighs, you never know what you are getting.'",,status,,2018-01-02 15:19:06,0,0,0
107696493204_10156022344323205,b'Wanted to see if the Beyond Meat burgers are available in your restaurants yet? Thank you?',,status,,2018-01-02 14:28:39,0,1,0
107696493204_10156018130743205,b'Happy New Year! \xf0\x9f\x8e\x89\xf0\x9f\x8d\xbe',,video,https://www.facebook.com/TGIFridays/videos/10156018130743205/,2018-01-01 01:00:54,198,10,13
107696493204_10156017627803205,b'Chris is the best waiter in the area!  He was one of the best waiters we have ever had and a great personality.',,status,,2017-12-31 21:07:51,0,0,0
107696493204_10156017600423205,b'When does this promotion end?',,status,,2017-12-31 20:54:34,0,1,0
107696493204_10156014089733205,"b'Terrible expletive at TGIFridays in Braintree. Not coming back. We spoke with the manager who offered to comp part of our meal, but never did and instead offered us free dessert. We just want to get out of here.'",,status,,2017-12-30 18:56:08,1,1,0
107696493204_10156014085433205,"b'Stay Away from the Braintree, Ma one, 45 Mins for a jack on the rocks (after my friend got 2 regular drinks) no silverware, 2 hrs for food, food was then wrong, only got to speak to the manager after the third time asking..said meal would be comped but still paid..only offered free desert at the end.. a night that was supposed to be joyous with old friends turned into the worst service experience ever.....'",,status,,2017-12-30 18:52:38,0,0,0
107696493204_10156013612068205,"b'Whoa! It was no surprise when I heard the Beyond Burger would be added perm on TGIFriday\xe2\x80\x99s menu as I had high hopes, huge fan of the Beyond Burger and am a huge supporter of Beyond Meat since the early days. But what is with this pricing?? How can this be considered affordable??'",,photo,https://www.facebook.com/photo.php?fbid=315815382238195&set=p.315815382238195&type=3,2017-12-30 15:10:39,1,1,0
107696493204_10156012868258205,b'Bangkok \xf0\x9f\x8d\xa4',,photo,https://www.facebook.com/photo.php?fbid=1761776333853275&set=p.1761776333853275&type=3,2017-12-30 09:33:17,0,0,0
107696493204_10156011142553205,"b'Thanks for carrying the beyond burger! Is the bun vegan or is there a vegan bread option at the restaurants that could be swapped in? Also, are the kitchens instructed to cook them separately or on the same surface as the other burgers? Thank you!'",,status,,2017-12-29 15:24:05,3,2,0
107696493204_10156010728138205,b'Happy Friday! Planning a football party this weekend? You should invite us. \xf0\x9f\x98\x89 http://bit.ly/2yddHkJ',b'Timeline Photos',photo,https://www.facebook.com/TGIFridays/photos/a.10150316519838205.366337.107696493204/10156010728138205/?type=3,2017-12-29 12:00:02,107,3,10
107696493204_10156008953938205,"b""Why can't you use gift cards when ordering online? Seems like bait to force booze.""",,status,,2017-12-28 18:15:45,0,0,0
107696493204_10156006877828205,"b'I was unable to contact you through your website because the location I have a complaint about is no longer in business. I live near the 41st street store in Tulsa, OK that was damaged by a tornado. It has been over four months and the remains of the building is still standing (barely). Almost everything else in the neighborhood that was damaged has been demolished or rebuilt or is being rebuilt. Please clean this up. It is an eyesore and a grim reminder of a terrible day in the neighborhood.'",,status,,2017-12-28 03:31:36,0,0,0
107696493204_10156005608478205,"b'Every time your ""Big Ribs"" ad is on I mute the sound or change the channel.  All the diners grunting as they eat reminds me of pigs at a trough of slop.  Not appetizing at all.'",,status,,2017-12-27 15:30:44,2,2,0
107696493204_10156005432733205,,"b""TGI Fridays's cover photo""",photo,https://www.facebook.com/TGIFridays/photos/a.10150696776808205.424876.107696493204/10156005432268205/?type=3,2017-12-27 14:02:39,129,24,14
